osmid,name,highway,oneway,reversed,length,ref,maxspeed,lanes,geometry
502478249,Praça Doutor João Borges,tertiary,False,False,52.5,,,,"LINESTRING (-42.6262573 -11.99865, -42.6263873 -11.9981953)"
502478249,Praça Doutor João Borges,tertiary,False,True,64.559,,,,"LINESTRING (-42.6262573 -11.99865, -42.6261264 -11.9992163)"
502478257,Praça Doutor João Borges,residential,False,True,72.868,,,,"LINESTRING (-42.6262573 -11.99865, -42.6268883 -11.9988702)"
502478260,Praça Coronel Horácio de Matos,tertiary,False,False,34.482,,,,"LINESTRING (-42.6255565 -12.0021438, -42.6258666 -12.0020793)"
852075635,Praça Coronel Horácio de Matos,secondary,False,True,54.855,BA-156,40,,"LINESTRING (-42.6255565 -12.0021438, -42.625663 -12.0016616)"
918255541,Rodovia BA 156,secondary,False,False,120.087,BR-156,,2,"LINESTRING (-42.6255565 -12.0021438, -42.6254511 -12.0021641, -42.6244674 -12.0023209)"
381725458,,tertiary,False,False,6.234,,,2,"LINESTRING (-42.6264727 -11.9978749, -42.6264164 -11.9978644)"
502478247,Praça Doutor João Borges,tertiary,False,True,83.812,,,,"LINESTRING (-42.6264727 -11.9978749, -42.6272211 -11.9980544)"
502478249,Praça Doutor João Borges,tertiary,False,True,36.818,,,,"LINESTRING (-42.6264727 -11.9978749, -42.6263873 -11.9981953)"
502478249,Praça Doutor João Borges,tertiary,False,False,64.559,,,,"LINESTRING (-42.6261264 -11.9992163, -42.6262573 -11.99865)"
502478256,Praça Doutor João Borges,residential,False,True,14.24,,,,"LINESTRING (-42.6261264 -11.9992163, -42.6262539 -11.9992454)"
502484491,,residential,False,False,430.013,,,,"LINESTRING (-42.6244674 -12.0023209, -42.6244292 -12.0025695, -42.6244001 -12.0029389, -42.6242468 -12.0035651, -42.6241272 -12.0040584, -42.6240805 -12.0042538, -42.6239839 -12.0042984, -42.6238705 -12.0042814, -42.6222086 -12.003869)"
918255541,Rodovia BA 156,secondary,False,False,311.922,BR-156,,2,"LINESTRING (-42.6244674 -12.0023209, -42.6237556 -12.0024514, -42.6235279 -12.002517, -42.6233547 -12.0025854, -42.6231249 -12.0027546, -42.6220688 -12.0037004)"
918255541,Rodovia BA 156,secondary,False,True,120.087,BR-156,,2,"LINESTRING (-42.6244674 -12.0023209, -42.6254511 -12.0021641, -42.6255565 -12.0021438)"
381725458,,tertiary,False,True,46.136,,,2,"LINESTRING (-42.6260002 -11.9977843, -42.6264164 -11.9978644)"
390026072,Rua Avelino Ferro,residential,False,True,166.861,,,,"LINESTRING (-42.6260002 -11.9977843, -42.6256483 -11.9987567, -42.6255456 -11.9992149)"
381725450,Praça Doutor João Borges,secondary,False,True,42.612,BA-156,,,"LINESTRING (-42.6272211 -11.9980544, -42.6270766 -11.9984106)"
502478247,Praça Doutor João Borges,tertiary,False,False,83.812,,,,"LINESTRING (-42.6272211 -11.9980544, -42.6264727 -11.9978749)"
502478248,Travessa Otaviano Barreto,tertiary,False,True,54.802,BA-156,,,"LINESTRING (-42.6272211 -11.9980544, -42.6276941 -11.9982242)"
922485915,Rua Joviano Rosa,secondary,False,False,74.446,BA-156,,,"LINESTRING (-42.6272211 -11.9980544, -42.6274493 -11.9974232)"
389957659,Rua Osório Rosa,residential,False,False,130.718,,,,"LINESTRING (-42.6296722 -11.9981738, -42.6292776 -11.9992842)"
390026061,Travessa Balbino Ribeiro,residential,False,False,59.496,,,,"LINESTRING (-42.6296722 -11.9981738, -42.6291577 -11.9979921)"
390026061,Travessa Balbino Ribeiro,residential,False,True,35.191,,,,"LINESTRING (-42.6296722 -11.9981738, -42.6299781 -11.9982769)"
389957664,Travessa Professora Cotinha,residential,False,False,52.095,,,,"LINESTRING (-42.6281656 -11.9994509, -42.6277144 -11.9992937)"
389957664,Travessa Professora Cotinha,residential,False,True,48.382,,,,"LINESTRING (-42.6281656 -11.9994509, -42.6285877 -11.9995882)"
389957675,Rua Jonival Lucas,residential,False,False,80.7,,,,"LINESTRING (-42.6281656 -11.9994509, -42.6279328 -12.00014)"
389957675,Rua Jonival Lucas,residential,False,True,56.383,,,,"LINESTRING (-42.6281656 -11.9994509, -42.6283403 -11.9989735)"
230156610,Rua Duque de Caxias,residential,False,False,75.592,,,,"LINESTRING (-42.628059 -11.9983485, -42.6282945 -11.9977089)"
230156610,Rua Duque de Caxias,residential,False,True,47.544,,,,"LINESTRING (-42.628059 -11.9983485, -42.6279101 -11.9987505)"
502478248,Travessa Otaviano Barreto,tertiary,False,False,42.026,BA-156,,,"LINESTRING (-42.628059 -11.9983485, -42.6276941 -11.9982242)"
381725464,Avenida Joana Angélica,residential,False,False,131.882,,,,"LINESTRING (-42.6291577 -11.9979921, -42.6287558 -11.9991111)"
390026061,Travessa Balbino Ribeiro,residential,False,False,44.919,,,,"LINESTRING (-42.6291577 -11.9979921, -42.6287676 -11.9978595)"
390026061,Travessa Balbino Ribeiro,residential,False,True,59.496,,,,"LINESTRING (-42.6291577 -11.9979921, -42.6296722 -11.9981738)"
390026073,Travessa Sargento Carmelito Barbosa,residential,False,False,37.273,,,,"LINESTRING (-42.6282907 -12.002871, -42.6286245 -12.0029469)"
390026073,Travessa Sargento Carmelito Barbosa,residential,False,True,51.542,,,,"LINESTRING (-42.6282907 -12.002871, -42.6278172 -12.0028522)"
918270062,Rua João Bastos,residential,False,False,51.359,,,,"LINESTRING (-42.6282907 -12.002871, -42.6281613 -12.0033152)"
918270062,Rua João Bastos,residential,False,True,169.157,,,,"LINESTRING (-42.6282907 -12.002871, -42.6286291 -12.0017098, -42.628717 -12.001408)"
390026069,Rua Senhor do Bonfim,residential,False,False,127.372,,,,"LINESTRING (-42.6302628 -11.9995818, -42.6298556 -12.0006558)"
389957651,Travessa Osvaldo Rosa,residential,False,True,47.675,,,,"LINESTRING (-42.6262549 -12.0005444, -42.6266686 -12.0006861)"
922485914,Rua Coronel José Campos,secondary,False,False,70.995,BA-156,,,"LINESTRING (-42.6262549 -12.0005444, -42.626489 -11.9999484)"
