osmid,oneway,name,highway,reversed,length,geometry,ref,bridge,lanes
202561130,False,Rua Luiz Strazzacappa,tertiary,True,100.204,"LINESTRING (-47.1999854 -22.6393946, -47.2000839 -22.6394672, -47.2008081 -22.6398785)",,,
202561305,False,Avenida Ester,tertiary,False,140.427,"LINESTRING (-47.1944752 -22.6394617, -47.1950633 -22.640602)",,,
202561624,False,Rua Francisco Cezario de Azevedo,tertiary,True,120.609,"LINESTRING (-47.1944752 -22.6394617, -47.1934106 -22.6399211)",,,
202561440,False,Rua Otto Herbst,tertiary,True,89.451,"LINESTRING (-47.1968733 -22.6398025, -47.1960871 -22.6401498)",,,
887002661,True,Rua Presidente Getúlio Vargas,tertiary,False,299.64300000000003,"LINESTRING (-47.1968733 -22.6398025, -47.1977332 -22.641584, -47.1981328 -22.6422307)",,,
202561130,False,Rua Luiz Strazzacappa,tertiary,True,51.791,"LINESTRING (-47.2008081 -22.6398785, -47.2012279 -22.640137)",,,
202561130,False,Rua Luiz Strazzacappa,tertiary,False,100.204,"LINESTRING (-47.2008081 -22.6398785, -47.2000839 -22.6394672, -47.1999854 -22.6393946)",,,
202561557,True,Rua Doutor Campos Sales,tertiary,False,141.977,"LINESTRING (-47.1934106 -22.6399211, -47.1940727 -22.6410422)",,,
202561624,False,Rua Francisco Cezario de Azevedo,tertiary,False,120.609,"LINESTRING (-47.1934106 -22.6399211, -47.1944752 -22.6394617)",,,
202561624,False,Rua Francisco Cezario de Azevedo,tertiary,True,11.238,"LINESTRING (-47.1934106 -22.6399211, -47.1933114 -22.6399639)",,,
202561406,False,Rua José Talassa,residential,True,81.556,"LINESTRING (-47.2013982 -22.6399248, -47.2020512 -22.6403428)",,,
708247802,False,Rodovia João Herrmann Neto,secondary,False,29.363,"LINESTRING (-47.2013982 -22.6399248, -47.2012279 -22.640137)",SP-133,,
202561624,False,Rua Francisco Cezario de Azevedo,tertiary,False,11.238,"LINESTRING (-47.1933114 -22.6399639, -47.1934106 -22.6399211)",,,
202561624,False,Rua Francisco Cezario de Azevedo,tertiary,True,17.406,"LINESTRING (-47.1933114 -22.6399639, -47.193159 -22.6400326)",,,
202561624,False,Rua Francisco Cezario de Azevedo,tertiary,False,17.406,"LINESTRING (-47.193159 -22.6400326, -47.1933114 -22.6399639)",,,
202561624,False,Rua Francisco Cezario de Azevedo,tertiary,True,63.754,"LINESTRING (-47.193159 -22.6400326, -47.1925973 -22.6402775)",,,
202561302,True,Rua Doutor Campos Sales,tertiary,False,71.17500000000001,"LINESTRING (-47.193159 -22.6400326, -47.1930126 -22.6397375, -47.1928939 -22.6394416)",,,
1002053978,False,Rodovia João Herrmann Neto,secondary,False,14.411,"LINESTRING (-47.2011421 -22.6402396, -47.2012279 -22.640137)",SP-133,,
