osmid,highway,oneway,reversed,length,geometry,name,lanes,ref,junction,maxspeed,bridge,tunnel
945089158,residential,False,True,141.349,"LINESTRING (-49.4077639 -25.5887949, -49.4080355 -25.5884845, -49.408637 -25.587797)",,,,,,,
1054473672,secondary,False,False,248.65099999999998,"LINESTRING (-49.4077639 -25.5887949, -49.4081337 -25.5890767, -49.4085252 -25.5893404, -49.4090769 -25.5896682, -49.4092713 -25.5897813, -49.4095184 -25.5899252, -49.4097461 -25.5900577, -49.4097877 -25.5900819)",Marginal Rodovia do Xisto,,,,,,
1054473672,secondary,False,True,106.914,"LINESTRING (-49.4077639 -25.5887949, -49.4073394 -25.5884655, -49.4069557 -25.5881679)",Marginal Rodovia do Xisto,,,,,,
441348812,secondary,False,False,168.691,"LINESTRING (-49.4032401 -25.5858418, -49.4019677 -25.5848496)",Marginal Rodovia do Xisto,,,,,,
441348812,secondary,False,True,110.257,"LINESTRING (-49.4032401 -25.5858418, -49.4040839 -25.5864774)",Marginal Rodovia do Xisto,,,,,,
167692193,trunk_link,True,False,14.543,"LINESTRING (-49.4090715 -25.5898034, -49.4089981 -25.5899162)",,,,,,,
516508234,trunk,True,False,37.664,"LINESTRING (-49.4090715 -25.5898034, -49.4093861 -25.5899884)",Rodovia do Xisto,2,BR-476,,,,
516508239,secondary,True,False,14.091,"LINESTRING (-49.4089981 -25.5899162, -49.408927 -25.5900255)",Rua Coronel João Antônio Xavier,,,,,,
516508235,trunk,True,False,194.261,"LINESTRING (-49.4089981 -25.5899162, -49.4079743 -25.589272, -49.4074428 -25.588877)",Rodovia do Xisto,3,BR-476,,,,
1054473670,secondary,False,False,246.932,"LINESTRING (-49.408927 -25.5900255, -49.4080563 -25.5895061, -49.4076553 -25.5892219, -49.4073093 -25.5889678, -49.4069633 -25.5886915)",Marginal Rodovia do Xisto,,,,,,
167530760,secondary,False,True,145.507,"LINESTRING (-49.4016016 -25.5886945, -49.4019355 -25.5886147, -49.4024719 -25.5885107, -49.4030144 -25.5883976)",Avenida Archelau de Almeida Torres,,,,,,
360511507,tertiary,True,False,135.569,"LINESTRING (-49.4016016 -25.5886945, -49.4018518 -25.5890078, -49.4019604 -25.589144, -49.4020899 -25.5893061, -49.4023915 -25.5896839)",Avenida Doutor Victor do Amaral,,,,,,
945090191,secondary,True,False,114.42699999999999,"LINESTRING (-49.4016016 -25.5886945, -49.4013695 -25.5887828, -49.4011125 -25.5889191, -49.4006213 -25.5892154)",Avenida Archelau de Almeida Torres,,,,,,
365845626,residential,False,True,102.737,"LINESTRING (-49.4026342 -25.5848553, -49.4032913 -25.5841465)",Rua Alício Machado Borba,,,,,,
441348815,secondary,False,False,112.224,"LINESTRING (-49.4026342 -25.5848553, -49.4035006 -25.585494)",Marginal Rodovia do Xisto,,,,,,
167692200,tertiary,True,False,210.929,"LINESTRING (-49.4015144 -25.5869261, -49.4029896 -25.5859978, -49.4032401 -25.5858418)",Rua Heitor Alves Guimarães,,,,,,
616145082,residential,False,False,208.571,"LINESTRING (-49.4015144 -25.5869261, -49.4023524 -25.5875336, -49.4027181 -25.5878023, -49.4029943 -25.5880057, -49.4030845 -25.5880723, -49.4031307 -25.5881064)",Rua Prefeito Odorico Franco Ferreira,,,,,,
441348863,secondary,True,False,3.984,"LINESTRING (-49.4034904 -25.5883537, -49.4034769 -25.5883874)",,,,roundabout,,,
441348812,secondary,False,True,84.994,"LINESTRING (-49.4013266 -25.5843497, -49.4019677 -25.5848496)",Marginal Rodovia do Xisto,,,,,,
167534734,residential,False,False,180.10199999999998,"LINESTRING (-49.4039646 -25.5889026, -49.4027108 -25.5895253, -49.4023915 -25.5896839)",Rua Elvira Pizzatto Ferreira,,,,,,
1025365518,residential,False,False,107.886,"LINESTRING (-49.4039646 -25.5889026, -49.4040291 -25.5889734, -49.4042077 -25.5891696, -49.4046472 -25.5896525)",Rua Prefeito Odorico Franco Ferreira,,,,,,
1025365518,residential,False,True,48.462999999999994,"LINESTRING (-49.4039646 -25.5889026, -49.403848 -25.5887875, -49.4036387 -25.5885808)",Rua Prefeito Odorico Franco Ferreira,,,,,,
441348831,trunk,True,False,207.381,"LINESTRING (-49.4061144 -25.5878454, -49.4045521 -25.5866236)",Rodovia do Xisto,2,BR-476,,80,,
167534273,residential,False,False,118.439,"LINESTRING (-49.4046472 -25.5896525, -49.4046727 -25.58969, -49.404733 -25.5897444, -49.4048859 -25.5898279, -49.4056306 -25.5902304)",Rua Prefeito Odorico Franco Ferreira,,,,,,
"[818962165, 818962164, 1025365517]",tertiary,True,False,232.14500000000004,"LINESTRING (-49.4046472 -25.5896525, -49.4047825 -25.5894924, -49.4049598 -25.5892825, -49.4051589 -25.5890469, -49.4052173 -25.5889854, -49.4053647 -25.5888155, -49.4056517 -25.5885086, -49.4058772 -25.5882611, -49.4059308 -25.5882007, -49.4060929 -25.5880226)",Rua Doutor Guilherme de Motta Correa,,,,,yes,
1025365518,residential,False,True,107.886,"LINESTRING (-49.4046472 -25.5896525, -49.4042077 -25.5891696, -49.4040291 -25.5889734, -49.4039646 -25.5889026)",Rua Prefeito Odorico Franco Ferreira,,,,,,
167692200,tertiary,True,False,107.408,"LINESTRING (-49.400634 -25.5874761, -49.4008459 -25.5873437, -49.4011515 -25.5871528, -49.4015144 -25.5869261)",Rua Heitor Alves Guimarães,,,,,,
360511507,tertiary,True,False,166.647,"LINESTRING (-49.400634 -25.5874761, -49.4007624 -25.5876378, -49.4010459 -25.5879948, -49.4012276 -25.5882235, -49.4013118 -25.5883296, -49.4016016 -25.5886945)",Avenida Doutor Victor do Amaral,,,,,,
358706049,tertiary,True,False,134.517,"LINESTRING (-49.4038077 -25.590596, -49.4041003 -25.5902671, -49.4043056 -25.5900364, -49.4046472 -25.5896525)",Rua Doutor Guilherme de Motta Correa,,,,,,
176094224,trunk_link,True,False,20.279,"LINESTRING (-49.4060929 -25.5880226, -49.4061177 -25.5879676, -49.4061238 -25.5879228, -49.4061144 -25.5878454)",,,,,,,
441348812,secondary,False,False,264.798,"LINESTRING (-49.4060929 -25.5880226, -49.4057489 -25.5877608, -49.4047061 -25.5869607, -49.4042329 -25.5865932, -49.4040839 -25.5864774)",Marginal Rodovia do Xisto,,,,,,
1054473670,secondary,False,True,114.68299999999999,"LINESTRING (-49.4060929 -25.5880226, -49.4065529 -25.5883777, -49.4069633 -25.5886915)",Marginal Rodovia do Xisto,,,,,,
167534738,residential,True,False,77.56,"LINESTRING (-49.4006213 -25.5892154, -49.4008371 -25.5894932, -49.401065 -25.5897867)",Rua Professor Alfredo Parodi,,,,,,
358706057,residential,True,False,115.996,"LINESTRING (-49.4023915 -25.5896839, -49.4014384 -25.5902749)",Rua Fernando Suckow,,,,,,
167534734,residential,False,True,180.10199999999998,"LINESTRING (-49.4023915 -25.5896839, -49.4027108 -25.5895253, -49.4039646 -25.5889026)",Rua Elvira Pizzatto Ferreira,,,,,,
169659735,tertiary,False,True,11.462,"LINESTRING (-49.4080845 -25.5843025, -49.4079987 -25.5842344)",Rua Vereador Valentim Wolski,,,,,,
169660937,secondary,True,False,64.964,"LINESTRING (-49.4080845 -25.5843025, -49.4076714 -25.5847525)",Rua Alfred Charvet,,,,,,
169660937,secondary,True,False,117.721,"LINESTRING (-49.4076714 -25.5847525, -49.4069123 -25.58556)",Rua Alfred Charvet,,,,,,
364378681,residential,True,False,115.848,"LINESTRING (-49.40478 -25.5825449, -49.4056678 -25.5832114)",Rua Francisco Dranka,,,,,,
365845626,residential,False,False,114.596,"LINESTRING (-49.40478 -25.5825449, -49.4040477 -25.583336)",Rua Alício Machado Borba,,,,,,
169658969,residential,True,False,139.317,"LINESTRING (-49.4040477 -25.583336, -49.4029816 -25.5825328)",Rua Alberto Karas,,,,,,
365845626,residential,False,False,117.802,"LINESTRING (-49.4040477 -25.583336, -49.4032913 -25.5841465)",Rua Alício Machado Borba,,,,,,
365845626,residential,False,True,114.596,"LINESTRING (-49.4040477 -25.583336, -49.40478 -25.5825449)",Rua Alício Machado Borba,,,,,,
364378681,residential,True,False,11.482,"LINESTRING (-49.4075887 -25.5846811, -49.4076714 -25.5847525)",Rua Francisco Dranka,,,,,,
135416937,secondary,True,False,64.511,"LINESTRING (-49.4075887 -25.5846811, -49.4077917 -25.5844465, -49.4079987 -25.5842344)",Rua Alfred Charvet,,,,,,
135416937,secondary,True,False,73.923,"LINESTRING (-49.4060956 -25.5863007, -49.4065632 -25.5857868)",Rua Alfred Charvet,,,,,,
169658967,residential,False,True,10.602,"LINESTRING (-49.4060956 -25.5863007, -49.4061761 -25.5863625)",Rua Edmundo Gonçalves Ferreira,,,,,,
169658967,residential,False,False,144.56,"LINESTRING (-49.4060956 -25.5863007, -49.4054617 -25.5858154, -49.4049967 -25.5854594)",Rua Edmundo Gonçalves Ferreira,,,,,,
169658967,residential,False,False,10.602,"LINESTRING (-49.4061761 -25.5863625, -49.4060956 -25.5863007)",Rua Edmundo Gonçalves Ferreira,,,,,,
1219873109,secondary,True,False,23.572,"LINESTRING (-49.4061761 -25.5863625, -49.4060261 -25.5865257)",Rua Alfred Charvet,,,,,,
135416937,secondary,True,False,117.938,"LINESTRING (-49.4068311 -25.5854923, -49.4075887 -25.5846811)",Rua Alfred Charvet,,,,,,
169658969,residential,True,False,141.271,"LINESTRING (-49.4068311 -25.5854923, -49.405771 -25.5846557)",Rua Alberto Karas,,,,,,
477682626,residential,False,False,11.09,"LINESTRING (-49.4068311 -25.5854923, -49.4069123 -25.58556)",Rua Alberto Karas,,,,,,
169660937,secondary,True,False,31.523,"LINESTRING (-49.4069123 -25.58556, -49.4067107 -25.5857775)",Rua Alfred Charvet,,,,,,
477682626,residential,False,True,11.09,"LINESTRING (-49.4069123 -25.58556, -49.4068311 -25.5854923)",Rua Alberto Karas,,,,,,
1073885564,residential,False,True,64.141,"LINESTRING (-49.4069123 -25.58556, -49.4074226 -25.5859077)",Rua Alberto Karas,,,,,,
169658967,residential,False,False,137.676,"LINESTRING (-49.4032913 -25.5841465, -49.4022466 -25.5833433)",Rua Edmundo Gonçalves Ferreira,,,,,,
