osmid,name,highway,oneway,reversed,length,geometry,lanes,junction,bridge
409897281,Rua Sorocaba,residential,False,True,27.614,"LINESTRING (-47.4441782 -23.5402476, -47.4441523 -23.5400004)",,,
682300728,,tertiary,False,False,13.053,"LINESTRING (-47.4441782 -23.5402476, -47.4441901 -23.540299, -47.4442027 -23.5403628)",,,
1211671752,Avenida Luiz do Patrocinio Fernandes,secondary,True,False,32.507999999999996,"LINESTRING (-47.4441782 -23.5402476, -47.444255 -23.5402432, -47.4443991 -23.5402345, -47.4444919 -23.540207)",2,,
175609722,Rua Antônio de Campos Filho,residential,False,True,13.514,"LINESTRING (-47.4410361 -23.5404997, -47.4410496 -23.5406206)",,,
1211671752,Avenida Luiz do Patrocinio Fernandes,secondary,True,False,137.352,"LINESTRING (-47.4410361 -23.5404997, -47.4423779 -23.5403876)",2,,
175609722,Rua Antônio de Campos Filho,residential,False,False,13.514,"LINESTRING (-47.4410496 -23.5406206, -47.4410361 -23.5404997)",,,
175609722,Rua Antônio de Campos Filho,residential,False,True,45.368,"LINESTRING (-47.4410496 -23.5406206, -47.4410865 -23.5410272)",,,
151159944,Avenida Luiz do Patrocinio Fernandes,secondary,True,False,280.59499999999997,"LINESTRING (-47.4410496 -23.5406206, -47.4402275 -23.540693, -47.4391193 -23.5407899, -47.4383107 -23.5408708)",2,,
667344270,Avenida Reverendo José Manoel da Conceição,secondary,False,False,6.26,"LINESTRING (-47.4468341 -23.5339592, -47.4468554 -23.5339064)",,,
"[1211907276, 1211907277]",Avenida Reverendo José Manoel da Conceição,secondary,True,False,315.41999999999996,"LINESTRING (-47.4468341 -23.5339592, -47.4467785 -23.534108, -47.4465709 -23.5345391, -47.446473 -23.5348021, -47.4462835 -23.5351446, -47.4461619 -23.5354183, -47.4461185 -23.5355247, -47.4460139 -23.5358435, -47.4459095 -23.5361447, -47.4458804 -23.5362288, -47.4458237 -23.5364261, -47.4457686 -23.5366153)",2,,
175610317,Rua Fernando Arcury,residential,False,True,48.075,"LINESTRING (-47.4456832 -23.5364059, -47.4452361 -23.5362684)",,,
1211907273,Avenida Reverendo José Manoel da Conceição,secondary,True,False,297.672,"LINESTRING (-47.4456832 -23.5364059, -47.4457577 -23.5361929, -47.4458923 -23.5358213, -47.4459944 -23.5354912, -47.446189 -23.5350386, -47.4463228 -23.534771, -47.446459 -23.5345569, -47.4466955 -23.5341582, -47.4468341 -23.5339592)",2,,
258928417,,secondary,True,False,3.939,"LINESTRING (-47.4444919 -23.540207, -47.444521 -23.5401837)",1,roundabout,
175609724,Rua Marechal Candido Xavier,residential,False,False,138.246,"LINESTRING (-47.4425631 -23.5421717, -47.4412102 -23.5422578)",,,
175609724,Rua Marechal Candido Xavier,residential,False,True,61.658,"LINESTRING (-47.4425631 -23.5421717, -47.4431652 -23.5422245)",,,
320311868,Rua Afonso Furtado,residential,False,True,28.725,"LINESTRING (-47.4425631 -23.5421717, -47.442545 -23.5424295)",,,
320311868,Rua Afonso Furtado,residential,False,False,74.771,"LINESTRING (-47.4425631 -23.5421717, -47.4425591 -23.5419811, -47.4425102 -23.5415014)",,,
175609722,Rua Antônio de Campos Filho,residential,False,False,66.747,"LINESTRING (-47.4411526 -23.5416244, -47.4410865 -23.5410272)",,,
175609722,Rua Antônio de Campos Filho,residential,False,True,70.675,"LINESTRING (-47.4411526 -23.5416244, -47.4412102 -23.5422578)",,,
175609728,Rua Flora Metidieri,residential,False,False,70.87,"LINESTRING (-47.4411526 -23.5416244, -47.4404602 -23.5416817)",,,
175609728,Rua Flora Metidieri,residential,False,True,139.068,"LINESTRING (-47.4411526 -23.5416244, -47.4425102 -23.5415014)",,,
175609723,Rua Valentim Metidieri,residential,False,True,28.306,"LINESTRING (-47.4436055 -23.5407886, -47.4435758 -23.5405355)",,,
175609727,Rua Alexandre Gusmão,residential,False,False,60.218,"LINESTRING (-47.4436055 -23.5407886, -47.4430203 -23.5408624)",,,
175609723,Rua Valentim Metidieri,residential,False,False,165.92,"LINESTRING (-47.4436055 -23.5407886, -47.4436695 -23.5412287, -47.4436963 -23.5416762, -47.4436863 -23.5419312, -47.4436496 -23.5421124, -47.4436079 -23.5422683)",,,
175609728,Rua Flora Metidieri,residential,False,True,70.498,"LINESTRING (-47.4378973 -23.5419616, -47.4385813 -23.5418681)",,,
175610310,Rua Joaquim Fogaça,residential,False,False,98.659,"LINESTRING (-47.4378973 -23.5419616, -47.4374224 -23.5411885)",,,
175610310,Rua Joaquim Fogaça,residential,False,True,15.512,"LINESTRING (-47.4378973 -23.5419616, -47.4379691 -23.5420846)",,,
320311868,Rua Afonso Furtado,residential,False,True,13.249,"LINESTRING (-47.4423779 -23.5403876, -47.4423904 -23.5405062)",,,
1211671752,Avenida Luiz do Patrocinio Fernandes,secondary,True,False,184.184,"LINESTRING (-47.4423779 -23.5403876, -47.4437821 -23.5402784, -47.4440408 -23.5402583, -47.4441782 -23.5402476)",2,,
977923628,Viela Izabel Fernandes Pedroso,residential,False,True,116.102,"LINESTRING (-47.4381836 -23.5408897, -47.4385813 -23.5418681)",,,
151159944,Avenida Luiz do Patrocinio Fernandes,secondary,True,False,16.657999999999998,"LINESTRING (-47.4381836 -23.5408897, -47.4381566 -23.5408937, -47.4380223 -23.5409137)",2,,
175609720,Rua Antônio Raposo,residential,False,True,152.177,"LINESTRING (-47.4430203 -23.5408624, -47.4431652 -23.5422245)",,,
175609727,Rua Alexandre Gusmão,residential,False,False,60.082,"LINESTRING (-47.4430203 -23.5408624, -47.4424329 -23.5409067)",,,
175609727,Rua Alexandre Gusmão,residential,False,True,60.218,"LINESTRING (-47.4430203 -23.5408624, -47.4436055 -23.5407886)",,,
175609720,Rua Antônio Raposo,residential,False,False,152.177,"LINESTRING (-47.4431652 -23.5422245, -47.4430203 -23.5408624)",,,
175609724,Rua Marechal Candido Xavier,residential,False,False,61.658,"LINESTRING (-47.4431652 -23.5422245, -47.4425631 -23.5421717)",,,
175609724,Rua Marechal Candido Xavier,residential,False,True,45.391,"LINESTRING (-47.4431652 -23.5422245, -47.4436079 -23.5422683)",,,
175609728,Rua Flora Metidieri,residential,False,False,139.068,"LINESTRING (-47.4425102 -23.5415014, -47.4411526 -23.5416244)",,,
320311868,Rua Afonso Furtado,residential,False,False,66.596,"LINESTRING (-47.4425102 -23.5415014, -47.4424329 -23.5409067)",,,
320311868,Rua Afonso Furtado,residential,False,True,74.771,"LINESTRING (-47.4425102 -23.5415014, -47.4425591 -23.5419811, -47.4425631 -23.5421717)",,,
175609724,Rua Marechal Candido Xavier,residential,False,True,70.619,"LINESTRING (-47.4405195 -23.5423067, -47.4412102 -23.5422578)",,,
175609731,Rua Tibiriçá,residential,False,True,69.759,"LINESTRING (-47.4405195 -23.5423067, -47.4404602 -23.5416817)",,,
