osmid,oneway,name,highway,reversed,length,geometry,tunnel,junction,ref
97851479,True,Avenida Quatro,residential,False,164.211,"LINESTRING (-52.6180288 -18.796559, -52.6194409 -18.7959314)",,,
97851561,False,Rua Nove,residential,False,18.154,"LINESTRING (-52.6180288 -18.796559, -52.6181016 -18.796707)",,,
97851561,False,Rua Nove,residential,True,149.593,"LINESTRING (-52.6180288 -18.796559, -52.6174409 -18.7953342)",,,
97851561,False,Rua Nove,residential,False,149.593,"LINESTRING (-52.6174409 -18.7953342, -52.6180288 -18.796559)",,,
474868408,True,Avenida Dois,tertiary,False,163.828,"LINESTRING (-52.6174409 -18.7953342, -52.6160405 -18.795977)",,,
97851593,True,Avenida Goiás,tertiary,False,68.579,"LINESTRING (-52.6187407 -18.7921391, -52.6193274 -18.791871)",,,
97851614,False,Rua Prata,residential,True,11.115,"LINESTRING (-52.6187407 -18.7921391, -52.6187862 -18.7922293)",,,
97851470,True,Avenida Mato Grosso do Sul,tertiary,False,85.515,"LINESTRING (-52.617082 -18.7905691, -52.6174373 -18.7912607)",,,
141199575,False,Rua Campo Grande,residential,True,13.513,"LINESTRING (-52.617082 -18.7905691, -52.6169669 -18.7906229)",,,
97851500,True,Avenida Onze,tertiary,False,116.664,"LINESTRING (-52.6199877 -18.7970165, -52.6195104 -18.7960696)",,,
97851591,True,Avenida Seis,residential,False,18.003,"LINESTRING (-52.6199877 -18.7970165, -52.6201442 -18.7969512)",,,
97851465,True,Avenida Quatro,residential,False,164.673,"LINESTRING (-52.6181016 -18.796707, -52.6166846 -18.7973345)",,,
97851561,False,Rua Nove,residential,False,113.015,"LINESTRING (-52.6181016 -18.796707, -52.6185404 -18.7976346)",,,
97851561,False,Rua Nove,residential,True,18.154,"LINESTRING (-52.6181016 -18.796707, -52.6180288 -18.796559)",,,
97851593,True,Avenida Goiás,tertiary,False,95.373,"LINESTRING (-52.6193274 -18.791871, -52.6201489 -18.7915093)",,,
