osmid,oneway,name,highway,reversed,length,geometry,maxspeed,lanes,access
35770234,True,Avenida José Garibaldi,residential,False,128.103,"LINESTRING (-51.0218051 -30.0805948, -51.022468 -30.0805837, -51.0227035 -30.0805763, -51.0231352 -30.0806014)",,,
657542131,True,Rua dos Operários,residential,False,34.236,"LINESTRING (-51.0230577 -30.0809019, -51.0231352 -30.0806014)",40,,
229711023,True,Rua General Osório,secondary,False,125.268,"LINESTRING (-51.0230577 -30.0809019, -51.0223535 -30.0807292, -51.0218051 -30.0805948)",40,2,
269750027,True,Rua dos Operários,residential,False,121.595,"LINESTRING (-51.0230577 -30.0809019, -51.0228865 -30.0815569, -51.0227864 -30.0819699)",,,
269750025,False,Rua dos Operários,residential,True,11.943,"LINESTRING (-51.0233751 -30.0790121, -51.0234259 -30.0791101)",,,
927925135,True,Rua Raul Cabral de Menezes,residential,False,19.576,"LINESTRING (-51.0233751 -30.0790121, -51.0235539 -30.0790961)",,,
127568757,False,Rua Flodoaldo de S. Feijó,residential,True,127.14699999999999,"LINESTRING (-51.0233751 -30.0790121, -51.0233057 -30.078759, -51.0233054 -30.078571, -51.0233315 -30.0783921, -51.0234093 -30.0781688, -51.023551 -30.0779151)",,,
148473976,False,Rua Raul Cabral de Menezes,residential,False,135.909,"LINESTRING (-51.0233751 -30.0790121, -51.0232958 -30.0789633, -51.02287 -30.0785957, -51.0227769 -30.0785316, -51.022668 -30.0784921, -51.0221977 -30.0784251)",,,
335102990,False,,tertiary,True,56.815,"LINESTRING (-51.0271167 -30.081079, -51.027384 -30.0806234)",40,2,
907675004,False,Avenida Bento Gonçalves,secondary,False,89.959,"LINESTRING (-51.0271167 -30.081079, -51.0280132 -30.0808494)",40,2,
907675004,False,Avenida Bento Gonçalves,secondary,True,52.592,"LINESTRING (-51.0271167 -30.081079, -51.026591 -30.0812085)",40,2,
145657134,True,Avenida Bento Gonçalves,secondary,False,138.611,"LINESTRING (-51.0233059 -30.0801582, -51.0245894 -30.0805734, -51.0246553 -30.0805946)",40,2,
269750025,False,Rua dos Operários,residential,False,122.168,"LINESTRING (-51.0233059 -30.0801582, -51.0234958 -30.0796434, -51.0235347 -30.0795436, -51.0235454 -30.0794346, -51.0235199 -30.0792918, -51.0234259 -30.0791101)",,,
