osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,name
33011741,secondary,60,roundabout,True,False,25.632,"LINESTRING (-48.0681752 -16.0131537, -48.0680817 -16.0131276, -48.0680475 -16.0131096, -48.0680039 -16.0130815, -48.0679672 -16.0130475)",
237110170,secondary,60,,True,False,120.04,"LINESTRING (-48.0681752 -16.0131537, -48.068144 -16.0131724, -48.0681011 -16.0132208, -48.0676518 -16.0141012)",Avenida Vagner Piau de Almeida
237110170,secondary,60,,True,False,28.986,"LINESTRING (-48.067503 -16.0143758, -48.0673742 -16.0146052)",Avenida Vagner Piau de Almeida
33011719,tertiary,,,False,False,87.28999999999999,"LINESTRING (-48.067503 -16.0143758, -48.0676532 -16.0144545, -48.0682201 -16.0147515)",
33011741,secondary,60,roundabout,True,False,11.138,"LINESTRING (-48.0679672 -16.0130475, -48.0679442 -16.0129994, -48.0679335 -16.0129533)",
33011741,secondary,60,roundabout,True,False,20.845,"LINESTRING (-48.0679335 -16.0129533, -48.0679398 -16.0129043, -48.0679583 -16.0128608, -48.0679851 -16.0128231, -48.0680247 -16.0127983)",
33011741,secondary,60,roundabout,True,False,31.467,"LINESTRING (-48.0680629 -16.0127851, -48.0681346 -16.0127983, -48.0681987 -16.012817, -48.0682684 -16.0128466, -48.0683319 -16.0128905)",
303899482,secondary,,,True,False,16.279,"LINESTRING (-48.0695448 -16.0135231, -48.0695944 -16.0135669, -48.0696528 -16.0136262)",Avenida JK
782098452,tertiary,,,True,False,21.421999999999997,"LINESTRING (-48.0695448 -16.0135231, -48.0696035 -16.0135005, -48.0696508 -16.0134841, -48.0697322 -16.0134548)",SOE Eq 12/16
33011851,tertiary,,,True,False,21.11,"LINESTRING (-48.0697322 -16.0134548, -48.0697078 -16.0134882, -48.069688 -16.0135179, -48.0696739 -16.0135485, -48.0696528 -16.0136262)",SOE Eq 12/16
817397040,secondary,60,,True,False,16.239,"LINESTRING (-48.0658283 -16.0163544, -48.0657025 -16.0164363)",Avenida Vagner Piau de Almeida
41819131,secondary,60,,True,False,215.627,"LINESTRING (-48.0658283 -16.0163544, -48.0659036 -16.0164655, -48.0669075 -16.0179928)",
817397038,secondary_link,60,,True,False,28.558,"LINESTRING (-48.0657025 -16.0164363, -48.0657039 -16.0163603, -48.06572 -16.0162939, -48.0657882 -16.0162023)",
817397039,secondary,60,,True,False,145.698,"LINESTRING (-48.0657025 -16.0164363, -48.0655041 -16.0165645, -48.0645652 -16.0171587)",Avenida Vagner Piau de Almeida
41819133,secondary,60,,True,False,57.759,"LINESTRING (-48.0645652 -16.0171587, -48.0648431 -16.0176042)",
817397039,secondary,60,,True,False,17.661,"LINESTRING (-48.0645652 -16.0171587, -48.0644311 -16.0172515)",Avenida Vagner Piau de Almeida
817397039,secondary,60,,True,False,17.9,"LINESTRING (-48.0644311 -16.0172515, -48.064286 -16.0173319)",Avenida Vagner Piau de Almeida
41819132,secondary,60,,True,False,137.855,"LINESTRING (-48.0675139 -16.019209, -48.0672321 -16.0187798, -48.0670182 -16.0184646, -48.0668246 -16.0181612)",
582461654,residential,,,True,False,20.784,"LINESTRING (-48.0675139 -16.019209, -48.0676156 -16.0191891, -48.0677062 -16.0191929)",
41819133,secondary,60,,True,False,67.582,"LINESTRING (-48.0663711 -16.0199072, -48.0667231 -16.0204121)",
158253699,residential,,,True,False,144.725,"LINESTRING (-48.0663711 -16.0199072, -48.0668948 -16.0195872, -48.0669973 -16.0195246, -48.0675139 -16.019209)",
33011741,secondary,60,roundabout,True,False,16.188,"LINESTRING (-48.0683319 -16.0128905, -48.0683549 -16.0129307, -48.068369 -16.0129704, -48.0683787 -16.0130274)",
158071692,tertiary,,,False,True,40.158,"LINESTRING (-48.0648503 -16.0130622, -48.0651835 -16.0132291)",
158071395,residential,,,False,True,134.419,"LINESTRING (-48.0648503 -16.0130622, -48.0647776 -16.0132013, -48.0642857 -16.0141424)",
33011741,secondary,60,roundabout,True,False,15.125,"LINESTRING (-48.0683114 -16.0131273, -48.0682751 -16.0131437, -48.0682399 -16.0131537, -48.0681752 -16.0131537)",
782403215,tertiary,60,roundabout,True,False,10.873999999999999,"LINESTRING (-48.0616227 -16.0131688, -48.0616476 -16.0131819, -48.0616606 -16.0132023, -48.0616635 -16.0132488)",
158071692,tertiary,,,False,False,40.158,"LINESTRING (-48.0651835 -16.0132291, -48.0648503 -16.0130622)",
158071692,tertiary,,,False,True,179.59700000000004,"LINESTRING (-48.0651835 -16.0132291, -48.0654027 -16.0133364, -48.0656777 -16.013471, -48.0661219 -16.0136884, -48.0662559 -16.013754, -48.0663342 -16.0137923, -48.0663676 -16.0138087, -48.0666809 -16.013962)",
158071371,residential,,,False,False,133.978,"LINESTRING (-48.0666809 -16.013962, -48.0666097 -16.0140964, -48.0665026 -16.0142988, -48.0664257 -16.0144439, -48.0664014 -16.0144899, -48.0661123 -16.0150358)",
158071692,tertiary,,,False,False,179.597,"LINESTRING (-48.0666809 -16.013962, -48.0663676 -16.0138087, -48.0663342 -16.0137923, -48.0662559 -16.013754, -48.0661219 -16.0136884, -48.0656777 -16.013471, -48.0654027 -16.0133364, -48.0651835 -16.0132291)",
158071692,tertiary,,,False,True,82.32900000000001,"LINESTRING (-48.0666809 -16.013962, -48.0667348 -16.0139896, -48.0669449 -16.0140971, -48.0671407 -16.0141974, -48.0673608 -16.01431)",
158071710,residential,,,False,True,15.06,"LINESTRING (-48.0628932 -16.0139361, -48.0629106 -16.0140705)",Setor Central EQ 56
158071710,residential,,,False,False,15.06,"LINESTRING (-48.0629106 -16.0140705, -48.0628932 -16.0139361)",Setor Central EQ 56
"[654570787, 158071292]",residential,,,False,False,94.61500000000001,"LINESTRING (-48.0629106 -16.0140705, -48.0629202 -16.0141887, -48.0629265 -16.0143887, -48.0629305 -16.0144525, -48.0629595 -16.01492)",
158071292,residential,,,False,True,168.133,"LINESTRING (-48.0629106 -16.0140705, -48.0634046 -16.0137596, -48.0634555 -16.0137467, -48.0635226 -16.013757, -48.0642857 -16.0141424)",
158071292,residential,,,False,False,168.133,"LINESTRING (-48.0642857 -16.0141424, -48.0635226 -16.013757, -48.0634555 -16.0137467, -48.0634046 -16.0137596, -48.0629106 -16.0140705)",
158071292,residential,,,False,True,104.11699999999999,"LINESTRING (-48.0642857 -16.0141424, -48.0647445 -16.0143522, -48.0648047 -16.0143797, -48.0651654 -16.0145446)",
158071395,residential,,,False,False,134.419,"LINESTRING (-48.0642857 -16.0141424, -48.0647776 -16.0132013, -48.0648503 -16.0130622)",
158071501,secondary,60,,True,False,32.764,"LINESTRING (-48.0673608 -16.01431, -48.0674909 -16.0140432)",Avenida Vagner Piau de Almeida
158071692,tertiary,,,False,False,82.329,"LINESTRING (-48.0673608 -16.01431, -48.0671407 -16.0141974, -48.0669449 -16.0140971, -48.0667348 -16.0139896, -48.0666809 -16.013962)",
158071292,residential,,,False,False,104.11699999999999,"LINESTRING (-48.0651654 -16.0145446, -48.0648047 -16.0143797, -48.0647445 -16.0143522, -48.0642857 -16.0141424)",
158071292,residential,,,False,True,115.024,"LINESTRING (-48.0651654 -16.0145446, -48.0651831 -16.0145538, -48.0652221 -16.0145728, -48.0655601 -16.0147494, -48.0655915 -16.0147656, -48.0656602 -16.0148013, -48.0657268 -16.0148411, -48.0661123 -16.0150358)",
158071597,residential,,,False,False,286.114,"LINESTRING (-48.0651654 -16.0145446, -48.0650219 -16.0147908, -48.0649294 -16.0149172, -48.0648436 -16.0150074, -48.0641516 -16.0154572, -48.0637704 -16.0156946, -48.0633843 -16.0158619, -48.0633317 -16.0158737, -48.0632628 -16.0158791, -48.0630041 -16.0158945)",
158071336,residential,,,False,False,133.023,"LINESTRING (-48.0629595 -16.01492, -48.0617166 -16.0149826)",
654570787,residential,,,False,False,108.46799999999999,"LINESTRING (-48.0629595 -16.01492, -48.0629714 -16.0152215, -48.0629859 -16.0155889, -48.0630041 -16.0158945)",
"[654570787, 158071292]",residential,,,False,True,94.61500000000001,"LINESTRING (-48.0629595 -16.01492, -48.0629305 -16.0144525, -48.0629265 -16.0143887, -48.0629202 -16.0141887, -48.0629106 -16.0140705)",
158071336,residential,,,False,True,133.023,"LINESTRING (-48.0617166 -16.0149826, -48.0629595 -16.01492)",
158071686,tertiary,,,False,False,177.771,"LINESTRING (-48.0617166 -16.0149826, -48.0616984 -16.0146904, -48.0616902 -16.0145091, -48.0616851 -16.014388, -48.0616703 -16.0140346, -48.0616689 -16.0140015, -48.0616635 -16.0139009, -48.0616524 -16.0136923, -48.0616441 -16.0134845, -48.0616366 -16.0133858)",
158071686,tertiary,,,False,True,74.095,"LINESTRING (-48.0617166 -16.0149826, -48.0617198 -16.0150423, -48.0617312 -16.0152582, -48.0617496 -16.0156067, -48.0617518 -16.0156481)",
158071292,residential,,,False,True,82.57,"LINESTRING (-48.0661123 -16.0150358, -48.0667969 -16.0153799)",
158071292,residential,,,False,False,115.02399999999999,"LINESTRING (-48.0661123 -16.0150358, -48.0657268 -16.0148411, -48.0656602 -16.0148013, -48.0655915 -16.0147656, -48.0655601 -16.0147494, -48.0652221 -16.0145728, -48.0651831 -16.0145538, -48.0651654 -16.0145446)",
158071371,residential,,,False,True,133.978,"LINESTRING (-48.0661123 -16.0150358, -48.0664014 -16.0144899, -48.0664257 -16.0144439, -48.0665026 -16.0142988, -48.0666097 -16.0140964, -48.0666809 -16.013962)",
158071292,residential,,,False,False,82.57,"LINESTRING (-48.0667969 -16.0153799, -48.0661123 -16.0150358)",
158071501,secondary,60,,True,False,53.795,"LINESTRING (-48.0667969 -16.0153799, -48.0670343 -16.0149533)",Avenida Vagner Piau de Almeida
158071686,tertiary,,,False,True,22.48,"LINESTRING (-48.0617518 -16.0156481, -48.0617626 -16.01585)",
