osmid,name,highway,oneway,reversed,length,geometry,ref,junction,maxspeed,bridge
170185836,Rua Antônio Elias Taleb,residential,False,True,80.56,"LINESTRING (-47.3673029 -21.0233756, -47.3680365 -21.023139)",,,,
242086198,Rua Roberto de Figuireiredo Carnio,residential,False,False,81.331,"LINESTRING (-47.3673029 -21.0233756, -47.367142 -21.0231816, -47.3669502 -21.02297, -47.366796 -21.0228186)",,,,
"[240219446, 242086198]","['Rua Roberto de Figuireiredo Carnio', 'Rua Elias Barbieri']",residential,False,True,223.34200000000004,"LINESTRING (-47.3673029 -21.0233756, -47.3681492 -21.0242613, -47.3681921 -21.0242932, -47.3682296 -21.0243082, -47.36829 -21.0243157, -47.3683624 -21.0242995, -47.3684549 -21.0242694, -47.368978 -21.0241067)",,,,
240219437,Rodovia Altino Arantes,trunk,True,False,96.65,"LINESTRING (-47.3680364 -21.0174698, -47.3679493 -21.0174093, -47.3678387 -21.0173554, -47.3677261 -21.0173197, -47.3676389 -21.0172978, -47.3671542 -21.0172403)",SP-351;BR-265,,,
1254727899,Rodovia Altino Arantes,trunk,True,False,40.699000000000005,"LINESTRING (-47.3680364 -21.0174698, -47.3680146 -21.0174293, -47.3680008 -21.0173858, -47.3679955 -21.0173408, -47.3679987 -21.0172955, -47.3680105 -21.0172516, -47.3680309 -21.0172092, -47.3680593 -21.0171711, -47.3680946 -21.0171383)",SP-351;BR-265,circular,,
240219431,Rodovia Altino Arantes,trunk,True,False,9.973,"LINESTRING (-47.3684841 -21.0174937, -47.3684122 -21.0175532)",SP-351;BR-265,circular,,
240219429,Avenida Doutor pio Antunes de Figueiredo,secondary,True,False,105.25900000000001,"LINESTRING (-47.3684122 -21.0175532, -47.3684113 -21.0176647, -47.368406 -21.0177235, -47.3684127 -21.0177974, -47.3684355 -21.0179038, -47.3686548 -21.0184608)",,,,
240219431,Rodovia Altino Arantes,trunk,True,False,22.82,"LINESTRING (-47.3684122 -21.0175532, -47.3683451 -21.0175808, -47.3682726 -21.0175908, -47.3681999 -21.0175825)",SP-351;BR-265,circular,,
240219431,Rodovia Altino Arantes,trunk,True,False,21.555,"LINESTRING (-47.3681999 -21.0175825, -47.3681357 -21.0175584, -47.36808 -21.01752, -47.3680364 -21.0174698)",SP-351;BR-265,circular,,
240219444,Rua Sergipe,residential,False,False,58.221,"LINESTRING (-47.3729476 -21.0177247, -47.3731113 -21.0182255)",,,,
243363909,Avenida Coronel Antônio Justino de Figueiredo,residential,False,True,159.885,"LINESTRING (-47.3729476 -21.0177247, -47.3744872 -21.0177698)",,,,
"[240219425, 243363909]","['Rua Guido Bernardino da Costa', 'Avenida Coronel Antônio Justino de Figueiredo']",residential,False,False,231.14999999999998,"LINESTRING (-47.3729476 -21.0177247, -47.3710691 -21.0176903, -47.3710111 -21.0176928, -47.3709554 -21.0177053, -47.3707402 -21.017788)",,,,
240219425,Rua Guido Bernardino da Costa,residential,False,False,229.022,"LINESTRING (-47.3707402 -21.017788, -47.3686548 -21.0184608)",,,,
243363933,Rua Amazonas,residential,False,False,64.265,"LINESTRING (-47.3707402 -21.017788, -47.3709534 -21.0183306)",,,,
"[240219425, 243363909]","['Rua Guido Bernardino da Costa', 'Avenida Coronel Antônio Justino de Figueiredo']",residential,False,True,231.14999999999998,"LINESTRING (-47.3707402 -21.017788, -47.3709554 -21.0177053, -47.3710111 -21.0176928, -47.3710691 -21.0176903, -47.3729476 -21.0177247)",,,,
240219441,Rua Doutor Arsênio Agnesine,residential,False,True,151.537,"LINESTRING (-47.3744872 -21.0177698, -47.3731113 -21.0182255)",,,,
243363909,Avenida Coronel Antônio Justino de Figueiredo,residential,False,False,159.885,"LINESTRING (-47.3744872 -21.0177698, -47.3729476 -21.0177247)",,,,
243363909,Avenida Coronel Antônio Justino de Figueiredo,residential,False,True,71.83,"LINESTRING (-47.3744872 -21.0177698, -47.3751792 -21.0177748)",,,,
243363906,Rua Pernambuco,residential,True,False,63.552,"LINESTRING (-47.3752919 -21.0181354, -47.3754931 -21.0186752)",,,,
1003734816,Rua Doutor Edson Dutra Barroso,residential,False,True,216.672,"LINESTRING (-47.3752919 -21.0181354, -47.3733178 -21.0187688)",,,,
240219441,Rua Doutor Arsênio Agnesine,residential,False,False,151.537,"LINESTRING (-47.3731113 -21.0182255, -47.3744872 -21.0177698)",,,,
240219441,Rua Doutor Arsênio Agnesine,residential,False,True,216.061,"LINESTRING (-47.3731113 -21.0182255, -47.3711425 -21.0188564)",,,,
240219444,Rua Sergipe,residential,False,False,64.102,"LINESTRING (-47.3731113 -21.0182255, -47.3733178 -21.0187688)",,,,
240219444,Rua Sergipe,residential,False,True,58.221,"LINESTRING (-47.3731113 -21.0182255, -47.3729476 -21.0177247)",,,,
240219435,Rua Simplício Ferreira,residential,False,True,230.886,"LINESTRING (-47.3709534 -21.0183306, -47.3688479 -21.0190004)",,,,
243363933,Rua Amazonas,residential,False,False,61.673,"LINESTRING (-47.3709534 -21.0183306, -47.3711425 -21.0188564)",,,,
243363933,Rua Amazonas,residential,False,True,64.265,"LINESTRING (-47.3709534 -21.0183306, -47.3707402 -21.017788)",,,,
240219425,Rua Guido Bernardino da Costa,residential,False,False,14.093,"LINESTRING (-47.3686548 -21.0184608, -47.3685267 -21.0185028)",,,,
240219425,Rua Guido Bernardino da Costa,residential,False,True,229.022,"LINESTRING (-47.3686548 -21.0184608, -47.3707402 -21.017788)",,,,
240219429,Avenida Doutor pio Antunes de Figueiredo,secondary,True,False,63.26,"LINESTRING (-47.3686548 -21.0184608, -47.3688479 -21.0190004)",,,,
240219425,Rua Guido Bernardino da Costa,residential,False,False,78.665,"LINESTRING (-47.3685267 -21.0185028, -47.3678085 -21.0187287)",,,,
240219425,Rua Guido Bernardino da Costa,residential,False,True,14.093,"LINESTRING (-47.3685267 -21.0185028, -47.3686548 -21.0184608)",,,,
240219427,Avenida Doutor pio Antunes de Figueiredo,secondary,True,False,107.841,"LINESTRING (-47.3685267 -21.0185028, -47.3683275 -21.0179113, -47.3682739 -21.0177848, -47.3681999 -21.0175825)",,,,
240219426,Rua Capitão José Esteves Júnior,residential,False,True,217.815,"LINESTRING (-47.3754931 -21.0186752, -47.3735125 -21.0193225)",,,,
243363906,Rua Pernambuco,residential,True,False,65.597,"LINESTRING (-47.3754931 -21.0186752, -47.3756982 -21.0192332)",,,,
240219444,Rua Sergipe,residential,False,False,64.801,"LINESTRING (-47.3733178 -21.0187688, -47.3735125 -21.0193225)",,,,
240219444,Rua Sergipe,residential,False,True,64.102,"LINESTRING (-47.3733178 -21.0187688, -47.3731113 -21.0182255)",,,,
1003734816,Rua Doutor Edson Dutra Barroso,residential,False,False,216.672,"LINESTRING (-47.3733178 -21.0187688, -47.3752919 -21.0181354)",,,,
1003734816,Rua Doutor Edson Dutra Barroso,residential,False,True,215.833,"LINESTRING (-47.3733178 -21.0187688, -47.3713504 -21.0193972)",,,,
240219441,Rua Doutor Arsênio Agnesine,residential,False,False,216.061,"LINESTRING (-47.3711425 -21.0188564, -47.3731113 -21.0182255)",,,,
240219441,Rua Doutor Arsênio Agnesine,residential,False,True,231.674,"LINESTRING (-47.3711425 -21.0188564, -47.3690397 -21.019555)",,,,
243363933,Rua Amazonas,residential,False,False,63.889,"LINESTRING (-47.3711425 -21.0188564, -47.3713504 -21.0193972)",,,,
243363933,Rua Amazonas,residential,False,True,61.673,"LINESTRING (-47.3711425 -21.0188564, -47.3709534 -21.0183306)",,,,
240219429,Avenida Doutor pio Antunes de Figueiredo,secondary,True,False,64.803,"LINESTRING (-47.3688479 -21.0190004, -47.3690397 -21.019555)",,,,
240219435,Rua Simplício Ferreira,residential,False,False,230.886,"LINESTRING (-47.3688479 -21.0190004, -47.3709534 -21.0183306)",,,,
240219435,Rua Simplício Ferreira,residential,False,True,14.575,"LINESTRING (-47.3688479 -21.0190004, -47.3687151 -21.019043)",,,,
240219427,Avenida Doutor pio Antunes de Figueiredo,secondary,True,False,63.171,"LINESTRING (-47.3687151 -21.019043, -47.3685267 -21.0185028)",,,,
