osmid,oneway,name,highway,reversed,length,ref,geometry,bridge
421028586,False,Praça Arthur Sampaio,tertiary,False,58.463,,"LINESTRING (-39.008334 -13.0353536, -39.0084042 -13.0348323)",
906182814,False,Rua Leandro Santana,secondary,False,44.72,BA-650,"LINESTRING (-39.008334 -13.0353536, -39.0080614 -13.0353947, -39.0079357 -13.0354477)",
906182815,False,Praça Arthur Sampaio,secondary,True,152.822,BA-650,"LINESTRING (-39.008334 -13.0353536, -39.0085258 -13.0353745, -39.0089268 -13.0354621, -39.0091668 -13.0354856, -39.0093707 -13.0354921, -39.0094793 -13.0354751, -39.0096053 -13.0354503, -39.009722 -13.0354124)",
"[421240851, 421240862]",False,"['Rua Cônego Getulio Rosa', 'Rua Leandro Santana']",residential,False,144.702,,"LINESTRING (-39.007583 -13.0357208, -39.0071916 -13.0367495, -39.0070827 -13.0368193, -39.0070059 -13.0368001)",
906182814,False,Rua Leandro Santana,secondary,True,48.821,BA-650,"LINESTRING (-39.007583 -13.0357208, -39.0076292 -13.0356803, -39.0079357 -13.0354477)",
"[1266960344, 1178138731, 1266960343]",False,Rua Navarro de Brito,secondary,False,154.987,BA-650,"LINESTRING (-39.007583 -13.0357208, -39.0073302 -13.0356326, -39.0072819 -13.0356189, -39.0072323 -13.0356058, -39.0070955 -13.0356489, -39.0069982 -13.0357071, -39.0069017 -13.0357822, -39.0068185 -13.0358854, -39.0067166 -13.036033, -39.006549 -13.0363453)",yes
406229618,False,Rua Conselheiro Dantas,tertiary,True,152.988,,"LINESTRING (-39.00421 -13.0336087, -39.0056154 -13.0337439)",
421028607,False,,tertiary,True,37.892,,"LINESTRING (-39.00421 -13.0336087, -39.0041476 -13.0332734)",
504674213,False,Rua Conselheiro Dantas,residential,False,149.86399999999998,,"LINESTRING (-39.00421 -13.0336087, -39.0029407 -13.033597, -39.0029018 -13.0335904, -39.0028287 -13.0335761)",
421028557,False,Rua Francisco Benjamin,residential,True,36.701,,"LINESTRING (-39.0085115 -13.0335858, -39.0081754 -13.0335443)",
619455366,False,Praça José Bitencourt,residential,True,37.94,,"LINESTRING (-39.0085115 -13.0335858, -39.0084891 -13.0339263)",
421028559,False,Rua Dom Pedro II,residential,False,76.92699999999999,,"LINESTRING (-39.0085115 -13.0335858, -39.0088758 -13.0333683, -39.0089154 -13.0333291, -39.0090622 -13.0331612)",
826351274,False,Rua Tercio Placido dos Santos,residential,True,54.329,,"LINESTRING (-39.0040853 -13.0355326, -39.0042852 -13.0350845)",
1178138733,False,Rua Francisco Sales,residential,True,30.983,,"LINESTRING (-39.0040853 -13.0355326, -39.0043657 -13.0355875)",
406229637,False,Travessa Alto do Curtume,residential,False,140.81799999999998,,"LINESTRING (-39.0040853 -13.0355326, -39.0040183 -13.0357835, -39.0039875 -13.0358279, -39.0039338 -13.035871, -39.0038265 -13.0359233, -39.0035422 -13.0360252, -39.0032874 -13.0360801, -39.0032244 -13.0361036, -39.0030905 -13.0361851)",
826351273,False,,residential,False,70.75200000000001,,"LINESTRING (-39.0040853 -13.0355326, -39.0036589 -13.0354333, -39.003462 -13.0353499)",
421240825,False,Rua Barão Homem de Melo,residential,True,27.474,,"LINESTRING (-39.0101522 -13.0335555, -39.0103984 -13.0334962)",
682335042,False,,residential,True,67.052,,"LINESTRING (-39.0101522 -13.0335555, -39.0103153 -13.0341372)",
906292436,False,,residential,True,26.75,,"LINESTRING (-39.0101522 -13.0335555, -39.0100805 -13.0333253)",
421240825,False,Rua Barão Homem de Melo,residential,False,184.825,,"LINESTRING (-39.0101522 -13.0335555, -39.0092318 -13.0337661, -39.0084891 -13.0339263)",
406229637,False,Travessa Alto do Curtume,residential,False,4.217,,"LINESTRING (-39.0021381 -13.036852, -39.0020992 -13.0368535)",
406229637,False,Travessa Alto do Curtume,residential,True,128.937,,"LINESTRING (-39.0021381 -13.036852, -39.002413 -13.0367477, -39.0025914 -13.0366497, -39.0026531 -13.0365975, -39.0027308 -13.036523, -39.0030219 -13.0362486, -39.0030905 -13.0361851)",
418045406,False,Avenida Paulo Gomes,residential,False,47.193,,"LINESTRING (-39.0021381 -13.036852, -39.0022527 -13.0369411, -39.0023285 -13.0369835, -39.002407 -13.0370182, -39.0025136 -13.0370613)",
406229618,False,Rua Conselheiro Dantas,tertiary,False,152.988,,"LINESTRING (-39.0056154 -13.0337439, -39.00421 -13.0336087)",
406229618,False,Rua Conselheiro Dantas,tertiary,True,26.721,,"LINESTRING (-39.0056154 -13.0337439, -39.0058607 -13.0337691)",
682335051,False,,residential,True,68.293,,"LINESTRING (-39.0056154 -13.0337439, -39.0056242 -13.0335982, -39.0056575 -13.0331311)",
406229611,False,,residential,False,76.041,,"LINESTRING (-39.0030905 -13.0361851, -39.0033249 -13.0362505, -39.0034721 -13.0363112, -39.0037229 -13.0364685)",
406229637,False,Travessa Alto do Curtume,residential,False,128.937,,"LINESTRING (-39.0030905 -13.0361851, -39.0030219 -13.0362486, -39.0027308 -13.036523, -39.0026531 -13.0365975, -39.0025914 -13.0366497, -39.002413 -13.0367477, -39.0021381 -13.036852)",
406229637,False,Travessa Alto do Curtume,residential,True,140.818,,"LINESTRING (-39.0030905 -13.0361851, -39.0032244 -13.0361036, -39.0032874 -13.0360801, -39.0035422 -13.0360252, -39.0038265 -13.0359233, -39.0039338 -13.035871, -39.0039875 -13.0358279, -39.0040183 -13.0357835, -39.0040853 -13.0355326)",
617099622,False,Rua Tercio Pladido dos Santos,residential,True,30.304,,"LINESTRING (-39.0042852 -13.0350845, -39.0042894 -13.034812)",
