osmid,oneway,highway,reversed,length,name,geometry,junction,lanes,ref
173878091,False,residential,False,110.408,,"LINESTRING (-39.2492175 -8.6300987, -39.2499477 -8.6307804)",,,
821839781,False,residential,False,51.976,,"LINESTRING (-39.2492175 -8.6300987, -39.2488682 -8.6297837)",,,
173878117,False,residential,True,141.78199999999998,Rua Tabeliao São Francisco,"LINESTRING (-39.2492175 -8.6300987, -39.2486111 -8.6307793, -39.2483775 -8.6310659)",,,
173878113,False,residential,False,50.66,Avenida Padre Fernandes,"LINESTRING (-39.2503435 -8.6324513, -39.2499721 -8.6321816)",,,
173878113,False,residential,True,50.545,Avenida Padre Fernandes,"LINESTRING (-39.2503435 -8.6324513, -39.2507219 -8.6327095)",,,
412377952,False,residential,True,103.832,Rua Professor Josenilza,"LINESTRING (-39.2503435 -8.6324513, -39.2499191 -8.6332855)",,,
"[412377952, 412377966]",False,residential,False,106.053,Rua Professor Josenilza,"LINESTRING (-39.2503435 -8.6324513, -39.2508359 -8.6318076, -39.2509246 -8.63169)",,,
173878084,False,residential,True,49.823,Rua Coronel João Bernardo da Silva,"LINESTRING (-39.2459743 -8.6312785, -39.245633 -8.6309837)",,,
173878084,False,residential,False,32.83,Rua Coronel João Bernardo da Silva,"LINESTRING (-39.2459743 -8.6312785, -39.2460877 -8.6313795, -39.2461453 -8.6314332, -39.2461947 -8.6314777)",,,
173878098,False,residential,False,54.44,Rua Olimpio do Rego,"LINESTRING (-39.2459743 -8.6312785, -39.2460179 -8.6312355, -39.246335 -8.6309431)",,,
173878098,False,residential,False,27.746,Rua Olimpio do Rego,"LINESTRING (-39.2464976 -8.6307857, -39.2466762 -8.6306094)",,,
173878098,False,residential,True,11.641,Rua Olimpio do Rego,"LINESTRING (-39.2464976 -8.6307857, -39.246422 -8.630859)",,,
173878116,False,residential,False,34.346,,"LINESTRING (-39.2464976 -8.6307857, -39.2467282 -8.6309941)",,,
173878112,False,residential,True,129.817,Rua Luiz Gomes da Cruz,"LINESTRING (-39.2492559 -8.6316675, -39.248619 -8.6326506)",,,
173878113,False,residential,False,30.508,Avenida Padre Fernandes,"LINESTRING (-39.2492559 -8.6316675, -39.2490296 -8.6315087)",,,
173878113,False,residential,True,48.625,Avenida Padre Fernandes,"LINESTRING (-39.2492559 -8.6316675, -39.2496142 -8.6319239)",,,
821839779,False,residential,False,124.556,Rua Luiz Gomes da Cruz,"LINESTRING (-39.2492559 -8.6316675, -39.2499477 -8.6307804)",,,
412377960,False,residential,False,20.633,,"LINESTRING (-39.2455217 -8.6313431, -39.2453901 -8.6312108)",,,
173878106,False,residential,True,65.577,Rua Antonio José da Silva,"LINESTRING (-39.2455217 -8.6313431, -39.2452947 -8.6316003, -39.2452549 -8.6316527, -39.2452227 -8.6316951, -39.2451724 -8.6317614, -39.2451458 -8.6318003)",,,
412377960,False,residential,True,42.005,,"LINESTRING (-39.2455217 -8.6313431, -39.2455868 -8.6314054, -39.2456713 -8.6314936, -39.2457904 -8.6316116)",,,
173878111,False,residential,False,61.818,,"LINESTRING (-39.2480773 -8.6335976, -39.2475669 -8.6333643)",,,
173878111,False,residential,True,36.606,,"LINESTRING (-39.2480773 -8.6335976, -39.2483636 -8.6337657)",,,
173878112,False,residential,False,121.017,Rua Luiz Gomes da Cruz,"LINESTRING (-39.2480773 -8.6335976, -39.2482715 -8.6332295, -39.248619 -8.6326506)",,,
173878089,False,residential,True,94.259,Travessa Rio da Paz E,"LINESTRING (-39.2526699 -8.6340848, -39.2530042 -8.6333042)",,,
173878113,False,residential,False,37.86,Avenida Padre Fernandes,"LINESTRING (-39.2526699 -8.6340848, -39.2523883 -8.6338888)",,,
173878105,False,residential,False,70.766,Rua Inacio Resende,"LINESTRING (-39.2460971 -8.6305427, -39.245633 -8.6309837)",,,
173878105,False,residential,True,42.424,Rua Inacio Resende,"LINESTRING (-39.2460971 -8.6305427, -39.2463846 -8.6302882)",,,
173878110,False,residential,False,50.128,Travessa Olimpio do Rego,"LINESTRING (-39.2460971 -8.6305427, -39.246422 -8.630859)",,,
173878110,False,residential,True,43.659,Travessa Olimpio do Rego,"LINESTRING (-39.2460971 -8.6305427, -39.2458105 -8.6302709)",,,
173878089,False,residential,False,94.259,Travessa Rio da Paz E,"LINESTRING (-39.2530042 -8.6333042, -39.2526699 -8.6340848)",,,
173878115,False,residential,False,40.479,,"LINESTRING (-39.2530042 -8.6333042, -39.2533212 -8.6334894)",,,
173878115,False,residential,True,50.467,,"LINESTRING (-39.2530042 -8.6333042, -39.2526321 -8.6330384)",,,
173878100,False,residential,True,9.193,Rua João Anastacio da Cruz,"LINESTRING (-39.2472919 -8.6315608, -39.2473464 -8.6314981)",,,
173878116,False,residential,True,33.623,,"LINESTRING (-39.2472919 -8.6315608, -39.2470701 -8.6313526)",,,
173878100,False,residential,False,173.645,Rua João Anastacio da Cruz,"LINESTRING (-39.2472919 -8.6315608, -39.2470638 -8.6318233, -39.2467911 -8.6321844, -39.2467294 -8.6322679, -39.2466643 -8.6323547, -39.2466141 -8.6324409, -39.2465624 -8.6325417, -39.2465061 -8.6326478, -39.2464055 -8.6328453)",,,
173878109,False,residential,False,24.421,Rua Pastor João Joaquim,"LINESTRING (-39.2470701 -8.6313526, -39.2472127 -8.6311842)",,,
173878116,False,residential,False,33.623,,"LINESTRING (-39.2470701 -8.6313526, -39.2472919 -8.6315608)",,,
173878116,False,residential,True,54.789,,"LINESTRING (-39.2470701 -8.6313526, -39.2467282 -8.6309941)",,,
173878109,False,residential,True,188.99099999999999,Rua Pastor João Joaquim,"LINESTRING (-39.2470701 -8.6313526, -39.2466643 -8.6318005, -39.2465162 -8.6319788, -39.2464431 -8.6320584, -39.2463794 -8.6321333, -39.2462982 -8.6322381, -39.2462318 -8.6323501, -39.2461715 -8.6324608, -39.2460521 -8.6327088)",,,
173878093,False,residential,True,44.739,,"LINESTRING (-39.2484711 -8.6294256, -39.248173 -8.6291517)",,,
173878102,False,residential,False,90.434,Rua Doutor Adauto Pereira de Sousa,"LINESTRING (-39.2484711 -8.6294256, -39.247896 -8.6300071)",,,
821839781,False,residential,True,59.088,,"LINESTRING (-39.2484711 -8.6294256, -39.2488682 -8.6297837)",,,
173878090,False,residential,False,120.3,Travessa Rua da Paz A,"LINESTRING (-39.2502175 -8.6310213, -39.2496142 -8.6319239)",,,
173878091,False,residential,False,52.469,,"LINESTRING (-39.2502175 -8.6310213, -39.2505802 -8.631328)",,,
173878091,False,residential,True,39.966,,"LINESTRING (-39.2502175 -8.6310213, -39.2499477 -8.6307804)",,,
173878100,False,residential,False,105.396,Rua João Anastacio da Cruz,"LINESTRING (-39.2479909 -8.6307964, -39.2473464 -8.6314981)",,,
821839782,False,residential,True,57.745,Rua João Anastacio Cruz,"LINESTRING (-39.2479909 -8.6307964, -39.248326 -8.6303965)",,,
1143761556,False,residential,False,37.588,Avenida Padre Fernandes,"LINESTRING (-39.2479909 -8.6307964, -39.2477163 -8.630595)",,,
1143761556,False,residential,True,52.004,Avenida Padre Fernandes,"LINESTRING (-39.2479909 -8.6307964, -39.2483775 -8.6310659)",,,
173878096,False,residential,False,46.105,Rua da Paz,"LINESTRING (-39.2499191 -8.6332855, -39.249541 -8.6331061)",,,
173878096,False,residential,True,58.979,Rua da Paz,"LINESTRING (-39.2499191 -8.6332855, -39.2504033 -8.6335139)",,,
412377952,False,residential,False,103.832,Rua Professor Josenilza,"LINESTRING (-39.2499191 -8.6332855, -39.2503435 -8.6324513)",,,
412377952,False,residential,True,117.803,Rua Professor Josenilza,"LINESTRING (-39.2499191 -8.6332855, -39.2494371 -8.6342317)",,,
173878097,False,residential,True,39.818,Rua Simplicio Gonçalves,"LINESTRING (-39.2472127 -8.6311842, -39.2469628 -8.630925)",,,
173878109,False,residential,False,85.776,Rua Pastor João Joaquim,"LINESTRING (-39.2472127 -8.6311842, -39.2477163 -8.630595)",,,
173878109,False,residential,True,24.421,Rua Pastor João Joaquim,"LINESTRING (-39.2472127 -8.6311842, -39.2470701 -8.6313526)",,,
173878097,False,residential,False,47.162,Rua Simplicio Gonçalves,"LINESTRING (-39.2466762 -8.6306094, -39.2469628 -8.630925)",,,
173878097,False,residential,True,4.536,Rua Simplicio Gonçalves,"LINESTRING (-39.2466762 -8.6306094, -39.2466462 -8.6305814)",,,
173878098,False,residential,True,27.746,Rua Olimpio do Rego,"LINESTRING (-39.2466762 -8.6306094, -39.2464976 -8.6307857)",,,
173878109,False,residential,True,60.905,Rua Pastor João Joaquim,"LINESTRING (-39.2480905 -8.6301911, -39.2477163 -8.630595)",,,
173878119,False,residential,False,29.594,,"LINESTRING (-39.2480905 -8.6301911, -39.247896 -8.6300071)",,,
821732084,False,residential,False,34.524,,"LINESTRING (-39.2480905 -8.6301911, -39.248326 -8.6303965)",,,
173878097,False,residential,False,4.536,Rua Simplicio Gonçalves,"LINESTRING (-39.2466462 -8.6305814, -39.2466762 -8.6306094)",,,
173878097,False,residential,True,43.474,Rua Simplicio Gonçalves,"LINESTRING (-39.2466462 -8.6305814, -39.2463846 -8.6302882)",,,
173878103,False,residential,True,142.259,Rua Placido Possidonio,"LINESTRING (-39.2466462 -8.6305814, -39.2475927 -8.629709)",,,
173878103,False,residential,False,142.259,Rua Placido Possidonio,"LINESTRING (-39.2475927 -8.629709, -39.2466462 -8.6305814)",,,
173878103,False,residential,True,88.939,Rua Placido Possidonio,"LINESTRING (-39.2475927 -8.629709, -39.248173 -8.6291517)",,,
173878119,False,residential,False,44.379,,"LINESTRING (-39.2475927 -8.629709, -39.2473125 -8.6294217)",,,
173878119,False,residential,True,47.016,,"LINESTRING (-39.2475927 -8.629709, -39.247896 -8.6300071)",,,
173878097,False,residential,False,43.474,Rua Simplicio Gonçalves,"LINESTRING (-39.2463846 -8.6302882, -39.2466462 -8.6305814)",,,
173878097,False,residential,True,83.712,Rua Simplicio Gonçalves,"LINESTRING (-39.2463846 -8.6302882, -39.2458758 -8.6297281)",,,
173878105,False,residential,False,42.424,Rua Inacio Resende,"LINESTRING (-39.2463846 -8.6302882, -39.2460971 -8.6305427)",,,
173878102,False,residential,False,144.716,Rua Doutor Adauto Pereira de Sousa,"LINESTRING (-39.247896 -8.6300071, -39.2469628 -8.630925)",,,
173878102,False,residential,True,90.434,Rua Doutor Adauto Pereira de Sousa,"LINESTRING (-39.247896 -8.6300071, -39.2484711 -8.6294256)",,,
173878119,False,residential,False,47.016,,"LINESTRING (-39.247896 -8.6300071, -39.2475927 -8.629709)",,,
173878119,False,residential,True,29.594,,"LINESTRING (-39.247896 -8.6300071, -39.2480905 -8.6301911)",,,
173878111,False,residential,False,36.606,,"LINESTRING (-39.2483636 -8.6337657, -39.2480773 -8.6335976)",,,
173878111,False,residential,True,45.888,,"LINESTRING (-39.2483636 -8.6337657, -39.2487458 -8.6339316)",,,
173878090,False,residential,True,121.91199999999999,Travessa Rua da Paz A,"LINESTRING (-39.2483636 -8.6337657, -39.2484961 -8.6335311, -39.2486732 -8.6332765, -39.2489809 -8.6328564)",,,
"[173878115, 412377940, 821812647]",False,residential,"[False, True]",188.47,,"LINESTRING (-39.2509791 -8.6317019, -39.2510553 -8.6317899, -39.251087 -8.6318257, -39.2511121 -8.6318535, -39.2511416 -8.6318807, -39.2519695 -8.6325472, -39.2522922 -8.6327865)",,,
412377964,True,unclassified,False,6.17,,"LINESTRING (-39.2509791 -8.6317019, -39.2509582 -8.6316997, -39.2509421 -8.6316964, -39.2509246 -8.63169)",circular,,
173878111,False,residential,False,60.466,,"LINESTRING (-39.2473321 -8.6332659, -39.2468387 -8.6330256)",,,
173878111,False,residential,True,28.036,,"LINESTRING (-39.2473321 -8.6332659, -39.2475669 -8.6333643)",,,
173878108,False,residential,False,117.6,Rua Ricardo Juremeira,"LINESTRING (-39.2473321 -8.6332659, -39.2474194 -8.6331198, -39.247522 -8.6329633, -39.2476172 -8.6328175, -39.2477138 -8.6326975, -39.2479416 -8.6323983)",,,
173878090,False,residential,False,119.232,Travessa Rua da Paz A,"LINESTRING (-39.2496142 -8.6319239, -39.2490111 -8.6328151)",,,
173878090,False,residential,True,120.3,Travessa Rua da Paz A,"LINESTRING (-39.2496142 -8.6319239, -39.2502175 -8.6310213)",,,
173878113,False,residential,False,48.625,Avenida Padre Fernandes,"LINESTRING (-39.2496142 -8.6319239, -39.2492559 -8.6316675)",,,
173878113,False,residential,True,48.675,Avenida Padre Fernandes,"LINESTRING (-39.2496142 -8.6319239, -39.2499721 -8.6321816)",,,
173878084,False,residential,False,49.823,Rua Coronel João Bernardo da Silva,"LINESTRING (-39.245633 -8.6309837, -39.2459743 -8.6312785)",,,
173878105,False,residential,True,70.766,Rua Inacio Resende,"LINESTRING (-39.245633 -8.6309837, -39.2460971 -8.6305427)",,,
1143760800,False,residential,False,4.286,,"LINESTRING (-39.245633 -8.6309837, -39.2456045 -8.6309574)",,,
173878090,False,residential,False,5.667,Travessa Rua da Paz A,"LINESTRING (-39.2490111 -8.6328151, -39.2489809 -8.6328564)",,,
173878090,False,residential,True,119.232,Travessa Rua da Paz A,"LINESTRING (-39.2490111 -8.6328151, -39.2496142 -8.6319239)",,,
173878096,False,residential,True,34.795,Rua da Paz,"LINESTRING (-39.2490111 -8.6328151, -39.2492873 -8.6329679)",,,
173878093,False,residential,False,44.739,,"LINESTRING (-39.248173 -8.6291517, -39.2484711 -8.6294256)",,,
173878093,False,residential,True,43.995,,"LINESTRING (-39.248173 -8.6291517, -39.2478412 -8.6289305)",,,
173878103,False,residential,False,88.939,Rua Placido Possidonio,"LINESTRING (-39.248173 -8.6291517, -39.2475927 -8.629709)",,,
173878115,False,residential,True,46.457,,"LINESTRING (-39.2536854 -8.6337013, -39.2533212 -8.6334894)",,,
