osmid,oneway,ref,name,highway,access,reversed,length,geometry,lanes
313223155,True,BR-471,Rodovia Hainsi Gralow,trunk,yes,False,53.248,"LINESTRING (-52.3691615 -29.982679, -52.3692062 -29.9822017)",
572497733,False,BR-471,,trunk,yes,False,110.922,"LINESTRING (-52.3691615 -29.982679, -52.3691253 -29.9827981, -52.3688671 -29.9836434)",
572497695,True,,Rua General Andrade Neves,secondary,,False,88.592,"LINESTRING (-52.3698776 -29.9818012, -52.3706074 -29.9821243, -52.3706991 -29.9821593)",
352213260,False,,Rua Gomes Freire de Andrade,residential,,False,78.864,"LINESTRING (-52.3725128 -29.9847564, -52.372026 -29.9853267)",
352213260,False,,Rua Gomes Freire de Andrade,residential,,True,98.988,"LINESTRING (-52.3725128 -29.9847564, -52.3730874 -29.9840183)",
164078375,False,,Rua José Feliciano de Paula Ribas,residential,,False,127.915,"LINESTRING (-52.3725128 -29.9847564, -52.3729567 -29.9850828, -52.3735374 -29.9854882)",
313223184,True,,Rua Treze de Maio,secondary,,False,6.287,"LINESTRING (-52.3697401 -29.9820811, -52.3697028 -29.9820347)",
313223185,True,,,trunk_link,,False,26.859,"LINESTRING (-52.3697401 -29.9820811, -52.3696147 -29.9820681, -52.3695574 -29.9820803, -52.3694729 -29.9821151)",
164078376,False,,Rua Treze de Maio,tertiary,,True,134.32,"LINESTRING (-52.3727059 -29.9863814, -52.372026 -29.9853267)",
752703290,False,,Rua Treze de Maio,tertiary,,False,50.66,"LINESTRING (-52.3708722 -29.9837199, -52.3711379 -29.9841131)",
572497741,True,,Rua Treze de Maio,secondary,,False,212.36599999999999,"LINESTRING (-52.3708722 -29.9837199, -52.3700834 -29.9825626, -52.3697401 -29.9820811)",
170766838,False,,Rua Francisco Apolinário de Borba,residential,,True,112.485,"LINESTRING (-52.372833 -29.9830416, -52.3733592 -29.9821385)",
572497695,True,,Rua General Andrade Neves,secondary,,False,80.668,"LINESTRING (-52.372833 -29.9830416, -52.3735725 -29.9833822)",
170766837,False,,Rua Francisco Thomaz Pritsch,residential,,False,134.177,"LINESTRING (-52.3751482 -29.9782349, -52.3753589 -29.9794277)",
170766837,False,,Rua Francisco Thomaz Pritsch,residential,,True,56.642,"LINESTRING (-52.3751482 -29.9782349, -52.3750532 -29.9777322)",
170766843,False,,Rua Sarandi,residential,,False,146.737,"LINESTRING (-52.3751482 -29.9782349, -52.3749144 -29.978278, -52.3746819 -29.9783609, -52.3737557 -29.9787571)",
170766837,False,,Rua Francisco Thomaz Pritsch,residential,,True,134.177,"LINESTRING (-52.3753589 -29.9794277, -52.3751482 -29.9782349)",
313223171,False,,Rua Getúlio Vargas,residential,,False,106.638,"LINESTRING (-52.3753589 -29.9794277, -52.3743516 -29.9798257)",
170766838,False,,Rua Francisco Apolinário de Borba,residential,,False,73.36,"LINESTRING (-52.3737241 -29.9815594, -52.3733592 -29.9821385)",
170766838,False,,Rua Francisco Apolinário de Borba,residential,,True,65.46,"LINESTRING (-52.3737241 -29.9815594, -52.374323 -29.9812811)",
313223166,False,,Rua Pedro Castelo Sacarelo,residential,,True,70.561,"LINESTRING (-52.3737241 -29.9815594, -52.3743769 -29.9818474)",
170766839,False,,Rua Marinheiro João Cãndido,residential,,True,147.50199999999998,"LINESTRING (-52.3737241 -29.9815594, -52.3736286 -29.9814352, -52.3729949 -29.9803937)",
313223166,False,,Rua Pedro Castelo Sacarelo,residential,,False,179.808,"LINESTRING (-52.3737241 -29.9815594, -52.372769 -29.9811309, -52.3720655 -29.9808172)",
170766839,False,,Rua Marinheiro João Cãndido,residential,,True,68.761,"LINESTRING (-52.3729949 -29.9803937, -52.3726761 -29.9798404)",
313223171,False,,Rua Getúlio Vargas,residential,,False,101.147,"LINESTRING (-52.3729949 -29.9803937, -52.3720655 -29.9808172)",
313223171,False,,Rua Getúlio Vargas,residential,,True,74.356,"LINESTRING (-52.3729949 -29.9803937, -52.3736842 -29.9800926)",
170766839,False,,Rua Marinheiro João Cãndido,residential,,False,147.50199999999998,"LINESTRING (-52.3729949 -29.9803937, -52.3736286 -29.9814352, -52.3737241 -29.9815594)",
170766842,True,,Rua Rita Lobato,secondary,,False,111.716,"LINESTRING (-52.371783 -29.9830978, -52.3708722 -29.9837199)",
752703291,False,,Rua Rita Lobato,residential,,False,52.928,"LINESTRING (-52.371783 -29.9830978, -52.3721859 -29.9827741)",
170766838,False,,Rua Francisco Apolinário de Borba,residential,,False,112.485,"LINESTRING (-52.3733592 -29.9821385, -52.372833 -29.9830416)",
170766838,False,,Rua Francisco Apolinário de Borba,residential,,True,73.36,"LINESTRING (-52.3733592 -29.9821385, -52.3737241 -29.9815594)",
313223165,False,,Rua Adolfo Pritsch,residential,,False,83.463,"LINESTRING (-52.3733592 -29.9821385, -52.372588 -29.9817962)",
313223165,False,,Rua Adolfo Pritsch,residential,,True,74.706,"LINESTRING (-52.3733592 -29.9821385, -52.3740468 -29.9824494)",
572497695,True,,Rua General Andrade Neves,secondary,,False,69.059,"LINESTRING (-52.3721859 -29.9827741, -52.372833 -29.9830416)",
752703291,False,,Rua Rita Lobato,residential,,True,52.928,"LINESTRING (-52.3721859 -29.9827741, -52.371783 -29.9830978)",
173600313,False,,Avenida Três de Outubro,residential,,False,6.273,"LINESTRING (-52.3694263 -29.9813789, -52.369463 -29.9814255)",
173600313,False,,Avenida Três de Outubro,residential,,True,16.511,"LINESTRING (-52.3694263 -29.9813789, -52.3693651 -29.9812402)",
313223164,False,,,residential,,False,95.379,"LINESTRING (-52.3694263 -29.9813789, -52.3700485 -29.9807116)",
170766837,False,,Rua Francisco Thomaz Pritsch,residential,,False,56.642,"LINESTRING (-52.3750532 -29.9777322, -52.3751482 -29.9782349)",
313223164,False,,,residential,,False,73.843,"LINESTRING (-52.3700485 -29.9807116, -52.3705427 -29.9802039)",
313223164,False,,,residential,,True,95.379,"LINESTRING (-52.3700485 -29.9807116, -52.3694263 -29.9813789)",
369160385,False,,,residential,,True,135.021,"LINESTRING (-52.3700485 -29.9807116, -52.3695506 -29.9795765)",
313223155,True,BR-471,Rodovia Hainsi Gralow,trunk,yes,False,32.216,"LINESTRING (-52.3692954 -29.9816727, -52.369327 -29.981588, -52.369463 -29.9814255)",
