osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction
483831682,2,SC-108,Rua Padre Roher,primary,50,False,False,23.684,"LINESTRING (-49.1758293 -28.3245132, -49.1759974 -28.3246664)",,
482108156,2,SC-108,Rua Padre José,primary,50,False,True,51.342,"LINESTRING (-49.1758293 -28.3245132, -49.1754932 -28.3243157, -49.1753872 -28.3242654)",,
292012509,,,Rua Irma Teofana,residential,,False,False,119.004,"LINESTRING (-49.1788786 -28.3273494, -49.1788579 -28.3273656, -49.177983 -28.3280732)",,
482108175,2,,Rua Irma Teofana,tertiary,,False,True,52.289,"LINESTRING (-49.1788786 -28.3273494, -49.1788992 -28.3273326, -49.1792693 -28.3270287)",,
"[533371314, 518597819, 157964807]",2,SC-108,"['Ponte Adolfo Schlickmann', 'Rua João Wessler', 'Rua Padre Roher']",primary,50,False,True,200.972,"LINESTRING (-49.1788786 -28.3273494, -49.1788041 -28.3272777, -49.1784829 -28.3269687, -49.1776595 -28.3261825, -49.1774819 -28.3260248)",yes,
648246130,3,SC-108,Rua João Wessler,primary,50,False,True,74.418,"LINESTRING (-49.1788786 -28.3273494, -49.178973 -28.327431, -49.1794211 -28.3278183)",,
432544032,2,SC-108,Rua Padre José,primary,50,False,False,33.504,"LINESTRING (-49.1732469 -28.3239243, -49.1735879 -28.3239504)",,
432544032,2,SC-108,Rua Padre José,primary,50,False,True,9.21,"LINESTRING (-49.1732469 -28.3239243, -49.173153 -28.323919)",,
292009322,,,Avenida Nicolau Gesing,residential,,True,False,13.625,"LINESTRING (-49.1732469 -28.3239243, -49.1732758 -28.3240126, -49.1732856 -28.324042)",,
292009318,,,Avenida Antônio Warmeling,residential,,True,False,159.167,"LINESTRING (-49.1719713 -28.3250071, -49.1732202 -28.3240904)",,
292009321,,,Rua Germano Niehues,residential,,False,False,10.499,"LINESTRING (-49.1719713 -28.3250071, -49.1719878 -28.3251004)",,
292009321,,,Rua Germano Niehues,residential,,False,True,129.503,"LINESTRING (-49.1719713 -28.3250071, -49.1719623 -28.3249416, -49.1717934 -28.3239314, -49.1717858 -28.3238541)",,
481420162,2,SC-108,Rua Padre Roher,primary,80,False,True,8.17,"LINESTRING (-49.176687 -28.3252926, -49.1766314 -28.3252378)",,
481420164,,,Avenida Monsenhor Frederico Trombock,secondary,,True,False,56.123999999999995,"LINESTRING (-49.176687 -28.3252926, -49.1766383 -28.3253256, -49.1762441 -28.3256131)",,
481420165,2,SC-108,Rua Padre Roher,primary,50,False,False,112.616,"LINESTRING (-49.176687 -28.3252926, -49.1767725 -28.3253707, -49.1772667 -28.3258265, -49.1774126 -28.3259611, -49.1774819 -28.3260248)",,
482108169,,,Rua Germano Niehues,residential,,False,True,12.574,"LINESTRING (-49.1740444 -28.3273185, -49.1739749 -28.3272234)",,
481420164,,,Avenida Monsenhor Frederico Trombock,secondary,,True,False,26.551000000000002,"LINESTRING (-49.1740444 -28.3273185, -49.1739605 -28.3274677, -49.1739177 -28.3275294)",,
482108157,2,SC-108,Rodovia Daniel Bruning,primary,80,False,True,3.544,"LINESTRING (-49.1717858 -28.3238541, -49.1717496 -28.3238535)",,
292009321,,,Rua Germano Niehues,residential,,False,False,129.50300000000001,"LINESTRING (-49.1717858 -28.3238541, -49.1717934 -28.3239314, -49.1719623 -28.3249416, -49.1719713 -28.3250071)",,
432544032,2,SC-108,Rua Padre José,primary,50,False,False,114.268,"LINESTRING (-49.1717858 -28.3238541, -49.1723172 -28.3238745, -49.1729516 -28.3239074)",,
432544032,2,SC-108,Rua Padre José,primary,50,False,False,9.21,"LINESTRING (-49.173153 -28.323919, -49.1732469 -28.3239243)",,
432544032,2,SC-108,Rua Padre José,primary,50,False,True,19.756,"LINESTRING (-49.173153 -28.323919, -49.1729516 -28.3239074)",,
292009324,,,Rua Jacó Henrique Buss,residential,,False,False,137.682,"LINESTRING (-49.1729109 -28.3261482, -49.1715311 -28.3263889)",,
292009321,,,Rua Germano Niehues,residential,,False,False,75.885,"LINESTRING (-49.1729109 -28.3261482, -49.1729269 -28.3261652, -49.1734236 -28.3266601)",,
292009321,,,Rua Germano Niehues,residential,,False,True,74.49600000000001,"LINESTRING (-49.1729109 -28.3261482, -49.1728921 -28.3261285, -49.1724167 -28.3256387)",,
292009325,,,Rua XV de Novembro,residential,,False,True,170.162,"LINESTRING (-49.1729109 -28.3261482, -49.1742077 -28.3251556, -49.1742228 -28.3251441)",,
292009325,,,Rua XV de Novembro,residential,,False,False,141.986,"LINESTRING (-49.1753872 -28.3242654, -49.175355 -28.3242931, -49.1749631 -28.3245897, -49.1743025 -28.3250834, -49.1742857 -28.3250961)",,
