osmid,ref,name,highway,oneway,reversed,length,maxspeed,junction,geometry,lanes
293086664,MG-060;MG-164,Rua Padre João Porto,tertiary,False,True,157.743,,,"LINESTRING (-44.9996822 -19.2167835, -44.9988024 -19.2179334)",
293225717,MG-164,Rua Dona Joaquina,tertiary,False,False,104.988,,,"LINESTRING (-44.9996822 -19.2167835, -44.9988697 -19.2162332)",
293225717,MG-164,Rua Dona Joaquina,tertiary,False,True,91.951,,,"LINESTRING (-44.9996822 -19.2167835, -45.0003968 -19.2172615)",
949468955,MG-060,Rua Padre João Porto,tertiary,False,False,83.938,40,,"LINESTRING (-44.9996822 -19.2167835, -45.0001617 -19.2161795)",
295091598,,,tertiary,True,False,2.047,,roundabout,"LINESTRING (-44.9993093 -19.219144, -44.9992899 -19.2191458)",
188444794,,Rua Ministro Francisco Campos,tertiary,False,True,185.395,,,"LINESTRING (-44.9993093 -19.219144, -44.9996111 -19.2207424, -44.9996193 -19.2207854)",
293065359,,Rua João Machado,residential,False,True,99.449,30,,"LINESTRING (-45.002956 -19.2211944, -45.0033083 -19.2203642)",
293095297,,Praça Doutor Ciro de Campos Cordeiro,residential,False,True,34.865,,,"LINESTRING (-45.002956 -19.2211944, -45.0026593 -19.2210536)",
1228763912,,Praça Doutor Ciro de Campos Cordeiro,residential,False,False,31.93,,,"LINESTRING (-45.002956 -19.2211944, -45.0028172 -19.2214499)",
293095297,,Praça Doutor Ciro de Campos Cordeiro,residential,False,False,167.16,,,"LINESTRING (-45.002956 -19.2211944, -45.0040349 -19.22168, -45.0042263 -19.2217657, -45.004376 -19.2218684)",
188434593,,,residential,True,False,47.082,,,"LINESTRING (-45.0028172 -19.2214499, -45.0026593 -19.2210536)",
1228763912,,Praça Doutor Ciro de Campos Cordeiro,residential,False,False,104.047,,,"LINESTRING (-45.0028172 -19.2214499, -45.0023911 -19.2222947)",
1228763912,,Praça Doutor Ciro de Campos Cordeiro,residential,False,True,31.93,,,"LINESTRING (-45.0028172 -19.2214499, -45.002956 -19.2211944)",
188434581,,Rua Raul Campos,residential,False,True,150.866,30,,"LINESTRING (-45.0045043 -19.2218894, -45.0055691 -19.2228004)",
293225719,,,residential,True,False,14.299,,,"LINESTRING (-45.0045043 -19.2218894, -45.0045068 -19.2219107, -45.0045022 -19.2219317, -45.0044908 -19.2219502, -45.0044739 -19.2219645, -45.0044531 -19.2219731, -45.0044305 -19.2219752)",
188434576,,Rua Prefeito Francisco Campos,residential,False,False,140.366,,,"LINESTRING (-45.0036024 -19.2229662, -45.0044305 -19.2219752)",
188444798,,Rua José Cipriano de Campos,residential,False,False,108.665,30,,"LINESTRING (-45.0001444 -19.218882, -45.0005036 -19.2197985)",
367515582,,Avenida Capitão Joaquim Antônio,tertiary,True,False,88.242,,,"LINESTRING (-45.0001444 -19.218882, -44.9993433 -19.2191219)",2
868981091,,,residential,False,True,10.762,,,"LINESTRING (-45.0001444 -19.218882, -45.0001054 -19.2187925)",
293086664,MG-060;MG-164,Rua Padre João Porto,tertiary,False,False,122.003,,,"LINESTRING (-44.9981104 -19.2188148, -44.9988024 -19.2179334)",
293065359,,Rua João Machado,residential,False,False,70.461,30,,"LINESTRING (-45.0051563 -19.2172097, -45.0047662 -19.2177253)",
293095301,,Rua Antônio Lacerda,residential,False,False,169.908,30,,"LINESTRING (-45.0051563 -19.2172097, -45.0063689 -19.2182215)",
293095301,,Rua Antônio Lacerda,residential,False,True,170.337,30,,"LINESTRING (-45.0051563 -19.2172097, -45.0039505 -19.2161849)",
293200219,,,residential,False,False,189.1,,,"LINESTRING (-45.0051563 -19.2172097, -45.0061727 -19.2158058)",
293065359,,Rua João Machado,residential,False,False,101.259,30,,"LINESTRING (-45.004112 -19.2186592, -45.0037348 -19.2194973)",
293065359,,Rua João Machado,residential,False,True,124.507,30,,"LINESTRING (-45.004112 -19.2186592, -45.0047662 -19.2177253)",
293068499,,Rua Candido Alves de Souza,residential,False,False,162.297,30,,"LINESTRING (-45.004112 -19.2186592, -45.0054955 -19.2193101)",
293068499,,Rua Candido Alves de Souza,residential,False,True,169.433,30,,"LINESTRING (-45.004112 -19.2186592, -45.0025636 -19.2182302)",
