osmid,oneway,name,highway,reversed,length,ref,maxspeed,geometry,lanes
816529063,True,Rua Doutor João Úrsulo,tertiary,False,43.683,,,"LINESTRING (-35.0844878 -7.1383684, -35.0848127 -7.1385929)",
228165136,True,Rodovia Antônio Carneiro da Cunha Neto,secondary,False,17.219,PB-004,40,"LINESTRING (-35.0843286 -7.1386664, -35.084342 -7.1387436, -35.0843509 -7.1388196)",
228165138,True,,tertiary,False,13.169,,,"LINESTRING (-35.0843286 -7.1386664, -35.0842917 -7.1386671, -35.0842515 -7.1386604, -35.0842106 -7.1386524)",
228165138,True,,tertiary,False,17.953,,,"LINESTRING (-35.0844853 -7.1386229, -35.0843286 -7.1386664)",
228165141,True,,secondary_link,False,26.652,,,"LINESTRING (-35.0844853 -7.1386229, -35.0844285 -7.1386844, -35.0844003 -7.1387223, -35.0843762 -7.1387622, -35.0843509 -7.1388196)",
228165136,True,Rodovia Antônio Carneiro da Cunha Neto,secondary,False,91.428,PB-004,40,"LINESTRING (-35.0843509 -7.1388196, -35.0843547 -7.1389778, -35.0843509 -7.139144, -35.0843474 -7.1392759, -35.084323 -7.1396409)",
228165136,True,Rodovia Antônio Carneiro da Cunha Neto,secondary,False,31.752000000000002,PB-004,40,"LINESTRING (-35.084236 -7.1383969, -35.0842602 -7.1384501, -35.0842877 -7.1385174, -35.0843111 -7.1385905, -35.0843286 -7.1386664)",
321936707,True,,tertiary,False,28.317999999999998,,,"LINESTRING (-35.084236 -7.1383969, -35.084289 -7.1383783, -35.0843272 -7.1383703, -35.0843963 -7.1383617, -35.0844878 -7.1383684)",
228165139,True,Rodovia Antônio Carneiro da Cunha Neto,secondary,False,68.917,PB-004,40,"LINESTRING (-35.0841536 -7.138504, -35.0841241 -7.1384435, -35.0840986 -7.1383973, -35.0840748 -7.138356, -35.0840396 -7.1382938, -35.0839671 -7.1381833, -35.0838845 -7.1380693, -35.0838169 -7.1379837)",2
321936707,True,,tertiary,False,15.131,,,"LINESTRING (-35.0841536 -7.138504, -35.084171 -7.1384708, -35.0841851 -7.1384492, -35.0842015 -7.1384285, -35.084236 -7.1383969)",
228165139,True,Rodovia Antônio Carneiro da Cunha Neto,secondary,False,110.87000000000002,PB-004,40,"LINESTRING (-35.084323 -7.1396409, -35.0842917 -7.139208, -35.0842676 -7.1389192, -35.0842541 -7.1388287, -35.0842434 -7.1387649, -35.0842106 -7.1386524)",2
1087801131,False,Rodovia Antônio Carneiro da Cunha Neto,secondary,True,335.2629999999999,PB-004,60,"LINESTRING (-35.084323 -7.1396409, -35.0843534 -7.1403078, -35.0843581 -7.140373, -35.0843728 -7.1405068, -35.0843836 -7.140576, -35.0843956 -7.1406345, -35.0844124 -7.1407037, -35.0844339 -7.1407769, -35.0844466 -7.1408175, -35.0845009 -7.1409605, -35.0845251 -7.1410189, -35.0845478 -7.1410623, -35.0846169 -7.1411821, -35.0846511 -7.1412333, -35.0846947 -7.1412952, -35.0848087 -7.1414363, -35.0848905 -7.1415227, -35.0849508 -7.1415823, -35.0850035 -7.1416325, -35.0850471 -7.1416711, -35.0850937 -7.141709, -35.0851627 -7.1417556, -35.0852275 -7.1417965, -35.0852841 -7.1418295, -35.0853391 -7.1418601, -35.0853847 -7.141884, -35.0854564 -7.1419153, -35.0855966 -7.1419685, -35.0857398 -7.1420147)",2
228165136,True,Rodovia Antônio Carneiro da Cunha Neto,secondary,False,56.977000000000004,PB-004,40,"LINESTRING (-35.083396 -7.1376592, -35.0836446 -7.1377994, -35.0838357 -7.1379272)",
261718005,False,Rua João Alves Massa,residential,False,23.163,,,"LINESTRING (-35.088551 -7.1352282, -35.088473 -7.1354216)",
261718005,False,Rua João Alves Massa,residential,True,28.191,,,"LINESTRING (-35.088551 -7.1352282, -35.088571 -7.1351771, -35.0886373 -7.1349896)",
261713826,False,Rua Doutor João Úrsulo,tertiary,True,2.719,,,"LINESTRING (-35.0848127 -7.1385929, -35.0848337 -7.1386057)",
228165138,True,,tertiary,False,36.574,,,"LINESTRING (-35.0848127 -7.1385929, -35.0847323 -7.1385865, -35.0846826 -7.1385865, -35.0846297 -7.1385912, -35.08458 -7.1385992, -35.0844853 -7.1386229)",
261713828,False,Rua Doutor João Úrsulo,tertiary,True,127.855,,,"LINESTRING (-35.0857253 -7.139212, -35.0866742 -7.139872)",
261713828,False,Rua Doutor João Úrsulo,tertiary,False,39.045,,,"LINESTRING (-35.0857253 -7.139212, -35.0855564 -7.1390949, -35.085437 -7.1390084)",
"[261713843, 261713883]",False,,residential,"[False, True]",67.118,,,"LINESTRING (-35.0857253 -7.139212, -35.0856435 -7.1393597, -35.0855899 -7.1394781, -35.0855617 -7.1395779, -35.0855166 -7.1397745)",
261713836,False,Rua Monsenhor José Cruz,residential,False,230.825,,,"LINESTRING (-35.0855166 -7.1397745, -35.0865702 -7.1404362, -35.0872877 -7.1408794)",
261713883,False,,residential,False,119.52000000000001,,,"LINESTRING (-35.0855166 -7.1397745, -35.0854799 -7.1399053, -35.0854357 -7.1400357, -35.085382 -7.1401914, -35.0852747 -7.1404575, -35.0851358 -7.1407796)",
"[261713883, 261713843]",False,,residential,"[False, True]",67.118,,,"LINESTRING (-35.0855166 -7.1397745, -35.0855617 -7.1395779, -35.0855899 -7.1394781, -35.0856435 -7.1393597, -35.0857253 -7.139212)",
261713869,False,,residential,True,58.97500000000001,,,"LINESTRING (-35.0847671 -7.1399073, -35.0846384 -7.1401741, -35.0846149 -7.1402187, -35.0845921 -7.1402592, -35.08457 -7.1402932, -35.0845137 -7.140373)",
261713873,False,,residential,True,72.988,,,"LINESTRING (-35.0850901 -7.1400365, -35.0848248 -7.1406378)",
