osmid,name,highway,maxspeed,oneway,reversed,length,ref,geometry,junction
222402164,Avenida Antônio Fonseca Azevedo,residential,40,False,False,144.75,,"LINESTRING (-44.8764195 -20.1557577, -44.8750478 -20.1555668)",
222402164,Avenida Antônio Fonseca Azevedo,residential,40,False,True,69.7,,"LINESTRING (-44.8764195 -20.1557577, -44.8770813 -20.155841)",
229202695,Avenida Dolores de Aguiar Rabelo,secondary,40,False,False,147.018,DVL-040,"LINESTRING (-44.8764195 -20.1557577, -44.8755794 -20.1568189)",
222402184,Rua Gustavo Machado,residential,40,False,True,133.338,,"LINESTRING (-44.8764195 -20.1557577, -44.8764266 -20.1558778, -44.8764186 -20.1559748, -44.8762228 -20.156939)",
220688257,Rua Jesus Jota,secondary,40,True,False,70.735,,"LINESTRING (-44.8738574 -20.1588561, -44.873189 -20.1587514)",
222402169,Rua Jesus Jota,residential,,False,True,72.878,,"LINESTRING (-44.8738574 -20.1588561, -44.8745469 -20.1589591)",
222402174,Rua Doutor Francisco Salomé,residential,40,False,False,123.146,,"LINESTRING (-44.8738574 -20.1588561, -44.8740268 -20.1577601)",
908012964,Avenida Dolores de Aguiar Rabelo,secondary,40,False,True,137.435,DVL-040,"LINESTRING (-44.8738574 -20.1588561, -44.874675 -20.1578873)",
1020416949,Avenida Dolores de Aguiar Rabelo,tertiary,40,False,False,105.404,DVL-040,"LINESTRING (-44.8738574 -20.1588561, -44.8732258 -20.1595957)",
222402166,Rua Doutor Francisco Salomé,residential,,False,False,124.91300000000001,,"LINESTRING (-44.8738574 -20.1588561, -44.8737739 -20.1594697, -44.8736978 -20.1599694)",
220688295,Rua Rosa Viterbo Gontijo,residential,40,False,False,77.196,,"LINESTRING (-44.8755794 -20.1568189, -44.8748439 -20.1567465)",
222402173,Rua Rosa Viterbo Gontijo,residential,,False,True,68.476,,"LINESTRING (-44.8755794 -20.1568189, -44.8762228 -20.156939)",
229202695,Avenida Dolores de Aguiar Rabelo,secondary,40,False,False,123.898,DVL-040,"LINESTRING (-44.8755794 -20.1568189, -44.8748365 -20.1576879)",
229202695,Avenida Dolores de Aguiar Rabelo,secondary,40,False,True,147.018,DVL-040,"LINESTRING (-44.8755794 -20.1568189, -44.8764195 -20.1557577)",
1020416950,Rua Alonso Epifânio,tertiary,40,False,False,128.633,,"LINESTRING (-44.8755794 -20.1568189, -44.875575 -20.1569832, -44.875424 -20.1579655)",
222402180,Rua Alexandrina Figueiredo,residential,40,False,True,100.138,,"LINESTRING (-44.8707991 -20.1604951, -44.870953 -20.1596062)",
483077270,Rua Oribes Batista Leite,tertiary,,False,True,24.801,,"LINESTRING (-44.8785509 -20.1606405, -44.8785425 -20.1608634)",
482141791,Rua Oribes Batista Leite,tertiary,,False,False,129.614,,"LINESTRING (-44.8785509 -20.1606405, -44.878559 -20.1602666, -44.8785281 -20.160079, -44.8783685 -20.1594961)",
483077272,Rua João Severino de Azevedo,residential,,False,True,34.83,,"LINESTRING (-44.8711319 -20.1607542, -44.8714623 -20.160798)",
222402157,Rua Luis Rabelo,residential,40,False,False,123.876,,"LINESTRING (-44.8714623 -20.160798, -44.8716399 -20.1596965)",
483077272,Rua João Severino de Azevedo,residential,,False,False,34.83,,"LINESTRING (-44.8714623 -20.160798, -44.8711319 -20.1607542)",
483077272,Rua João Severino de Azevedo,residential,,False,True,70.973,,"LINESTRING (-44.8714623 -20.160798, -44.8721374 -20.160874)",
"[482141781, 222402157]",Rua Luis Rabelo,residential,40,False,True,120.446,,"LINESTRING (-44.8714623 -20.160798, -44.8714215 -20.1610894, -44.8712667 -20.1618652)",
222401851,Rua João Bosco Sobrinho,residential,,False,False,75.064,,"LINESTRING (-44.8772103 -20.1615858, -44.8770878 -20.162251)",
483077271,Rua João Severino de Azevedo,residential,,False,False,111.285,,"LINESTRING (-44.8772103 -20.1615858, -44.8767101 -20.1615132, -44.8761567 -20.1614328)",
483077271,Rua João Severino de Azevedo,residential,,False,True,125.37299999999999,,"LINESTRING (-44.8772103 -20.1615858, -44.8781109 -20.1617166, -44.8783981 -20.1617529)",
481111069,Rua Oribes Batista Leite,residential,,False,False,124.96,,"LINESTRING (-44.878181 -20.1583454, -44.878327 -20.15723)",
481111070,Rua Bom Sucesso,tertiary,,False,False,76.468,,"LINESTRING (-44.878181 -20.1583454, -44.8774558 -20.1582481)",
482141790,Rua Oribes Batista Leite,tertiary,,False,True,60.398,,"LINESTRING (-44.878181 -20.1583454, -44.8782277 -20.1588868)",
482141790,Rua Oribes Batista Leite,tertiary,,False,False,60.398,,"LINESTRING (-44.8782277 -20.1588868, -44.878181 -20.1583454)",
482141791,Rua Oribes Batista Leite,tertiary,,False,True,69.327,,"LINESTRING (-44.8782277 -20.1588868, -44.8783685 -20.1594961)",
222402171,Avenida Lago Azul,residential,,False,False,112.96199999999999,,"LINESTRING (-44.8782277 -20.1588868, -44.8780788 -20.1589913, -44.8778334 -20.1591234, -44.8775826 -20.1592493, -44.8772877 -20.1593862)",
482141791,Rua Oribes Batista Leite,tertiary,,False,False,69.327,,"LINESTRING (-44.8783685 -20.1594961, -44.8782277 -20.1588868)",
482141791,Rua Oribes Batista Leite,tertiary,,False,True,129.614,,"LINESTRING (-44.8783685 -20.1594961, -44.8785281 -20.160079, -44.878559 -20.1602666, -44.8785509 -20.1606405)",
483077270,Rua Oribes Batista Leite,tertiary,,False,False,24.801,,"LINESTRING (-44.8785425 -20.1608634, -44.8785509 -20.1606405)",
483077270,Rua Oribes Batista Leite,tertiary,,False,True,100.05,,"LINESTRING (-44.8785425 -20.1608634, -44.8783981 -20.1617529)",
483077271,Rua João Severino de Azevedo,residential,,False,True,10.995,,"LINESTRING (-44.8760526 -20.1614177, -44.8761567 -20.1614328)",
482141782,Rua Adelino Gomes,residential,,False,True,128.455,,"LINESTRING (-44.8760526 -20.1614177, -44.8760403 -20.1612859, -44.8760886 -20.1611701, -44.8762938 -20.1609051, -44.8763233 -20.1607431, -44.8763106 -20.1605739, -44.8763655 -20.1603426)",
483077272,Rua João Severino de Azevedo,residential,,False,False,50.528999999999996,,"LINESTRING (-44.8760526 -20.1614177, -44.8758244 -20.1613846, -44.8755742 -20.1613483)",
483077270,Rua Oribes Batista Leite,tertiary,,False,False,100.05,,"LINESTRING (-44.8783981 -20.1617529, -44.8785425 -20.1608634)",
483077288,Rua Oribes Batista Leite,tertiary,,False,True,74.725,,"LINESTRING (-44.8783981 -20.1617529, -44.8782845 -20.1624164)",
483077271,Rua João Severino de Azevedo,residential,,False,False,125.37299999999999,,"LINESTRING (-44.8783981 -20.1617529, -44.8781109 -20.1617166, -44.8772103 -20.1615858)",
222401850,Rua Arnaldo Guimarães,residential,,False,False,76.965,,"LINESTRING (-44.8759201 -20.1620867, -44.8757999 -20.1627696)",
222401857,Rua Severo Antônio Almada,residential,,False,True,123.247,,"LINESTRING (-44.8759201 -20.1620867, -44.8770878 -20.162251)",
222401850,Rua Arnaldo Guimarães,residential,,False,True,77.348,,"LINESTRING (-44.8759201 -20.1620867, -44.8759608 -20.1618915, -44.8761197 -20.1615813, -44.8761567 -20.1614328)",
222401851,Rua João Bosco Sobrinho,residential,,False,False,76.139,,"LINESTRING (-44.8770878 -20.162251, -44.8769757 -20.1629276)",
222401851,Rua João Bosco Sobrinho,residential,,False,True,75.064,,"LINESTRING (-44.8770878 -20.162251, -44.8772103 -20.1615858)",
222401857,Rua Severo Antônio Almada,residential,,False,False,123.247,,"LINESTRING (-44.8770878 -20.162251, -44.8759201 -20.1620867)",
222401857,Rua Severo Antônio Almada,residential,,False,True,126.259,,"LINESTRING (-44.8770878 -20.162251, -44.8782845 -20.1624164)",
222401857,Rua Severo Antônio Almada,residential,,False,False,126.259,,"LINESTRING (-44.8782845 -20.1624164, -44.8770878 -20.162251)",
483077288,Rua Oribes Batista Leite,tertiary,,False,False,74.725,,"LINESTRING (-44.8782845 -20.1624164, -44.8783981 -20.1617529)",
483077288,Rua Oribes Batista Leite,tertiary,,False,True,50.202,,"LINESTRING (-44.8782845 -20.1624164, -44.87822 -20.1628638)",
222401850,Rua Arnaldo Guimarães,residential,,False,False,75.223,,"LINESTRING (-44.8757999 -20.1627696, -44.8757356 -20.1634434)",
222401850,Rua Arnaldo Guimarães,residential,,False,True,76.965,,"LINESTRING (-44.8757999 -20.1627696, -44.8759201 -20.1620867)",
222401866,Rua Salim Ayres da Silva,residential,,False,False,123.982,,"LINESTRING (-44.8757999 -20.1627696, -44.8769757 -20.1629276)",
483077288,Rua Oribes Batista Leite,tertiary,,False,False,50.202,,"LINESTRING (-44.87822 -20.1628638, -44.8782845 -20.1624164)",
483077288,Rua Oribes Batista Leite,tertiary,,False,True,50.648,,"LINESTRING (-44.87822 -20.1628638, -44.8781627 -20.1633161)",
675780406,,residential,,False,True,40.361999999999995,,"LINESTRING (-44.87822 -20.1628638, -44.8780107 -20.1629551, -44.8778801 -20.163035)",
