osmid,name,highway,oneway,reversed,length,geometry,bridge,ref,maxspeed,junction
258161540,Travessa Carlos Lobo Moreira Breda,residential,False,False,55.787,"LINESTRING (-36.9881673 -9.396894, -36.987709 -9.3971114)",,,,
"[761879169, 258161514]",Travessa Carlos Lobo Moreira Breda,residential,False,False,151.128,"LINESTRING (-36.9881673 -9.396894, -36.9884175 -9.3974543, -36.988517 -9.3976696, -36.9880166 -9.3977985)",,,,
258161463,Travessa Carlos Lobo Moreira Breda,residential,False,True,83.522,"LINESTRING (-36.987709 -9.3971114, -36.9880166 -9.3977985)",,,,
258161540,Travessa Carlos Lobo Moreira Breda,residential,False,False,59.34,"LINESTRING (-36.987709 -9.3971114, -36.9872236 -9.3973469)",,,,
258161540,Travessa Carlos Lobo Moreira Breda,residential,False,True,55.787,"LINESTRING (-36.987709 -9.3971114, -36.9881673 -9.396894)",,,,
258161448,Travessa Carlos Lobo Moreira Breda,residential,False,False,75.072,"LINESTRING (-36.9872236 -9.3973469, -36.9875568 -9.3979366)",,,,
258161540,Travessa Carlos Lobo Moreira Breda,residential,False,True,59.34,"LINESTRING (-36.9872236 -9.3973469, -36.987709 -9.3971114)",,,,
258161540,Travessa Carlos Lobo Moreira Breda,residential,False,False,48.793,"LINESTRING (-36.9872236 -9.3973469, -36.9869929 -9.3974511, -36.9868288 -9.3975476)",,,,
258161407,Rua Carlos Lobo Moreira Breda,residential,False,False,72.596,"LINESTRING (-36.9868288 -9.3975476, -36.9872466 -9.3980539)",,,,
258161540,Travessa Carlos Lobo Moreira Breda,residential,False,True,48.793,"LINESTRING (-36.9868288 -9.3975476, -36.9869929 -9.3974511, -36.9872236 -9.3973469)",,,,
1116642694,,residential,False,False,168.629,"LINESTRING (-36.9868288 -9.3975476, -36.9866544 -9.3976953, -36.9862944 -9.3979093, -36.9865441 -9.398749)",,,,
258161561,Rua Luiz Amorim da Costa,residential,False,True,70.95,"LINESTRING (-36.9925454 -9.3977019, -36.991906 -9.3977978)",,,,
489200846,Avenida Nossa Senhora da Penha,residential,False,True,60.066,"LINESTRING (-36.9925454 -9.3977019, -36.9925807 -9.397933, -36.9926267 -9.3982361)",,,,
258161463,Travessa Carlos Lobo Moreira Breda,residential,False,False,83.522,"LINESTRING (-36.9880166 -9.3977985, -36.987709 -9.3971114)",,,,
258161514,Travessa Carlos Lobo Moreira Breda,residential,False,False,52.727,"LINESTRING (-36.9880166 -9.3977985, -36.9875568 -9.3979366)",,,,
"[761879169, 258161514]",Travessa Carlos Lobo Moreira Breda,residential,False,True,151.128,"LINESTRING (-36.9880166 -9.3977985, -36.988517 -9.3976696, -36.9884175 -9.3974543, -36.9881673 -9.396894)",,,,
258161469,Rua José Ferreira de Albuquerque,residential,False,False,61.157,"LINESTRING (-36.991521 -9.3978555, -36.9915855 -9.3984018)",,,,
258161561,Rua Luiz Amorim da Costa,residential,False,False,42.72,"LINESTRING (-36.991521 -9.3978555, -36.991906 -9.3977978)",,,,
258161561,Rua Luiz Amorim da Costa,residential,False,True,121.097,"LINESTRING (-36.991521 -9.3978555, -36.9904364 -9.3980581)",,,,
258161448,Travessa Carlos Lobo Moreira Breda,residential,False,True,75.072,"LINESTRING (-36.9875568 -9.3979366, -36.9872236 -9.3973469)",,,,
258161514,Travessa Carlos Lobo Moreira Breda,residential,False,False,36.444,"LINESTRING (-36.9875568 -9.3979366, -36.9872466 -9.3980539)",,,,
258161514,Travessa Carlos Lobo Moreira Breda,residential,False,True,52.727,"LINESTRING (-36.9875568 -9.3979366, -36.9880166 -9.3977985)",,,,
258161407,Rua Carlos Lobo Moreira Breda,residential,False,False,59.581,"LINESTRING (-36.9872466 -9.3980539, -36.9875616 -9.3984904)",,,,
258161407,Rua Carlos Lobo Moreira Breda,residential,False,True,72.596,"LINESTRING (-36.9872466 -9.3980539, -36.9868288 -9.3975476)",,,,
258161514,Travessa Carlos Lobo Moreira Breda,residential,False,False,72.991,"LINESTRING (-36.9872466 -9.3980539, -36.9866874 -9.3984096)",,,,
258161514,Travessa Carlos Lobo Moreira Breda,residential,False,True,36.444,"LINESTRING (-36.9872466 -9.3980539, -36.9875568 -9.3979366)",,,,
258161433,Rua Joaquim Licor de Araujo,residential,False,False,152.949,"LINESTRING (-36.9904364 -9.3980581, -36.9906797 -9.3994125)",,,,
258161561,Rua Luiz Amorim da Costa,residential,False,False,121.097,"LINESTRING (-36.9904364 -9.3980581, -36.991521 -9.3978555)",,,,
258161561,Rua Luiz Amorim da Costa,residential,False,True,59.661,"LINESTRING (-36.9904364 -9.3980581, -36.989901 -9.3981523)",,,,
258161432,Rua Francisco Vieira de Melo,residential,False,False,87.853,"LINESTRING (-36.989901 -9.3981523, -36.9897847 -9.3973706)",,,,
258161432,Rua Francisco Vieira de Melo,residential,False,True,154.671,"LINESTRING (-36.989901 -9.3981523, -36.9901844 -9.3995149)",,,,
258161561,Rua Luiz Amorim da Costa,residential,False,False,59.661,"LINESTRING (-36.989901 -9.3981523, -36.9904364 -9.3980581)",,,,
258161561,Rua Luiz Amorim da Costa,residential,False,True,71.69399999999999,"LINESTRING (-36.989901 -9.3981523, -36.9897561 -9.3981778, -36.9892576 -9.3982654)",,,,
258161515,Rua Manoel Ferreira Filho,residential,False,False,49.507,"LINESTRING (-36.989046 -9.3983026, -36.9891374 -9.3987386)",,,,
258161561,Rua Luiz Amorim da Costa,residential,False,False,23.579,"LINESTRING (-36.989046 -9.3983026, -36.9892576 -9.3982654)",,,,
258161561,Rua Luiz Amorim da Costa,residential,False,True,159.839,"LINESTRING (-36.989046 -9.3983026, -36.9876116 -9.3985549)",,,,
258161407,Rua Carlos Lobo Moreira Breda,residential,False,False,9.029,"LINESTRING (-36.9875616 -9.3984904, -36.9876116 -9.3985549)",,,,
258161407,Rua Carlos Lobo Moreira Breda,residential,False,True,59.581,"LINESTRING (-36.9875616 -9.3984904, -36.9872466 -9.3980539)",,,,
258161550,Rua Leticia Cavalcante Amorim,residential,False,False,22.128,"LINESTRING (-36.9875616 -9.3984904, -36.987366 -9.398539)",,,,
258161550,Rua Leticia Cavalcante Amorim,residential,False,False,93.139,"LINESTRING (-36.987366 -9.398539, -36.9865441 -9.398749)",,,,
258161550,Rua Leticia Cavalcante Amorim,residential,False,True,22.128,"LINESTRING (-36.987366 -9.398539, -36.9875616 -9.3984904)",,,,
258161553,Rua Luiz Juvencio de Amorim,residential,False,True,58.028,"LINESTRING (-36.987366 -9.398539, -36.9874818 -9.3990482)",,,,
258161407,Rua Carlos Lobo Moreira Breda,residential,False,False,57.831,"LINESTRING (-36.9876116 -9.3985549, -36.9879328 -9.3989673)",,,,
258161407,Rua Carlos Lobo Moreira Breda,residential,False,True,9.029,"LINESTRING (-36.9876116 -9.3985549, -36.9875616 -9.3984904)",,,,
258161561,Rua Luiz Amorim da Costa,residential,False,False,159.839,"LINESTRING (-36.9876116 -9.3985549, -36.989046 -9.3983026)",,,,
258161515,Rua Manoel Ferreira Filho,residential,False,False,44.865,"LINESTRING (-36.9891374 -9.3987386, -36.9892203 -9.3991337)",,,,
258161515,Rua Manoel Ferreira Filho,residential,False,True,49.507,"LINESTRING (-36.9891374 -9.3987386, -36.989046 -9.3983026)",,,,
