osmid,oneway,name,highway,reversed,length,geometry,bridge,access
179096467,False,Avenida Miguel Petrere,primary,True,12.437,"LINESTRING (-47.7183838 -23.8099106, -47.7182653 -23.8099381)",,
179096497,False,Rua Eugênio Theodoro Sobrinho,residential,False,43.662,"LINESTRING (-47.7183838 -23.8099106, -47.7188093 -23.8098592)",,
179096467,False,Avenida Miguel Petrere,primary,False,59.278,"LINESTRING (-47.7183838 -23.8099106, -47.7185529 -23.8099244, -47.7186877 -23.8099485, -47.7189298 -23.8100133, -47.7189516 -23.8100209)",,
570031983,True,Rua Antônio José Ayub Júnior,residential,False,52.785000000000004,"LINESTRING (-47.7183838 -23.8099106, -47.7186681 -23.8097863, -47.7187347 -23.809749, -47.7188111 -23.8096577)",,
179096467,False,Avenida Miguel Petrere,primary,True,136.684,"LINESTRING (-47.7202049 -23.8104639, -47.7189516 -23.8100209)",,
1058336515,False,Avenida Miguel Petrere,primary,False,50.76,"LINESTRING (-47.7202049 -23.8104639, -47.7207033 -23.8104856)",,
332443419,False,Rua Isaltilio Francisco Moraes,residential,False,108.115,"LINESTRING (-47.7202049 -23.8104639, -47.7202307 -23.810371, -47.7202508 -23.8102741, -47.7202927 -23.8101292, -47.7204023 -23.8098103, -47.7204587 -23.8096901, -47.7205462 -23.8095483)",,
1021238435,False,Avenida Américo Brasiliense,residential,True,114.48599999999999,"LINESTRING (-47.7202049 -23.8104639, -47.7201301 -23.81056, -47.7200764 -23.8106005, -47.7200282 -23.8106201, -47.7196929 -23.8107354, -47.7192118 -23.8109058)",,
179069194,True,Rua Elias Válio,secondary,False,131.282,"LINESTRING (-47.7167629 -23.8164871, -47.7164918 -23.8153328)",,
570070333,False,Rua João Batista Ribeiro,secondary,True,63.109,"LINESTRING (-47.7167629 -23.8164871, -47.7173679 -23.8163615)",,
921659463,False,Rua João Batista Ribeiro,residential,False,42.368,"LINESTRING (-47.7167629 -23.8164871, -47.7163543 -23.8165609)",,
"[1020407763, 1020407764, 179069191]",False,"['Ponte Cristiano João de Oliveira Carvalho', 'Rua Professor Elói Lacerda', 'Rua Professora Elói Lacerda']",residential,False,142.028,"LINESTRING (-47.7166623 -23.8078802, -47.7167344 -23.8079944, -47.7168215 -23.8081944, -47.7168685 -23.8083379, -47.7169195 -23.8085318, -47.7170244 -23.8091047)",yes,
179069190,False,Rua Kinkiti Shimomoto,residential,False,20.658,"LINESTRING (-47.7232699 -23.8077226, -47.7233096 -23.8079048)",,
570033669,False,Rua João Ferreira de Campos,residential,True,56.303,"LINESTRING (-47.7232699 -23.8077226, -47.7228166 -23.8080131)",,
179069201,True,Avenida José de Nóbrega,residential,False,89.151,"LINESTRING (-47.7196418 -23.8128859, -47.7198583 -23.8136628)",,
"[570022809, 1021238434, 1021238439]",True,Avenida Papa João Paulo XXIII,secondary,False,24.371000000000002,"LINESTRING (-47.7196418 -23.8128859, -47.7195605 -23.8129019, -47.7194556 -23.8129226, -47.7194076 -23.812932)",yes,
179069201,True,Avenida José de Nóbrega,residential,False,97.796,"LINESTRING (-47.7198583 -23.8136628, -47.7202073 -23.8144823)",,
1020902541,False,Rua Elias Machado Almeida,residential,True,34.183,"LINESTRING (-47.7198583 -23.8136628, -47.7201881 -23.8136039)",,
179070366,False,Rua João Batista Ribeiro,residential,False,66.569,"LINESTRING (-47.7187191 -23.8160971, -47.7180789 -23.8162211)",,
179070366,False,Rua João Batista Ribeiro,residential,True,81.877,"LINESTRING (-47.7187191 -23.8160971, -47.7195098 -23.8159595)",,
570022807,False,Rua Professor Elói Lacerda,residential,True,91.451,"LINESTRING (-47.7187191 -23.8160971, -47.7185268 -23.8152937)",,
179069195,False,Rua José Braga Sobrinho,residential,False,125.549,"LINESTRING (-47.7166425 -23.8103361, -47.7169151 -23.8114373)",,
332439084,False,Rua Dom Lúcio Antunes de Souza,primary,False,67.93,"LINESTRING (-47.7166425 -23.8103361, -47.7172891 -23.8101836)",,
332439084,False,Rua Dom Lúcio Antunes de Souza,primary,True,26.4,"LINESTRING (-47.7166425 -23.8103361, -47.7163905 -23.8103928)",,
570033652,False,Praça Nove de Julho,residential,False,54.194,"LINESTRING (-47.7166425 -23.8103361, -47.7165929 -23.8101266, -47.7165775 -23.8101079, -47.7165528 -23.8101013, -47.7165229 -23.8101045, -47.716325 -23.8101859)",,
921658426,False,Rua Tenente Almeida,residential,False,60.26,"LINESTRING (-47.7166369 -23.8127434, -47.7172101 -23.8126067)",,
921658427,False,Rua Tenente Almeida,secondary,True,36.962,"LINESTRING (-47.7166369 -23.8127434, -47.7162815 -23.8128125)",,
179069203,True,Rua Santo Antônio,secondary,False,76.312,"LINESTRING (-47.7166369 -23.8127434, -47.7166625 -23.8128535, -47.7167928 -23.8134147)",,
179069193,True,Travessa São Benedito,residential,False,133.645,"LINESTRING (-47.7155198 -23.8154909, -47.7158027 -23.8166646)",,
627230783,True,Rua Padre Vicente Gaudineri,residential,False,55.979,"LINESTRING (-47.7155198 -23.8154909, -47.7160563 -23.8153789)",,
179069200,False,Rua Cinco de Novembro,residential,False,115.529,"LINESTRING (-47.7154895 -23.8095133, -47.715738 -23.8105271)",,
179070350,False,Rua Joaquim Francisco de Carvalho,residential,True,51.548,"LINESTRING (-47.7154895 -23.8095133, -47.7159767 -23.8093859)",,
921658427,False,Rua Tenente Almeida,secondary,False,36.629,"LINESTRING (-47.7159288 -23.8128788, -47.7162815 -23.8128125)",,
921658427,False,Rua Tenente Almeida,secondary,True,49.324,"LINESTRING (-47.7159288 -23.8128788, -47.7154556 -23.8129755)",,
179069200,False,Rua Cinco de Novembro,residential,True,78.617,"LINESTRING (-47.7162815 -23.8128125, -47.7161257 -23.81212)",,
921658427,False,Rua Tenente Almeida,secondary,False,36.962,"LINESTRING (-47.7162815 -23.8128125, -47.7166369 -23.8127434)",,
921658427,False,Rua Tenente Almeida,secondary,True,36.629,"LINESTRING (-47.7162815 -23.8128125, -47.7159288 -23.8128788)",,
