osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,access,junction
127664839,Rua Agusto Pereira,residential,False,True,73.832,"LINESTRING (-42.0642847 -16.8506123, -42.0644228 -16.851263)",,,,
837069308,Rua São Geraldo,tertiary,False,False,95.96,"LINESTRING (-42.0642847 -16.8506123, -42.0651594 -16.8504027)",,,,
837069308,Rua São Geraldo,tertiary,False,True,35.592,"LINESTRING (-42.0642847 -16.8506123, -42.0639588 -16.8506842)",,,,
523791710,Rua Francisco Sá,residential,False,False,135.54,"LINESTRING (-42.0663535 -16.8501213, -42.0675907 -16.8498319)",,,,
594583814,Rua Osório Colares,secondary,False,False,74.857,"LINESTRING (-42.0663535 -16.8501213, -42.0661897 -16.8494666)",,,,
594583814,Rua Osório Colares,secondary,False,True,70.642,"LINESTRING (-42.0663535 -16.8501213, -42.0664983 -16.8507413)",,,,
523791710,Rua Francisco Sá,residential,False,True,130.888,"LINESTRING (-42.0663535 -16.8501213, -42.0658513 -16.8502488, -42.0651594 -16.8504027)",,,,
127664834,Rua Dom José de Haas,residential,False,False,74.036,"LINESTRING (-42.068253 -16.8496689, -42.0679164 -16.8490862)",,,,
127664834,Rua Dom José de Haas,residential,False,True,78.626,"LINESTRING (-42.068253 -16.8496689, -42.0686272 -16.8502786)",,,,
523791710,Rua Francisco Sá,residential,False,True,72.776,"LINESTRING (-42.068253 -16.8496689, -42.0675907 -16.8498319)",,,,
127664849,Rua Teofilo Otoni,residential,False,False,73.245,"LINESTRING (-42.0662885 -16.8523203, -42.0667972 -16.8518766)",,,,
127664849,Rua Teofilo Otoni,residential,False,True,86.561,"LINESTRING (-42.0662885 -16.8523203, -42.0656909 -16.8528484)",,,,
856612004,Rua José Antônio Araujo,residential,False,False,109.969,"LINESTRING (-42.0662885 -16.8523203, -42.0657715 -16.851464)",,,,
856612004,Rua José Antônio Araujo,residential,False,True,34.167,"LINESTRING (-42.0662885 -16.8523203, -42.0664559 -16.8525825)",,,,
593394060,Rua Jequitinhonha,secondary,False,False,77.541,"LINESTRING (-42.0664559 -16.8525825, -42.0670058 -16.852125)",,,,
593394060,Rua Jequitinhonha,secondary,False,True,23.714,"LINESTRING (-42.0664559 -16.8525825, -42.0663794 -16.8527828)",,,,
856612004,Rua José Antônio Araujo,residential,False,False,34.167,"LINESTRING (-42.0664559 -16.8525825, -42.0662885 -16.8523203)",,,,
367856637,Rua Benjamim Constant,tertiary,False,True,36.34,"LINESTRING (-42.0628178 -16.8509549, -42.0626843 -16.8512557)",,,,
837069308,Rua São Geraldo,tertiary,False,True,23.463,"LINESTRING (-42.0628178 -16.8509549, -42.0626024 -16.8509999)",,,,
