osmid,oneway,name,highway,reversed,length,lanes,geometry,maxspeed,access
226089565,False,Rua Francisco Oliveira Santos,residential,True,59.431,,"LINESTRING (-38.3837586 -10.5913342, -38.3842225 -10.5910554)",,
226090600,False,Rua Doutor Orlando Teixeira,residential,False,14.24,,"LINESTRING (-38.3837586 -10.5913342, -38.3838248 -10.5914445)",,
226090600,False,Rua Doutor Orlando Teixeira,residential,True,47.014,,"LINESTRING (-38.3837586 -10.5913342, -38.3835429 -10.5909684)",,
226261214,False,Rua Jovelino Pereira dos Santos,residential,False,84.931,2,"LINESTRING (-38.3853963 -10.5937879, -38.3848119 -10.5942913)",,
226261214,False,Rua Jovelino Pereira dos Santos,residential,True,54.447,2,"LINESTRING (-38.3853963 -10.5937879, -38.3857633 -10.5934568)",,
883112272,False,Rua Doutor Orlando Teixeira,residential,True,28.527,,"LINESTRING (-38.3853963 -10.5937879, -38.3852474 -10.5935772)",,
226089549,False,Travessa Onze de Agosto,residential,False,60.492,,"LINESTRING (-38.3822876 -10.589952, -38.3826074 -10.590396)",,
226089563,False,Rua João Correia de Souza,residential,True,56.603,,"LINESTRING (-38.3822876 -10.589952, -38.3827292 -10.5896861)",,
226326495,False,Rua João Correia de Souza,residential,False,60.698,,"LINESTRING (-38.3822876 -10.589952, -38.3821911 -10.5900179, -38.3820985 -10.5900983, -38.3820422 -10.5901695, -38.3820087 -10.5902328, -38.3819386 -10.5903631)",,
226089566,False,Rua do Fórum,residential,False,70.376,,"LINESTRING (-38.3849001 -10.5923487, -38.3845921 -10.5917929)",,
226090591,False,Rua Pedro C. Matos,residential,False,43.987,,"LINESTRING (-38.3849001 -10.5923487, -38.3845713 -10.5925768)",,
226090591,False,Rua Pedro C. Matos,residential,True,34.273,,"LINESTRING (-38.3849001 -10.5923487, -38.3851628 -10.5921804)",,
226089566,False,Rua do Fórum,residential,True,99.287,,"LINESTRING (-38.3849001 -10.5923487, -38.3850403 -10.5925586, -38.3851334 -10.5926979, -38.3852315 -10.5928352, -38.3854111 -10.5930868)",,
226089554,False,Rua Doutor Ivo Gonçalves,residential,True,11.61,2,"LINESTRING (-38.3793922 -10.5945672, -38.3793198 -10.5946436)",,
226089554,False,Rua Doutor Ivo Gonçalves,residential,False,135.725,2,"LINESTRING (-38.3793922 -10.5945672, -38.3795015 -10.594552, -38.3795732 -10.5945711, -38.3796376 -10.5945955, -38.3797167 -10.5946305, -38.3800882 -10.5947992, -38.3805361 -10.5949996)",,
226090582,True,Avenida Antônio Carlos Magalhães,secondary,False,126.15800000000002,2,"LINESTRING (-38.3793922 -10.5945672, -38.3797181 -10.594989, -38.3800963 -10.5954662)",,
226089559,False,Rua Raimundo Borges,residential,False,101.488,,"LINESTRING (-38.3857281 -10.5918044, -38.3852515 -10.5910211)",,
226089559,False,Rua Raimundo Borges,residential,True,75.968,,"LINESTRING (-38.3857281 -10.5918044, -38.3860832 -10.5923917)",,
226090591,False,Rua Pedro C. Matos,residential,False,74.604,,"LINESTRING (-38.3857281 -10.5918044, -38.3851628 -10.5921804)",,
226090591,False,Rua Pedro C. Matos,residential,True,118.458,,"LINESTRING (-38.3857281 -10.5918044, -38.3866244 -10.5912055)",,
226322131,False,Rua Manoel Dantas Dias,residential,False,50.805,,"LINESTRING (-38.38801 -10.5908253, -38.3877929 -10.5904213)",,
226089560,False,Rua João Pereira Lima,residential,False,151.97899999999998,,"LINESTRING (-38.38801 -10.5908253, -38.3875286 -10.591096, -38.3868238 -10.5915377)",,
226089559,False,Rua Raimundo Borges,residential,False,75.968,,"LINESTRING (-38.3860832 -10.5923917, -38.3857281 -10.5918044)",,
226089559,False,Rua Raimundo Borges,residential,True,53.706,,"LINESTRING (-38.3860832 -10.5923917, -38.3863388 -10.5928042)",,
226089562,False,Travessa Raimundo Borges,residential,True,117.615,,"LINESTRING (-38.3860832 -10.5923917, -38.3869852 -10.5918149)",,
226090556,False,Rua Padre Vicente Martins,residential,False,129.589,2,"LINESTRING (-38.3814508 -10.5954887, -38.3826135 -10.5952606)",,
226090561,False,Rua Padre Vicente Martins,residential,True,45.321,,"LINESTRING (-38.3814508 -10.5954887, -38.3811195 -10.5957338)",,
226252956,False,Rua Doutor Ivo Gonçalves,residential,False,49.712,,"LINESTRING (-38.3814508 -10.5954887, -38.3815514 -10.595602, -38.3816198 -10.5956613, -38.3817727 -10.5958037)",,
690026710,False,Rua Doutor Ivo Gonçalves,residential,True,114.09700000000001,2,"LINESTRING (-38.3814508 -10.5954887, -38.3812093 -10.5953225, -38.3808969 -10.5951749, -38.3805361 -10.5949996)",,
226089566,False,Rua do Fórum,residential,False,49.485,,"LINESTRING (-38.3844226 -10.5914546, -38.3842225 -10.5910554)",,
226089566,False,Rua do Fórum,residential,True,41.932,,"LINESTRING (-38.3844226 -10.5914546, -38.3845921 -10.5917929)",,
226322000,False,Praça Raimundo Borges de Santana,residential,True,35.282,,"LINESTRING (-38.3844226 -10.5914546, -38.384707 -10.5913045)",,
226089542,False,Rua Ascelina Gama Santos,residential,True,23.015,,"LINESTRING (-38.3866244 -10.5912055, -38.3865161 -10.591028)",,
226090591,False,Rua Pedro C. Matos,residential,False,118.458,,"LINESTRING (-38.3866244 -10.5912055, -38.3857281 -10.5918044)",,
226089542,False,Rua Ascelina Gama Santos,residential,False,42.889,,"LINESTRING (-38.3866244 -10.5912055, -38.3866625 -10.5912691, -38.3868238 -10.5915377)",,
226090591,False,Rua Pedro C. Matos,residential,True,107.588,,"LINESTRING (-38.3866244 -10.5912055, -38.3872913 -10.5907591, -38.387438 -10.5906609)",,
226089559,False,Rua Raimundo Borges,residential,True,101.488,,"LINESTRING (-38.3852515 -10.5910211, -38.3857281 -10.5918044)",,
226322000,False,Praça Raimundo Borges de Santana,residential,False,34.083,,"LINESTRING (-38.3852515 -10.5910211, -38.3849751 -10.591163)",,
226089559,False,Rua Raimundo Borges,residential,False,58.277,,"LINESTRING (-38.3852515 -10.5910211, -38.3850865 -10.5907245, -38.3849913 -10.5905637)",,
226089568,False,Rua João Ribeiro Gama,residential,True,145.817,,"LINESTRING (-38.3852515 -10.5910211, -38.3854935 -10.5908866, -38.3855277 -10.5908781, -38.3855633 -10.5908761, -38.385627 -10.5908866, -38.3860078 -10.5910264, -38.3861299 -10.591058, -38.386272 -10.5910554, -38.3865161 -10.591028)",,
226090584,False,,residential,False,26.66,,"LINESTRING (-38.3846064 -10.5951709, -38.3847848 -10.5953344)",,
226090584,False,,residential,True,18.95,,"LINESTRING (-38.3846064 -10.5951709, -38.3844818 -10.5950524)",,
226090548,False,Rua Natanael Dias,residential,True,80.342,,"LINESTRING (-38.3846064 -10.5951709, -38.3847727 -10.5950088, -38.3851192 -10.5946533)",,
226252936,False,Rua Maria Cabocla,residential,True,196.797,,"LINESTRING (-38.3846064 -10.5951709, -38.3843704 -10.5953054, -38.3841075 -10.5954886, -38.3838969 -10.5956561, -38.3836837 -10.5958222, -38.3834812 -10.5960001, -38.3833471 -10.5961306, -38.3831982 -10.5962651)",,
226321998,False,,residential,False,45.7,,"LINESTRING (-38.3854111 -10.5930868, -38.3850808 -10.5933388)",,
226321998,False,,residential,True,36.967,,"LINESTRING (-38.3854111 -10.5930868, -38.3856728 -10.5928762)",,
226089566,False,Rua do Fórum,residential,False,99.287,,"LINESTRING (-38.3854111 -10.5930868, -38.3852315 -10.5928352, -38.3851334 -10.5926979, -38.3850403 -10.5925586, -38.3849001 -10.5923487)",,
226089542,False,Rua Ascelina Gama Santos,residential,False,25.374,,"LINESTRING (-38.3863967 -10.5908323, -38.3865161 -10.591028)",,
226089559,False,Rua Raimundo Borges,residential,False,56.702,,"LINESTRING (-38.3842891 -10.5893791, -38.3840243 -10.5889406)",,
226089559,False,Rua Raimundo Borges,residential,True,43.884,,"LINESTRING (-38.3842891 -10.5893791, -38.3844868 -10.5897226)",,
226089572,False,Rua Maria Oliveira Santos,residential,False,42.168,,"LINESTRING (-38.3842891 -10.5893791, -38.3839617 -10.5895797)",,
226090556,False,Rua Padre Vicente Martins,residential,False,46.918,2,"LINESTRING (-38.3826135 -10.5952606, -38.3829837 -10.595047)",,
226090556,False,Rua Padre Vicente Martins,residential,True,129.589,2,"LINESTRING (-38.3826135 -10.5952606, -38.3814508 -10.5954887)",,
226325208,False,Rua José Marcelino Irmão,residential,True,58.290000000000006,,"LINESTRING (-38.3826135 -10.5952606, -38.3826665 -10.5955064, -38.3826625 -10.5955387, -38.3826531 -10.5955644, -38.3826289 -10.5956046, -38.3825371 -10.5957444)",,
226261214,False,Rua Jovelino Pereira dos Santos,residential,False,46.984,2,"LINESTRING (-38.3863915 -10.5929112, -38.3860668 -10.5931881)",,
787553906,False,Rua Raimundo Borges,secondary,False,13.219,,"LINESTRING (-38.3863915 -10.5929112, -38.3863388 -10.5928042)",,
"[226254528, 226322131, 226254539]",False,Rua Manoel Dantas Dias,residential,False,174.54600000000002,,"LINESTRING (-38.3874776 -10.5898054, -38.3874227 -10.5897121, -38.3873972 -10.5896752, -38.3873818 -10.5896567, -38.3873738 -10.5896494, -38.3873483 -10.5896481, -38.3872651 -10.5896574, -38.387127 -10.5896804, -38.3870854 -10.5896897, -38.3870599 -10.5897061, -38.3870519 -10.5897219, -38.3870432 -10.5897575, -38.3870445 -10.5898057, -38.3870566 -10.5899691, -38.387062 -10.5900502, -38.3870707 -10.5900977, -38.3871008 -10.5901629, -38.3871639 -10.5902499, -38.387438 -10.5906609)",,
226322131,False,Rua Manoel Dantas Dias,residential,True,76.668,,"LINESTRING (-38.3874776 -10.5898054, -38.3875438 -10.5899347, -38.3877929 -10.5904213)",,
226090591,False,Rua Pedro C. Matos,residential,False,47.059,,"LINESTRING (-38.3877929 -10.5904213, -38.387438 -10.5906609)",,
226322131,False,Rua Manoel Dantas Dias,residential,True,50.805,,"LINESTRING (-38.3877929 -10.5904213, -38.38801 -10.5908253)",,
226322131,False,Rua Manoel Dantas Dias,residential,False,76.668,,"LINESTRING (-38.3877929 -10.5904213, -38.3875438 -10.5899347, -38.3874776 -10.5898054)",,
226089564,True,Rua Antônio Pires de Almeida,secondary,False,118.689,2,"LINESTRING (-38.3873339 -10.5923809, -38.3863915 -10.5929112)",,
226322011,False,Rua Ascelina Gama Santos,residential,False,67.818,,"LINESTRING (-38.3873339 -10.5923809, -38.3876514 -10.5929049)",,
226322011,False,Rua Ascelina Gama Santos,residential,True,13.759,,"LINESTRING (-38.3873339 -10.5923809, -38.3872749 -10.5922716)",,
