osmid,oneway,highway,reversed,length,geometry,ref,bridge,name,maxspeed
296367981,True,secondary_link,False,38.38100000000001,"LINESTRING (-41.9512074 -20.3634919, -41.9512188 -20.3635572, -41.9512276 -20.3636069, -41.9512363 -20.363654, -41.9512483 -20.3636974, -41.9512604 -20.3637333, -41.9512745 -20.3637678, -41.9512906 -20.3637955, -41.9513114 -20.3638181)",,,,
1037243576,False,secondary,False,37.64,"LINESTRING (-41.9512074 -20.3634919, -41.951184 -20.3636107, -41.9511558 -20.3637427, -41.9511397 -20.3638244)",MG-111,,,
1037243577,False,secondary,False,53.6,"LINESTRING (-41.9510968 -20.3639287, -41.9510525 -20.364018, -41.9509748 -20.3640985, -41.9508809 -20.3642016, -41.950787 -20.3643097)",MG-111,,,
1037243578,False,secondary,True,12.43,"LINESTRING (-41.9510968 -20.3639287, -41.9511139 -20.3638888, -41.9511397 -20.3638244)",MG-111,,,
296329200,True,tertiary,False,225.949,"LINESTRING (-41.9599005 -20.3581377, -41.9599166 -20.358212, -41.9599371 -20.3583002, -41.9599647 -20.3584476, -41.9599852 -20.3585974, -41.9600084 -20.3587625, -41.9600272 -20.3589649, -41.9600527 -20.3591309, -41.9600653 -20.3593168, -41.9600862 -20.3595181, -41.9601063 -20.3597105, -41.9601124 -20.3598111, -41.9601144 -20.3598752, -41.9601204 -20.3599287, -41.9601251 -20.3599789, -41.9601157 -20.3600167, -41.960103 -20.3600512, -41.9600789 -20.3600789, -41.9600601 -20.3600996, -41.9600272 -20.3601229)",,,,
296330779,True,tertiary,False,100.386,"LINESTRING (-41.95927 -20.3572278, -41.9592353 -20.3572016, -41.9591258 -20.357118, -41.9591012 -20.357097, -41.959051 -20.357054, -41.958972 -20.3569864, -41.9588356 -20.356834, -41.9587569 -20.3567186, -41.9586906 -20.3566052, -41.9586705 -20.3565575, -41.9586639 -20.3565418)",,,,
"[756781585, 296368146, 341503845]",False,tertiary,False,169.49099999999999,"LINESTRING (-41.95927 -20.3572278, -41.9592424 -20.3572387, -41.9592105 -20.3572529, -41.9591283 -20.3572835, -41.9590792 -20.3573016, -41.9590331 -20.3573147, -41.9589701 -20.3573251, -41.9588306 -20.357337, -41.9587377 -20.3573348, -41.9586392 -20.357333, -41.9585708 -20.3573241, -41.9584605 -20.3573125, -41.9583398 -20.3573125, -41.9582812 -20.3573316, -41.9582459 -20.3573678, -41.958211 -20.3574106, -41.9581332 -20.3575288, -41.9580662 -20.3576469, -41.9580421 -20.3576821, -41.9580287 -20.3576997, -41.9579177 -20.3577866)",,yes,,
470077872,False,tertiary,True,9.053,"LINESTRING (-41.95927 -20.3572278, -41.9593178 -20.3572219, -41.9593564 -20.3572206)",,,,
296566336,True,tertiary_link,False,15.506000000000002,"LINESTRING (-41.9595959 -20.3576125, -41.9595985 -20.3576005, -41.9596022 -20.35759, -41.9596086 -20.357579, -41.9596166 -20.3575695, -41.9596273 -20.3575623, -41.9596377 -20.3575578, -41.9596495 -20.3575538, -41.9596629 -20.3575526, -41.959681 -20.3575541, -41.9596957 -20.3575573, -41.959708 -20.357563)",,,,
470077871,True,tertiary,False,55.38099999999999,"LINESTRING (-41.9595959 -20.3576125, -41.9595719 -20.3575637, -41.9595311 -20.3574949, -41.9594887 -20.3574286, -41.9594258 -20.3573548, -41.9593502 -20.3572864, -41.95927 -20.3572278)",,,,
341503841,False,tertiary,True,87.795,"LINESTRING (-41.9515186 -20.3637609, -41.9518693 -20.3635239, -41.9519927 -20.3634346, -41.952104 -20.3633542, -41.9521992 -20.3632963)",,,Rua Eloy Ubirajara,
836299163,True,tertiary,False,32.461999999999996,"LINESTRING (-41.9515186 -20.3637609, -41.9513677 -20.3638778, -41.9512792 -20.3639476)",,,Rua Eloy Ubirajara,
1037243577,False,secondary,True,53.6,"LINESTRING (-41.950787 -20.3643097, -41.9508809 -20.3642016, -41.9509748 -20.3640985, -41.9510525 -20.364018, -41.9510968 -20.3639287)",MG-111,,,
296368676,False,residential,False,71.92099999999999,"LINESTRING (-41.9573718 -20.3580672, -41.9573346 -20.358021, -41.9572991 -20.357988, -41.9572625 -20.3579578, -41.957111 -20.3578522, -41.9568222 -20.3576829)",,,Rua Durandé,40
296368676,False,residential,True,50.150000000000006,"LINESTRING (-41.9573718 -20.3580672, -41.9574852 -20.3582784, -41.9575991 -20.3584645)",,,Rua Durandé,40
341503841,False,tertiary,False,87.795,"LINESTRING (-41.9521992 -20.3632963, -41.952104 -20.3633542, -41.9519927 -20.3634346, -41.9518693 -20.3635239, -41.9515186 -20.3637609)",,,Rua Eloy Ubirajara,
