osmid,name,highway,oneway,reversed,length,bridge,geometry,junction
248223464,Rua Natal Sartor,residential,False,False,60.091,,"LINESTRING (-49.2104963 -28.656248, -49.2110199 -28.6565325)",
710727140,Avenida Celeste Recco,secondary,False,True,43.695,,"LINESTRING (-49.2104963 -28.656248, -49.2102591 -28.6565813)",
"[929623738, 955922067, 955922066]",Avenida Celeste Recco,secondary,False,False,283.342,yes,"LINESTRING (-49.2104963 -28.656248, -49.2117636 -28.6544671, -49.211845 -28.6543527, -49.2119682 -28.6541796, -49.2120261 -28.6540825)",
240919844,Rua Genoveva Guglielmi Bortolatto,residential,False,False,93.046,,"LINESTRING (-49.2157279 -28.6538086, -49.2164224 -28.654382)",
240919851,Rua Tadeu Cizeski Júnior,residential,False,False,93.467,,"LINESTRING (-49.2157279 -28.6538086, -49.2150836 -28.6544306)",
240919851,Rua Tadeu Cizeski Júnior,residential,False,True,126.743,,"LINESTRING (-49.2157279 -28.6538086, -49.2166 -28.6529639)",
248241304,Rua Esperança Sartor Guglielmi,residential,False,False,74.738,,"LINESTRING (-49.2092275 -28.6561935, -49.2099408 -28.6564384)",
248241304,Rua Esperança Sartor Guglielmi,residential,False,True,86.696,,"LINESTRING (-49.2092275 -28.6561935, -49.2083999 -28.6559098)",
240919847,Rua Lourenço Sachet,residential,False,False,70.31,,"LINESTRING (-49.2161343 -28.6566088, -49.2156042 -28.6561805)",
248223464,Rua Natal Sartor,residential,False,True,60.091,,"LINESTRING (-49.2110199 -28.6565325, -49.2104963 -28.656248)",
248223444,Rua José Guglielmi,residential,False,True,303.93600000000004,,"LINESTRING (-49.2110199 -28.6565325, -49.2112658 -28.6561685, -49.2113308 -28.6560868, -49.2126073 -28.6548213, -49.212707 -28.6547407, -49.213068 -28.6544939)",
248241304,Rua Esperança Sartor Guglielmi,residential,False,False,86.696,,"LINESTRING (-49.2083999 -28.6559098, -49.2092275 -28.6561935)",
1032776604,Rua Hermínia Cechinel,residential,False,True,237.313,,"LINESTRING (-49.2083999 -28.6559098, -49.2100697 -28.6543581)",
248223449,Avenida Inocente Pagnan,tertiary,False,False,188.919,,"LINESTRING (-49.2102791 -28.6502633, -49.2089653 -28.6490154)",
248223449,Avenida Inocente Pagnan,tertiary,False,True,71.336,,"LINESTRING (-49.2102791 -28.6502633, -49.2107731 -28.6507362)",
248251623,Rua Giocundo Sartor,residential,False,False,73.451,,"LINESTRING (-49.2102791 -28.6502633, -49.2107869 -28.6497757)",
