osmid,oneway,name,highway,reversed,length,bridge,geometry,ref,lanes,access
248407714,True,Rua Tristão José de Carvalho,residential,False,64.411,,"LINESTRING (-47.304503 -21.2716067, -47.3038861 -21.2716779)",,,
578043754,True,Rua Sampaio Moreira,residential,False,169.324,,"LINESTRING (-47.304503 -21.2716067, -47.3046438 -21.2731238)",,,
248407714,True,Rua Tristão José de Carvalho,residential,False,94.295,,"LINESTRING (-47.3054083 -21.2716929, -47.304503 -21.2716067)",,,
"[248407731, 248407724, 223928125]",False,Rua Ariodante Maseti,residential,"[False, True]",23.509999999999998,yes,"LINESTRING (-47.3010309 -21.2718716, -47.3010836 -21.2718696, -47.3012006 -21.2718651, -47.3012576 -21.2718629)",,,
169429244,False,Acesso Manoel Bento do Nascimento,secondary,True,6.572,,"LINESTRING (-47.3067091 -21.2719366, -47.3067297 -21.2718807)",SPA 002/333,,
1004119113,True,Rua Tristão José de Carvalho,secondary,False,61.399,,"LINESTRING (-47.3067091 -21.2719366, -47.3061271 -21.2718329)",,,
558401570,False,Rua Tristão José de Carvalho,residential,False,251.661,,"LINESTRING (-47.3067091 -21.2719366, -47.3072563 -21.2720091, -47.3076667 -21.2720728, -47.3077525 -21.2720991, -47.307833 -21.2721378, -47.3082715 -21.272409, -47.3084995 -21.2725502, -47.308635 -21.2726702, -47.3087503 -21.2727927, -47.3088187 -21.2728814)",,,
178550416,True,Avenida Prefeito Rubens Carvalho Ferreira,secondary,False,147.745,,"LINESTRING (-47.3012777 -21.2769742, -47.30121 -21.275647)",,,
249144222,False,Rua Doutor Roffes Zacarias Beihy,residential,False,38.29,,"LINESTRING (-47.3012777 -21.2769742, -47.3009115 -21.2770204)",,2,
"[249144192, 249144222, 178552232]",False,"['Rua Voluntário Silvano', 'Rua Doutor Roffes Zacarias Beihy']",residential,"[False, True]",23.149,yes,"LINESTRING (-47.3012777 -21.2769742, -47.3013168 -21.2769687, -47.3014564 -21.2769606, -47.3015003 -21.2769579)",,2,
178552242,False,Rua Major Palma,secondary,True,50.861,,"LINESTRING (-47.3030117 -21.2794823, -47.3034972 -21.2794148)",,,
"[178552241, 306237010, 178552231]",False,"['Rua Major Palma', 'Rua Capitão João Batista Ferreira']",secondary,True,100.959,yes,"LINESTRING (-47.3030117 -21.2794823, -47.3022736 -21.2795578, -47.3021335 -21.2795763, -47.3020448 -21.2795923)",,2,
558431711,False,Rua 7 de Setembro,secondary,False,164.538,,"LINESTRING (-47.3030117 -21.2794823, -47.3028642 -21.2790224, -47.3027918 -21.278745, -47.3026523 -21.2780427)",,2,
178550416,True,Avenida Prefeito Rubens Carvalho Ferreira,secondary,False,155.154,,"LINESTRING (-47.3020448 -21.2795923, -47.3016451 -21.2782476)",,,
306237010,False,Rua Capitão João Batista Ferreira,secondary,True,117.104,,"LINESTRING (-47.3020448 -21.2795923, -47.3009303 -21.2797672)",,2,
"[178552241, 306237010, 178552231]",False,"['Rua Major Palma', 'Rua Capitão João Batista Ferreira']",secondary,False,100.959,yes,"LINESTRING (-47.3020448 -21.2795923, -47.3021335 -21.2795763, -47.3022736 -21.2795578, -47.3030117 -21.2794823)",,2,
178550416,True,Avenida Prefeito Rubens Carvalho Ferreira,secondary,False,74.524,,"LINESTRING (-47.3011141 -21.2733126, -47.3010766 -21.2726433)",,,
"[248407721, 248407719]",False,Rua Elias Moisés,residential,True,16.44,yes,"LINESTRING (-47.3011141 -21.2733126, -47.301157 -21.2733138, -47.3012726 -21.2733084)",,2,
178550990,True,Avenida Prefeito Rubens Carvalho Ferreira,secondary,False,143.666,,"LINESTRING (-47.3013353 -21.2733038, -47.3013903 -21.2745948)",,,
550359667,True,Rua Barão Ribeiro Barbosa,residential,False,90.226,,"LINESTRING (-47.3013353 -21.2733038, -47.3022044 -21.2732538)",,2,
178550990,True,Avenida Prefeito Rubens Carvalho Ferreira,secondary,False,160.423,,"LINESTRING (-47.3012576 -21.2718629, -47.3013353 -21.2733038)",,,
581698654,False,Rua Tristão José de Carvalho,residential,True,90.177,,"LINESTRING (-47.3012576 -21.2718629, -47.3021266 -21.2718191)",,,
"[248407731, 248407724, 223928125]",False,Rua Ariodante Maseti,residential,"[False, True]",23.51,yes,"LINESTRING (-47.3012576 -21.2718629, -47.3012006 -21.2718651, -47.3010836 -21.2718696, -47.3010309 -21.2718716)",,,
178552237,True,Rua Doutor Matta,secondary,False,100.388,,"LINESTRING (-47.3014433 -21.2755814, -47.3024109 -21.2755358)",,2,
178550990,True,Avenida Prefeito Rubens Carvalho Ferreira,secondary,False,153.246,,"LINESTRING (-47.3014433 -21.2755814, -47.3014614 -21.2763956, -47.3014815 -21.2768167, -47.3015003 -21.2769579)",,,
178550990,True,Avenida Prefeito Rubens Carvalho Ferreira,secondary,False,48.821,,"LINESTRING (-47.3013903 -21.2745948, -47.3014118 -21.2750334)",,,
"[550359697, 248407722, 248407717]",True,"['Rua Luiz Ruggeri', 'Rua Capitão José Ferreira Diniz']",secondary,False,23.400000000000002,yes,"LINESTRING (-47.3013903 -21.2745948, -47.301338 -21.2745998, -47.3012178 -21.2746062, -47.301165 -21.2746085)",,2,
570571198,False,Rua Coronel Manoel Caetano,secondary,True,84.608,,"LINESTRING (-47.3018537 -21.2782014, -47.3026523 -21.2780427)",,2,
"[248407728, 570571198, 867271663]",False,"['Rua Coronel Manoel Caetano', 'Rua Colombo Ruggeri']",secondary,False,22.221999999999998,yes,"LINESTRING (-47.3018537 -21.2782014, -47.3018221 -21.2782094, -47.301692 -21.278239, -47.3016451 -21.2782476)",,2,
178552232,False,Rua Voluntário Silvano,residential,False,108.02,,"LINESTRING (-47.3015003 -21.2769579, -47.302537 -21.2768555)",,2,
