osmid,oneway,name,highway,reversed,length,lanes,geometry,bridge,maxspeed
198216155,True,Rua General Canabarro,secondary,False,8.688,,"LINESTRING (-54.9201163 -30.2561997, -54.9201138 -30.2561216)",,
893758340,True,Rua Barão do Rio Branco,tertiary,False,53.176,,"LINESTRING (-54.9201163 -30.2561997, -54.9195627 -30.2562057)",,
186563725,True,Rua Barão do Rio Branco,secondary,False,10.058,,"LINESTRING (-54.920221 -30.2562014, -54.9201163 -30.2561997)",,
960102223,True,Rua General Canabarro,secondary,False,52.029,,"LINESTRING (-54.920221 -30.2562014, -54.9202245 -30.2566693)",,
893758340,True,Rua Barão do Rio Branco,tertiary,False,82.325,,"LINESTRING (-54.9162081 -30.2562437, -54.9153511 -30.2562562)",,
943813855,True,Rua Oliveira Ramos,residential,False,10.03,,"LINESTRING (-54.9162081 -30.2562437, -54.9162072 -30.2561535)",,
217374757,True,Rua João Brasil,tertiary,False,8.185,,"LINESTRING (-54.9185229 -30.2562183, -54.9185243 -30.2561447)",,
893758340,True,Rua Barão do Rio Branco,tertiary,False,33.985,,"LINESTRING (-54.9185229 -30.2562183, -54.9181691 -30.2562223)",,
223056578,False,Rua dos Andradas,tertiary,False,7.745,2,"LINESTRING (-54.9136968 -30.2506781, -54.9136163 -30.2506821)",,
223056578,False,Rua dos Andradas,tertiary,True,133.974,2,"LINESTRING (-54.9136968 -30.2506781, -54.9150913 -30.2506539)",,
223213995,True,Rua Barão de Cerro Largo,residential,False,78.398,,"LINESTRING (-54.9136968 -30.2506781, -54.9137049 -30.250762, -54.9137353 -30.2513823)",,
198216147,True,Rua General Canabarro,secondary,False,8.635,,"LINESTRING (-54.9201344 -30.250561, -54.9201417 -30.2506384)",,
892787730,True,Rua dos Andradas,secondary,False,44.657,,"LINESTRING (-54.9201344 -30.250561, -54.9205989 -30.250544)",,
892787730,True,Rua dos Andradas,secondary,False,7.723,,"LINESTRING (-54.9200541 -30.2505645, -54.9201344 -30.250561)",,
960102225,True,Rua General Canabarro,secondary,False,51.311,,"LINESTRING (-54.9200541 -30.2505645, -54.920046 -30.2501031)",,
223056579,True,Rua dos Andradas,tertiary,False,44.262,,"LINESTRING (-54.9168904 -30.2505673, -54.9173512 -30.2505667)",,
223214002,True,Rua Voluntários da Pátria,tertiary,False,9.245,,"LINESTRING (-54.9168904 -30.2505673, -54.9168961 -30.2506503)",,
223056579,True,Rua dos Andradas,tertiary,False,8.885,,"LINESTRING (-54.9167979 -30.2505666, -54.9168904 -30.2505673)",,
960102214,True,Rua Voluntários da Pátria,tertiary,False,36.328,1,"LINESTRING (-54.9167979 -30.2505666, -54.9168006 -30.2502399)",,
198216147,True,Rua General Canabarro,secondary,False,51.53,,"LINESTRING (-54.9201417 -30.2506384, -54.9201541 -30.2511017)",,
892787731,True,Rua dos Andradas,secondary,False,8.314,,"LINESTRING (-54.9201417 -30.2506384, -54.9200552 -30.2506358)",,
960102225,True,Rua General Canabarro,secondary,False,7.929,,"LINESTRING (-54.9200552 -30.2506358, -54.9200541 -30.2505645)",,
1079320017,True,Rua dos Andradas,tertiary,False,77.072,,"LINESTRING (-54.9200552 -30.2506358, -54.9192529 -30.2506256)",,
308076308,True,Rua dos Andradas,tertiary,False,48.91,,"LINESTRING (-54.9183887 -30.2506312, -54.9178796 -30.2506395)",,
943813864,True,Rua João Brasil,tertiary,False,7.177,,"LINESTRING (-54.9183887 -30.2506312, -54.9183917 -30.2505997, -54.9183979 -30.2505672)",,
308076308,True,Rua dos Andradas,tertiary,False,9.453,,"LINESTRING (-54.9168961 -30.2506503, -54.9167978 -30.2506543)",,
223214002,True,Rua Voluntários da Pátria,tertiary,False,49.687,,"LINESTRING (-54.9168961 -30.2506503, -54.9168948 -30.2510307, -54.9168975 -30.2510971)",,
308076308,True,Rua dos Andradas,tertiary,False,97.735,,"LINESTRING (-54.9167978 -30.2506543, -54.9157807 -30.2506792)",,
960102214,True,Rua Voluntários da Pátria,tertiary,False,9.752,1,"LINESTRING (-54.9167978 -30.2506543, -54.9167979 -30.2505666)",,
223214001,True,Rua Voluntários da Pátria,tertiary,False,151.402,1,"LINESTRING (-54.9168632 -30.2533918, -54.9168305 -30.2520305)",,
930506361,True,,residential,False,8.707,,"LINESTRING (-54.9168632 -30.2533918, -54.9169538 -30.2533893)",,
223057520,True,Rua Riachuelo,residential,False,145.625,,"LINESTRING (-54.9152532 -30.2534667, -54.9137379 -30.2535099)",,
615392150,True,Rua General Osório,residential,False,6.547,,"LINESTRING (-54.9152532 -30.2534667, -54.9152466 -30.2534081)",,
217374757,True,Rua João Brasil,tertiary,False,32.092,,"LINESTRING (-54.9184562 -30.2533481, -54.9184531 -30.2530595)",,
930506361,True,,residential,False,9.797,,"LINESTRING (-54.9184562 -30.2533481, -54.9185582 -30.2533481)",,
930506361,True,,residential,False,144.38,,"LINESTRING (-54.9169538 -30.2533893, -54.9184562 -30.2533481)",,
960102217,True,Rua Voluntários da Pátria,tertiary,False,7.069,,"LINESTRING (-54.9169538 -30.2533893, -54.9169574 -30.2534528)",,
945064285,True,,residential,False,8.83,,"LINESTRING (-54.9169574 -30.2534528, -54.9168656 -30.2534486)",,
960102217,True,Rua Voluntários da Pátria,tertiary,False,85.029,,"LINESTRING (-54.9169574 -30.2534528, -54.9169705 -30.2542174)",,
217374757,True,Rua João Brasil,tertiary,False,8.786,,"LINESTRING (-54.9184495 -30.2534269, -54.9184562 -30.2533481)",,
945064285,True,,residential,False,143.346,,"LINESTRING (-54.9184495 -30.2534269, -54.9169574 -30.2534528)",,
223057521,False,,residential,False,134.286,,"LINESTRING (-54.9201004 -30.2533446, -54.9187028 -30.2533758)",,
223057521,False,,residential,True,8.252,,"LINESTRING (-54.9201004 -30.2533446, -54.9201863 -30.2533458)",,
198216155,True,Rua General Canabarro,secondary,False,148.22400000000002,,"LINESTRING (-54.9201004 -30.2533446, -54.9200984 -30.2533124, -54.920047 -30.2520124)",,
223057521,False,,residential,False,8.252,,"LINESTRING (-54.9201863 -30.2533458, -54.9201004 -30.2533446)",,
223057521,False,,residential,True,87.739,,"LINESTRING (-54.9201863 -30.2533458, -54.9210989 -30.2533115)",,
960102223,True,Rua General Canabarro,secondary,False,50.619,,"LINESTRING (-54.9201863 -30.2533458, -54.920192 -30.253801)",,
223057520,True,Rua Riachuelo,residential,False,8.677,,"LINESTRING (-54.913656 -30.2535088, -54.9135712 -30.2534819)",,
943813847,True,Rua Barão de Cerro Largo,residential,False,7.276,,"LINESTRING (-54.913656 -30.2535088, -54.9136583 -30.2534434)",,
223455933,True,Rua Barão de Cerro Largo,residential,False,10.53,,"LINESTRING (-54.9137903 -30.2561673, -54.91379 -30.256262)",,
893758339,True,Rua Barão do Rio Branco,tertiary,False,143.035,,"LINESTRING (-54.9137903 -30.2561673, -54.9152795 -30.256167)",,
223214001,True,Rua Voluntários da Pátria,tertiary,False,143.686,1,"LINESTRING (-54.9169162 -30.2561464, -54.9168789 -30.2548546)",,
893758339,True,Rua Barão do Rio Branco,tertiary,False,8.267,,"LINESTRING (-54.9169162 -30.2561464, -54.9170021 -30.2561511)",,
893758339,True,Rua Barão do Rio Branco,tertiary,False,111.59,,"LINESTRING (-54.9170021 -30.2561511, -54.9181639 -30.2561462)",,
960102217,True,Rua Voluntários da Pátria,tertiary,False,9.363,,"LINESTRING (-54.9170021 -30.2561511, -54.917002 -30.2562353)",,
217374757,True,Rua João Brasil,tertiary,False,152.11,,"LINESTRING (-54.9185243 -30.2561447, -54.9184683 -30.2547776)",,
893758339,True,Rua Barão do Rio Branco,tertiary,False,10.013,,"LINESTRING (-54.9185243 -30.2561447, -54.9186285 -30.256142)",,
198216155,True,Rua General Canabarro,secondary,False,94.191,,"LINESTRING (-54.9201138 -30.2561216, -54.9201002 -30.2552746)",,
223212091,True,Rua Barão do Rio Branco,secondary,False,9.961,,"LINESTRING (-54.9201138 -30.2561216, -54.9202175 -30.2561227)",,
223212091,True,Rua Barão do Rio Branco,secondary,False,113.518,,"LINESTRING (-54.9202175 -30.2561227, -54.9213993 -30.2561108)",,
960102223,True,Rua General Canabarro,secondary,False,8.758,,"LINESTRING (-54.9202175 -30.2561227, -54.920221 -30.2562014)",,
893758340,True,Rua Barão do Rio Branco,tertiary,False,142.912,,"LINESTRING (-54.9152779 -30.2562555, -54.91379 -30.256262)",,
943791522,True,Rua General Osório,tertiary,False,9.842,,"LINESTRING (-54.9152779 -30.2562555, -54.9152795 -30.256167)",,
736291110,True,Rua General Osório,tertiary,False,10.277,,"LINESTRING (-54.9153489 -30.2561638, -54.9153511 -30.2562562)",,
893758339,True,Rua Barão do Rio Branco,tertiary,False,82.446,,"LINESTRING (-54.9153489 -30.2561638, -54.9162072 -30.2561535)",,
943791520,True,Rua General Osório,residential,False,146.503,,"LINESTRING (-54.9152747 -30.2547841, -54.9152532 -30.2534667)",,
223214655,True,Rua Bento Martins,residential,False,9.624,,"LINESTRING (-54.9152747 -30.2547841, -54.9153498 -30.2547841, -54.9153749 -30.2547838)",,
943813840,True,Rua 7 de Setembro,tertiary,False,14.462,,"LINESTRING (-54.9152308 -30.2520501, -54.915084 -30.2520212)",,
960102208,True,Rua General Osório,residential,False,8.632,,"LINESTRING (-54.9152308 -30.2520501, -54.9152285 -30.2519725)",,
223213993,False,Rua Santo Antônio,residential,False,143.078,,"LINESTRING (-54.9152243 -30.2513466, -54.9137353 -30.2513823)",,
