osmid,oneway,name,highway,access,reversed,length,geometry
1078298028,False,Avenida Carolino Campos,secondary,yes,False,8.351,"LINESTRING (-38.1515864 -7.8216535, -38.1515469 -7.8215894)"
205407470,False,Rua Miguel Pereira de Medeiros,residential,,False,54.614999999999995,"LINESTRING (-38.1515864 -7.8216535, -38.1513887 -7.8217865, -38.1512234 -7.8219812)"
1078298028,False,Avenida Carolino Campos,secondary,yes,True,55.019000000000005,"LINESTRING (-38.1515864 -7.8216535, -38.1517051 -7.8218288, -38.151801 -7.8219328, -38.1519124 -7.8220235)"
205244676,False,,residential,,True,47.77,"LINESTRING (-38.1528545 -7.8178136, -38.1530155 -7.8182125)"
205244695,False,Rua Antônio Francisco de Melo,residential,yes,True,48.312,"LINESTRING (-38.1528545 -7.8178136, -38.1532926 -7.8178334)"
205407214,False,Rua Professora Vera Lucia Lopes Ferras,residential,yes,False,53.790000000000006,"LINESTRING (-38.1528545 -7.8178136, -38.1527675 -7.8177985, -38.1525246 -7.8174837)"
205244682,False,Rua Antonio de Melo Lima,secondary,yes,False,67.859,"LINESTRING (-38.1514664 -7.8224344, -38.1516141 -7.8223393, -38.1517272 -7.8222504, -38.1518349 -7.8221369, -38.1519124 -7.8220235)"
205244682,False,Rua Antonio de Melo Lima,secondary,yes,True,38.034000000000006,"LINESTRING (-38.1514664 -7.8224344, -38.1513226 -7.8224914, -38.1512448 -7.8225339, -38.1511617 -7.8225917)"
162043376,False,Rua Monsenhor Elizeu Diniz,secondary,yes,False,125.11,"LINESTRING (-38.1532926 -7.8178334, -38.1532149 -7.8189559)"
162043376,False,Rua Monsenhor Elizeu Diniz,secondary,yes,True,41.869,"LINESTRING (-38.1532926 -7.8178334, -38.1533128 -7.8174574)"
205244695,False,Rua Antônio Francisco de Melo,residential,yes,False,48.312,"LINESTRING (-38.1532926 -7.8178334, -38.1528545 -7.8178136)"
205244695,False,Rua Antônio Francisco de Melo,residential,yes,True,93.579,"LINESTRING (-38.1532926 -7.8178334, -38.154142 -7.8178443)"
205407214,False,Rua Professora Vera Lucia Lopes Ferras,residential,yes,True,53.790000000000006,"LINESTRING (-38.1525246 -7.8174837, -38.1527675 -7.8177985, -38.1528545 -7.8178136)"
1078300265,False,Avenida Carolino Campos,tertiary,,True,8.305,"LINESTRING (-38.1519124 -7.8220235, -38.1519809 -7.8220547)"
205244682,False,Rua Antonio de Melo Lima,secondary,yes,True,67.859,"LINESTRING (-38.1519124 -7.8220235, -38.1518349 -7.8221369, -38.1517272 -7.8222504, -38.1516141 -7.8223393, -38.1514664 -7.8224344)"
1078298028,False,Avenida Carolino Campos,secondary,yes,False,55.019000000000005,"LINESTRING (-38.1519124 -7.8220235, -38.151801 -7.8219328, -38.1517051 -7.8218288, -38.1515864 -7.8216535)"
162043376,False,Rua Monsenhor Elizeu Diniz,secondary,yes,True,48.268,"LINESTRING (-38.1531854 -7.819389, -38.1532149 -7.8189559)"
205407240,False,Rua Monsenhor Elizeu Diniz,tertiary,,False,45.606,"LINESTRING (-38.1531854 -7.819389, -38.1531519 -7.8197978)"
205695774,False,Rua Ananias Correia,residential,yes,False,95.177,"LINESTRING (-38.1531854 -7.819389, -38.1540456 -7.819469)"
205695765,False,Rua Ananias Correia,secondary,yes,True,169.513,"LINESTRING (-38.1531854 -7.819389, -38.1525242 -7.8193372, -38.1516501 -7.8192881)"
205407478,False,,residential,,True,101.8,"LINESTRING (-38.1511617 -7.8225917, -38.150514 -7.8219387)"
205244682,False,Rua Antonio de Melo Lima,secondary,yes,False,38.034000000000006,"LINESTRING (-38.1511617 -7.8225917, -38.1512448 -7.8225339, -38.1513226 -7.8224914, -38.1514664 -7.8224344)"
1078300267,False,Rua Sebastião Jose da Silva,secondary,yes,True,51.675,"LINESTRING (-38.1516501 -7.8192881, -38.151619 -7.8197518)"
