osmid,highway,oneway,reversed,length,name,geometry,ref,bridge,lanes
274778770,residential,False,True,8.401,,"LINESTRING (-40.3671555 -14.5305976, -40.3672329 -14.5305879)",,,
685275999,residential,True,False,47.225,Rua Raimundo Pereira Magalhães,"LINESTRING (-40.3671555 -14.5305976, -40.3670264 -14.5301917)",,,
274778770,residential,False,False,125.94,,"LINESTRING (-40.3671555 -14.5305976, -40.3662016 -14.5306472, -40.3659871 -14.5306574)",,,
407283520,residential,False,False,58.448,Travessa Coronel Raimundo Pereira Magalhães,"LINESTRING (-40.3662258 -14.5288881, -40.3658019 -14.5292166)",,,
274778765,secondary,True,False,109.602,Rua Raimundo Pereira Magalhães,"LINESTRING (-40.3662258 -14.5288881, -40.3658341 -14.528474, -40.3654708 -14.5282368)",,,
685276056,primary,False,False,32.072,Avenida Timoteo Goncalves da Costa,"LINESTRING (-40.3651871 -14.5281538, -40.3648902 -14.5281781)",BA-262,,
685276054,primary,True,False,23.189999999999998,Avenida Timoteo Goncalves da Costa,"LINESTRING (-40.3651871 -14.5281538, -40.365289 -14.5280778, -40.3653487 -14.5280168)",BA-262,,
312287673,primary,False,True,80.314,Avenida Italia,"LINESTRING (-40.3655016 -14.5277876, -40.3651797 -14.527136)",BA-262,,
782281259,primary,True,False,19.871,Avenida da Italia,"LINESTRING (-40.3655016 -14.5277876, -40.365572 -14.5279528)",,,
685276051,secondary,True,False,29.866,,"LINESTRING (-40.3655016 -14.5277876, -40.3655639 -14.5278396, -40.3655919 -14.527863, -40.365641 -14.5279067, -40.3657047 -14.5279703)",,,
274778766,secondary,True,False,7.827,Rua Raimundo Pereira Magalhães,"LINESTRING (-40.366423 -14.5287501, -40.3664665 -14.5288065)",,,
274778784,secondary,True,False,29.623,Avenida Conego Pithon,"LINESTRING (-40.366423 -14.5287501, -40.3666182 -14.5285623)",,,
274778766,secondary,True,False,134.875,Rua Raimundo Pereira Magalhães,"LINESTRING (-40.3664665 -14.5288065, -40.3667513 -14.5293197, -40.3668387 -14.5294892, -40.367014 -14.5298962)",,,
685275998,residential,True,False,47.985,Rua Raimundo Pereira Magalhães,"LINESTRING (-40.3671136 -14.5301721, -40.3672329 -14.5305879)",,,
685276000,secondary,True,False,9.636,,"LINESTRING (-40.3671136 -14.5301721, -40.3670264 -14.5301917)",,,
685276097,secondary,False,True,121.37800000000001,Avenida Vitória da Conquista,"LINESTRING (-40.3671136 -14.5301721, -40.3671478 -14.5301676, -40.3671759 -14.5301738, -40.3681777 -14.5305217)",,,
274778768,residential,False,False,93.112,Praça do Mercado,"LINESTRING (-40.3689073 -14.5285809, -40.3691554 -14.5293831)",,,
274778785,residential,False,False,66.401,Rua Rui Barbosa,"LINESTRING (-40.3689073 -14.5285809, -40.3684574 -14.5287414, -40.3683233 -14.5287704)",,,
274778785,residential,False,True,112.413,Rua Rui Barbosa,"LINESTRING (-40.3689073 -14.5285809, -40.3692748 -14.5285185, -40.3695403 -14.5284822, -40.3699433 -14.5284731)",,,
685276097,secondary,False,False,31.626,Avenida Vitória da Conquista,"LINESTRING (-40.3696161 -14.5309864, -40.3693324 -14.5309124)",,,
685276097,secondary,False,True,98.082,Avenida Vitória da Conquista,"LINESTRING (-40.3696161 -14.5309864, -40.3704925 -14.5312279)",,,
"[685276091, 685276092, 312409527]",residential,False,True,103.282,Rua Otavio Mangabeira,"LINESTRING (-40.3696161 -14.5309864, -40.369482 -14.5303902, -40.3694495 -14.5302827, -40.369374 -14.5300894)",,yes,
274778769,tertiary,False,False,70.797,Rua Coronel Alberto Lopes,"LINESTRING (-40.3654708 -14.5282368, -40.3654478 -14.5288731)",,,
685276049,secondary,True,False,3.483,Avenida Timoteo Goncalves da Costa,"LINESTRING (-40.3654708 -14.5282368, -40.3654466 -14.528216)",,,
685275999,residential,True,False,12.727,Rua Raimundo Pereira Magalhães,"LINESTRING (-40.3672062 -14.530701, -40.3671555 -14.5305976)",,,
685276048,residential,False,True,44.503,Rua Raimundo Pereira Magalhães,"LINESTRING (-40.3672062 -14.530701, -40.367178 -14.5310211, -40.3671692 -14.5310996)",,,
274778769,tertiary,False,False,60.343,Rua Coronel Alberto Lopes,"LINESTRING (-40.3653772 -14.5306628, -40.3653675 -14.5312054)",,,
274778769,tertiary,False,True,118.502,Rua Coronel Alberto Lopes,"LINESTRING (-40.3653772 -14.5306628, -40.365404 -14.5295974)",,,
274778770,residential,False,True,65.651,,"LINESTRING (-40.3653772 -14.5306628, -40.3659871 -14.5306574)",,,
