osmid,oneway,highway,reversed,length,ref,name,maxspeed,bridge,geometry
942477100,True,tertiary,False,180.44,,,,,"LINESTRING (-51.5548173 -26.156921, -51.5548293 -26.1585437)"
974125948,False,primary,True,123.612,PR-170,Rodovia Engenheiro Tancredo Benghi,60,,"LINESTRING (-51.5548173 -26.156921, -51.5560553 -26.1568892)"
"[400053531, 592418741, 592418742]",False,residential,False,174.352,,,,yes,"LINESTRING (-51.5548173 -26.156921, -51.554453 -26.156906, -51.554392 -26.1569069, -51.553071 -26.1569273)"
974125948,False,primary,False,18.236,PR-170,Rodovia Engenheiro Tancredo Benghi,60,,"LINESTRING (-51.5579742 -26.1568777, -51.5577918 -26.1568873)"
233767383,False,residential,False,178.531,,Avenida Paraná,,,"LINESTRING (-51.5577918 -26.1568873, -51.557878 -26.158491)"
974125948,False,primary,True,18.236,PR-170,Rodovia Engenheiro Tancredo Benghi,60,,"LINESTRING (-51.5577918 -26.1568873, -51.5579742 -26.1568777)"
974125948,False,primary,False,118.593,PR-170,Rodovia Engenheiro Tancredo Benghi,60,,"LINESTRING (-51.5577918 -26.1568873, -51.5575209 -26.1568873, -51.5566036 -26.1568921)"
974125948,False,primary,False,54.725,PR-170,Rodovia Engenheiro Tancredo Benghi,60,,"LINESTRING (-51.5566036 -26.1568921, -51.5560553 -26.1568892)"
974125948,False,primary,True,118.593,PR-170,Rodovia Engenheiro Tancredo Benghi,60,,"LINESTRING (-51.5566036 -26.1568921, -51.5575209 -26.1568873, -51.5577918 -26.1568873)"
572903550,False,residential,False,169.517,,,,,"LINESTRING (-51.5560553 -26.1568892, -51.5560524 -26.1584137)"
974125948,False,primary,False,123.612,PR-170,Rodovia Engenheiro Tancredo Benghi,60,,"LINESTRING (-51.5560553 -26.1568892, -51.5548173 -26.156921)"
974125948,False,primary,True,54.725,PR-170,Rodovia Engenheiro Tancredo Benghi,60,,"LINESTRING (-51.5560553 -26.1568892, -51.5566036 -26.1568921)"
233767354,False,residential,False,177.66,,Avenida João Agostine,,,"LINESTRING (-51.557878 -26.158491, -51.5560981 -26.1585117)"
233767383,False,residential,False,123.872,,Avenida Paraná,,,"LINESTRING (-51.557878 -26.158491, -51.5578742 -26.159605)"
233767383,False,residential,True,178.531,,Avenida Paraná,,,"LINESTRING (-51.557878 -26.158491, -51.5577918 -26.1568873)"
233767354,False,residential,False,117.573,,Avenida João Agostine,,,"LINESTRING (-51.5560068 -26.1585124, -51.5548293 -26.1585437)"
233767354,False,residential,True,9.113,,Avenida João Agostine,,,"LINESTRING (-51.5560068 -26.1585124, -51.5560981 -26.1585117)"
942443550,True,residential,False,11.881,,,,,"LINESTRING (-51.5560068 -26.1585124, -51.5560524 -26.1584137)"
233767354,False,residential,False,114.01,,Avenida João Agostine,,,"LINESTRING (-51.5548293 -26.1585437, -51.553687 -26.1585485)"
233767354,False,residential,True,117.573,,Avenida João Agostine,,,"LINESTRING (-51.5548293 -26.1585437, -51.5560068 -26.1585124)"
942477100,True,tertiary,False,108.228,,,,,"LINESTRING (-51.5548293 -26.1585437, -51.5548709 -26.1595163)"
233767354,False,residential,False,56.955,,Avenida João Agostine,,,"LINESTRING (-51.553687 -26.1585485, -51.5531166 -26.1585637)"
233767354,False,residential,True,114.01,,Avenida João Agostine,,,"LINESTRING (-51.553687 -26.1585485, -51.5548293 -26.1585437)"
233767358,False,residential,False,107.796,,Rua José Bertoletti,,,"LINESTRING (-51.553687 -26.1585485, -51.5537192 -26.1595175)"
233767354,False,residential,False,114.558,,Avenida João Agostine,,,"LINESTRING (-51.5531166 -26.1585637, -51.5519688 -26.1585655)"
233767354,False,residential,True,56.955,,Avenida João Agostine,,,"LINESTRING (-51.5531166 -26.1585637, -51.553687 -26.1585485)"
233767404,False,residential,True,82.679,,,,,"LINESTRING (-51.5531166 -26.1585637, -51.5531073 -26.1578202)"
233767404,False,residential,False,121.49,,,,,"LINESTRING (-51.5531166 -26.1585637, -51.5530379 -26.1587385, -51.5529141 -26.1596357)"
233767354,False,residential,True,114.558,,Avenida João Agostine,,,"LINESTRING (-51.5519688 -26.1585655, -51.5531166 -26.1585637)"
400053532,False,residential,False,81.258,,Avenida Itália,,,"LINESTRING (-51.5519688 -26.1585655, -51.5519189 -26.1578361)"
400053532,False,residential,True,117.818,,Avenida Itália,,,"LINESTRING (-51.5519688 -26.1585655, -51.5519339 -26.1596246)"
233767379,False,residential,False,11.528,,Rua Antônio Coradin,,,"LINESTRING (-51.5578742 -26.159605, -51.5577587 -26.1596058)"
233767383,False,residential,True,123.872,,Avenida Paraná,,,"LINESTRING (-51.5578742 -26.159605, -51.557878 -26.158491)"
233767359,False,residential,False,97.837,,,,,"LINESTRING (-51.5529141 -26.1596357, -51.5519339 -26.1596246)"
233767404,False,residential,False,142.34,,,,,"LINESTRING (-51.5529141 -26.1596357, -51.5529087 -26.159924, -51.5529518 -26.160915)"
233767404,False,residential,True,121.49,,,,,"LINESTRING (-51.5529141 -26.1596357, -51.5530379 -26.1587385, -51.5531166 -26.1585637)"
233767359,False,residential,True,97.837,,,,,"LINESTRING (-51.5519339 -26.1596246, -51.5529141 -26.1596357)"
400053532,False,residential,False,117.818,,Avenida Itália,,,"LINESTRING (-51.5519339 -26.1596246, -51.5519688 -26.1585655)"
400053532,False,residential,True,118.857,,Avenida Itália,,,"LINESTRING (-51.5519339 -26.1596246, -51.5519312 -26.1606935)"
233767379,False,residential,False,13.139,,Rua Antônio Coradin,,,"LINESTRING (-51.5560913 -26.1596174, -51.5559599 -26.1596102)"
233767379,False,residential,True,166.42,,Rua Antônio Coradin,,,"LINESTRING (-51.5560913 -26.1596174, -51.5577587 -26.1596058)"
233767394,True,residential,False,117.533,,,,,"LINESTRING (-51.5560913 -26.1596174, -51.5561074 -26.1606743)"
233767379,False,residential,True,107.685,,Rua Antônio Coradin,,,"LINESTRING (-51.5548816 -26.1596439, -51.5559599 -26.1596102)"
