osmid,oneway,ref,name,highway,reversed,length,geometry,maxspeed,junction,lanes
31557874,False,MT-100,Avenida Antônio Paulo da C Bilego,secondary,False,35.964,"LINESTRING (-52.2581411 -15.8936187, -52.2579533 -15.8933504)",,,
275588903,True,MT-100,,secondary,False,32.54,"LINESTRING (-52.2581411 -15.8936187, -52.2581736 -15.893666, -52.2581924 -15.8937157, -52.2582038 -15.8938001, -52.2582069 -15.893898)",,,
275565547,True,,,tertiary,False,18.025,"LINESTRING (-52.2573317 -15.8871702, -52.257303 -15.8871999, -52.2572669 -15.8872208, -52.2572262 -15.8872313, -52.2571841 -15.8872306)",40,roundabout,
1081026409,False,,Rua Quinze de Novembro,residential,False,12.541,"LINESTRING (-52.2621002 -15.8871922, -52.262165 -15.8872862)",50,,2
275770716,False,,Avenida Coronel Antônio Cristino Cortes,residential,True,17.003,"LINESTRING (-52.2571841 -15.8872306, -52.2571584 -15.8873815)",40,,
275565547,True,,,tertiary,False,11.283,"LINESTRING (-52.2571841 -15.8872306, -52.2571502 -15.8872215, -52.2571195 -15.8872051, -52.2570935 -15.8871823)",40,roundabout,
1081026408,True,,Avenida Salomé José Rodrigues,tertiary,False,144.508,"LINESTRING (-52.2634971 -15.8872651, -52.2630398 -15.8872122, -52.2626616 -15.8871735, -52.2624229 -15.8872303, -52.262165 -15.8872862)",40,,2
242609931,True,,Rua Simião Arraia,residential,False,60.66,"LINESTRING (-52.264562 -15.8873076, -52.2640998 -15.8876238)",50,,
1081026408,True,,Avenida Salomé José Rodrigues,tertiary,False,114.489,"LINESTRING (-52.264562 -15.8873076, -52.2643527 -15.8873334, -52.2640966 -15.8873309, -52.2634971 -15.8872651)",40,,2
279010923,True,,Rua Quinze de Novembro,residential,False,71.86,"LINESTRING (-52.262165 -15.8872862, -52.2625584 -15.8878101)",50,,2
1081026409,False,,Rua Quinze de Novembro,residential,True,12.541,"LINESTRING (-52.262165 -15.8872862, -52.2621002 -15.8871922)",50,,2
426853367,True,,Avenida Salomé José Rodrigues,tertiary,False,85.91600000000001,"LINESTRING (-52.262165 -15.8872862, -52.2614915 -15.8874823, -52.2613948 -15.8875055)",40,,2
426853367,True,,Avenida Salomé José Rodrigues,tertiary,False,93.282,"LINESTRING (-52.258192 -15.8873084, -52.2573317 -15.8871702)",40,,2
242609748,False,,,residential,True,13.958,"LINESTRING (-52.2591464 -15.887328, -52.2591261 -15.887452)",,,
242609805,True,,Avenida Salomé José Rodrigues,tertiary,False,81.849,"LINESTRING (-52.2591464 -15.887328, -52.2599033 -15.8874369)",40,,2
275770716,False,,Avenida Coronel Antônio Cristino Cortes,residential,False,17.003,"LINESTRING (-52.2571584 -15.8873815, -52.2571841 -15.8872306)",40,,
242609799,True,,,tertiary_link,False,31.333,"LINESTRING (-52.2571584 -15.8873815, -52.2570688 -15.8872836, -52.2569388 -15.8871983)",,,
242609805,True,,Avenida Salomé José Rodrigues,tertiary,False,98.182,"LINESTRING (-52.2612125 -15.8874173, -52.2621002 -15.8871922)",40,,2
242609805,True,,Avenida Salomé José Rodrigues,tertiary,False,10.315,"LINESTRING (-52.2599033 -15.8874369, -52.2599992 -15.8874468)",40,,2
253707957,False,,,residential,True,12.354,"LINESTRING (-52.2599033 -15.8874369, -52.2598878 -15.887547)",,,
242609748,False,,,residential,False,13.958,"LINESTRING (-52.2591261 -15.887452, -52.2591464 -15.887328)",,,
426491167,True,,Rua Francisco Dourado,residential,False,79.482,"LINESTRING (-52.2591261 -15.887452, -52.2589688 -15.8881506)",50,,
426853367,True,,Avenida Salomé José Rodrigues,tertiary,False,101.168,"LINESTRING (-52.2591261 -15.887452, -52.258192 -15.8873084)",40,,2
253707957,False,,,residential,False,12.354,"LINESTRING (-52.2598878 -15.887547, -52.2599033 -15.8874369)",,,
371800453,True,,Rua Waldir Rabelo,residential,False,137.759,"LINESTRING (-52.2598878 -15.887547, -52.2598515 -15.8887854)",50,,
426853367,True,,Avenida Salomé José Rodrigues,tertiary,False,82.144,"LINESTRING (-52.2598878 -15.887547, -52.2591261 -15.887452)",40,,2
242609931,True,,Rua Simião Arraia,residential,False,150.551,"LINESTRING (-52.2640998 -15.8876238, -52.2629357 -15.8883851)",50,,
426853367,True,,Avenida Salomé José Rodrigues,tertiary,False,77.625,"LINESTRING (-52.2607069 -15.8876402, -52.2599861 -15.8875582)",40,,2
253707996,False,,Rua Hermano Ribeiro,residential,True,152.291,"LINESTRING (-52.2625584 -15.8878101, -52.2613839 -15.8885845)",,,
428667060,True,,Rua Hermano Ribeiro,residential,False,117.265,"LINESTRING (-52.2625584 -15.8878101, -52.2634971 -15.8872651)",,,
428667061,True,,Rua Quinze de Novembro,residential,False,75.605,"LINESTRING (-52.2625584 -15.8878101, -52.2629357 -15.8883851)",50,,2
242609855,True,,Rua Primeiro de Maio,tertiary,False,66.729,"LINESTRING (-52.2580407 -15.8878906, -52.258192 -15.8873084)",50,,
275771114,False,,Rua Padre Pedro Saciloti,residential,False,103.382,"LINESTRING (-52.2580407 -15.8878906, -52.2589688 -15.8881506)",,,
275762027,False,,Rua Waldemar Souza,residential,True,147.642,"LINESTRING (-52.2610071 -15.888059, -52.2598515 -15.8887854)",,,
279009418,True,,Rua Carajás,residential,False,56.563,"LINESTRING (-52.2610071 -15.888059, -52.2607069 -15.8876402)",,,2
360616773,False,,Rua Waldemar Souza,residential,False,68.543,"LINESTRING (-52.2610071 -15.888059, -52.2615278 -15.8876996)",,,
275771114,False,,Rua Padre Pedro Saciloti,residential,True,103.382,"LINESTRING (-52.2589688 -15.8881506, -52.2580407 -15.8878906)",,,
426491167,True,,Rua Francisco Dourado,residential,False,61.864,"LINESTRING (-52.2589688 -15.8881506, -52.2588275 -15.8886901)",50,,
275616164,True,,Travessa Vista Alegre,residential,False,74.179,"LINESTRING (-52.2645062 -15.8881644, -52.2640998 -15.8876238)",,,
275774278,True,,Rua Goiás,residential,False,191.568,"LINESTRING (-52.2645062 -15.8881644, -52.2659883 -15.8871969)",40,,2
242609931,True,,Rua Simião Arraia,residential,False,149.226,"LINESTRING (-52.2629357 -15.8883851, -52.2617874 -15.8891475)",50,,
428667061,True,,Rua Quinze de Novembro,residential,False,74.899,"LINESTRING (-52.2629357 -15.8883851, -52.2633077 -15.8889558)",50,,2
242609855,True,,Rua Primeiro de Maio,tertiary,False,64.47,"LINESTRING (-52.2578954 -15.8884533, -52.2580407 -15.8878906)",50,,
275771239,False,,Rua Padre João Fucks,residential,True,103.104,"LINESTRING (-52.2578954 -15.8884533, -52.2588275 -15.8886901)",,,
277902481,True,,Rua Mato Grosso,residential,False,42.043,"LINESTRING (-52.2652205 -15.8885231, -52.264892 -15.8887308)",40,,2
253707996,False,,Rua Hermano Ribeiro,residential,False,152.291,"LINESTRING (-52.2613839 -15.8885845, -52.2625584 -15.8878101)",,,
253707996,False,,Rua Hermano Ribeiro,residential,True,152.561,"LINESTRING (-52.2613839 -15.8885845, -52.260204 -15.8893556)",,,
279009418,True,,Rua Carajás,residential,False,70.981,"LINESTRING (-52.2613839 -15.8885845, -52.2610071 -15.888059)",,,2
275771239,False,,Rua Padre João Fucks,residential,False,103.104,"LINESTRING (-52.2588275 -15.8886901, -52.2578954 -15.8884533)",,,
426491167,True,,Rua Francisco Dourado,residential,False,65.77,"LINESTRING (-52.2588275 -15.8886901, -52.2586864 -15.8892658)",50,,
275616164,True,,Travessa Vista Alegre,residential,False,75.293,"LINESTRING (-52.264892 -15.8887308, -52.2645062 -15.8881644)",,,
277902481,True,,Rua Mato Grosso,residential,False,111.031,"LINESTRING (-52.264892 -15.8887308, -52.2640309 -15.8892886)",40,,2
275762027,False,,Rua Waldemar Souza,residential,False,147.642,"LINESTRING (-52.2598515 -15.8887854, -52.2610071 -15.888059)",,,
371800453,True,,Rua Waldir Rabelo,residential,False,47.927,"LINESTRING (-52.2598515 -15.8887854, -52.2600653 -15.8891642)",50,,
275774278,True,,Rua Goiás,residential,False,155.477,"LINESTRING (-52.2633077 -15.8889558, -52.2645062 -15.8881644)",40,,2
428667061,True,,Rua Quinze de Novembro,residential,False,75.123,"LINESTRING (-52.2633077 -15.8889558, -52.2637283 -15.8894969)",50,,2
242609931,True,,Rua Simião Arraia,residential,False,150.622,"LINESTRING (-52.2617874 -15.8891475, -52.2606208 -15.8899064)",50,,
279009418,True,,Rua Carajás,residential,False,76.035,"LINESTRING (-52.2617874 -15.8891475, -52.2613839 -15.8885845)",,,2
426491167,True,,Rua Francisco Dourado,residential,False,28.656,"LINESTRING (-52.2586864 -15.8892658, -52.2586683 -15.8893367, -52.2586226 -15.8895161)",50,,
253707996,False,,Rua Hermano Ribeiro,residential,False,152.561,"LINESTRING (-52.260204 -15.8893556, -52.2613839 -15.8885845)",,,
371800453,True,,Rua Waldir Rabelo,residential,False,75.75,"LINESTRING (-52.260204 -15.8893556, -52.2606208 -15.8899064)",50,,
277902481,True,,Rua Mato Grosso,residential,False,148.837,"LINESTRING (-52.2637283 -15.8894969, -52.2625765 -15.8902482)",40,,2
428667061,True,,Rua Quinze de Novembro,residential,False,78.52699999999999,"LINESTRING (-52.2637283 -15.8894969, -52.2640801 -15.8900104, -52.2641049 -15.8900466, -52.2641323 -15.8900866)",50,,2
275774278,True,,Rua Goiás,residential,False,145.955,"LINESTRING (-52.2621815 -15.8896972, -52.2633077 -15.8889558)",40,,2
279009418,True,,Rua Carajás,residential,False,74.247,"LINESTRING (-52.2621815 -15.8896972, -52.2617874 -15.8891475)",,,2
371800452,True,,Rua Simião Arraia,residential,False,73.819,"LINESTRING (-52.2606208 -15.8899064, -52.2600629 -15.8902973)",50,,
242609883,True,,Rua Waldir Rabelo,residential,False,78.39,"LINESTRING (-52.2606208 -15.8899064, -52.2609889 -15.8904271, -52.2610329 -15.8904894)",50,,2
242609664,True,,Rua Francisco Dourado,residential,False,122.313,"LINESTRING (-52.2584573 -15.8901993, -52.2582159 -15.8912745)",50,,
426491168,True,,Rua Presidente Vargas,tertiary,False,110.274,"LINESTRING (-52.2584573 -15.8901993, -52.2574567 -15.8899598)",50,,2
279009418,True,,Rua Carajás,residential,False,74.42,"LINESTRING (-52.2625765 -15.8902482, -52.2621815 -15.8896972)",,,2
277902481,True,,Rua Mato Grosso,residential,False,151.60999999999999,"LINESTRING (-52.2625765 -15.8902482, -52.2614951 -15.8909979, -52.2614265 -15.8910455)",40,,2
242609883,True,,Rua Waldir Rabelo,residential,False,74.803,"LINESTRING (-52.2610329 -15.8904894, -52.2613826 -15.8909835, -52.2614265 -15.8910455)",50,,2
275774278,True,,Rua Goiás,residential,False,151.15800000000002,"LINESTRING (-52.2610329 -15.8904894, -52.262111 -15.8897458, -52.2621815 -15.8896972)",40,,2
242609808,True,,Rua Bandeirantes,residential,False,71.633,"LINESTRING (-52.265435 -15.8906096, -52.2655077 -15.89125)",50,,
242609786,True,,Rua Quinze de Novembro,residential,False,78.37,"LINESTRING (-52.2645696 -15.890659, -52.2649658 -15.8912519)",50,,2
275616236,True,,Rua Leonardo Vilas Boas,residential,False,92.714,"LINESTRING (-52.2645696 -15.890659, -52.265435 -15.8906096)",,,
426491169,True,,Rua Simião Arraia,residential,False,148.889,"LINESTRING (-52.2594755 -15.8907089, -52.2583316 -15.8914721)",50,,
426491170,True,,Rua Presidente Vargas,tertiary,False,128.39000000000001,"LINESTRING (-52.2594755 -15.8907089, -52.259223 -15.8904083, -52.2591184 -15.8903567, -52.2590071 -15.8903257, -52.2587984 -15.8902777, -52.2586227 -15.8902373, -52.2584573 -15.8901993)",30,,2
279009418,True,,Rua Carajás,residential,False,79.77,"LINESTRING (-52.2629999 -15.8908388, -52.2626211 -15.8903104, -52.2625765 -15.8902482)",,,2
279009425,False,BR-070;BR-158,Avenida Ministro João Alberto,trunk,False,126.153,"LINESTRING (-52.2629999 -15.8908388, -52.2629721 -15.8908572, -52.2629129 -15.8908965, -52.2628137 -15.8909624, -52.2626733 -15.8910556, -52.2621723 -15.8913884, -52.2621128 -15.8914279, -52.2620292 -15.8914834)",40,,
279010924,False,BR-070;BR-158,Avenida Ministro João Alberto,trunk,True,147.181,"LINESTRING (-52.2629999 -15.8908388, -52.2630328 -15.8908169, -52.2632021 -15.8907045, -52.2640918 -15.8901135, -52.2641118 -15.8901002, -52.2641323 -15.8900866)",40,,
242609855,True,,Rua Primeiro de Maio,tertiary,False,121.8,"LINESTRING (-52.2571692 -15.8910197, -52.2574567 -15.8899598)",50,,
275570385,True,,Rua Rafael Cardoso,residential,False,115.47,"LINESTRING (-52.2571692 -15.8910197, -52.2582159 -15.8912745)",40,,
277902481,True,,Rua Mato Grosso,residential,False,148.733,"LINESTRING (-52.2614265 -15.8910455, -52.2602702 -15.8917887)",40,,2
242609883,True,,Rua Waldir Rabelo,residential,False,52.761,"LINESTRING (-52.2614265 -15.8910455, -52.2616543 -15.8913685, -52.2617034 -15.8914382)",50,,2
242609786,True,,Rua Quinze de Novembro,residential,False,71.118,"LINESTRING (-52.2649658 -15.8912519, -52.265357 -15.8917691)",50,,2
253707956,True,,Rua Pires de Campos,residential,False,147.113,"LINESTRING (-52.2649658 -15.8912519, -52.2638072 -15.8919651)",,,2
242609808,True,,Rua Bandeirantes,residential,False,73.671,"LINESTRING (-52.2655077 -15.89125, -52.2655725 -15.8919096)",50,,
242610036,True,,Rua Monteiro Lobato,residential,False,57.955,"LINESTRING (-52.2655077 -15.89125, -52.2651643 -15.8912519, -52.2649658 -15.8912519)",,,
275616046,True,,Rua Presidente Vargas,tertiary,False,73.497,"LINESTRING (-52.2598669 -15.8912522, -52.2594755 -15.8907089)",50,,2
