osmid,oneway,name,highway,reversed,length,geometry,bridge,lanes,ref,maxspeed,tunnel
414438546,True,Avenida Gonçalves Dias,secondary,False,106.211,"LINESTRING (-44.4402564 -5.0411018, -44.4395642 -5.0404408)",,,,,
754805637,False,Rua Juscelino Kubitscheck,residential,False,87.287,"LINESTRING (-44.4402564 -5.0411018, -44.4396628 -5.0416181)",,,,,
754805637,False,Rua Juscelino Kubitscheck,residential,True,136.518,"LINESTRING (-44.4402564 -5.0411018, -44.441102 -5.0402086)",,,,,
414442513,False,Rua Francisco Carvalho,residential,False,77.484,"LINESTRING (-44.4390989 -5.042128, -44.4385045 -5.0417606)",,,,,
754805637,False,Rua Juscelino Kubitscheck,residential,True,84.356,"LINESTRING (-44.4390989 -5.042128, -44.4396628 -5.0416181)",,,,,
414442513,False,Rua Francisco Carvalho,residential,True,140.127,"LINESTRING (-44.4390989 -5.042128, -44.4395405 -5.0425037, -44.4400542 -5.0429541)",,,,,
754805637,False,Rua Juscelino Kubitscheck,residential,False,148.40799999999996,"LINESTRING (-44.4390989 -5.042128, -44.4387633 -5.042638, -44.4385211 -5.0430348, -44.4384869 -5.0431082, -44.4384695 -5.0431851, -44.4384644 -5.0432857)",,,,,
414438545,True,Rua Humberto Campos,secondary,False,40.595,"LINESTRING (-44.4373672 -5.038156, -44.4376593 -5.0383765)",,,,,
966056562,False,Rua Humberto Campos,secondary,True,44.767,"LINESTRING (-44.4373672 -5.038156, -44.4371399 -5.0378231)",,,,,
414438545,True,Rua Humberto Campos,secondary,False,69.987,"LINESTRING (-44.4376593 -5.0383765, -44.4377338 -5.038423, -44.4379237 -5.0385309, -44.4382103 -5.0386842)",,,,,
414438545,True,Rua Humberto Campos,secondary,False,142.211,"LINESTRING (-44.441102 -5.0402086, -44.441894 -5.0412152)",,,,,
754805637,False,Rua Juscelino Kubitscheck,residential,False,136.518,"LINESTRING (-44.441102 -5.0402086, -44.4402564 -5.0411018)",,,,,
"[753091576, 344955202, 754805637]",False,Rua Juscelino Kubitscheck,residential,"[False, True]",152.732,"LINESTRING (-44.441102 -5.0402086, -44.4415926 -5.0396452, -44.4416649 -5.0395621, -44.4420055 -5.039171)",yes,,,,
414438545,True,Rua Humberto Campos,secondary,False,45.093,"LINESTRING (-44.4424962 -5.0421036, -44.4426789 -5.042466)",,,,,
414442510,False,Travessa Manoel Bernardino,residential,False,115.532,"LINESTRING (-44.4424962 -5.0421036, -44.441562 -5.0425657)",,,,,
344955205,False,Rua Lino Pires,tertiary,False,85.971,"LINESTRING (-44.4427165 -5.0359885, -44.4422345 -5.0365945)",,,,,
414438545,True,Rua Humberto Campos,secondary,False,132.893,"LINESTRING (-44.4400406 -5.0396514, -44.441102 -5.0402086)",,,,,
823696552,False,Rua Lino Pires,tertiary,False,102.42099999999999,"LINESTRING (-44.4400406 -5.0396514, -44.4396283 -5.0403395, -44.4395642 -5.0404408)",,,,,
"[823696552, 823696553, 344955205]",False,Rua Lino Pires,tertiary,True,182.184,"LINESTRING (-44.4400406 -5.0396514, -44.4400519 -5.0396177, -44.440457 -5.0390318, -44.4405163 -5.0389474, -44.4405539 -5.038893, -44.440872 -5.0384269, -44.4409594 -5.0382941)",yes,,,,
414438546,True,Avenida Gonçalves Dias,secondary,False,76.837,"LINESTRING (-44.4395642 -5.0404408, -44.4390223 -5.0400094)",,,,,
765447922,False,Rua Ferreira Goulart,residential,False,94.628,"LINESTRING (-44.4395642 -5.0404408, -44.4390212 -5.0410978)",,,,,
823696552,False,Rua Lino Pires,tertiary,True,102.42099999999999,"LINESTRING (-44.4395642 -5.0404408, -44.4396283 -5.0403395, -44.4400406 -5.0396514)",,,,,
414442508,False,Travessa da Veneza,residential,False,77.172,"LINESTRING (-44.4377922 -5.0431032, -44.4384644 -5.0432857)",,,,,
414442508,False,Travessa da Veneza,residential,True,78.306,"LINESTRING (-44.4377922 -5.0431032, -44.4371118 -5.042912)",,,,,
765447922,False,Rua Ferreira Goulart,residential,True,169.952,"LINESTRING (-44.4377922 -5.0431032, -44.4378772 -5.0428563, -44.4380187 -5.0425038, -44.4382027 -5.0421864, -44.4385045 -5.0417606)",,,,,
414438555,False,Rua Oton de Melo Lima,residential,False,81.44,"LINESTRING (-44.4373202 -5.0422439, -44.4366343 -5.0419801)",,,,,
765451631,False,,secondary,True,77.793,"LINESTRING (-44.4373202 -5.0422439, -44.4371118 -5.042912)",,,,,
765451631,False,,secondary,False,110.88400000000001,"LINESTRING (-44.4373202 -5.0422439, -44.4375198 -5.0416848, -44.437586 -5.0414726, -44.4376552 -5.0413046)",,,,,
414438546,True,Avenida Gonçalves Dias,secondary,False,43.225,"LINESTRING (-44.4382378 -5.0393674, -44.4379777 -5.0390776)",,,,,
414438549,True,,secondary,False,65.541,"LINESTRING (-44.4382378 -5.0393674, -44.4385401 -5.0388607)",,,,,
414438545,True,Rua Humberto Campos,secondary,False,66.803,"LINESTRING (-44.4385401 -5.0388607, -44.4390721 -5.0391437)",,,,,
"[757834704, 414438570, 753091575]",False,Travessa do Bananal,residential,"[False, True]",96.08999999999999,"LINESTRING (-44.4385401 -5.0388607, -44.4388281 -5.0382503, -44.4388695 -5.0381586, -44.4388908 -5.038072)",yes,,,,
414438545,True,Rua Humberto Campos,secondary,False,121.224,"LINESTRING (-44.4390721 -5.0391437, -44.4400406 -5.0396514)",,,,,
765448271,True,Rua Graça Aranha,residential,False,79.721,"LINESTRING (-44.4390721 -5.0391437, -44.4387589 -5.0397892)",,,,,
414438546,True,Avenida Gonçalves Dias,secondary,False,74.373,"LINESTRING (-44.4387589 -5.0397892, -44.4382378 -5.0393674)",,,,,
414438550,True,Travessa Lago Burnet,residential,False,62.186,"LINESTRING (-44.4387589 -5.0397892, -44.4384383 -5.0402483)",,,,,
414442513,False,Rua Francisco Carvalho,residential,True,106.867,"LINESTRING (-44.4376552 -5.0413046, -44.4385045 -5.0417606)",,,,,
966056561,False,,secondary,False,6.169,"LINESTRING (-44.4376552 -5.0413046, -44.4376703 -5.0412512)",,,,,
765451631,False,,secondary,True,110.884,"LINESTRING (-44.4376552 -5.0413046, -44.437586 -5.0414726, -44.4375198 -5.0416848, -44.4373202 -5.0422439)",,,,,
414438551,False,Rua Deputado Manoel Oliveira Gomes,residential,False,8.856,"LINESTRING (-44.4377806 -5.0411, -44.4377043 -5.0410762)",,,,,
966056560,False,Travessa Lago Burnet,residential,False,20.783,"LINESTRING (-44.4377806 -5.0411, -44.4376703 -5.0412512)",,,,,
414438551,False,Rua Deputado Manoel Oliveira Gomes,residential,False,74.141,"LINESTRING (-44.4377043 -5.0410762, -44.4370673 -5.0408714)",,,,,
414438551,False,Rua Deputado Manoel Oliveira Gomes,residential,True,8.856,"LINESTRING (-44.4377043 -5.0410762, -44.4377806 -5.0411)",,,,,
414438549,True,,secondary,False,46.098,"LINESTRING (-44.4377043 -5.0410762, -44.4377589 -5.0407751, -44.437775 -5.0406677)",,,,,
966056561,False,,secondary,True,19.820999999999998,"LINESTRING (-44.4377043 -5.0410762, -44.437692 -5.0411435, -44.4376703 -5.0412512)",,,,,
414438552,False,Rua Jorge Fernandes,residential,False,12.497,"LINESTRING (-44.4346112 -5.0393219, -44.4347066 -5.0392619)",,,,,
414438560,False,,residential,True,88.61299999999999,"LINESTRING (-44.4346112 -5.0393219, -44.4346532 -5.0395657, -44.4346838 -5.0396779, -44.4346976 -5.0399857, -44.4346909 -5.0401107)",,,,,
966056562,False,Rua Humberto Campos,secondary,False,44.767,"LINESTRING (-44.4371399 -5.0378231, -44.4373672 -5.038156)",,,,,
757834705,False,Rua Jorge Fernandes,residential,False,205.70499999999998,"LINESTRING (-44.4371399 -5.0378231, -44.4375803 -5.0374821, -44.4385645 -5.0366371)",,,,,
"[414438552, 757834705, 754067461]",False,Rua Jorge Fernandes,residential,"[False, True]",251.86,"LINESTRING (-44.4371399 -5.0378231, -44.4362304 -5.0384488, -44.4361798 -5.0384818, -44.4360985 -5.0385262, -44.4352014 -5.0389998)",yes,,,,
966056562,False,Rua Humberto Campos,secondary,True,192.969,"LINESTRING (-44.4371399 -5.0378231, -44.437034 -5.0376278, -44.4368685 -5.0372383, -44.4365151 -5.0362062)",,,,,
414438553,False,Rua Tiradentes,residential,True,71.811,"LINESTRING (-44.4352014 -5.0389998, -44.4348237 -5.0384749)",,,,,
"[414438552, 757834705, 754067461]",False,Rua Jorge Fernandes,residential,"[False, True]",251.86,"LINESTRING (-44.4352014 -5.0389998, -44.4360985 -5.0385262, -44.4361798 -5.0384818, -44.4362304 -5.0384488, -44.4371399 -5.0378231)",yes,,,,
