osmid,lanes,ref,highway,oneway,reversed,length,geometry,bridge,name,junction
338595753,2,MA-224,primary,False,True,25.979,"LINESTRING (-43.5273303 -3.3314095, -43.5273341 -3.3316431)",,,
374429275,,,tertiary,True,False,193.417,"LINESTRING (-43.5273303 -3.3314095, -43.5271189 -3.3307561, -43.527066 -3.3306871, -43.5263054 -3.3300901)",,,
374429277,2,MA-224,primary,False,False,207.628,"LINESTRING (-43.5273303 -3.3314095, -43.5272652 -3.3307195, -43.5272164 -3.3305856, -43.5271514 -3.3305004, -43.5264096 -3.3299468)",,,
338595753,2,MA-224,primary,False,False,8.049,"LINESTRING (-43.5274265 -3.3348783, -43.5274073 -3.3348085)",,,
"[1029074289, 1011491331, 1011491332]",2,MA-224,primary,False,True,134.57099999999997,"LINESTRING (-43.5274265 -3.3348783, -43.5272393 -3.3349697, -43.5270231 -3.3350009, -43.5263958 -3.3350498, -43.5262399 -3.3350598)",yes,,
374429266,,,residential,False,False,27.612,"LINESTRING (-43.5260314 -3.3350386, -43.5259683 -3.3347984)",,Rua Beira Rio,
1237829009,2,MA-224,primary,True,False,12.205,"LINESTRING (-43.5260314 -3.3350386, -43.5261388 -3.3350621)",,,
1237829009,2,MA-224,primary,True,False,42.523,"LINESTRING (-43.5256487 -3.3350554, -43.5260314 -3.3350386)",,,
374429250,,,residential,False,True,29.641,"LINESTRING (-43.5256487 -3.3350554, -43.5255574 -3.3349438, -43.5254624 -3.3348663)",,,
374429251,,,residential,False,True,17.477,"LINESTRING (-43.5253001 -3.3351604, -43.5251435 -3.3351442)",,,
1237829010,,,primary,True,False,33.689,"LINESTRING (-43.5253001 -3.3351604, -43.5253014 -3.3351089, -43.525351 -3.3350326, -43.5254368 -3.3350032, -43.5255039 -3.3350233)",,,roundabout
340928596,,,residential,False,False,176.358,"LINESTRING (-43.5238381 -3.3332559, -43.5254218 -3.33313)",,Rua do Brilho,
340928597,,,residential,False,True,81.555,"LINESTRING (-43.5238381 -3.3332559, -43.5238156 -3.3325228)",,Rua da Estrela,
340928596,,,residential,False,True,70.471,"LINESTRING (-43.5238381 -3.3332559, -43.5233352 -3.333288, -43.5232044 -3.3332934)",,Rua do Brilho,
340928597,,,residential,False,False,65.428,"LINESTRING (-43.5238381 -3.3332559, -43.5238595 -3.3338006, -43.5238555 -3.3338437)",,Rua da Estrela,
338595748,,,residential,False,False,45.012,"LINESTRING (-43.5237558 -3.3345524, -43.5241599 -3.3345859)",,Rua das Flores,
340928597,,,residential,False,True,79.577,"LINESTRING (-43.5237558 -3.3345524, -43.5238555 -3.3338437)",,Rua da Estrela,
338595748,,,residential,False,True,80.782,"LINESTRING (-43.5237558 -3.3345524, -43.5231119 -3.3345095, -43.5230297 -3.3345039)",,Rua das Flores,
338595752,,,residential,False,False,60.649,"LINESTRING (-43.522438 -3.333917, -43.5223865 -3.33446)",,Rua São Sebastião,
338595752,,,residential,False,True,63.729,"LINESTRING (-43.522438 -3.333917, -43.5224826 -3.3333456)",,Rua São Sebastião,
374429269,,,residential,False,True,75.359,"LINESTRING (-43.522438 -3.333917, -43.5231162 -3.333887)",,Rua Eneida Mesquita,
338595748,,,residential,False,True,45.012,"LINESTRING (-43.5241599 -3.3345859, -43.5237558 -3.3345524)",,Rua das Flores,
