osmid,oneway,name,highway,reversed,length,bridge,lanes,geometry,ref
964670466,True,Avenida Guerino Ceolin,primary,False,91.422,,,"LINESTRING (-40.3338287 -19.264621, -40.3338213 -19.2647488, -40.3338026 -19.2649121, -40.3337154 -19.2654356)",ES-245
313631157,False,Rua Otacílio Bernadina,residential,True,126.787,,,"LINESTRING (-40.3337154 -19.2654356, -40.3339167 -19.2654823, -40.3343029 -19.2655836, -40.3344329 -19.2655882, -40.3345604 -19.265578, -40.3346488 -19.2655508, -40.3347052 -19.2655228, -40.3348432 -19.2654065)",
241515977,False,,residential,True,38.961,,,"LINESTRING (-40.3389956 -19.2598015, -40.3390397 -19.2594536)",
241516008,False,Avenida Guerino Gilberti,secondary,True,10.879,,,"LINESTRING (-40.3389956 -19.2598015, -40.3390953 -19.2598282)",ES-360
241516008,False,Avenida Guerino Gilberti,secondary,False,38.643,,,"LINESTRING (-40.3389956 -19.2598015, -40.3388506 -19.2597801, -40.3386293 -19.2597852)",ES-360
241516008,False,Avenida Guerino Gilberti,secondary,False,3.361,,,"LINESTRING (-40.3373257 -19.2600433, -40.3373016 -19.2600632)",ES-360
241516364,False,Rua Quintino Gerlim,residential,True,56.893,,,"LINESTRING (-40.3373257 -19.2600433, -40.3370897 -19.2595827)",
241516008,False,Avenida Guerino Gilberti,secondary,True,145.454,,,"LINESTRING (-40.3373257 -19.2600433, -40.337476 -19.2599342, -40.3375966 -19.2599024, -40.3376664 -19.2599055, -40.3377628 -19.2599284, -40.3378689 -19.2599481, -40.3380003 -19.2599701, -40.3381345 -19.2599447, -40.3382485 -19.2599088, -40.3383879 -19.2598569, -40.338517 -19.2598189, -40.3386293 -19.2597852)",ES-360
241516351,False,Rua das Acácias,residential,False,25.549,,,"LINESTRING (-40.3361589 -19.2585421, -40.3362028 -19.2587681)",
"[241516004, 241516359]",False,"['Rua das Orquideas', 'Rua das Violetas']",residential,"[False, True]",291.87199999999996,,1,"LINESTRING (-40.3361589 -19.2585421, -40.3368939 -19.2582812, -40.3377308 -19.2579773, -40.3384603 -19.2576633, -40.3383959 -19.2579368)",
241516351,False,Rua das Acácias,residential,True,36.441,,,"LINESTRING (-40.3361589 -19.2585421, -40.3360972 -19.2583313, -40.3360567 -19.2582292)",
241516351,False,Rua das Acácias,residential,True,26.419,,,"LINESTRING (-40.3362246 -19.2590048, -40.3362028 -19.2587681)",
241515979,False,Rua das Tulipas,residential,False,51.388,,,"LINESTRING (-40.3362246 -19.2590048, -40.3359946 -19.2590827, -40.3357612 -19.2591536)",
241515979,False,Rua das Tulipas,residential,True,242.755,,,"LINESTRING (-40.3362246 -19.2590048, -40.3367062 -19.2588129, -40.3369315 -19.258742, -40.3373123 -19.2586407, -40.3376825 -19.2585085, -40.3379185 -19.2583824, -40.3383638 -19.25819)",
241515996,False,Rua Genti Largura,residential,False,94.592,,,"LINESTRING (-40.3357612 -19.2591536, -40.3359138 -19.259992)",
241515996,False,Rua Genti Largura,residential,True,70.98,,,"LINESTRING (-40.3357612 -19.2591536, -40.3356472 -19.2585244)",
241515979,False,Rua das Tulipas,residential,True,51.388,,,"LINESTRING (-40.3357612 -19.2591536, -40.3359946 -19.2590827, -40.3362246 -19.2590048)",
241516008,False,Avenida Guerino Gilberti,secondary,False,10.879,,,"LINESTRING (-40.3390953 -19.2598282, -40.3389956 -19.2598015)",ES-360
241516359,False,Rua das Violetas,residential,True,28.356,,,"LINESTRING (-40.3383638 -19.25819, -40.3383959 -19.2579368)",
241515979,False,Rua das Tulipas,residential,False,242.755,,,"LINESTRING (-40.3383638 -19.25819, -40.3379185 -19.2583824, -40.3376825 -19.2585085, -40.3373123 -19.2586407, -40.3369315 -19.258742, -40.3367062 -19.2588129, -40.3362246 -19.2590048)",
241516359,False,Rua das Violetas,residential,False,72.634,,,"LINESTRING (-40.3383638 -19.25819, -40.3382887 -19.2586306, -40.3382672 -19.2587394, -40.3382216 -19.2588255)",
241515977,False,,residential,False,38.961,,,"LINESTRING (-40.3390397 -19.2594536, -40.3389956 -19.2598015)",
252374287,False,,residential,False,51.584999999999994,,,"LINESTRING (-40.3390397 -19.2594536, -40.3390741 -19.2593436, -40.3391268 -19.2592523, -40.3392381 -19.2590307)",
241516365,False,Rua Quintino Cerlin,residential,False,36.928,,,"LINESTRING (-40.3386293 -19.2597852, -40.3384872 -19.2594814)",
241516008,False,Avenida Guerino Gilberti,secondary,False,145.454,,,"LINESTRING (-40.3386293 -19.2597852, -40.338517 -19.2598189, -40.3383879 -19.2598569, -40.3382485 -19.2599088, -40.3381345 -19.2599447, -40.3380003 -19.2599701, -40.3378689 -19.2599481, -40.3377628 -19.2599284, -40.3376664 -19.2599055, -40.3375966 -19.2599024, -40.337476 -19.2599342, -40.3373257 -19.2600433)",ES-360
241516008,False,Avenida Guerino Gilberti,secondary,True,38.643,,,"LINESTRING (-40.3386293 -19.2597852, -40.3388506 -19.2597801, -40.3389956 -19.2598015)",ES-360
241516362,False,,residential,True,4.965,,,"LINESTRING (-40.3360419 -19.2608884, -40.3360442 -19.2608438)",
241516358,False,Rua Guerino Gilbert,secondary,False,307.642,,,"LINESTRING (-40.3360419 -19.2608884, -40.3358276 -19.2608685, -40.3356251 -19.2608482, -40.3354133 -19.260793, -40.3352489 -19.2607026, -40.3350672 -19.2605842, -40.3347267 -19.2603068, -40.3344907 -19.2601549, -40.3344087 -19.2601297, -40.334319 -19.2601144, -40.3342525 -19.2601291, -40.3341419 -19.2601778, -40.3340399 -19.2602867, -40.3336809 -19.2607684)",ES-360
241516358,False,Rua Guerino Gilbert,secondary,True,58.134,,,"LINESTRING (-40.3360419 -19.2608884, -40.3361562 -19.2608957, -40.3363346 -19.2608938, -40.3365935 -19.2608639)",ES-360
241515996,False,Rua Genti Largura,residential,True,94.592,,,"LINESTRING (-40.3359138 -19.259992, -40.3357612 -19.2591536)",
"[241516363, 241515996]",False,"['Rua Genti Largura', 'Ladeira Antônio Vaneli']",residential,"[False, True]",185.965,,,"LINESTRING (-40.3359138 -19.259992, -40.3359356 -19.2601683, -40.3359321 -19.260194, -40.3359274 -19.2602179, -40.3359138 -19.2602383, -40.3358969 -19.2602495, -40.3358766 -19.2602527, -40.3358427 -19.2602517, -40.3358031 -19.2602456, -40.3356674 -19.2602006, -40.3354997 -19.2601456, -40.3353535 -19.2601031, -40.3351343 -19.260036, -40.3349908 -19.2599772, -40.3349091 -19.259927, -40.3347869 -19.2597961, -40.3346355 -19.259613)",
241516356,False,Rua Silvio Rodrigues Souza,residential,True,77.617,,,"LINESTRING (-40.3359138 -19.259992, -40.3361146 -19.259967, -40.3361656 -19.2599705, -40.3362172 -19.2599826, -40.3362682 -19.260005, -40.3363902 -19.2600753, -40.3365853 -19.2601962)",
241516361,False,Ladeira Antônio Vaneli,residential,False,23.898000000000003,,,"LINESTRING (-40.3359138 -19.259992, -40.335839 -19.2599879, -40.335774 -19.2599702, -40.3356928 -19.2599462)",
241516352,False,Rua Quintino Cerlin,residential,True,147.13,,,"LINESTRING (-40.3370897 -19.2595827, -40.3384872 -19.2594814)",
241516353,False,Rua das Violetas,residential,False,17.494,,,"LINESTRING (-40.3370897 -19.2595827, -40.336926 -19.2595532)",
241516364,False,Rua Quintino Gerlim,residential,False,56.893,,,"LINESTRING (-40.3370897 -19.2595827, -40.3373257 -19.2600433)",
241516352,False,Rua Quintino Cerlin,residential,False,147.13,,,"LINESTRING (-40.3384872 -19.2594814, -40.3370897 -19.2595827)",
241516365,False,Rua Quintino Cerlin,residential,True,36.928,,,"LINESTRING (-40.3384872 -19.2594814, -40.3386293 -19.2597852)",
963491293,False,,residential,False,56.251,,,"LINESTRING (-40.3384872 -19.2594814, -40.3385608 -19.2594549, -40.3386346 -19.2594068, -40.3386949 -19.2593536, -40.3387338 -19.2592878, -40.338762 -19.2592118, -40.3387727 -19.2590992)",
241516355,False,Rua Clerio dos Santos,residential,True,105.663,,,"LINESTRING (-40.3352516 -19.2598151, -40.3346568 -19.2590485)",
241516361,False,Ladeira Antônio Vaneli,residential,False,68.516,,,"LINESTRING (-40.3352516 -19.2598151, -40.3350317 -19.2597531, -40.3347829 -19.2596702, -40.3346355 -19.259613)",
241516361,False,Ladeira Antônio Vaneli,residential,True,48.56100000000001,,,"LINESTRING (-40.3352516 -19.2598151, -40.3353656 -19.2598525, -40.3355185 -19.2598968, -40.3356928 -19.2599462)",
241516353,False,Rua das Violetas,residential,True,29.141000000000002,,,"LINESTRING (-40.3368419 -19.2593254, -40.3368403 -19.2594662, -40.3368885 -19.259532, -40.336926 -19.2595532)",
252374289,False,Rua das Violetas,residential,False,72.711,,,"LINESTRING (-40.3368419 -19.2593254, -40.3367679 -19.2593517, -40.3366839 -19.2593922, -40.3365994 -19.2594581, -40.3364862 -19.2595923, -40.3363694 -19.2597771)",
252374289,False,Rua das Violetas,residential,True,155.29399999999998,,,"LINESTRING (-40.3368419 -19.2593254, -40.3369824 -19.2592561, -40.3371729 -19.2591877, -40.3376852 -19.2590251, -40.3382216 -19.2588255)",
241516351,False,Rua das Acácias,residential,False,26.419,,,"LINESTRING (-40.3362028 -19.2587681, -40.3362246 -19.2590048)",
241516351,False,Rua das Acácias,residential,True,25.549,,,"LINESTRING (-40.3362028 -19.2587681, -40.3361589 -19.2585421)",
241516350,False,Rua das Tulipas,residential,True,248.494,,,"LINESTRING (-40.3362028 -19.2587681, -40.3364083 -19.2586871, -40.3366356 -19.2586105, -40.3368832 -19.2585394, -40.3372587 -19.2584204, -40.3375537 -19.2583161, -40.3377951 -19.2582097, -40.3382833 -19.2579824, -40.3383959 -19.2579368)",
241516361,False,Ladeira Antônio Vaneli,residential,False,48.56100000000001,,,"LINESTRING (-40.3356928 -19.2599462, -40.3355185 -19.2598968, -40.3353656 -19.2598525, -40.3352516 -19.2598151)",
241516361,False,Ladeira Antônio Vaneli,residential,True,23.898000000000003,,,"LINESTRING (-40.3356928 -19.2599462, -40.335774 -19.2599702, -40.335839 -19.2599879, -40.3359138 -19.259992)",
"[241516366, 929944806, 929944807]",False,"['Rua Emano Gera', 'Rua José Arpini Sobrinho']",residential,False,200.40699999999998,,,"LINESTRING (-40.3356928 -19.2599462, -40.3356694 -19.2598841, -40.3356365 -19.2598158, -40.3352959 -19.2593783, -40.3352759 -19.2593366, -40.3352677 -19.2593055, -40.3352349 -19.2591353, -40.3351893 -19.2588751, -40.3351846 -19.2588461, -40.3351837 -19.2588108, -40.3351862 -19.2587871, -40.335199 -19.2587657, -40.3352218 -19.258739, -40.3353019 -19.2586852, -40.3354746 -19.2585972, -40.3356472 -19.2585244)",
241516359,False,Rua das Violetas,residential,False,28.356,,,"LINESTRING (-40.3383959 -19.2579368, -40.3383638 -19.25819)",
241516350,False,Rua das Tulipas,residential,False,248.49400000000003,,,"LINESTRING (-40.3383959 -19.2579368, -40.3382833 -19.2579824, -40.3377951 -19.2582097, -40.3375537 -19.2583161, -40.3372587 -19.2584204, -40.3368832 -19.2585394, -40.3366356 -19.2586105, -40.3364083 -19.2586871, -40.3362028 -19.2587681)",
"[241516004, 241516359]",False,"['Rua das Orquideas', 'Rua das Violetas']",residential,"[False, True]",291.87199999999996,,1,"LINESTRING (-40.3383959 -19.2579368, -40.3384603 -19.2576633, -40.3377308 -19.2579773, -40.3368939 -19.2582812, -40.3361589 -19.2585421)",
241515996,False,Rua Genti Largura,residential,False,70.98,,,"LINESTRING (-40.3356472 -19.2585244, -40.3357612 -19.2591536)",
241515996,False,Rua Genti Largura,residential,True,72.93100000000001,,,"LINESTRING (-40.3356472 -19.2585244, -40.3355953 -19.2582943, -40.3355884 -19.2582773, -40.3355795 -19.2582667, -40.3355674 -19.2582634, -40.3355589 -19.2582625, -40.335548 -19.2582629, -40.3355314 -19.2582663, -40.3355068 -19.2582788, -40.3353388 -19.2583687, -40.3352811 -19.2583968, -40.3352094 -19.2584231)",
"[929944806, 241516366, 929944807]",False,"['Rua Emano Gera', 'Rua José Arpini Sobrinho']",residential,True,200.407,,,"LINESTRING (-40.3356472 -19.2585244, -40.3354746 -19.2585972, -40.3353019 -19.2586852, -40.3352218 -19.258739, -40.335199 -19.2587657, -40.3351862 -19.2587871, -40.3351837 -19.2588108, -40.3351846 -19.2588461, -40.3351893 -19.2588751, -40.3352349 -19.2591353, -40.3352677 -19.2593055, -40.3352759 -19.2593366, -40.3352959 -19.2593783, -40.3356365 -19.2598158, -40.3356694 -19.2598841, -40.3356928 -19.2599462)",
241516362,False,,residential,False,4.965,,,"LINESTRING (-40.3360442 -19.2608438, -40.3360419 -19.2608884)",
241516360,False,,residential,False,34.177,,,"LINESTRING (-40.3360442 -19.2608438, -40.3359932 -19.2608299, -40.3359417 -19.2608108, -40.335891 -19.2607789, -40.3358478 -19.260745, -40.3357723 -19.260683)",
241516360,False,,residential,True,75.576,,,"LINESTRING (-40.3360442 -19.2608438, -40.3360958 -19.2608466, -40.3361441 -19.2608387, -40.3361803 -19.2608245, -40.3361991 -19.260809, -40.3362126 -19.2607829, -40.3362182 -19.2607438, -40.3362239 -19.2606605, -40.3362588 -19.2602899)",
241516351,False,Rua das Acácias,residential,False,36.441,,,"LINESTRING (-40.3360567 -19.2582292, -40.3360972 -19.2583313, -40.3361589 -19.2585421)",
241516357,False,Rua Girceu Soares,residential,True,74.25,,,"LINESTRING (-40.3365853 -19.2601962, -40.3365935 -19.2608639)",
241516356,False,Rua Silvio Rodrigues Souza,residential,False,77.617,,,"LINESTRING (-40.3365853 -19.2601962, -40.3363902 -19.2600753, -40.3362682 -19.260005, -40.3362172 -19.2599826, -40.3361656 -19.2599705, -40.3361146 -19.259967, -40.3359138 -19.259992)",
241516357,False,Rua Girceu Soares,residential,False,82.475,,,"LINESTRING (-40.3365853 -19.2601962, -40.3365951 -19.2600724, -40.3366068 -19.260005, -40.3366222 -19.2599439, -40.3367008 -19.25981, -40.336926 -19.2595532)",
241516353,False,Rua das Violetas,residential,True,17.494,,,"LINESTRING (-40.336926 -19.2595532, -40.3370897 -19.2595827)",
241516353,False,Rua das Violetas,residential,False,29.141000000000002,,,"LINESTRING (-40.336926 -19.2595532, -40.3368885 -19.259532, -40.3368403 -19.2594662, -40.3368419 -19.2593254)",
241516357,False,Rua Girceu Soares,residential,True,82.47500000000001,,,"LINESTRING (-40.336926 -19.2595532, -40.3367008 -19.25981, -40.3366222 -19.2599439, -40.3366068 -19.260005, -40.3365951 -19.2600724, -40.3365853 -19.2601962)",
241516363,False,Ladeira Antônio Vaneli,residential,False,179.783,,,"LINESTRING (-40.3332272 -19.2590352, -40.3332795 -19.258996, -40.3333431 -19.2589517, -40.3333627 -19.2589406, -40.3333895 -19.2589349, -40.3334124 -19.2589339, -40.3336753 -19.2589593, -40.3338193 -19.2589833, -40.3339829 -19.2590251, -40.3340937 -19.2590712, -40.3342063 -19.2591466, -40.3343618 -19.2593157, -40.334496 -19.2594662, -40.3346355 -19.259613)",
241518134,False,Rodovia Estadual Sebastião Pereira da Silva,primary,False,216.75800000000004,,,"LINESTRING (-40.3332272 -19.2590352, -40.3331394 -19.2588377, -40.3330696 -19.2587086, -40.3329221 -19.2584706, -40.3327987 -19.2583174, -40.3325835 -19.2580927, -40.3323937 -19.2578895, -40.332328 -19.2578084, -40.332273 -19.2577382, -40.3322019 -19.2576293, -40.3321537 -19.2575166, -40.3321185 -19.2574125)",ES-245
241518134,False,Rodovia Estadual Sebastião Pereira da Silva,primary,True,112.53799999999998,,,"LINESTRING (-40.3332272 -19.2590352, -40.3332768 -19.2592232, -40.3333224 -19.2594587, -40.3333636 -19.2597418, -40.3333866 -19.2598675, -40.333425 -19.2600291)",ES-245
241516355,False,Rua Clerio dos Santos,residential,False,105.663,,,"LINESTRING (-40.3346568 -19.2590485, -40.3352516 -19.2598151)",
241516354,False,Rua Jacimar Manzoli,residential,False,89.886,,,"LINESTRING (-40.3367491 -19.2601322, -40.3367737 -19.2598622, -40.3373016 -19.2600632)",
241516008,False,Avenida Guerino Gilberti,secondary,True,3.361,,,"LINESTRING (-40.3373016 -19.2600632, -40.3373257 -19.2600433)",ES-360
241516354,False,Rua Jacimar Manzoli,residential,True,89.886,,,"LINESTRING (-40.3373016 -19.2600632, -40.3367737 -19.2598622, -40.3367491 -19.2601322)",
241516358,False,Rua Guerino Gilbert,secondary,False,33.89,,,"LINESTRING (-40.3373016 -19.2600632, -40.3372962 -19.2601498, -40.3372855 -19.2603676)",ES-360
252374289,False,Rua das Violetas,residential,True,72.711,,,"LINESTRING (-40.3363694 -19.2597771, -40.3364862 -19.2595923, -40.3365994 -19.2594581, -40.3366839 -19.2593922, -40.3367679 -19.2593517, -40.3368419 -19.2593254)",
241516360,False,,residential,True,34.177,,,"LINESTRING (-40.3357723 -19.260683, -40.3358478 -19.260745, -40.335891 -19.2607789, -40.3359417 -19.2608108, -40.3359932 -19.2608299, -40.3360442 -19.2608438)",
241516361,False,Ladeira Antônio Vaneli,residential,True,68.51599999999999,,,"LINESTRING (-40.3346355 -19.259613, -40.3347829 -19.2596702, -40.3350317 -19.2597531, -40.3352516 -19.2598151)",
"[241516363, 241515996]",False,"['Rua Genti Largura', 'Ladeira Antônio Vaneli']",residential,"[False, True]",185.965,,,"LINESTRING (-40.3346355 -19.259613, -40.3347869 -19.2597961, -40.3349091 -19.259927, -40.3349908 -19.2599772, -40.3351343 -19.260036, -40.3353535 -19.2601031, -40.3354997 -19.2601456, -40.3356674 -19.2602006, -40.3358031 -19.2602456, -40.3358427 -19.2602517, -40.3358766 -19.2602527, -40.3358969 -19.2602495, -40.3359138 -19.2602383, -40.3359274 -19.2602179, -40.3359321 -19.260194, -40.3359356 -19.2601683, -40.3359138 -19.259992)",
241516363,False,Ladeira Antônio Vaneli,residential,True,179.78299999999996,,,"LINESTRING (-40.3346355 -19.259613, -40.334496 -19.2594662, -40.3343618 -19.2593157, -40.3342063 -19.2591466, -40.3340937 -19.2590712, -40.3339829 -19.2590251, -40.3338193 -19.2589833, -40.3336753 -19.2589593, -40.3334124 -19.2589339, -40.3333895 -19.2589349, -40.3333627 -19.2589406, -40.3333431 -19.2589517, -40.3332795 -19.258996, -40.3332272 -19.2590352)",
241516360,False,,residential,False,75.576,,,"LINESTRING (-40.3362588 -19.2602899, -40.3362239 -19.2606605, -40.3362182 -19.2607438, -40.3362126 -19.2607829, -40.3361991 -19.260809, -40.3361803 -19.2608245, -40.3361441 -19.2608387, -40.3360958 -19.2608466, -40.3360442 -19.2608438)",
241516358,False,Rua Guerino Gilbert,secondary,False,99.88299999999998,,,"LINESTRING (-40.3372855 -19.2603676, -40.3372694 -19.2604583, -40.337205 -19.2606107, -40.3370817 -19.2607115, -40.3368832 -19.2607981, -40.3367437 -19.2608386, -40.3365935 -19.2608639)",ES-360
241516358,False,Rua Guerino Gilbert,secondary,True,33.89,,,"LINESTRING (-40.3372855 -19.2603676, -40.3372962 -19.2601498, -40.3373016 -19.2600632)",ES-360
"[241518145, 241518474, 241518476, 241518481, 241518136, 241518142]",False,"['Rua Bertoldo Venturini', 'Avenida Henrique Gaburro']",residential,True,725.279,yes,2,"LINESTRING (-40.3372855 -19.2603676, -40.3374639 -19.2603724, -40.3375926 -19.2603762, -40.3376498 -19.2603808, -40.3376986 -19.2603316, -40.3378112 -19.2603114, -40.3380687 -19.2603828, -40.3382028 -19.260479, -40.3381653 -19.2605904, -40.3379936 -19.2606866, -40.3378273 -19.2607727, -40.33772 -19.2608482, -40.3376181 -19.261031, -40.3375215 -19.2611318, -40.3373928 -19.2612128, -40.3372211 -19.2612483, -40.3371031 -19.2613095, -40.3369476 -19.2614159, -40.3368939 -19.2615627, -40.3367813 -19.2619932, -40.336468 -19.2619019, -40.3364259 -19.2618974, -40.3364053 -19.2618984, -40.3363873 -19.2619052, -40.3363729 -19.2619154, -40.3362886 -19.2619848, -40.3362601 -19.2620009, -40.3362279 -19.2620076, -40.3362004 -19.2620054, -40.3356157 -19.2618169, -40.3355891 -19.2618093, -40.3355703 -19.2618064, -40.3355547 -19.261806, -40.3355433 -19.2618097, -40.3355262 -19.2618294, -40.3353512 -19.2621763, -40.3353411 -19.262201, -40.3353304 -19.2622203, -40.3353163 -19.2622329, -40.3352955 -19.2622336, -40.3352744 -19.2622263, -40.3352476 -19.2622114, -40.3352275 -19.2621927, -40.3347428 -19.2614508, -40.3346377 -19.2613236, -40.334555 -19.2612432, -40.3344822 -19.2611805, -40.3344209 -19.2611424, -40.3343286 -19.26111, -40.3342796 -19.2611074, -40.3342408 -19.2611081, -40.3342039 -19.2611153, -40.3341274 -19.2611315)",
241516359,False,Rua das Violetas,residential,True,72.634,,,"LINESTRING (-40.3382216 -19.2588255, -40.3382672 -19.2587394, -40.3382887 -19.2586306, -40.3383638 -19.25819)",
252374282,False,,residential,True,61.233,,,"LINESTRING (-40.3382216 -19.2588255, -40.3384549 -19.258737, -40.33853 -19.2587041, -40.3386507 -19.2586053, -40.3387178 -19.2585496)",
252374289,False,Rua das Violetas,residential,False,155.29399999999998,,,"LINESTRING (-40.3382216 -19.2588255, -40.3376852 -19.2590251, -40.3371729 -19.2591877, -40.3369824 -19.2592561, -40.3368419 -19.2593254)",
241516357,False,Rua Girceu Soares,residential,False,74.25,,,"LINESTRING (-40.3365935 -19.2608639, -40.3365853 -19.2601962)",
241516358,False,Rua Guerino Gilbert,secondary,False,58.134,,,"LINESTRING (-40.3365935 -19.2608639, -40.3363346 -19.2608938, -40.3361562 -19.2608957, -40.3360419 -19.2608884)",ES-360
241516358,False,Rua Guerino Gilbert,secondary,True,99.88300000000001,,,"LINESTRING (-40.3365935 -19.2608639, -40.3367437 -19.2608386, -40.3368832 -19.2607981, -40.3370817 -19.2607115, -40.337205 -19.2606107, -40.3372694 -19.2604583, -40.3372855 -19.2603676)",ES-360
241518147,False,Rua Pompilho Pinheiro,residential,True,31.183,,2,"LINESTRING (-40.3352932 -19.2632537, -40.3355842 -19.2631973)",
241518132,False,Rua Severino Mauricio,residential,False,55.181,,,"LINESTRING (-40.3352932 -19.2632537, -40.3352791 -19.2631372, -40.3352657 -19.2629486, -40.3352489 -19.2627593)",
241518132,False,Rua Severino Mauricio,residential,True,101.14,,,"LINESTRING (-40.3352932 -19.2632537, -40.3354541 -19.2636892, -40.3356157 -19.2641108)",
241518147,False,Rua Pompilho Pinheiro,residential,False,32.537,,2,"LINESTRING (-40.3352932 -19.2632537, -40.3351252 -19.2632704, -40.3349847 -19.2632821)",
241518132,False,Rua Severino Mauricio,residential,True,55.181,,,"LINESTRING (-40.3352489 -19.2627593, -40.3352657 -19.2629486, -40.3352791 -19.2631372, -40.3352932 -19.2632537)",
