osmid,oneway,lanes,highway,reversed,length,ref,maxspeed,geometry,name,junction
234313431,True,2,motorway_link,False,34.249,,,"LINESTRING (-48.7081637 -16.1914503, -48.7079765 -16.1917004)",,
426130919,True,2,motorway,False,150.347,BR-060,80,"LINESTRING (-48.7081637 -16.1914503, -48.7080604 -16.1914836, -48.7076001 -16.1916219, -48.7067901 -16.191722)",,
281232717,True,1,motorway_link,False,41.864999999999995,,,"LINESTRING (-48.7060495 -16.1914446, -48.7060836 -16.1914556, -48.7061142 -16.1914742, -48.7061396 -16.1914993, -48.7061586 -16.1915297, -48.7061701 -16.1915635, -48.7061735 -16.1915992, -48.7061694 -16.1916311, -48.7061588 -16.1916614, -48.7061422 -16.191689, -48.7061201 -16.1917124, -48.706088 -16.1917342)",,
915567524,True,2,motorway,False,48.399,BR-060,110,"LINESTRING (-48.7060495 -16.1914446, -48.7062115 -16.1914438, -48.7065025 -16.1914324)",,
"[915567522, 915567523]",True,"['4', '3']",motorway,False,188.994,BR-060,80,"LINESTRING (-48.7065025 -16.1914324, -48.7066267 -16.1914284, -48.7069874 -16.1913872, -48.7075012 -16.1913009, -48.7082371 -16.1911157)",,
426130919,True,2,motorway,False,42.038,BR-060,80,"LINESTRING (-48.7064814 -16.1917483, -48.706088 -16.1917342)",,
281232718,True,1,motorway_link,False,49.532,,,"LINESTRING (-48.7064814 -16.1917483, -48.7064467 -16.1917362, -48.7064156 -16.1917166, -48.7063898 -16.1916903, -48.7063707 -16.1916589, -48.7063593 -16.191624, -48.7063561 -16.1915873, -48.7063605 -16.1915544, -48.7063717 -16.191523, -48.706389 -16.1914947, -48.7064118 -16.1914705, -48.7064392 -16.1914515, -48.7064698 -16.1914386, -48.7065025 -16.1914324)",,
51866908,True,1,motorway_link,False,43.851000000000006,,,"LINESTRING (-48.709397 -16.1910382, -48.7093648 -16.1910374, -48.7093334 -16.19103, -48.7093042 -16.1910162, -48.7092786 -16.1909967, -48.7092575 -16.1909723, -48.709242 -16.190944, -48.7092322 -16.1909109, -48.7092301 -16.1908763, -48.7092357 -16.1908422, -48.7092488 -16.1908101, -48.7092686 -16.1907818, -48.7092943 -16.1907586)",,
426130919,True,2,motorway,False,40.897,BR-060,80,"LINESTRING (-48.709397 -16.1910382, -48.7092127 -16.1911111, -48.7090398 -16.1911706)",,
915567520,True,4,motorway,False,120.285,BR-060,80,"LINESTRING (-48.7092943 -16.1907586, -48.7103508 -16.1903834)",,
51866909,True,1,motorway_link,False,44.442,,,"LINESTRING (-48.7089271 -16.1908973, -48.7089628 -16.1908957, -48.7089979 -16.1909024, -48.7090304 -16.1909172, -48.7090586 -16.1909392, -48.7090809 -16.1909672, -48.7090959 -16.1909996, -48.7091027 -16.191031, -48.7091027 -16.191063, -48.7090959 -16.1910944, -48.7090828 -16.1911236, -48.7090638 -16.1911494, -48.7090398 -16.1911706)",,
915567521,True,3,motorway,False,42.138000000000005,BR-060,80,"LINESTRING (-48.7089271 -16.1908973, -48.7091199 -16.1908223, -48.7092943 -16.1907586)",,
426130919,True,2,motorway,False,98.588,BR-060,80,"LINESTRING (-48.7090398 -16.1911706, -48.7081637 -16.1914503)",,
426130919,True,2,motorway,False,40.45,BR-060,80,"LINESTRING (-48.7105592 -16.190626, -48.7102057 -16.1907567)",,
51867841,False,,residential,True,22.115000000000002,,,"LINESTRING (-48.7105592 -16.190626, -48.7105691 -16.1906688, -48.7105737 -16.1907124, -48.7105716 -16.190768, -48.7105608 -16.1908226)",Rua Maurílio Beires,
234328600,False,2,tertiary,False,10.648,,,"LINESTRING (-48.7079765 -16.1917004, -48.7078815 -16.1917295)",,
656623308,False,2,tertiary,True,288.48,,,"LINESTRING (-48.7079765 -16.1917004, -48.7105235 -16.1908356)",,
234313429,True,2,secondary,False,19.255000000000003,GO-474,,"LINESTRING (-48.7059296 -16.1969758, -48.7060171 -16.1969548, -48.7061072 -16.1969525)",,roundabout
234313430,True,2,tertiary,False,10.867,,,"LINESTRING (-48.7076135 -16.1926034, -48.7075839 -16.1926969)",Avenida Geraldo Rodrigues Santos,
889134324,True,2,tertiary,False,15.34,,,"LINESTRING (-48.7076135 -16.1926034, -48.7077507 -16.1925625)",Avenida Monsenhor Chiquinho,
239116434,True,,residential,False,116.28,,,"LINESTRING (-48.7056679 -16.1973391, -48.7046261 -16.1970347)",Avenida Goiás,
234313429,True,2,secondary,False,23.447,GO-474,,"LINESTRING (-48.7056679 -16.1973391, -48.7056886 -16.1972061, -48.7057238 -16.1971376)",,roundabout
234313430,True,2,tertiary,False,80.066,,,"LINESTRING (-48.7067735 -16.195432, -48.7065496 -16.1961192)",Avenida Geraldo Rodrigues Santos,
234329846,False,,residential,False,20.57,,,"LINESTRING (-48.7067735 -16.195432, -48.7065898 -16.1953763)",Rua Engenheiro Rabelo,
234329846,False,,residential,True,106.61,,,"LINESTRING (-48.7067735 -16.195432, -48.7077313 -16.1957026)",Rua Engenheiro Rabelo,
234313429,True,2,secondary,False,18.892,GO-474,,"LINESTRING (-48.7060492 -16.1977435, -48.7060175 -16.1977362, -48.7058781 -16.1977003)",,roundabout
234313429,True,2,secondary,False,14.724,GO-474,,"LINESTRING (-48.7058103 -16.1970422, -48.7059296 -16.1969758)",,roundabout
234328457,True,2,tertiary,False,70.412,,,"LINESTRING (-48.7058103 -16.1970422, -48.7055584 -16.196457)",Avenida João Pereira Gomes,
234313429,True,2,secondary,False,25.384999999999998,GO-474,,"LINESTRING (-48.7062778 -16.1970021, -48.706389 -16.1970938, -48.706439 -16.197167)",,roundabout
234313430,True,2,tertiary,False,78.478,,,"LINESTRING (-48.7069888 -16.1947572, -48.7067735 -16.195432)",Avenida Geraldo Rodrigues Santos,
234329850,False,,residential,False,22.003,,,"LINESTRING (-48.7069888 -16.1947572, -48.7067917 -16.1946995)",Rua Gontijo,
234329850,False,,residential,True,143.717,,,"LINESTRING (-48.7069888 -16.1947572, -48.7082791 -16.1951248)",Rua Gontijo,
234313430,True,2,tertiary,False,78.436,,,"LINESTRING (-48.7073699 -16.1933969, -48.7071761 -16.1940773)",Avenida Geraldo Rodrigues Santos,
890090127,True,2,tertiary,False,20.286,,,"LINESTRING (-48.7073699 -16.1933969, -48.7071937 -16.1933287)",Avenida Cruvinel,
234328452,True,2,tertiary,False,101.48,,,"LINESTRING (-48.7061072 -16.1969525, -48.7063741 -16.1960766)",Avenida Geraldo Rodrigues Santos,
234313429,True,2,secondary,False,19.115,GO-474,,"LINESTRING (-48.7061072 -16.1969525, -48.7062213 -16.1969778, -48.7062778 -16.1970021)",,roundabout
234313430,True,2,tertiary,False,78.202,,,"LINESTRING (-48.7071761 -16.1940773, -48.7069888 -16.1947572)",Avenida Geraldo Rodrigues Santos,
239116437,False,,residential,False,182.509,,,"LINESTRING (-48.7071761 -16.1940773, -48.708814 -16.1945463)",Rua Joaquim Alves,
239116437,False,,residential,True,19.357,,,"LINESTRING (-48.7071761 -16.1940773, -48.707002 -16.1940288)",Rua Joaquim Alves,
234313430,True,2,tertiary,False,102.374,,,"LINESTRING (-48.7065496 -16.1961192, -48.7062778 -16.1970021)",Avenida Geraldo Rodrigues Santos,
308325898,False,,residential,False,75.389,,,"LINESTRING (-48.7065496 -16.1961192, -48.7072294 -16.1963022)",Rua São Paulo,
308325898,False,,residential,True,19.33,,,"LINESTRING (-48.7065496 -16.1961192, -48.7063741 -16.1960766)",Rua São Paulo,
234328600,False,2,tertiary,False,61.515,,,"LINESTRING (-48.7076793 -16.1917792, -48.7071068 -16.1918407)",,
234328600,False,2,tertiary,True,22.288,,,"LINESTRING (-48.7076793 -16.1917792, -48.7078815 -16.1917295)",,
234328452,True,2,tertiary,False,81.205,,,"LINESTRING (-48.7063741 -16.1960766, -48.7065898 -16.1953763)",Avenida Geraldo Rodrigues Santos,
308325898,False,,residential,False,19.33,,,"LINESTRING (-48.7063741 -16.1960766, -48.7065496 -16.1961192)",Rua São Paulo,
308325898,False,,residential,True,101.083,,,"LINESTRING (-48.7063741 -16.1960766, -48.7054632 -16.1958292)",Rua São Paulo,
234328600,False,2,tertiary,True,72.192,,,"LINESTRING (-48.7027223 -16.1907695, -48.7032706 -16.1911493)",,
300698821,True,,tertiary,False,63.892,,,"LINESTRING (-48.7027223 -16.1907695, -48.7023074 -16.1903555)",,
300698823,False,,residential,True,75.222,,,"LINESTRING (-48.7027223 -16.1907695, -48.7025232 -16.1914184)",Rua do Loteamento Sergio,
234328599,False,,residential,False,9.139,,,"LINESTRING (-48.704989 -16.1926304, -48.7049654 -16.1927094)",Rua São Judas Tadeu,
234328599,False,,residential,True,91.133,,,"LINESTRING (-48.704989 -16.1926304, -48.705229 -16.1918439)",Rua São Judas Tadeu,
889134321,True,2,tertiary,False,115.046,,,"LINESTRING (-48.704989 -16.1926304, -48.7057467 -16.1928407, -48.7058989 -16.1928703, -48.7060308 -16.1928893)",Avenida Monsenhor Chiquinho,
234328454,True,2,tertiary,False,21.371,,,"LINESTRING (-48.7046124 -16.1939273, -48.7046797 -16.1941083)",Avenida João Pereira Gomes,
