osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,bridge,ref
237467059,Rua Antônio B. Oliveira,residential,False,True,61.806,"LINESTRING (-47.0700351 -23.9367989, -47.0703059 -23.9367401, -47.0706345 -23.9367144)",,,,
490746545,Rua João Pereira Branco,residential,False,False,44.772999999999996,"LINESTRING (-47.070412 -23.936375, -47.0704869 -23.9365619, -47.0706345 -23.9367144)",,,,
977923984,Rua João Pereira Branco,residential,True,False,24.357,"LINESTRING (-47.070412 -23.936375, -47.070354 -23.9363381, -47.0702866 -23.9362915, -47.0702214 -23.9362424)",30,,,
490746545,Rua João Pereira Branco,residential,False,False,24.35,"LINESTRING (-47.0706345 -23.9367144, -47.0708303 -23.9368406)",,,,
237467059,Rua Antônio B. Oliveira,residential,False,False,61.806,"LINESTRING (-47.0706345 -23.9367144, -47.0703059 -23.9367401, -47.0700351 -23.9367989)",,,,
490746545,Rua João Pereira Branco,residential,False,True,44.772999999999996,"LINESTRING (-47.0706345 -23.9367144, -47.0704869 -23.9365619, -47.070412 -23.936375)",,,,
692518656,Rua Oswaldo Barbosa Guimarães,residential,False,False,14.579,"LINESTRING (-47.0684311 -23.9365525, -47.0685061 -23.9365685, -47.0685692 -23.9365875)",,,,
237467788,Rua Florentino Antônio de Moraes,residential,False,False,12.34,"LINESTRING (-47.0719478 -23.9320209, -47.0720507 -23.931962)",,,,
490746550,Avenida Tancredo de Almeida Neves,residential,True,False,182.768,"LINESTRING (-47.0719478 -23.9320209, -47.0714043 -23.9314325, -47.0708215 -23.9307401)",,,,
237467786,Rua José Prestes Rosa,residential,True,False,103.517,"LINESTRING (-47.0686631 -23.9309912, -47.067672 -23.9312057)",,,,
237468531,Rua Sete de Setembro,residential,False,False,64.832,"LINESTRING (-47.0686631 -23.9309912, -47.0685357 -23.9304199)",,,,
237467791,Avenida Tancredo de Almeida Neves,residential,True,False,58.982,"LINESTRING (-47.0703354 -23.9300802, -47.0707821 -23.9304188)",,,,
591107318,,residential,False,False,14.256,"LINESTRING (-47.0703354 -23.9300802, -47.0702336 -23.9301684)",,,,
237467782,Avenida Juscelino Kubitschek de Oliveira,tertiary,False,False,79.69200000000001,"LINESTRING (-47.0665723 -23.9362014, -47.0665871 -23.936023, -47.0666742 -23.9357154, -47.0668016 -23.9355287)",,2,,
490746555,Avenida Juscelino Kubitschek de Oliveira,tertiary,True,False,48.858000000000004,"LINESTRING (-47.0665723 -23.9362014, -47.0666555 -23.9363062, -47.0667104 -23.936354, -47.0667506 -23.9363678, -47.0667923 -23.9363773, -47.0668511 -23.9363832, -47.0669101 -23.9363808, -47.066968 -23.9363699)",,1,,
237467798,Rua Vereador João Aquino Soares,residential,True,False,62.023,"LINESTRING (-47.0707297 -23.9306121, -47.0708119 -23.9311648)",,,,
490746550,Avenida Tancredo de Almeida Neves,residential,True,False,9.924,"LINESTRING (-47.0707297 -23.9306121, -47.070672 -23.9305401)",,,,
237467784,Rua Antônio Pereira da Silva,tertiary,False,False,26.332,"LINESTRING (-47.0671906 -23.9331081, -47.0670002 -23.9329475)",,,,
237468502,Rua Padre Belchior Pontes,residential,False,False,46.126,"LINESTRING (-47.0671906 -23.9331081, -47.0676184 -23.9329696)",,,,
237467784,Rua Antônio Pereira da Silva,tertiary,False,True,152.255,"LINESTRING (-47.0671906 -23.9331081, -47.0672938 -23.9331903, -47.0675339 -23.9333006, -47.0679107 -23.9333852, -47.0685796 -23.9335872)",,,,
237467791,Avenida Tancredo de Almeida Neves,residential,True,False,30.805,"LINESTRING (-47.0707821 -23.9304188, -47.0709823 -23.9306268)",,,,
237752459,Avenida Nossa Senhora Aparecida,tertiary,False,False,13.805,"LINESTRING (-47.0707821 -23.9304188, -47.0708652 -23.9303206)",,,,
262607465,Rua Jorge Victor Vieira,tertiary,False,True,17.526,"LINESTRING (-47.0707821 -23.9304188, -47.070672 -23.9305401)",,,,
237468521,Rua Padur Abes,residential,False,False,144.115,"LINESTRING (-47.066897 -23.9313561, -47.0668097 -23.9326497)",,,,
237468521,Rua Padur Abes,residential,False,True,28.895,"LINESTRING (-47.066897 -23.9313561, -47.0668821 -23.9310966)",,,,
237467784,Rua Antônio Pereira da Silva,tertiary,False,False,152.255,"LINESTRING (-47.0685796 -23.9335872, -47.0679107 -23.9333852, -47.0675339 -23.9333006, -47.0672938 -23.9331903, -47.0671906 -23.9331081)",,,,
237467797,Avenida Juscelino Kubitschek de Oliveira,tertiary,True,False,94.47500000000001,"LINESTRING (-47.0685796 -23.9335872, -47.0686564 -23.9335016, -47.0690719 -23.9330348, -47.0691493 -23.9329173)",,,,
"[490760008, 237467782, 490760007]","['Rua José Antônio Nunes', 'Avenida Juscelino Kubitschek de Oliveira', 'Rua Juscelino Kubitschek de Oliveira']",tertiary,False,True,178.49900000000002,"LINESTRING (-47.0685796 -23.9335872, -47.0682468 -23.9339486, -47.0680489 -23.9341805, -47.0680149 -23.9342171, -47.0674553 -23.9348202)",,2,yes,
490991838,Rua José Antônio Nunes,tertiary,False,True,264.33299999999997,"LINESTRING (-47.0685796 -23.9335872, -47.0698198 -23.9333935, -47.0711471 -23.9332085)",,,,
840501759,,residential,False,True,11.625,"LINESTRING (-47.0721077 -23.9329096, -47.0722049 -23.9329647)",,,,
237467787,Avenida Tancredo de Almeida Neves,residential,True,False,100.613,"LINESTRING (-47.0721077 -23.9329096, -47.0721198 -23.9328403, -47.0719944 -23.9321937, -47.0719478 -23.9320209)",,,,
262607465,Rua Jorge Victor Vieira,tertiary,False,False,10.774,"LINESTRING (-47.0692344 -23.9313785, -47.0693216 -23.9313234)",,,,
490760003,Rua Jorge Victor Vieira,residential,False,True,96.636,"LINESTRING (-47.0692344 -23.9313785, -47.0684288 -23.9318401)",,,,
