osmid,oneway,name,highway,access,reversed,length,geometry,maxspeed,bridge,lanes
1115305729,True,Praça Quintino Bocaiuva,tertiary,yes,False,125.545,"LINESTRING (-41.7675894 -12.4181709, -41.7681598 -12.4181696, -41.7687455 -12.4181696)",,,
788942605,True,Rua Horácio de Matos,residential,yes,False,158.004,"LINESTRING (-41.7727191 -12.418159, -41.7712641 -12.4181611)",,,
1112474002,False,Rua Simpliciano Lima,residential,,False,72.355,"LINESTRING (-41.7727191 -12.418159, -41.7727174 -12.4175083)",,,
1112474002,False,Rua Simpliciano Lima,residential,,True,81.457,"LINESTRING (-41.7727191 -12.418159, -41.7727286 -12.4188915)",,,
831083082,False,Avenida Franklin de Queiroz,secondary,yes,True,30.65,"LINESTRING (-41.7700983 -12.4175136, -41.7701031 -12.4177892)",,,
1251641844,True,Rua Jacob Guanaes,residential,,False,125.525,"LINESTRING (-41.7700983 -12.4175136, -41.7712542 -12.4175079)",,,
165546924,False,Avenida Franklin de Queiroz,tertiary,yes,False,92.072,"LINESTRING (-41.7700983 -12.4175136, -41.7700938 -12.416744, -41.7700929 -12.4166856)",,,
165546924,False,Avenida Franklin de Queiroz,tertiary,yes,True,8.629,"LINESTRING (-41.7700873 -12.4151095, -41.7700876 -12.4151871)",,,
165546924,False,Avenida Franklin de Queiroz,tertiary,yes,False,154.903,"LINESTRING (-41.7700873 -12.4151095, -41.7700795 -12.4143587, -41.7700731 -12.4137165)",,,
732722719,True,Rua Paulo VI,tertiary,,False,119.655,"LINESTRING (-41.7700873 -12.4151095, -41.7701488 -12.415109, -41.7711891 -12.4150996)",40,,
384341378,True,Rua Cônego João Pedro Alves,tertiary,,False,78.871,"LINESTRING (-41.7692248 -12.419013, -41.7692269 -12.4197223)",40,,
788173394,True,Rua Pio XII,tertiary,yes,False,48.789,"LINESTRING (-41.7692248 -12.419013, -41.7687797 -12.4190727)",,,
1112474002,False,Rua Simpliciano Lima,residential,,False,81.457,"LINESTRING (-41.7727286 -12.4188915, -41.7727191 -12.418159)",,,
1112474002,False,Rua Simpliciano Lima,residential,,True,78.262,"LINESTRING (-41.7727286 -12.4188915, -41.7727229 -12.4195953)",,,
1251641845,True,Rua Pio XII,residential,yes,False,208.176,"LINESTRING (-41.7727286 -12.4188915, -41.7746439 -12.4188122)",,,
707137534,False,Rua Professora Margarida Souza,residential,,False,57.588,"LINESTRING (-41.7732544 -12.413502, -41.7727241 -12.4135031)",,,
707137534,False,Rua Professora Margarida Souza,residential,,True,58.035,"LINESTRING (-41.7732544 -12.413502, -41.7737888 -12.4134983)",,,
234937591,True,Rua Simpliciano Lima,residential,,False,61.26,"LINESTRING (-41.7727241 -12.4135031, -41.7727297 -12.414054)",,,
707137534,False,Rua Professora Margarida Souza,residential,,False,9.905,"LINESTRING (-41.7727241 -12.4135031, -41.7726329 -12.4135041)",,,
707137534,False,Rua Professora Margarida Souza,residential,,True,57.588,"LINESTRING (-41.7727241 -12.4135031, -41.7732544 -12.413502)",,,
234937586,False,Rua Edvaldo Santos,residential,,False,55.354,"LINESTRING (-41.77556 -12.4136618, -41.7755831 -12.4131645)",,,
234937586,False,Rua Edvaldo Santos,residential,,True,98.565,"LINESTRING (-41.77556 -12.4136618, -41.7755322 -12.4145478)",,,
234937584,False,Rua Monteiro Lobato,residential,,True,68.923,"LINESTRING (-41.77556 -12.4136618, -41.776021 -12.4137435, -41.77618 -12.4137906)",,,
234937607,False,Travessa Manoel Fabrício,tertiary,,False,40.083,"LINESTRING (-41.7681846 -12.4137061, -41.7678155 -12.4137066)",,,
234937607,False,Travessa Manoel Fabrício,tertiary,,True,123.065,"LINESTRING (-41.7681846 -12.4137061, -41.7693178 -12.4137157)",,,
234937634,False,Travessa Manoel Teixeira Leite,residential,,True,226.103,"LINESTRING (-41.7681846 -12.4137061, -41.768144 -12.4157391)",,,
1251849330,False,Travessa Manoel Teixeira Leite,residential,,False,69.147,"LINESTRING (-41.7681846 -12.4137061, -41.7682233 -12.4130854)",,,
234937607,False,Travessa Manoel Fabrício,tertiary,,False,123.065,"LINESTRING (-41.7693178 -12.4137157, -41.7681846 -12.4137061)",,,
234937607,False,Travessa Manoel Fabrício,tertiary,,True,82.022,"LINESTRING (-41.7693178 -12.4137157, -41.7700731 -12.4137165)",,,
234937636,False,Rua Santa Rita de Cássia,residential,,False,66.904,"LINESTRING (-41.7693178 -12.4137157, -41.7693366 -12.4131143)",,,
707137528,True,Rua Manoel Fabrício,tertiary,,False,155.598,"LINESTRING (-41.7712624 -12.4137, -41.7712703 -12.4150993)",,,
1251641835,False,Travessa Manoel Fabrício,tertiary,,False,9.365,"LINESTRING (-41.7712624 -12.4137, -41.7711762 -12.4137024)",,,
234937607,False,Travessa Manoel Fabrício,tertiary,,False,82.022,"LINESTRING (-41.7700731 -12.4137165, -41.7693178 -12.4137157)",,,
1251641835,False,Travessa Manoel Fabrício,tertiary,,True,61.316,"LINESTRING (-41.7700731 -12.4137165, -41.7706377 -12.4137112)",,,
165546924,False,Avenida Franklin de Queiroz,tertiary,yes,True,154.903,"LINESTRING (-41.7700731 -12.4137165, -41.7700795 -12.4143587, -41.7700873 -12.4151095)",,,
234937605,False,Rua Robson de Queiroz,residential,,False,235.67,"LINESTRING (-41.7748997 -12.4140278, -41.7727297 -12.414054)",,,
250253482,False,Rua Heliodoro de Paula Ribeiro,residential,,False,60.097,"LINESTRING (-41.7748997 -12.4140278, -41.774931 -12.4134882)",,,
