osmid,name,highway,oneway,reversed,length,lanes,geometry,junction
160407081,Rua Saldanha da Gama,residential,False,False,98.339,,"LINESTRING (-57.6072039 -19.0028305, -57.6073858 -19.003698)",
160407081,Rua Saldanha da Gama,residential,False,True,16.901,,"LINESTRING (-57.6072039 -19.0028305, -57.6071727 -19.0026814)",
368040028,Avenida 14 de Março,secondary,True,False,138.943,2,"LINESTRING (-57.6072039 -19.0028305, -57.6061505 -19.0029714, -57.6058975 -19.0030176)",
368222410,Rua José Silvestre,residential,False,False,107.68,,"LINESTRING (-57.6002991 -19.0013284, -57.5992975 -19.0015307)",
881898723,Rua Riachuelo,residential,False,True,80.719,,"LINESTRING (-57.6002991 -19.0013284, -57.6004821 -19.0020334)",
368222410,Rua José Silvestre,residential,False,True,165.28,,"LINESTRING (-57.6002991 -19.0013284, -57.6014201 -19.0011655, -57.6018566 -19.0011326)",
160407081,Rua Saldanha da Gama,residential,False,False,121.565,,"LINESTRING (-57.6069479 -19.001609, -57.6071727 -19.0026814)",
160407074,Rua Almirante Tamandaré,residential,False,True,225.297,,"LINESTRING (-57.6069479 -19.001609, -57.6060023 -19.001731, -57.6048381 -19.0019573)",
160407074,Rua Almirante Tamandaré,residential,False,True,226.732,,"LINESTRING (-57.6048381 -19.0019573, -57.6027433 -19.0024418)",
160973277,Rua Dom Pedro II,residential,False,False,118.873,,"LINESTRING (-57.6048381 -19.0019573, -57.6050711 -19.0030034)",
160973277,Rua Dom Pedro II,residential,False,True,93.523,,"LINESTRING (-57.6048381 -19.0019573, -57.6046312 -19.0011393)",
160407074,Rua Almirante Tamandaré,residential,False,False,225.297,,"LINESTRING (-57.6048381 -19.0019573, -57.6060023 -19.001731, -57.6069479 -19.001609)",
160407074,Rua Almirante Tamandaré,residential,False,False,220.069,,"LINESTRING (-57.6007088 -19.0029072, -57.6027433 -19.0024418)",
160407074,Rua Almirante Tamandaré,residential,False,True,213.45,,"LINESTRING (-57.6007088 -19.0029072, -57.5987428 -19.0033863)",
881898723,Rua Riachuelo,residential,False,False,100.043,,"LINESTRING (-57.6007088 -19.0029072, -57.6004821 -19.0020334)",
881898723,Rua Riachuelo,residential,False,True,105.151,,"LINESTRING (-57.6007088 -19.0029072, -57.6009428 -19.0038266)",
160407075,Rua Dom Pedro II,residential,False,False,102.725,,"LINESTRING (-57.6051061 -19.0031607, -57.605332 -19.0040595)",
160973277,Rua Dom Pedro II,residential,False,True,17.874,,"LINESTRING (-57.6051061 -19.0031607, -57.6050711 -19.0030034)",
368040028,Avenida 14 de Março,secondary,True,False,110.302,2,"LINESTRING (-57.6051061 -19.0031607, -57.604079 -19.003363)",
160407074,Rua Almirante Tamandaré,residential,False,False,213.45,,"LINESTRING (-57.5987428 -19.0033863, -57.6007088 -19.0029072)",
160407065,Rua Almirante Frontin,residential,False,False,96.442,,"LINESTRING (-57.5987428 -19.0033863, -57.5988524 -19.0038074, -57.598962 -19.0042285)",
160407065,Rua Almirante Frontin,residential,False,True,104.78399999999999,,"LINESTRING (-57.5987428 -19.0033863, -57.598689 -19.0031776, -57.5985561 -19.0026625, -57.5985066 -19.0024708)",
160407081,Rua Saldanha da Gama,residential,False,False,98.235,,"LINESTRING (-57.6073858 -19.003698, -57.6075674 -19.0045646)",
160407081,Rua Saldanha da Gama,residential,False,True,98.339,,"LINESTRING (-57.6073858 -19.003698, -57.6072039 -19.0028305)",
368222406,Rua Couto Magalhães,residential,False,True,219.635,,"LINESTRING (-57.6073858 -19.003698, -57.605332 -19.0040595)",
160407079,Rua Riachuelo,tertiary,False,False,21.135,,"LINESTRING (-57.6009898 -19.0040114, -57.6009428 -19.0038266)",
160407079,Rua Riachuelo,tertiary,False,True,102.122,,"LINESTRING (-57.6009898 -19.0040114, -57.601227 -19.004902)",
368040028,Avenida 14 de Março,secondary,True,False,212.289,2,"LINESTRING (-57.6009898 -19.0040114, -57.5990117 -19.0043947)",
