osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge,lanes
160557889,True,BR-101,Rodovia Governador Mário Covas,trunk,60,False,195.608,"LINESTRING (-45.0843453 -23.4319858, -45.0855955 -23.4333195)",,,
160557939,True,SP-055;BR-101,Rodovia Governador Mário Covas,trunk,60,False,209.612,"LINESTRING (-45.0861843 -23.433843, -45.0862177 -23.4340062, -45.0862929 -23.4341529, -45.086575 -23.4345066, -45.0867944 -23.4347714, -45.0870636 -23.4352157, -45.0871718 -23.435475)",,,
525393798,True,SP-055;BR-101,Rodovia Governador Mário Covas,primary,,False,40.376999999999995,"LINESTRING (-45.0861843 -23.433843, -45.0861268 -23.4339671, -45.0860872 -23.4340279, -45.0860073 -23.4340716, -45.085929 -23.4340776)",circular,,
160557891,True,SP-055;BR-101,Rodovia Governador Mário Covas,trunk,60,False,89.455,"LINESTRING (-45.0871718 -23.435475, -45.086922 -23.4351619, -45.0866622 -23.4348204)",,,
160557892,False,SP-055;BR-101,Rodovia Governador Mário Covas,trunk,60,False,209.23000000000002,"LINESTRING (-45.0871718 -23.435475, -45.0875033 -23.436238, -45.0876644 -23.4367706, -45.0877648 -23.4372697)",,,
160557892,False,SP-055;BR-101,Rodovia Governador Mário Covas,trunk,60,False,39.677,"LINESTRING (-45.0877648 -23.4372697, -45.0878072 -23.4376244)",,,
160557892,False,SP-055;BR-101,Rodovia Governador Mário Covas,trunk,60,True,209.23000000000002,"LINESTRING (-45.0877648 -23.4372697, -45.0876644 -23.4367706, -45.0875033 -23.436238, -45.0871718 -23.435475)",,,
203376288,False,,Marginal Rodovia BR 101,residential,,True,34.404,"LINESTRING (-45.0877648 -23.4372697, -45.0876843 -23.437339, -45.087639 -23.4374233, -45.0876372 -23.4374856, -45.0876336 -23.4375373)",,,
160557892,False,SP-055;BR-101,Rodovia Governador Mário Covas,trunk,60,True,39.677,"LINESTRING (-45.0878072 -23.4376244, -45.0877648 -23.4372697)",,,
1028525478,False,,,residential,,False,20.186,"LINESTRING (-45.0878072 -23.4376244, -45.0876336 -23.4375373)",,,
203376195,False,,Rua Maria Paula dos Santos,residential,,True,7.06,"LINESTRING (-45.0882823 -23.4365655, -45.0882483 -23.4366208)",,,
203376116,False,,Rua Antônio Marques do Valle,residential,,True,72.519,"LINESTRING (-45.084951 -23.4345458, -45.0849302 -23.4351977)",,,
575399054,True,,Rua Professor Thomaz Galhardo,secondary,,False,122.432,"LINESTRING (-45.084951 -23.4345458, -45.0845478 -23.4348085, -45.0841535 -23.4350604, -45.0839539 -23.4351558)",,,
"[47995011, 575399054]",True,,Rua Professor Thomaz Galhardo,secondary,,False,115.5,"LINESTRING (-45.085929 -23.4340776, -45.0857555 -23.4340862, -45.0856465 -23.4341104, -45.085565 -23.4341374, -45.0854404 -23.4342016, -45.084951 -23.4345458)",,,
303048936,True,SP-055;BR-101,Rodovia Governador Mário Covas,trunk,,False,43.292,"LINESTRING (-45.085929 -23.4340776, -45.0857737 -23.434038, -45.0856921 -23.4339876, -45.0856215 -23.433851)",circular,,
125152986,False,,Rua Rio Grande do Sul,tertiary,,False,85.882,"LINESTRING (-45.0810219 -23.4353396, -45.0810566 -23.4361113)",,,
789762341,True,,Rua Professor Thomaz Galhardo,secondary,30,False,117.137,"LINESTRING (-45.0810219 -23.4353396, -45.0798755 -23.4353977)",,,
789762338,False,,Rua Rio Grande do Sul,tertiary,,True,87.55100000000002,"LINESTRING (-45.0810219 -23.4353396, -45.0809994 -23.4348391, -45.0809944 -23.4347268, -45.0809866 -23.4345529)",,,
125153022,False,,Rua Maranhão,residential,,False,85.161,"LINESTRING (-45.0798755 -23.4353977, -45.0799105 -23.4361629)",,,
125153022,False,,Rua Maranhão,residential,,True,89.625,"LINESTRING (-45.0798755 -23.4353977, -45.0798386 -23.4345924)",,,
789762341,True,,Rua Professor Thomaz Galhardo,secondary,30,False,115.088,"LINESTRING (-45.0798755 -23.4353977, -45.0787492 -23.4354555)",,,
147571836,False,,Rua Paraná,residential,,True,86.561,"LINESTRING (-45.0787492 -23.4354555, -45.0788109 -23.4362319)",,,
160557937,False,,Rua Paraná,residential,,False,91.869,"LINESTRING (-45.0787492 -23.4354555, -45.0787049 -23.4346303)",,,
