osmid,highway,oneway,reversed,length,lanes,ref,geometry,name
475409926,residential,False,True,11.914,,,"LINESTRING (-40.8014792 -11.8459061, -40.8014276 -11.8458116)",
250248254,secondary,False,False,195.829,2,BA-142,"LINESTRING (-40.8014792 -11.8459061, -40.8006303 -11.846124, -40.8004318 -11.8461857, -40.8001234 -11.8462972, -40.799767 -11.8464392)",
389375508,residential,False,False,16.121,,,"LINESTRING (-40.799767 -11.8464392, -40.7996379 -11.8463681)",Rua Castelo Branco
250248254,secondary,False,False,264.369,2,BA-142,"LINESTRING (-40.799767 -11.8464392, -40.7986803 -11.8469168, -40.7975478 -11.8474063)",
250248254,secondary,False,True,195.829,2,BA-142,"LINESTRING (-40.799767 -11.8464392, -40.8001234 -11.8462972, -40.8004318 -11.8461857, -40.8006303 -11.846124, -40.8014792 -11.8459061)",
389375508,residential,False,True,49.699,,,"LINESTRING (-40.799767 -11.8464392, -40.7998337 -11.8464915, -40.7998739 -11.8465348, -40.7999195 -11.8466008, -40.8000429 -11.8467908)",Rua Castelo Branco
250248254,secondary,False,False,65.606,2,BA-142,"LINESTRING (-40.7971193 -11.8475875, -40.7965714 -11.8478336)",
250248254,secondary,False,True,38.604,2,BA-142,"LINESTRING (-40.7971193 -11.8475875, -40.7974444 -11.8474486)",
389375493,residential,False,False,15.968,,,"LINESTRING (-40.7971193 -11.8475875, -40.7971327 -11.8477305)",Avenida Antônio Carlos Magalhães
389375493,residential,False,True,7.726,,,"LINESTRING (-40.7971193 -11.8475875, -40.7971257 -11.8475183)",Avenida Antônio Carlos Magalhães
389375491,residential,False,False,65.207,,,"LINESTRING (-40.7931134 -11.8449808, -40.7928546 -11.8455097)",Avenida Doutor José Nery
389375495,residential,False,True,32.612,,,"LINESTRING (-40.7931134 -11.8449808, -40.7929002 -11.8447747)",Rua Café Filho
389375495,residential,False,False,62.543000000000006,,,"LINESTRING (-40.7931134 -11.8449808, -40.7931738 -11.8450425, -40.7932408 -11.8450884, -40.7936083 -11.8452564)",Rua Café Filho
915600156,residential,False,False,93.23400000000001,,,"LINESTRING (-40.7930792 -11.8438644, -40.7929739 -11.843764, -40.7927486 -11.8434359, -40.7925662 -11.8431957)",Rua da Floresta
915600156,residential,False,True,36.352,,,"LINESTRING (-40.7930792 -11.8438644, -40.7931294 -11.8438934, -40.7933669 -11.8440305)",Rua da Floresta
389375493,residential,False,False,57.124,,,"LINESTRING (-40.7985194 -11.8424685, -40.7983786 -11.8429634)",Avenida Antônio Carlos Magalhães
389375493,residential,False,True,110.898,,,"LINESTRING (-40.7985194 -11.8424685, -40.7987856 -11.8415058)",Avenida Antônio Carlos Magalhães
389375496,residential,False,False,50.996,,,"LINESTRING (-40.7985194 -11.8424685, -40.798162 -11.8421719)",Rua Campo Novo
389375496,residential,False,True,62.036,,,"LINESTRING (-40.7985194 -11.8424685, -40.7990526 -11.8426658)",Rua Campo Novo
475409928,residential,False,False,87.474,,,"LINESTRING (-40.7951304 -11.8455557, -40.7947147 -11.846229)",Rua Doutor Constantino Silva
475409928,residential,False,True,62.909,,,"LINESTRING (-40.7951304 -11.8455557, -40.7954555 -11.8450879)",Rua Doutor Constantino Silva
389375495,residential,False,False,122.524,,,"LINESTRING (-40.7951304 -11.8455557, -40.7954536 -11.845641, -40.7958989 -11.8457959, -40.7961977 -11.8459039)",Rua Café Filho
389375495,residential,False,True,162.001,,,"LINESTRING (-40.7951304 -11.8455557, -40.7946745 -11.8454467, -40.7944237 -11.8453955, -40.7936713 -11.8452708)",Rua Café Filho
384414510,residential,False,True,63.176,,,"LINESTRING (-40.7979038 -11.8426365, -40.7983786 -11.8429634)",Rua 03
389375528,residential,False,False,62.037,,,"LINESTRING (-40.7979038 -11.8426365, -40.7976352 -11.8431286)",
389375528,residential,False,True,58.809,,,"LINESTRING (-40.7979038 -11.8426365, -40.798162 -11.8421719)",
384414510,residential,False,False,163.94299999999998,,,"LINESTRING (-40.7979038 -11.8426365, -40.7971743 -11.8421719, -40.7966432 -11.8418293)",Rua 03
