osmid,name,highway,oneway,reversed,length,geometry,bridge,ref,maxspeed
378454508,Rua João de Sousa Leal,residential,False,False,70.673,"LINESTRING (-39.1933025 -4.2341156, -39.1935432 -4.2347041)",,,
378454508,Rua João de Sousa Leal,residential,False,True,27.033,"LINESTRING (-39.1933025 -4.2341156, -39.1932038 -4.2338933)",,,
231660236,,residential,False,False,71.764,"LINESTRING (-39.1933025 -4.2341156, -39.1932569 -4.2341551, -39.1931684 -4.2342327, -39.1931026 -4.2342888, -39.1930711 -4.2343056, -39.1930403 -4.2343169, -39.1929484 -4.2343303, -39.1928747 -4.234337, -39.1928542 -4.2343395, -39.1928326 -4.2343435, -39.192812 -4.2343485, -39.1927979 -4.2343525, -39.1927338 -4.2343764)",,,
378454520,,residential,False,True,75.412,"LINESTRING (-39.1982659 -4.2271763, -39.1982411 -4.227201, -39.1982076 -4.2272271, -39.198166 -4.2272472, -39.1980922 -4.2272719, -39.1979762 -4.227304, -39.1976336 -4.2274077)",,,
378454783,,residential,False,True,20.986,"LINESTRING (-39.1989264 -4.227316, -39.1987433 -4.2272683)",,,
378454587,,tertiary,False,True,31.172,"LINESTRING (-39.1989264 -4.227316, -39.1988567 -4.227415, -39.198752 -4.2275354)",,,
"[638634889, 378454783]",,residential,False,False,153.954,"LINESTRING (-39.1989264 -4.227316, -39.1991598 -4.2275033, -39.1991919 -4.2275461, -39.199206 -4.2275775, -39.1992127 -4.2276103, -39.1992107 -4.2276531, -39.1991973 -4.2277026, -39.1991665 -4.2277721, -39.1988888 -4.2283686, -39.1988191 -4.2284863)",,,
378454605,,residential,False,False,21.807,"LINESTRING (-39.1976336 -4.2274077, -39.1974794 -4.2275294)",,,
378454520,,residential,False,False,75.412,"LINESTRING (-39.1976336 -4.2274077, -39.1979762 -4.227304, -39.1980922 -4.2272719, -39.198166 -4.2272472, -39.1982076 -4.2272271, -39.1982411 -4.227201, -39.1982659 -4.2271763)",,,
378454520,,residential,False,True,134.413,"LINESTRING (-39.1976336 -4.2274077, -39.1977301 -4.2277373, -39.1977771 -4.2278631, -39.1978776 -4.2280597, -39.1979849 -4.2282536, -39.198048 -4.2283405, -39.1981821 -4.2284636)",,,
378454670,,residential,False,True,29.716,"LINESTRING (-39.198752 -4.2275354, -39.1987433 -4.2272683)",,,
378454587,,tertiary,False,False,31.172,"LINESTRING (-39.198752 -4.2275354, -39.1988567 -4.227415, -39.1989264 -4.227316)",,,
378454587,,tertiary,False,True,123.26899999999999,"LINESTRING (-39.198752 -4.2275354, -39.1985254 -4.2278684, -39.1983604 -4.228073, -39.1982894 -4.2281586, -39.1982397 -4.2282215, -39.1982035 -4.2282991, -39.1981834 -4.2283847, -39.1981821 -4.2284636)",,,
818280555,,tertiary_link,False,False,7.717,"LINESTRING (-39.1906565 -4.2282797, -39.1906022 -4.2283231)",,,
530136477,Rua Coronel Francisco Linhares,tertiary,True,False,197.543,"LINESTRING (-39.1906565 -4.2282797, -39.1910682 -4.2285647, -39.1914243 -4.2288157, -39.1921075 -4.2293102)",,,
378454587,,tertiary,False,False,24.363,"LINESTRING (-39.1982249 -4.2286785, -39.1981821 -4.2284636)",,,
378454587,,tertiary,False,True,10.646,"LINESTRING (-39.1982249 -4.2286785, -39.1981935 -4.2286831, -39.1981599 -4.2286871, -39.1981298 -4.2286916)",,,
"[638634889, 818280554]",,residential,False,True,69.307,"LINESTRING (-39.1982249 -4.2286785, -39.1982514 -4.2286742, -39.1988191 -4.2284863)",,,
378454580,,residential,False,True,49.263999999999996,"LINESTRING (-39.1949228 -4.2291222, -39.1950774 -4.2293142, -39.1952062 -4.2294633)",,,
818272881,,tertiary,True,False,8.729,"LINESTRING (-39.1976114 -4.2288341, -39.1976838 -4.2288033)",,,
378454501,Rua Joana Bitencourt,tertiary,False,True,118.348,"LINESTRING (-39.1976114 -4.2288341, -39.1974954 -4.2288969, -39.197242 -4.2290601, -39.1967297 -4.2294319)",,,
378454546,,residential,False,True,37.825,"LINESTRING (-39.1965094 -4.2291722, -39.1967297 -4.2294319)",,,
"[378454546, 818432620]",,residential,False,False,75.631,"LINESTRING (-39.1965094 -4.2291722, -39.1962739 -4.2288416, -39.1961248 -4.2286107)",,,
378454574,,residential,False,False,117.044,"LINESTRING (-39.1965094 -4.2291722, -39.1962898 -4.2291604, -39.1962241 -4.2291617, -39.1961429 -4.2291678, -39.1960873 -4.2291764, -39.1960229 -4.2291938, -39.1957413 -4.2293042, -39.1954898 -4.2293804)",,,
378454546,,residential,False,False,37.825,"LINESTRING (-39.1967297 -4.2294319, -39.1965094 -4.2291722)",,,
378454501,Rua Joana Bitencourt,tertiary,False,False,118.348,"LINESTRING (-39.1967297 -4.2294319, -39.197242 -4.2290601, -39.1974954 -4.2288969, -39.1976114 -4.2288341)",,,
378454501,Rua Joana Bitencourt,tertiary,False,True,62.613,"LINESTRING (-39.1967297 -4.2294319, -39.1966338 -4.2295269, -39.1965888 -4.229579, -39.196558 -4.2296198, -39.196501 -4.2297281, -39.1964326 -4.2299013)",,,
378454574,,residential,False,True,32.772,"LINESTRING (-39.1952062 -4.2294633, -39.1954898 -4.2293804)",,,
378454580,,residential,False,False,49.263999999999996,"LINESTRING (-39.1952062 -4.2294633, -39.1950774 -4.2293142, -39.1949228 -4.2291222)",,,
378454580,,residential,False,True,112.316,"LINESTRING (-39.1952062 -4.2294633, -39.1953188 -4.2296004, -39.1954412 -4.2297299, -39.1956233 -4.2298987, -39.1956383 -4.2299064, -39.1956544 -4.2299124, -39.1956729 -4.2299124, -39.1956916 -4.2299107, -39.1957087 -4.2299054, -39.1957235 -4.2298977, -39.1958271 -4.229789, -39.1959344 -4.229682)",,,
378454501,Rua Joana Bitencourt,tertiary,False,False,62.613,"LINESTRING (-39.1964326 -4.2299013, -39.196501 -4.2297281, -39.196558 -4.2296198, -39.1965888 -4.229579, -39.1966338 -4.2295269, -39.1967297 -4.2294319)",,,
