osmid,oneway,lanes,name,highway,reversed,length,bridge,geometry,ref
"[452548666, 180207188, 452548669]",True,2,Rodovia Antônio Leite de Oliveira,primary,False,173.394,yes,"LINESTRING (-47.4258046 -23.7063901, -47.4257392 -23.706436, -47.4255326 -23.7065708, -47.425121 -23.7068529, -47.4244305 -23.7073112)",
204996072,False,,Rua Arlindo Godinho da Silva,residential,False,32.247,,"LINESTRING (-47.4254787 -23.7062551, -47.4252561 -23.7060488)",
997055509,True,3,Avenida Eunice Rosa Godinho,primary,False,28.41,,"LINESTRING (-47.4254787 -23.7062551, -47.4256115 -23.7063017, -47.4257322 -23.7063607)",
1128055435,False,,Rua Benjamin da Silveira Baldy - PDD-156,residential,True,69.491,,"LINESTRING (-47.4262391 -23.7079054, -47.4269043 -23.7077654)",PDD-156
1128055434,False,,Rua Bento Vieira Cruz,residential,False,68.845,,"LINESTRING (-47.4262391 -23.7079054, -47.4262592 -23.7082369, -47.4263075 -23.7085206)",
1128055435,False,,Rua Benjamin da Silveira Baldy - PDD-156,residential,False,85.469,,"LINESTRING (-47.4262391 -23.7079054, -47.4257456 -23.7079582, -47.4254049 -23.7079914)",PDD-156
204996072,False,,Rua Arlindo Godinho da Silva,residential,True,32.247,,"LINESTRING (-47.4252561 -23.7060488, -47.4254787 -23.7062551)",
204996072,False,,Rua Arlindo Godinho da Silva,residential,False,100.27899999999998,,"LINESTRING (-47.4252561 -23.7060488, -47.42478 -23.7055465, -47.4246821 -23.7054962, -47.424543 -23.7054547)",
1005062734,False,,Rua Martha Zanfirow de Camargo,residential,True,85.565,,"LINESTRING (-47.4252561 -23.7060488, -47.4255323 -23.7056792, -47.4257509 -23.7054274)",PDD-080
521306676,False,,Rua José Baptista,tertiary,True,126.719,,"LINESTRING (-47.4235006 -23.7033657, -47.4232539 -23.7044827)",
996755413,False,,Rua José Baptista,tertiary,False,45.839,,"LINESTRING (-47.4235006 -23.7033657, -47.4233041 -23.7029948)",
180153222,False,,Rua João Mário Secol,residential,False,149.375,,"LINESTRING (-47.4235006 -23.7033657, -47.4236327 -23.703316, -47.4237359 -23.7032846, -47.4238049 -23.7032863, -47.4238821 -23.7033265, -47.4243831 -23.7038513, -47.4245687 -23.704063)",
1005062734,False,,Rua Martha Zanfirow de Camargo,residential,True,70.101,,"LINESTRING (-47.4257509 -23.7054274, -47.4262384 -23.7049822)",PDD-080
180153222,False,,Rua João Mário Secol,residential,True,193.664,,"LINESTRING (-47.4257509 -23.7054274, -47.425125 -23.7046976, -47.4245687 -23.704063)",
1005062734,False,,Rua Martha Zanfirow de Camargo,residential,False,85.565,,"LINESTRING (-47.4257509 -23.7054274, -47.4255323 -23.7056792, -47.4252561 -23.7060488)",PDD-080
180156917,False,,Rua Santa Terezinha,residential,False,87.815,,"LINESTRING (-47.4206065 -23.7078004, -47.4209377 -23.7081559, -47.4211751 -23.7083941)",
1128055426,False,,Rua Marechal Floriano Peixoto,residential,True,137.083,,"LINESTRING (-47.4206065 -23.7078004, -47.4210021 -23.7075395, -47.42114 -23.7074943, -47.4212498 -23.7074852, -47.4213689 -23.7074989, -47.4218296 -23.7076291)",
1128055436,False,,Rua Benjamin da Silveira Baldy - PDD-156,residential,False,37.375,,"LINESTRING (-47.4221917 -23.7076844, -47.4218296 -23.7076291)",PDD-156
1128055436,False,,Rua Benjamin da Silveira Baldy - PDD-156,residential,True,55.495,,"LINESTRING (-47.4221917 -23.7076844, -47.4227308 -23.7077581)",PDD-156
838898317,False,,,tertiary_link,False,35.399,,"LINESTRING (-47.4221917 -23.7076844, -47.4221601 -23.7076264, -47.422131 -23.7075637, -47.4221145 -23.7075174, -47.4221035 -23.7074581, -47.4220953 -23.7073819)",
521306676,False,,Rua José Baptista,tertiary,False,89.148,,"LINESTRING (-47.4228917 -23.7060733, -47.423065 -23.7054245, -47.4230914 -23.7052929)",
"[837857884, 837857885, 224898606]",False,,"['Rua José Baptista', 'Rua José Batista da Fonseca']",tertiary,True,26.105999999999998,yes,"LINESTRING (-47.4228917 -23.7060733, -47.4228743 -23.7061304, -47.4228441 -23.7062459, -47.4228273 -23.7063005)",
997055509,True,3,Avenida Eunice Rosa Godinho,primary,False,74.707,,"LINESTRING (-47.4228917 -23.7060733, -47.4231988 -23.7061679, -47.4235609 -23.7063435)",
838092414,True,,,residential,False,11.535,,"LINESTRING (-47.423296 -23.7078195, -47.4233551 -23.707731)",
1128055436,False,,Rua Benjamin da Silveira Baldy - PDD-156,residential,False,57.947,,"LINESTRING (-47.423296 -23.7078195, -47.4227308 -23.7077581)",PDD-156
1128055436,False,,Rua Benjamin da Silveira Baldy - PDD-156,residential,True,21.204,,"LINESTRING (-47.423296 -23.7078195, -47.4235033 -23.7078379)",PDD-156
640560994,False,,Rua José Baptista,tertiary,True,53.542,,"LINESTRING (-47.4224666 -23.7070409, -47.4220953 -23.7073819)",
180207775,False,,,residential,True,165.472,,"LINESTRING (-47.4224666 -23.7070409, -47.4226625 -23.7071461, -47.4230832 -23.7073447, -47.4231725 -23.7073538, -47.4232561 -23.7073369, -47.4233208 -23.7072708, -47.4234976 -23.7069898, -47.4235491 -23.7069442, -47.4237527 -23.7068531)",
640560994,False,,Rua José Baptista,tertiary,False,91.206,,"LINESTRING (-47.4224666 -23.7070409, -47.4225497 -23.706955, -47.4226449 -23.7068064, -47.4227375 -23.7065842, -47.4228273 -23.7063005)",
521306664,False,,Rua Capitão Almeida Lima,residential,False,68.617,,"LINESTRING (-47.4209981 -23.710527, -47.4203798 -23.7102814)",
366094258,False,,Rua dos Jatobás,residential,True,149.829,,"LINESTRING (-47.4209981 -23.710527, -47.4212636 -23.7098652, -47.4214004 -23.7095975, -47.4214983 -23.7094403, -47.4216016 -23.709304)",
"[521306664, 180156905]",False,,"['Rua Capitão Almeida Lima', 'Rua das Perobeiras']",residential,True,190.247,,"LINESTRING (-47.4209981 -23.710527, -47.4214235 -23.7106899, -47.4215284 -23.7107221, -47.4216233 -23.7107255, -47.421685 -23.7106989, -47.421731 -23.7106396, -47.4217776 -23.7104934, -47.4217969 -23.7102553, -47.4217776 -23.7100907, -47.4217032 -23.7096877)",
640560984,False,,Rua Marechal Deodoro da Fonseca,tertiary,False,43.615,,"LINESTRING (-47.4209565 -23.7087306, -47.4210289 -23.7085967, -47.4211751 -23.7083941)",
640560984,False,,Rua Marechal Deodoro da Fonseca,tertiary,True,113.731,,"LINESTRING (-47.4209565 -23.7087306, -47.4208358 -23.7091174, -47.4207392 -23.7094391, -47.4206373 -23.7097104)",
180156911,False,,Rua dos Jacarandás,residential,False,45.189,,"LINESTRING (-47.4223784 -23.711741, -47.4227982 -23.711873)",
180156911,False,,Rua dos Jacarandás,residential,True,10.239,,"LINESTRING (-47.4223784 -23.711741, -47.4222809 -23.7117184)",
180156910,False,,Rua dos Ipês,residential,False,51.504,,"LINESTRING (-47.4252319 -23.7109543, -47.4248604 -23.7112687)",
180156910,False,,Rua dos Ipês,residential,True,130.247,,"LINESTRING (-47.4252319 -23.7109543, -47.425873 -23.7103551, -47.4261318 -23.7101218)",
1128055430,False,,Rua das Magnólias,residential,True,55.497,,"LINESTRING (-47.4252319 -23.7109543, -47.424953 -23.7110132, -47.4246942 -23.7110194)",
180156865,False,,Rua Clóvis Meira Machado,residential,False,50.253,,"LINESTRING (-47.4260044 -23.7111557, -47.4263971 -23.7114295)",
640578477,False,,Rua Antônio Passarelli,residential,True,21.385,,"LINESTRING (-47.4260044 -23.7111557, -47.4258499 -23.711286)",
640578477,False,,Rua Antônio Passarelli,residential,False,218.645,,"LINESTRING (-47.4260044 -23.7111557, -47.4259749 -23.7110575, -47.4259588 -23.7109838, -47.4259575 -23.7109175, -47.4259856 -23.7108426, -47.4261519 -23.7106289, -47.4264134 -23.7103219, -47.426565 -23.7101979, -47.4268587 -23.7100518, -47.4273536 -23.7098406)",
640560984,False,,Rua Marechal Deodoro da Fonseca,tertiary,False,113.731,,"LINESTRING (-47.4206373 -23.7097104, -47.4207392 -23.7094391, -47.4208358 -23.7091174, -47.4209565 -23.7087306)",
640560984,False,,Rua Marechal Deodoro da Fonseca,tertiary,True,68.69200000000001,,"LINESTRING (-47.4206373 -23.7097104, -47.4204925 -23.7100285, -47.4203798 -23.7102814)",
180156876,False,,,residential,False,34.421,,"LINESTRING (-47.4246942 -23.7110194, -47.4247974 -23.7110869, -47.4248403 -23.7111581, -47.4248604 -23.7112687)",
1128055429,False,,Rua das Magnólias,residential,True,87.862,,"LINESTRING (-47.4246942 -23.7110194, -47.4244232 -23.7109703, -47.4242207 -23.7108598, -47.4239646 -23.71064)",
1128055430,False,,Rua das Magnólias,residential,False,55.497,,"LINESTRING (-47.4246942 -23.7110194, -47.424953 -23.7110132, -47.4252319 -23.7109543)",
180156875,False,,Rua das Paineiras,residential,True,75.407,,"LINESTRING (-47.4222809 -23.7117184, -47.4224035 -23.7110496)",
180156911,False,,Rua dos Jacarandás,residential,False,10.239,,"LINESTRING (-47.4222809 -23.7117184, -47.4223784 -23.711741)",
180156911,False,,Rua dos Jacarandás,residential,True,67.7,,"LINESTRING (-47.4222809 -23.7117184, -47.421616 -23.7117091)",
180156910,False,,Rua dos Ipês,residential,False,130.247,,"LINESTRING (-47.4261318 -23.7101218, -47.425873 -23.7103551, -47.4252319 -23.7109543)",
180156879,False,,Rua das Araucárias,residential,True,256.463,,"LINESTRING (-47.4237839 -23.7101889, -47.4217169 -23.7088706)",
180156858,False,,Rua das Magnólias,residential,True,87.25,,"LINESTRING (-47.4237839 -23.7101889, -47.4237674 -23.7098136, -47.4238037 -23.7094059)",
1128055429,False,,Rua das Magnólias,residential,False,53.477000000000004,,"LINESTRING (-47.4237839 -23.7101889, -47.4238694 -23.7104325, -47.4239646 -23.71064)",
180156886,False,,Rua dos Guatambus,residential,True,102.825,,"LINESTRING (-47.4217032 -23.7096877, -47.4225276 -23.7102219)",
"[521306664, 180156905]",False,,"['Rua Capitão Almeida Lima', 'Rua das Perobeiras']",residential,False,190.247,,"LINESTRING (-47.4217032 -23.7096877, -47.4217776 -23.7100907, -47.4217969 -23.7102553, -47.4217776 -23.7104934, -47.421731 -23.7106396, -47.421685 -23.7106989, -47.4216233 -23.7107255, -47.4215284 -23.7107221, -47.4214235 -23.7106899, -47.4209981 -23.710527)",
180156905,False,,Rua das Perobeiras,residential,True,43.900999999999996,,"LINESTRING (-47.4217032 -23.7096877, -47.4216569 -23.7095118, -47.4216016 -23.709304)",
