osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,junction
272152043,Rua do Estádio,residential,False,True,139.364,"LINESTRING (-38.9961793 -11.4846902, -38.9964766 -11.4859092)",,,
1056862883,Travessa do Estadio,residential,False,False,76.76,"LINESTRING (-38.9961793 -11.4846902, -38.9954902 -11.4848334)",,,
272152066,Rua Antônio Oliveira,residential,False,True,160.661,"LINESTRING (-38.9983267 -11.4853632, -38.9989623 -11.4866669)",,,
272152049,Rua da Caixa Dagua,residential,False,False,38.631,"LINESTRING (-38.9970815 -11.485788, -38.9967339 -11.4858563)",,,
272152027,Rua José Clemente,residential,False,True,123.138,"LINESTRING (-38.9970815 -11.485788, -38.9972143 -11.4866622, -38.9972488 -11.4868832)",,,
272152049,Rua da Caixa Dagua,residential,False,False,28.648,"LINESTRING (-38.9967339 -11.4858563, -38.9964766 -11.4859092)",,,
272152049,Rua da Caixa Dagua,residential,False,True,38.631,"LINESTRING (-38.9967339 -11.4858563, -38.9970815 -11.485788)",,,
272152064,Rua José de Duca,residential,False,True,72.403,"LINESTRING (-38.9967339 -11.4858563, -38.996805 -11.4865037)",,,
272152043,Rua do Estádio,residential,False,False,139.364,"LINESTRING (-38.9964766 -11.4859092, -38.9961793 -11.4846902)",,,
272152049,Rua da Caixa Dagua,residential,False,False,80.848,"LINESTRING (-38.9964766 -11.4859092, -38.9957516 -11.4860637)",,,
272152049,Rua da Caixa Dagua,residential,False,True,28.648,"LINESTRING (-38.9964766 -11.4859092, -38.9967339 -11.4858563)",,,
272152049,Rua da Caixa Dagua,residential,False,True,80.848,"LINESTRING (-38.9957516 -11.4860637, -38.9964766 -11.4859092)",,,
812773475,Rua no Fundo do Centro Missionário,residential,False,True,139.77100000000002,"LINESTRING (-38.9957516 -11.4860637, -38.9956433 -11.485616, -38.9955382 -11.4850616, -38.9954902 -11.4848334)",,,
272152034,Segunda Travessa José de Duca,residential,False,False,76.507,"LINESTRING (-38.996805 -11.4865037, -38.9961155 -11.4866335)",,,
272152064,Rua José de Duca,residential,False,False,72.403,"LINESTRING (-38.996805 -11.4865037, -38.9967339 -11.4858563)",,,
272152064,Rua José de Duca,residential,False,True,93.383,"LINESTRING (-38.996805 -11.4865037, -38.9968966 -11.4873387)",,,
272152026,Rua Fernando Lopes,residential,False,False,45.053,"LINESTRING (-38.9982337 -11.4865649, -38.9984049 -11.4869337)",,,
272152046,,residential,False,False,60.856,"LINESTRING (-38.9982337 -11.4865649, -38.9977485 -11.4868359)",,,
272152034,Segunda Travessa José de Duca,residential,False,True,76.507,"LINESTRING (-38.9961155 -11.4866335, -38.996805 -11.4865037)",,,
812751728,,residential,False,False,88.583,"LINESTRING (-38.9961155 -11.4866335, -38.9962575 -11.4874179)",,,
272152062,,residential,False,True,67.597,"LINESTRING (-38.9989623 -11.4866669, -38.9984049 -11.4869337)",,,
272152066,Rua Antônio Oliveira,residential,False,False,160.661,"LINESTRING (-38.9989623 -11.4866669, -38.9983267 -11.4853632)",,,
272152066,Rua Antônio Oliveira,residential,False,True,226.999,"LINESTRING (-38.9989623 -11.4866669, -38.9998247 -11.4885252)",,,
272152062,,residential,False,False,24.423,"LINESTRING (-38.9989623 -11.4866669, -38.9990731 -11.4866148, -38.9991468 -11.4866026, -38.999172 -11.4866106)",,,
272152028,,residential,False,True,50.52,"LINESTRING (-38.9977485 -11.4868359, -38.9978153 -11.4872855)",,,
272152046,,residential,False,False,21.409,"LINESTRING (-38.9977485 -11.4868359, -38.9975541 -11.4868638)",,,
272152046,,residential,False,True,60.856,"LINESTRING (-38.9977485 -11.4868359, -38.9982337 -11.4865649)",,,
505457299,,residential,False,False,154.40200000000002,"LINESTRING (-38.9977485 -11.4868359, -38.9975716 -11.4860624, -38.997526 -11.4858515, -38.9974979 -11.4857548, -38.9974684 -11.4856628, -38.9974254 -11.4855813, -38.9973542 -11.485522)",,,
272152046,,residential,False,False,33.338,"LINESTRING (-38.9975541 -11.4868638, -38.9972488 -11.4868832)",,,
272152046,,residential,False,True,21.409,"LINESTRING (-38.9975541 -11.4868638, -38.9977485 -11.4868359)",,,
807159663,Rodovia Santos Dumont,trunk,False,False,31.611,"LINESTRING (-38.9975541 -11.4868638, -38.9975847 -11.4871465)",2,BR-116,
