osmid,oneway,lanes,name,highway,junction,reversed,length,geometry,maxspeed,width,access
889471502,True,3,Praça Raul Soares,secondary,circular,False,55.513,"LINESTRING (-43.9456254 -19.9220676, -43.9457635 -19.9221735, -43.9458695 -19.9223077, -43.9459462 -19.9224556)",,,
4498809,True,3,Praça Raul Soares,secondary,circular,False,47.938,"LINESTRING (-43.9446394 -19.9234005, -43.9445117 -19.9232914, -43.9444144 -19.9231664, -43.944362 -19.9230636)",,,
28093730,True,3,Avenida Bias Fortes,secondary,,False,15.752,"LINESTRING (-43.9471335 -19.9196232, -43.9470582 -19.9197459)",,,
278725056,True,4,Rua dos Guajajaras,tertiary,,False,120.691,"LINESTRING (-43.9453859 -19.9239929, -43.9453195 -19.92401, -43.9443052 -19.9242704, -43.9442722 -19.9242789)",,,
970173993,True,,Rua Araguari,residential,,False,22.858,"LINESTRING (-43.948062 -19.9184529, -43.9479726 -19.9182653)",,,
221975341,True,,Avenida Bias Fortes,residential,,False,15.934000000000001,"LINESTRING (-43.948062 -19.9184529, -43.9480056 -19.9184274, -43.9479605 -19.918425, -43.9479171 -19.9184349)",,,
279160695,True,4,Rua dos Goitacazes,secondary,,False,121.358,"LINESTRING (-43.9448604 -19.9215014, -43.944869 -19.9214994, -43.9459888 -19.9212451)",,,
279160694,True,3,Rua Santa Catarina,tertiary,,False,120.262,"LINESTRING (-43.943793 -19.9230126, -43.9437706 -19.9229321, -43.9435489 -19.9220506, -43.9435462 -19.9219581)",,,
256924424,True,3,Rua Curitiba,tertiary,,False,11.284,"LINESTRING (-43.9432082 -19.9258535, -43.9432444 -19.9259491)",,,
256924426,True,3,Rua dos Timbiras,tertiary,,False,10.194,"LINESTRING (-43.9432082 -19.9258535, -43.943114 -19.9258772)",,,
727630526,True,3,Rua dos Timbiras,tertiary,,False,140.738,"LINESTRING (-43.9419781 -19.9261452, -43.9406717 -19.926451)",,,
727630525,True,3,Rua São Paulo,tertiary,,False,140.323,"LINESTRING (-43.9419781 -19.9261452, -43.9418622 -19.9257506, -43.9416207 -19.9249288)",40,,
29221209,True,,Rua dos Tupis,residential,,False,138.735,"LINESTRING (-43.949625 -19.9190479, -43.9483409 -19.9193628)",,,
278736310,True,3,Rua São Paulo,tertiary,,False,136.727,"LINESTRING (-43.9412799 -19.9236255, -43.9409366 -19.922439)",40,,
4600743,True,2,Rua Padre Belchior,tertiary,,False,162.632,"LINESTRING (-43.9412799 -19.9236255, -43.9413083 -19.9235914, -43.9413603 -19.9235288, -43.9413975 -19.9234708, -43.9414545 -19.9233819, -43.9420962 -19.9223814)",40,,
"[361219112, 966301926]",True,3,Avenida Augusto de Lima,secondary,,False,137.192,"LINESTRING (-43.9412799 -19.9236255, -43.9415849 -19.923557, -43.9421628 -19.9234273, -43.9424793 -19.9233471, -43.9425537 -19.9233291)",,,
285880983,True,2,Rua Curitiba,tertiary,,False,138.13899999999998,"LINESTRING (-43.9412248 -19.9184748, -43.9415069 -19.919532, -43.9415483 -19.9196793)",,,
278513953,True,4,Rua São Paulo,tertiary,,False,137.03,"LINESTRING (-43.9409366 -19.922439, -43.9409016 -19.9222121, -43.9406436 -19.921381, -43.9405999 -19.92125)",40,,
190729473,True,,Rua dos Guajajaras,residential,,False,140.906,"LINESTRING (-43.9403134 -19.9252374, -43.9416207 -19.9249288)",40,,
278727381,True,,Rua Rio de Janeiro,residential,,False,140.048,"LINESTRING (-43.9403134 -19.9252374, -43.9406717 -19.926451)",,,
278519874,True,3,Rua Curitiba,tertiary,,False,132.483,"LINESTRING (-43.9415483 -19.9196793, -43.9418349 -19.920745, -43.9418589 -19.9208344)",,,
366029358,False,,Rua dos Tamoios,residential,,True,83.399,"LINESTRING (-43.9415483 -19.9196793, -43.9422743 -19.9194981, -43.9423193 -19.9194867)",,,
278514522,True,4,Rua São Paulo,tertiary,,False,102.986,"LINESTRING (-43.9405999 -19.92125, -43.9403425 -19.920356)",40,,
278734738,True,3,Rua Curitiba,tertiary,,False,12.725,"LINESTRING (-43.9425537 -19.9233291, -43.9425833 -19.9234401)",,,
"[278734736, 964435740, 964420430]",True,"['2', '3']",Avenida Augusto de Lima,secondary,,False,134.255,"LINESTRING (-43.9425537 -19.9233291, -43.9427943 -19.923268, -43.9434801 -19.9230943, -43.9436943 -19.9230401, -43.943793 -19.9230126)",,,
29468394,True,,Rua dos Guajajaras,residential,,False,137.284,"LINESTRING (-43.9428877 -19.9246041, -43.9416207 -19.9249288)",,,
253082653,True,4,Rua Curitiba,tertiary,,False,132.424,"LINESTRING (-43.9428877 -19.9246041, -43.9431047 -19.925459, -43.9431629 -19.9256877, -43.9431842 -19.9257619)",,,
256923548,False,,Rua dos Aimorés,residential,,False,125.159,"LINESTRING (-43.9435893 -19.927049, -43.9447462 -19.9267592)",,,
970173988,True,,Rua dos Tamoios,residential,,False,139.903,"LINESTRING (-43.9467339 -19.9184481, -43.9454379 -19.9187617)",,,
"[965645856, 29468402]",True,"['1', '2']",Rua Rio Grande do Sul,tertiary,,False,124.3,"LINESTRING (-43.9457673 -19.9199641, -43.9460172 -19.920847, -43.9460274 -19.920883, -43.9460914 -19.9209254, -43.9461905 -19.9209313)",,,
279162774,True,3,Rua dos Tupis,tertiary,,False,130.353,"LINESTRING (-43.9457673 -19.9199641, -43.9468192 -19.9197081, -43.9469738 -19.9196682)",,,
29468402,True,2,Rua Rio Grande do Sul,tertiary,,False,138.065,"LINESTRING (-43.9454379 -19.9187617, -43.9455899 -19.9193164, -43.9457673 -19.9199641)",,,
970173988,True,,Rua dos Tamoios,residential,,False,133.846,"LINESTRING (-43.9454379 -19.9187617, -43.9448994 -19.9188796, -43.9441949 -19.9190498)",,,
279162774,True,3,Rua dos Tupis,tertiary,,False,133.183,"LINESTRING (-43.9445353 -19.920269, -43.9457673 -19.9199641)",,,
279162765,True,3,Avenida Olegário Maciel,secondary,,False,141.192,"LINESTRING (-43.9445353 -19.920269, -43.9446732 -19.9207853, -43.9447742 -19.9211634, -43.9448219 -19.9213419, -43.9448604 -19.9215014)",,,
279162765,True,3,Avenida Olegário Maciel,secondary,,False,140.162,"LINESTRING (-43.9441949 -19.9190498, -43.9445353 -19.920269)",,,
279162771,True,,Rua dos Tamoios,residential,,False,14.841,"LINESTRING (-43.9441949 -19.9190498, -43.9440569 -19.9190811)",,,
253082670,True,3,Rua dos Tupis,tertiary,,False,90.073,"LINESTRING (-43.9435645 -19.9205221, -43.9443932 -19.9203004)",,,
253082664,True,,Rua dos Guaranis,residential,,False,141.296,"LINESTRING (-43.9432227 -19.9192927, -43.9435645 -19.9205221)",,,
"[253082666, 29468414]",False,,Rua dos Tamoios,residential,,False,82.07700000000001,"LINESTRING (-43.9432227 -19.9192927, -43.9425554 -19.9194301, -43.9424772 -19.9194489, -43.9424566 -19.9194539)",,,
279160690,True,,Rua Araguari,residential,,False,105.294,"LINESTRING (-43.9483409 -19.9193628, -43.948062 -19.9184529)",,,
85696714,True,2,Rua Rio Grande do Sul,tertiary,,False,14.365,"LINESTRING (-43.9467053 -19.9235562, -43.9466387 -19.9236692)",,,
244672370,True,3,Avenida Amazonas,primary,,False,16.127,"LINESTRING (-43.9467053 -19.9235562, -43.9468363 -19.9236328)",60,,
29468404,True,3,Rua dos Goitacazes,tertiary,,False,118.893,"LINESTRING (-43.9436306 -19.9218213, -43.9437555 -19.9217847, -43.9447254 -19.921532)",,,
282340560,True,3,Avenida Amazonas,primary,,False,99.22,"LINESTRING (-43.9436306 -19.9218213, -43.9443689 -19.9222336, -43.9444466 -19.922277)",60,,
"[282340560, 288919718, 278514575]",True,"['1', '3']",Avenida Amazonas,primary,,False,165.442,"LINESTRING (-43.9419946 -19.9209087, -43.942145 -19.9209926, -43.9423437 -19.9211035, -43.942599 -19.9212459, -43.9426924 -19.921298, -43.942743 -19.9213262, -43.9428162 -19.921367, -43.9428861 -19.9214063, -43.9433557 -19.9216678)",60,,
"[278514581, 287149438]",True,3,Rua dos Tupis,tertiary,,False,115.33800000000001,"LINESTRING (-43.9419946 -19.9209087, -43.9420905 -19.9208869, -43.9424787 -19.9207948, -43.9426203 -19.9207616, -43.9426618 -19.9207519, -43.9427081 -19.9207403, -43.94275 -19.9207298, -43.9428127 -19.9207142, -43.9428415 -19.920707, -43.9429274 -19.9206858, -43.9430615 -19.9206454)",,,
278516381,True,2,Rua Curitiba,tertiary,,False,12.664,"LINESTRING (-43.9418589 -19.9208344, -43.941886 -19.9209454)",,,
278516386,True,3,Avenida Amazonas,primary,,False,16.417,"LINESTRING (-43.9418589 -19.9208344, -43.9419946 -19.9209087)",60,,
4498809,True,3,Praça Raul Soares,secondary,circular,False,18.301000000000002,"LINESTRING (-43.9443631 -19.9224214, -43.944404 -19.9223418, -43.9444466 -19.922277)",,,
"[1015627203, 4930925]",True,3,Avenida Amazonas,primary,,False,100.308,"LINESTRING (-43.9443631 -19.9224214, -43.944233 -19.9223038, -43.9435462 -19.9219581)",,,
85696711,True,3,Rua Santa Catarina,tertiary,,False,17.585,"LINESTRING (-43.9435462 -19.9219581, -43.9436306 -19.9218213)",,,
227812175,True,3,Avenida Amazonas,primary,,False,19.467,"LINESTRING (-43.9435462 -19.9219581, -43.9434272 -19.9218872, -43.9433885 -19.921865)",60,,
