osmid,oneway,highway,reversed,length,geometry,lanes,ref,name,maxspeed,width
161446199,True,primary,False,115.664,"LINESTRING (-46.9132103 -23.4435017, -46.9132958 -23.4436072, -46.9133749 -23.4436934, -46.9134933 -23.4438096, -46.9136178 -23.4439065, -46.9137045 -23.4439717, -46.9138111 -23.444025, -46.9139218 -23.4440594, -46.9140998 -23.4440877)",,,,,
161446201,True,primary,False,219.705,"LINESTRING (-46.9132103 -23.4435017, -46.9132978 -23.4435633, -46.9133605 -23.4436017, -46.91344 -23.4436386, -46.9135382 -23.4436777, -46.913678 -23.4437223, -46.9137618 -23.4437475, -46.9138805 -23.443778, -46.9140358 -23.4438084, -46.9142094 -23.4438309, -46.9145963 -23.4438548, -46.9152821 -23.4439281)",,,,,
717944014,False,primary,True,54.233,"LINESTRING (-46.9121119 -23.4451904, -46.9121877 -23.4454396, -46.9122551 -23.4456601)",3,SP-312,Estrada dos Romeiros,60,
"[659518984, 717944017]",True,primary,False,109.24900000000001,"LINESTRING (-46.9121119 -23.4451904, -46.9119802 -23.444873, -46.9119074 -23.4446792, -46.9118742 -23.4445823, -46.9118544 -23.444499, -46.9118494 -23.4444242, -46.9118534 -23.4443609, -46.9118927 -23.4442541)","['2', '3']",SP-312,Estrada dos Romeiros,60,
351678613,True,residential,False,76.91199999999999,"LINESTRING (-46.9135989 -23.4450502, -46.9138221 -23.4450444, -46.9142405 -23.445029, -46.9143524 -23.4450283)",1,,Rua Suzana Dias,,7
351678613,True,residential,False,68.548,"LINESTRING (-46.9143524 -23.4450283, -46.9143932 -23.4450273, -46.9149391 -23.4450175, -46.9150242 -23.4450161)",1,,Rua Suzana Dias,,7
351678613,True,residential,False,113.973,"LINESTRING (-46.9150963 -23.4450142, -46.9151564 -23.4450125, -46.9156887 -23.4450016, -46.9158395 -23.4449982, -46.916213 -23.4449842)",1,,Rua Suzana Dias,,7
250556811,True,secondary,False,64.492,"LINESTRING (-46.9172395 -23.4451338, -46.9172013 -23.4451343, -46.9170609 -23.445136, -46.9167455 -23.4451291, -46.9167176 -23.4451329, -46.9166893 -23.4451403, -46.9166586 -23.4451525, -46.9166212 -23.4451786)",1,,Largo de São Bento,,
"[685082164, 661326237, 661326238]",True,secondary,False,83.01400000000001,"LINESTRING (-46.9166193 -23.4452667, -46.9166169 -23.4453703, -46.9166162 -23.4454033, -46.9166121 -23.4455855, -46.9166053 -23.4458839, -46.9166023 -23.4460131)",1,,"['Largo de São Bento', 'Rua Santa Cruz']",,9
"[725869089, 38003121]",True,residential,False,182.632,"LINESTRING (-46.9166193 -23.4452667, -46.9165723 -23.4453095, -46.9165421 -23.4453329, -46.9165066 -23.4453544, -46.9164622 -23.4453719, -46.9164259 -23.4453805, -46.9163482 -23.4453935, -46.9163188 -23.4453967, -46.9161627 -23.4454159, -46.9156032 -23.4454737, -46.9150473 -23.4454831, -46.9149216 -23.4454814, -46.9148763 -23.4454807)",1,,"['Largo de São Bento', 'Rua André Fernandes']",,5
38003125,False,residential,False,65.943,"LINESTRING (-46.9166201 -23.4466362, -46.9172665 -23.4466393)",,,Rua José de Alencar,,
38003125,False,residential,True,108.03,"LINESTRING (-46.9166201 -23.4466362, -46.9155616 -23.446607)",,,Rua José de Alencar,,
351678618,False,residential,False,71.837,"LINESTRING (-46.9166201 -23.4466362, -46.9166118 -23.4472822)",2,,Rua Santa Cruz,,
351678618,False,residential,True,69.17,"LINESTRING (-46.9166201 -23.4466362, -46.9166344 -23.4460893, -46.9166353 -23.4460143)",2,,Rua Santa Cruz,,
38003144,False,residential,False,79.834,"LINESTRING (-46.9166118 -23.4472822, -46.9173943 -23.4472719)",,,Rua Indalécio Correa Santana,,
38003144,False,residential,True,83.547,"LINESTRING (-46.9166118 -23.4472822, -46.9157929 -23.4472929)",,,Rua Indalécio Correa Santana,,
351678618,False,residential,False,51.302,"LINESTRING (-46.9166118 -23.4472822, -46.916603 -23.4477435)",2,,Rua Santa Cruz,,
351678618,False,residential,True,71.837,"LINESTRING (-46.9166118 -23.4472822, -46.9166201 -23.4466362)",2,,Rua Santa Cruz,,
351678614,True,residential,False,42.441,"LINESTRING (-46.9137528 -23.4454048, -46.9136186 -23.4450954, -46.9135989 -23.4450502)",,,Largo da Matriz,30,
390798008,False,residential,True,46.349,"LINESTRING (-46.9137528 -23.4454048, -46.9138457 -23.4453668, -46.9138714 -23.4453609, -46.9138938 -23.445361, -46.9139534 -23.4453804, -46.9141467 -23.4454782, -46.9141628 -23.4454887)",,,Largo da Matriz,,
351678615,True,residential,False,60.732,"LINESTRING (-46.9138985 -23.4461987, -46.913837 -23.4457408, -46.9138242 -23.4456568)",1,,Rua Padre Miguel Mauro,,4
724834210,False,residential,True,36.509,"LINESTRING (-46.9138985 -23.4461987, -46.9139135 -23.446331, -46.9139342 -23.4465254)",2,,Praça da Bandeira,,6
432296390,True,residential,False,33.659,"LINESTRING (-46.9127897 -23.4456912, -46.9124613 -23.4457204)",2,,Rua Coronel Raimundo,30,12
351678611,True,residential,False,69.108,"LINESTRING (-46.9127897 -23.4456912, -46.9127951 -23.4456259, -46.9127962 -23.4455471, -46.9128683 -23.4450745)",1,,Rua Santo Antônio,,5
38003124,False,secondary,False,48.68899999999999,"LINESTRING (-46.9174086 -23.4461166, -46.9173448 -23.4460972, -46.9172264 -23.4460654, -46.9171473 -23.4460494, -46.9170648 -23.4460379, -46.9169429 -23.4460294)",2,,Rua Pedro Procópio,30,
38003126,False,residential,False,60.013,"LINESTRING (-46.9174086 -23.4461166, -46.9173837 -23.4461886, -46.9173209 -23.4463847, -46.9172833 -23.4465259, -46.9172665 -23.4466393)",2,,Rua Fernão Dias Falcão,30,
38003126,False,residential,True,76.967,"LINESTRING (-46.9174086 -23.4461166, -46.9174442 -23.4460415, -46.917695 -23.4455513, -46.9177322 -23.4454916)",2,,Rua Fernão Dias Falcão,30,
637019199,False,secondary,True,170.16299999999998,"LINESTRING (-46.9174086 -23.4461166, -46.9174717 -23.4461339, -46.9185276 -23.4464238, -46.9185792 -23.446438, -46.9186029 -23.4464499, -46.918631 -23.4464728, -46.9187854 -23.446597, -46.918914 -23.4467075)",2,,Rua Pedro Procópio,30,
38003125,False,residential,False,108.03,"LINESTRING (-46.9155616 -23.446607, -46.9166201 -23.4466362)",,,Rua José de Alencar,,
38003125,False,residential,True,65.943,"LINESTRING (-46.9172665 -23.4466393, -46.9166201 -23.4466362)",,,Rua José de Alencar,,
38003126,False,residential,False,65.785,"LINESTRING (-46.9172665 -23.4466393, -46.9172757 -23.4467422, -46.9172948 -23.4468489, -46.9173822 -23.4472206)",2,,Rua Fernão Dias Falcão,30,
38003126,False,residential,True,60.013000000000005,"LINESTRING (-46.9172665 -23.4466393, -46.9172833 -23.4465259, -46.9173209 -23.4463847, -46.9173837 -23.4461886, -46.9174086 -23.4461166)",2,,Rua Fernão Dias Falcão,30,
390814003,False,secondary,False,63.571000000000005,"LINESTRING (-46.9192734 -23.4471224, -46.9195933 -23.4474722, -46.9196793 -23.447556)",2,,Estrada Ecoturistica do Suru,40,
390814003,False,secondary,True,58.986000000000004,"LINESTRING (-46.9192734 -23.4471224, -46.9190301 -23.4468594, -46.918914 -23.4467075)",2,,Estrada Ecoturistica do Suru,40,
390795118,False,secondary,False,15.939,"LINESTRING (-46.918157 -23.4449259, -46.9182921 -23.4448539)",2,,Rua Treze de Maio,,
"[390795118, 38003135]",False,secondary,True,82.124,"LINESTRING (-46.918157 -23.4449259, -46.9180685 -23.4449765, -46.9180361 -23.4449973, -46.9180036 -23.4450163, -46.9179788 -23.4450308, -46.9179377 -23.4450523, -46.9179025 -23.4450651, -46.9178661 -23.4450745, -46.9178247 -23.4450806, -46.9175902 -23.4450919, -46.9174542 -23.4450975, -46.9173969 -23.4450999)",2,,"['Largo Domingos Jorge Velho', 'Rua Treze de Maio']",,
38003154,False,residential,False,40.297,"LINESTRING (-46.9206186 -23.4442415, -46.9207228 -23.4441956, -46.9208647 -23.4441331, -46.9209654 -23.4440699)",,,Rua Professor Edgar de Moraes,30,
390795119,False,tertiary,True,155.303,"LINESTRING (-46.9206186 -23.4442415, -46.9202025 -23.4442484, -46.9196573 -23.4442574, -46.9195675 -23.444274, -46.9194716 -23.4442968, -46.9192633 -23.4443439, -46.9192265 -23.444351, -46.9191087 -23.4443585)",,,Rua Professor Edgard de Moraes,30,
250556803,True,residential,False,63.972,"LINESTRING (-46.9174358 -23.4445257, -46.9174015 -23.44503, -46.9173969 -23.4450999)",,,Rua José Domingos Branco,,
"[161446202, 477791390]",True,residential,False,96.263,"LINESTRING (-46.9174358 -23.4445257, -46.9176152 -23.4445555, -46.9179595 -23.4446192, -46.9180018 -23.4446292, -46.9180222 -23.4446384, -46.9180388 -23.4446521, -46.9180544 -23.4446775, -46.918157 -23.4449259)",,,"['Largo Eden Magri Gianini', 'Rua Quinze de Novembro']",,
250556808,False,residential,False,38.653999999999996,"LINESTRING (-46.916328 -23.4443138, -46.9163305 -23.444048, -46.9163317 -23.4439662)",,,Rua Major Castro,,
477791390,True,residential,False,115.493,"LINESTRING (-46.916328 -23.4443138, -46.9163917 -23.4443227, -46.9171267 -23.4444771, -46.9172065 -23.4444873, -46.9174358 -23.4445257)",,,Rua Quinze de Novembro,,
38003143,True,residential,False,75.261,"LINESTRING (-46.9161939 -23.4443076, -46.9162104 -23.4449351, -46.916213 -23.4449842)",1,,Rua Major Castro,,
477791390,True,residential,False,13.697,"LINESTRING (-46.9161939 -23.4443076, -46.9162499 -23.4443104, -46.916328 -23.4443138)",,,Rua Quinze de Novembro,,
38003144,False,residential,False,83.547,"LINESTRING (-46.9157929 -23.4472929, -46.9166118 -23.4472822)",,,Rua Indalécio Correa Santana,,
38003145,True,residential,False,72.78500000000001,"LINESTRING (-46.9213293 -23.4442244, -46.9212642 -23.4442271, -46.9211991 -23.4442298, -46.9207688 -23.444259, -46.9206863 -23.4442535, -46.9206186 -23.4442415)",,,Rua Rita Emiliana,30,
843957096,False,residential,True,23.622999999999998,"LINESTRING (-46.9213293 -23.4442244, -46.9213208 -23.4441817, -46.9212878 -23.4440154)",,,Praça Holmes Vilar,,
477571456,False,residential,True,245.467,"LINESTRING (-46.916386 -23.4438776, -46.9162466 -23.4437724, -46.9161205 -23.4436783, -46.9160615 -23.4436475, -46.9159382 -23.4436372, -46.9156645 -23.4436291, -46.9155304 -23.4436426, -46.9152528 -23.4437054, -46.9150463 -23.4437078, -46.9148572 -23.4436623, -46.9146822 -23.4436213, -46.9144696 -23.4435762, -46.914374 -23.4435263, -46.914315 -23.443483, -46.9142641 -23.443435, -46.9142359 -23.4433962, -46.9142027 -23.4433433)",,,Rua Luiz Pinto Siqueira,,
"[709380992, 709380993]",True,primary,False,159.52000000000004,"LINESTRING (-46.916386 -23.4438776, -46.9165326 -23.4438727, -46.916664 -23.4438773, -46.9167864 -23.4438918, -46.9170237 -23.4439391, -46.9171383 -23.4439603, -46.9172236 -23.443976, -46.9176299 -23.444056, -46.9177214 -23.4440619, -46.9177922 -23.4440613, -46.9178706 -23.4440499, -46.917926 -23.4440345)","['1', '2']",SP-312,Estrada dos Romeiros,60,
709380992,True,primary,False,112.762,"LINESTRING (-46.9152821 -23.4439281, -46.9153628 -23.4439262, -46.9160776 -23.4438918, -46.9161983 -23.4438887, -46.916386 -23.4438776)",2,SP-312,,60,
250556808,False,residential,True,38.653999999999996,"LINESTRING (-46.9163317 -23.4439662, -46.9163305 -23.444048, -46.916328 -23.4443138)",,,Rua Major Castro,,
477791384,True,primary,False,124.29999999999998,"LINESTRING (-46.9163317 -23.4439662, -46.9162033 -23.4439693, -46.9154966 -23.4440083, -46.9153678 -23.4440176, -46.9152511 -23.4440302, -46.9151171 -23.4440475)",2,SP-312,Estrada dos Romeiros,60,
161446196,True,primary_link,False,11.174,"LINESTRING (-46.9144988 -23.4439893, -46.9146044 -23.444016)",,,Rua Padre Guilherme de Pompeu,30,
709380992,True,primary,False,80.252,"LINESTRING (-46.9144988 -23.4439893, -46.9146671 -23.4439653, -46.9148055 -23.4439561, -46.9149772 -23.443945, -46.9152821 -23.4439281)",2,SP-312,,60,
477791385,True,primary,False,255.20799999999997,"LINESTRING (-46.9182507 -23.4438539, -46.9190032 -23.4425912, -46.9191501 -23.4423279, -46.9192158 -23.4421932, -46.9192895 -23.4419754, -46.9193184 -23.4417927)",2,SP-312,Estrada dos Romeiros,60,
161446195,True,secondary,False,53.476,"LINESTRING (-46.9182698 -23.4439392, -46.9181918 -23.4441125, -46.9181669 -23.4441738, -46.9181491 -23.4442303, -46.9180941 -23.4443918)",1,,Largo Eden Magri Gianini,,
477791384,True,primary,False,34.644999999999996,"LINESTRING (-46.9182698 -23.4439392, -46.9181987 -23.4440182, -46.9181422 -23.4440668, -46.918097 -23.4440991, -46.9180448 -23.4441308, -46.9180172 -23.4441429)",2,SP-312,Estrada dos Romeiros,60,
161446192,True,primary_link,False,22.019000000000002,"LINESTRING (-46.9146044 -23.444016, -46.9146299 -23.4440563, -46.9146421 -23.4440859, -46.9146481 -23.4441182, -46.9146486 -23.4441488, -46.9146496 -23.4442052)",2,,,,
161446196,True,primary_link,False,29.29,"LINESTRING (-46.9146044 -23.444016, -46.9147227 -23.4440569, -46.9148025 -23.4440886, -46.9148654 -23.4441239)",,,Rua Padre Guilherme de Pompeu,30,
709380991,True,primary,False,42.149,"LINESTRING (-46.9140998 -23.4440877, -46.9144988 -23.4439893)",3,SP-312,Estrada dos Romeiros,60,
477791384,True,primary,False,38.891,"LINESTRING (-46.9146496 -23.4442052, -46.9145276 -23.4442381, -46.9143992 -23.4442664, -46.9142783 -23.4442815)",2,SP-312,Estrada dos Romeiros,60,
477791384,True,primary,False,153.296,"LINESTRING (-46.9178116 -23.4441658, -46.9177235 -23.4441545, -46.9174415 -23.4441003, -46.9173392 -23.4440809, -46.9172055 -23.4440554, -46.9168913 -23.4439893, -46.9167656 -23.4439693, -46.9166978 -23.4439631, -46.916502 -23.443957, -46.9163317 -23.4439662)",2,SP-312,Estrada dos Romeiros,60,
477791384,True,primary,False,176.83299999999997,"LINESTRING (-46.9142783 -23.4442815, -46.9141008 -23.4442867, -46.9138849 -23.4442793, -46.9136931 -23.4442756, -46.9135241 -23.4442732, -46.9133692 -23.4442707, -46.9131607 -23.4442793, -46.912873 -23.4442953, -46.912755 -23.4443076, -46.9126423 -23.444315, -46.9125475 -23.4443236)",2,SP-312,Estrada dos Romeiros,60,
390795118,False,secondary,True,15.939,"LINESTRING (-46.9182921 -23.4448539, -46.918157 -23.4449259)",2,,Rua Treze de Maio,,
659512490,False,secondary,False,55.304,"LINESTRING (-46.9182921 -23.4448539, -46.9182606 -23.4447964, -46.9181614 -23.4445711, -46.9181278 -23.4444996, -46.9181136 -23.444455, -46.9180941 -23.4443918)",2,,Largo Eden Magri Gianini,,
659517348,False,tertiary,False,93.119,"LINESTRING (-46.9182921 -23.4448539, -46.9184402 -23.4447627, -46.9187286 -23.4445886, -46.9190502 -23.4443875)",2,,Rua Treze de Maio,,
659512489,True,primary_link,False,28.967,"LINESTRING (-46.9180556 -23.4442918, -46.9180215 -23.4442661, -46.9179825 -23.444235, -46.9179482 -23.4442131, -46.917908 -23.4441946, -46.9178116 -23.4441658)",1,,,,
842720746,True,secondary,False,17.151,"LINESTRING (-46.9180556 -23.4442918, -46.9180333 -23.4442373, -46.9180245 -23.4442075, -46.9180177 -23.4441726, -46.9180172 -23.4441429)",1,,,,
250556810,True,secondary,False,11.794999999999998,"LINESTRING (-46.9180941 -23.4443918, -46.9180811 -23.4443561, -46.91807 -23.4443265, -46.9180556 -23.4442918)",1,,Largo Eden Magri Gianini,,
659512490,False,secondary,True,55.303999999999995,"LINESTRING (-46.9180941 -23.4443918, -46.9181136 -23.444455, -46.9181278 -23.4444996, -46.9181614 -23.4445711, -46.9182606 -23.4447964, -46.9182921 -23.4448539)",2,,Largo Eden Magri Gianini,,
38003135,False,secondary,True,3.724,"LINESTRING (-46.9173969 -23.4450999, -46.9173608 -23.4451049)",2,,Largo Domingos Jorge Velho,,
"[390795118, 38003135]",False,secondary,False,82.12400000000001,"LINESTRING (-46.9173969 -23.4450999, -46.9174542 -23.4450975, -46.9175902 -23.4450919, -46.9178247 -23.4450806, -46.9178661 -23.4450745, -46.9179025 -23.4450651, -46.9179377 -23.4450523, -46.9179788 -23.4450308, -46.9180036 -23.4450163, -46.9180361 -23.4449973, -46.9180685 -23.4449765, -46.918157 -23.4449259)",2,,"['Largo Domingos Jorge Velho', 'Rua Treze de Maio']",,
"[351678612, 351678613]",True,residential,False,70.427,"LINESTRING (-46.9128683 -23.4450745, -46.91291 -23.4450759, -46.9134911 -23.445054, -46.9135581 -23.4450518)",1,,Rua Suzana Dias,,7
390218867,False,residential,True,131.99099999999999,"LINESTRING (-46.919531 -23.4416318, -46.9196875 -23.4416519, -46.9198562 -23.4416694, -46.9201707 -23.4417306, -46.920807 -23.4418247)",,,Rua Maria Zendron Cardoso,,
845234769,True,residential,False,54.966,"LINESTRING (-46.919531 -23.4416318, -46.9195255 -23.4416675, -46.9195104 -23.4417321, -46.9194897 -23.441801, -46.9194729 -23.4418518, -46.9194404 -23.4419336, -46.9193988 -23.4420093, -46.9193412 -23.4420892)",,,Rua Maria Zendron Cardoso,,
387607880,False,residential,False,173.26299999999998,"LINESTRING (-46.9214004 -23.4417466, -46.9211845 -23.4405774, -46.9211684 -23.4404903, -46.9211175 -23.4403574, -46.9210356 -23.4402356)",,,,,
390218867,False,residential,False,61.16,"LINESTRING (-46.9214004 -23.4417466, -46.921277 -23.441765, -46.920807 -23.4418247)",,,Rua Maria Zendron Cardoso,,
387607881,False,residential,True,255.56499999999997,"LINESTRING (-46.920807 -23.4418247, -46.9203074 -23.44216, -46.9201968 -23.4422646, -46.9200278 -23.4424965, -46.9199353 -23.4426368, -46.9198689 -23.4427752, -46.9198394 -23.4428293, -46.9198199 -23.4429111, -46.9198179 -23.442977, -46.91983 -23.4431591, -46.9198367 -23.443303, -46.9198427 -23.4435694, -46.9198508 -23.4436537, -46.9198823 -23.4437524)",,,Rua Alberto Frediani,,
390218867,False,residential,False,131.991,"LINESTRING (-46.920807 -23.4418247, -46.9201707 -23.4417306, -46.9198562 -23.4416694, -46.9196875 -23.4416519, -46.919531 -23.4416318)",,,Rua Maria Zendron Cardoso,,
390218867,False,residential,True,61.16,"LINESTRING (-46.920807 -23.4418247, -46.921277 -23.441765, -46.9214004 -23.4417466)",,,Rua Maria Zendron Cardoso,,
351678618,False,residential,True,51.302,"LINESTRING (-46.916603 -23.4477435, -46.9166118 -23.4472822)",2,,Rua Santa Cruz,,
38003134,False,residential,False,155.569,"LINESTRING (-46.9195996 -23.4456752, -46.9194277 -23.4454611, -46.9193338 -23.4452913, -46.9192372 -23.4450256, -46.9191514 -23.4446392, -46.9191158 -23.4445563, -46.9190786 -23.4444585, -46.9190502 -23.4443875)",,,Avenida Copacabana,,
38003134,False,residential,True,90.485,"LINESTRING (-46.9195996 -23.4456752, -46.9197062 -23.4457747, -46.9198403 -23.4458891, -46.9199825 -23.4459642, -46.9201544 -23.4460137, -46.9203564 -23.4460574)",,,Avenida Copacabana,,
387607889,True,residential,False,331.065,"LINESTRING (-46.9195996 -23.4456752, -46.9197401 -23.4447334, -46.9197542 -23.444694, -46.9198011 -23.444654, -46.9198494 -23.4446331, -46.9201633 -23.4446712, -46.9203691 -23.4446995, -46.9204207 -23.4447349, -46.9204405 -23.4447773, -46.9204402 -23.4448201, -46.9203141 -23.4456961, -46.9203128 -23.4458069, -46.9203564 -23.4460574)",,,Avenida Botafogo,,
