osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction,bridge,ref
"[1053198794, 1053198795]",True,2,Rua Germano Brandes Sênior,secondary,50,False,91.793,"LINESTRING (-49.2724914 -26.8258433, -49.2723527 -26.8261202, -49.2723218 -26.8261819, -49.2721454 -26.8265226, -49.2721081 -26.8265946)",,,
385753204,True,2,Rua Germano Brandes Sênior,secondary,,False,62.84,"LINESTRING (-49.2723724 -26.8248427, -49.2724123 -26.8249128, -49.272602 -26.8253689)",,,
1053198801,True,1,Rua Honduras,secondary,,False,28.645000000000003,"LINESTRING (-49.2710009 -26.8244958, -49.2711227 -26.8245271, -49.2712783 -26.8245671)",,,
232474652,True,,Rua Peru,residential,,False,239.477,"LINESTRING (-49.2686619 -26.8302497, -49.2685747 -26.8302545, -49.2684728 -26.8302389, -49.267178 -26.8295963, -49.2667347 -26.829382, -49.2667049 -26.8293462, -49.2666918 -26.829291, -49.2666886 -26.8291806)",,,
1053198793,True,2,Rua Bolívia,secondary,50,False,51.41199999999999,"LINESTRING (-49.2686619 -26.8302497, -49.2685758 -26.8303785, -49.2683965 -26.8306468)",,,
231866891,True,1,Rua Germano Brandes Sênior,secondary,,False,32.837,"LINESTRING (-49.272602 -26.8253689, -49.2726426 -26.8254583, -49.2726625 -26.8255021, -49.2726816 -26.8255285, -49.2727081 -26.8255466, -49.272734 -26.8255631, -49.2727986 -26.8255859)",jughandle,,
302988725,True,1,Rua Germano Brandes Sênior,secondary,,False,18.901,"LINESTRING (-49.272602 -26.8253689, -49.2725938 -26.8254643, -49.2725933 -26.8254702, -49.272581 -26.8255377)",,,
527691722,True,1,Rua Germano Brandes Sênior,secondary,50,False,42.605000000000004,"LINESTRING (-49.2727986 -26.8255859, -49.2727161 -26.8256213, -49.2726268 -26.8256835, -49.2725894 -26.8257248, -49.2724914 -26.8258433)",,,
"[333713927, 231866892, 1091661399, 1091661400, 333713913]",False,"['2', '3']",Rua General Osório,secondary,,True,180.65,"LINESTRING (-49.2727986 -26.8255859, -49.2729903 -26.8255488, -49.273105 -26.8255345, -49.2731968 -26.8255362, -49.273284 -26.8255422, -49.2734349 -26.825565, -49.2735589 -26.8255895, -49.2736892 -26.8256336, -49.274362 -26.8258615, -49.2745399 -26.8259217)",,yes,
"[1091661384, 1091661383]",True,"['2', '3']",Avenida 7 de Setembro,secondary,50,False,94.331,"LINESTRING (-49.274866 -26.8259531, -49.2749537 -26.8257402, -49.2751332 -26.8252724, -49.2751793 -26.8251522)",,,SC-477
232474641,False,,Rua Barão do Rio Branco,residential,,True,114.137,"LINESTRING (-49.2677715 -26.8238015, -49.2672816 -26.8247302)",,,
232474680,False,2,Rua Benjamin Constant,secondary,,True,361.956,"LINESTRING (-49.2677715 -26.8238015, -49.2696824 -26.8247017, -49.2699689 -26.8248366, -49.2709973 -26.8253211)",,,
232474641,False,,Rua Barão do Rio Branco,residential,,False,114.137,"LINESTRING (-49.2672816 -26.8247302, -49.2677715 -26.8238015)",,,
232474641,False,,Rua Barão do Rio Branco,residential,,True,69.328,"LINESTRING (-49.2672816 -26.8247302, -49.2669749 -26.8252904)",,,
"[730427872, 424731011]",False,,"['Rua Chile', 'Rua Itália']",residential,,False,232.099,"LINESTRING (-49.2672816 -26.8247302, -49.268723 -26.8254127, -49.2683872 -26.8259682)",,,
232474641,False,,Rua Barão do Rio Branco,residential,,False,69.328,"LINESTRING (-49.2669749 -26.8252904, -49.2672816 -26.8247302)",,,
232474641,False,,Rua Barão do Rio Branco,residential,,True,73.01,"LINESTRING (-49.2669749 -26.8252904, -49.2666555 -26.8258819)",,,
232474672,False,,Rua Portugal,residential,,True,159.122,"LINESTRING (-49.2669749 -26.8252904, -49.2683872 -26.8259682)",,,
527691727,True,1,Rua Benjamin Constant,secondary,,False,29.908,"LINESTRING (-49.2711899 -26.8255249, -49.2711158 -26.8254221, -49.2710706 -26.8253753, -49.2709973 -26.8253211)",,,
1091661389,True,2,Rua Marechal Deodoro da Fonseca,secondary,50,False,24.414,"LINESTRING (-49.2711899 -26.8255249, -49.2712142 -26.8253967, -49.2712287 -26.8253081)",,,TBO-010
232474641,False,,Rua Barão do Rio Branco,residential,,False,73.01,"LINESTRING (-49.2666555 -26.8258819, -49.2669749 -26.8252904)",,,
232474641,False,,Rua Barão do Rio Branco,residential,,True,125.303,"LINESTRING (-49.2666555 -26.8258819, -49.2661245 -26.8269043)",,,
232474674,False,,Rua Espanha,residential,,True,155.727,"LINESTRING (-49.2666555 -26.8258819, -49.2680354 -26.826549)",,,
232474672,False,,Rua Portugal,residential,,False,159.122,"LINESTRING (-49.2683872 -26.8259682, -49.2669749 -26.8252904)",,,
232474672,False,,Rua Portugal,residential,,True,240.738,"LINESTRING (-49.2683872 -26.8259682, -49.270518 -26.8270034)",,,
730427872,False,,Rua Itália,residential,,False,73.413,"LINESTRING (-49.2683872 -26.8259682, -49.2680354 -26.826549)",,,
"[730427872, 424731011]",False,,"['Rua Chile', 'Rua Itália']",residential,,True,232.099,"LINESTRING (-49.2683872 -26.8259682, -49.268723 -26.8254127, -49.2672816 -26.8247302)",,,
232474674,False,,Rua Espanha,residential,,False,155.727,"LINESTRING (-49.2680354 -26.826549, -49.2666555 -26.8258819)",,,
232474674,False,,Rua Espanha,residential,,True,206.825,"LINESTRING (-49.2680354 -26.826549, -49.2698608 -26.8274469)",,,
730427872,False,,Rua Itália,residential,,False,80.626,"LINESTRING (-49.2680354 -26.826549, -49.2676493 -26.827187)",,,
730427872,False,,Rua Itália,residential,,True,73.413,"LINESTRING (-49.2680354 -26.826549, -49.2683872 -26.8259682)",,,
527691723,False,2,Rua Venezuela,secondary,,True,117.678,"LINESTRING (-49.2707442 -26.8267661, -49.2717855 -26.8272726)",,,
302988717,True,2,Rua Nereu Ramos,secondary,50,False,145.14300000000003,"LINESTRING (-49.2707442 -26.8267661, -49.2708305 -26.8266032, -49.2711648 -26.8256171, -49.2711899 -26.8255249)",,,
232474641,False,,Rua Barão do Rio Branco,residential,,False,125.303,"LINESTRING (-49.2661245 -26.8269043, -49.2666555 -26.8258819)",,,
232474641,False,,Rua Barão do Rio Branco,residential,,True,76.171,"LINESTRING (-49.2661245 -26.8269043, -49.2657924 -26.8275219)",,,
232474672,False,,Rua Portugal,residential,,False,240.738,"LINESTRING (-49.270518 -26.8270034, -49.2683872 -26.8259682)",,,
302988717,True,2,Rua Nereu Ramos,secondary,50,False,34.641999999999996,"LINESTRING (-49.270518 -26.8270034, -49.2706591 -26.8268554, -49.2707442 -26.8267661)",,,
232474657,False,,Rua Venezuela,residential,,True,149.319,"LINESTRING (-49.2717855 -26.8272726, -49.2731145 -26.8279025)",,,
527691719,True,2,Rua Germano Brandes Sênior,secondary,50,False,56.015,"LINESTRING (-49.2717855 -26.8272726, -49.2715681 -26.8277375)",,,
527691723,False,2,Rua Venezuela,secondary,,False,117.678,"LINESTRING (-49.2717855 -26.8272726, -49.2707442 -26.8267661)",,,
232474641,False,,Rua Barão do Rio Branco,residential,,False,76.171,"LINESTRING (-49.2657924 -26.8275219, -49.2661245 -26.8269043)",,,
