osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,width,bridge
270177075,True,CE-065,Avenida José Marinho de Góes,secondary,20,False,20.692,"LINESTRING (-38.9237532 -4.2254157, -38.9237783 -4.2253697, -38.9238119 -4.2253343, -38.9238887 -4.2252975)",,
270177290,False,CE-065,Rua Irmã Ferraz,secondary,20,True,105.46,"LINESTRING (-38.9237532 -4.2254157, -38.9236922 -4.2254563, -38.9236247 -4.2254984, -38.9235575 -4.2255312, -38.9234957 -4.2255496, -38.9234193 -4.225561, -38.9233432 -4.225568, -38.923257 -4.2255687, -38.923084 -4.2255566, -38.922963 -4.2255473, -38.9228392 -4.2255392)",,
197694845,False,,Rua Irmã Teresa,residential,,True,79.09200000000001,"LINESTRING (-38.9207533 -4.2278945, -38.9206371 -4.2279281, -38.9204521 -4.2279532, -38.9202426 -4.2279549, -38.9201484 -4.2279587, -38.9200487 -4.227979)",,
499939988,False,,Rua 105,residential,,False,127.961,"LINESTRING (-38.9207533 -4.2278945, -38.9204656 -4.2285965, -38.9204286 -4.2286736, -38.9203974 -4.2287267, -38.9203589 -4.2287806, -38.9203213 -4.2288096, -38.9202636 -4.2288217, -38.9201907 -4.2288285)",3,
"[499939987, 499939988, 270177359]",False,,"['Rua 105', 'Rua 104']",residential,,True,196.77800000000005,"LINESTRING (-38.9207533 -4.2278945, -38.9211161 -4.2270777, -38.9212781 -4.2270159, -38.9213094 -4.2270158, -38.9213388 -4.227027, -38.9213499 -4.2270552, -38.9213346 -4.2270994, -38.9213238 -4.2271419, -38.9213134 -4.2271907, -38.9213137 -4.2272261, -38.9213439 -4.2272873, -38.9214552 -4.2274551, -38.9215102 -4.2274899, -38.9215994 -4.227536)",3,
197694845,False,,Rua Irmã Teresa,residential,,False,79.092,"LINESTRING (-38.9200487 -4.227979, -38.9201484 -4.2279587, -38.9202426 -4.2279549, -38.9204521 -4.2279532, -38.9206371 -4.2279281, -38.9207533 -4.2278945)",,
499731269,False,,Rua Valdecir Gomes,residential,,False,51.388000000000005,"LINESTRING (-38.9200487 -4.227979, -38.9199096 -4.2277587, -38.9197406 -4.2276477)",3,
499731269,False,,Rua Valdecir Gomes,residential,,True,101.54999999999998,"LINESTRING (-38.9200487 -4.227979, -38.9201668 -4.2281366, -38.9202023 -4.2281978, -38.920212 -4.2282486, -38.9202147 -4.2283205, -38.9202043 -4.2284121, -38.9201875 -4.2285113, -38.9201758 -4.2286044, -38.9201681 -4.2287194, -38.9201658 -4.2288064, -38.9201907 -4.2288285)",3,
499731269,False,,Rua Valdecir Gomes,residential,,False,101.54999999999998,"LINESTRING (-38.9201907 -4.2288285, -38.9201658 -4.2288064, -38.9201681 -4.2287194, -38.9201758 -4.2286044, -38.9201875 -4.2285113, -38.9202043 -4.2284121, -38.9202147 -4.2283205, -38.920212 -4.2282486, -38.9202023 -4.2281978, -38.9201668 -4.2281366, -38.9200487 -4.227979)",3,
499939988,False,,Rua 105,residential,,True,127.96099999999998,"LINESTRING (-38.9201907 -4.2288285, -38.9202636 -4.2288217, -38.9203213 -4.2288096, -38.9203589 -4.2287806, -38.9203974 -4.2287267, -38.9204286 -4.2286736, -38.9204656 -4.2285965, -38.9207533 -4.2278945)",3,
270177424,False,,,residential,,False,212.60599999999997,"LINESTRING (-38.9173736 -4.2230669, -38.917513 -4.2231686, -38.9176773 -4.2232355, -38.9177719 -4.2232923, -38.9178658 -4.2233839, -38.9179623 -4.2235658, -38.9180984 -4.2239142, -38.9181259 -4.223965, -38.9181561 -4.2239965, -38.9181903 -4.2240112, -38.9182305 -4.2240149, -38.9183365 -4.2240038, -38.9183928 -4.2240092, -38.918488 -4.2240399, -38.9187395 -4.2241683, -38.9187557 -4.2241783)",,
270177424,False,,,residential,,True,30.885,"LINESTRING (-38.9195904 -4.2241944, -38.9193226 -4.2242707)",,
270177294,False,,Rua João Hipólito,residential,,True,25.441,"LINESTRING (-38.9195904 -4.2241944, -38.9196736 -4.2242987, -38.9197339 -4.2243629, -38.9197402 -4.2243671)",,
270177355,False,,,residential,,True,9.247,"LINESTRING (-38.9207706 -4.2247167, -38.920688 -4.2247281)",,
791638479,False,,,residential,,True,26.645,"LINESTRING (-38.9204479 -4.2247373, -38.920688 -4.2247281)",,
270177355,False,,,residential,,False,9.247,"LINESTRING (-38.920688 -4.2247281, -38.9207706 -4.2247167)",,
791638479,False,,,residential,,False,26.645,"LINESTRING (-38.920688 -4.2247281, -38.9204479 -4.2247373)",,
270177367,False,,,residential,,True,32.269,"LINESTRING (-38.920688 -4.2247281, -38.9206757 -4.2247558, -38.9206576 -4.2247888, -38.9206355 -4.2248225, -38.92062 -4.2248401, -38.9205869 -4.2248638, -38.9205644 -4.2248802, -38.9205412 -4.2248989, -38.9205034 -4.2249461)",,
270177380,False,,,residential,,True,27.706,"LINESTRING (-38.9215206 -4.2249352, -38.9215138 -4.2250112, -38.9215077 -4.2251011, -38.921511 -4.2251838)",,
"[270177289, 436227011]",False,CE-065,"['Rua Duarte Holanda', 'Rua José Cicero Sampaio']",secondary,20,False,52.66199999999999,"LINESTRING (-38.920032 -4.224926, -38.9203173 -4.2249196, -38.9203455 -4.224919, -38.9204108 -4.2249223, -38.9204672 -4.224933, -38.9205034 -4.2249461)",,
270177289,False,CE-065,Rua Duarte Holanda,secondary,20,True,42.894000000000005,"LINESTRING (-38.920032 -4.224926, -38.9197714 -4.2249409, -38.9196457 -4.2249453)",,
"[436227012, 436227013, 791723286, 270177294]",False,,Rua João Hipólito,residential,,False,52.004,"LINESTRING (-38.920032 -4.224926, -38.9200323 -4.2248621, -38.920029 -4.2248224, -38.9200249 -4.2247675, -38.9200172 -4.2247134, -38.9199468 -4.2245365, -38.9199197 -4.2244806, -38.9199184 -4.2244793)",4.5,yes
270177369,True,CE-065,,secondary,20,False,139.178,"LINESTRING (-38.9179073 -4.2249421, -38.9183492 -4.2248163, -38.9184713 -4.2247849, -38.918547 -4.2247809, -38.9186342 -4.2247943, -38.9188964 -4.2248745, -38.9191123 -4.2249568)",,
270177367,False,,,residential,,False,32.269,"LINESTRING (-38.9205034 -4.2249461, -38.9205412 -4.2248989, -38.9205644 -4.2248802, -38.9205869 -4.2248638, -38.92062 -4.2248401, -38.9206355 -4.2248225, -38.9206576 -4.2247888, -38.9206757 -4.2247558, -38.920688 -4.2247281)",,
436227011,False,CE-065,Rua José Cicero Sampaio,secondary,20,False,60.434,"LINESTRING (-38.9205034 -4.2249461, -38.9205562 -4.2249837, -38.9205966 -4.2250123, -38.9206402 -4.2250497, -38.9206757 -4.2250852, -38.9208522 -4.2253547)",,
"[270177289, 436227011]",False,CE-065,"['Rua Duarte Holanda', 'Rua José Cicero Sampaio']",secondary,20,True,52.662000000000006,"LINESTRING (-38.9205034 -4.2249461, -38.9204672 -4.224933, -38.9204108 -4.2249223, -38.9203455 -4.224919, -38.9203173 -4.2249196, -38.920032 -4.224926)",,
270177287,False,,Rua Dona Neuza Holanda,residential,,False,79.015,"LINESTRING (-38.9196457 -4.2249453, -38.9196627 -4.2256557)",,
270177289,False,CE-065,Rua Duarte Holanda,secondary,20,True,59.164,"LINESTRING (-38.9196457 -4.2249453, -38.9191123 -4.2249568)",,
270177289,False,CE-065,Rua Duarte Holanda,secondary,20,False,42.894000000000005,"LINESTRING (-38.9196457 -4.2249453, -38.9197714 -4.2249409, -38.920032 -4.224926)",,
270177289,False,CE-065,Rua Duarte Holanda,secondary,20,False,59.164,"LINESTRING (-38.9191123 -4.2249568, -38.9196457 -4.2249453)",,
270177385,True,CE-065,,secondary,20,False,90.263,"LINESTRING (-38.9191123 -4.2249568, -38.9186905 -4.2253206, -38.9185953 -4.2253741, -38.9184505 -4.2253995)",,
270177288,True,CE-065,Rua Doutor Luís Cícero Sampaio,secondary,20,False,129.63000000000002,"LINESTRING (-38.921511 -4.2251838, -38.9215494 -4.2251861, -38.921597 -4.2252005, -38.9217157 -4.225243, -38.9218378 -4.2252881, -38.9219907 -4.2253634, -38.9221201 -4.2254276, -38.9221811 -4.2254627, -38.9222369 -4.2254958, -38.9222637 -4.225512, -38.9223083 -4.2255299, -38.9223547 -4.225538, -38.9225261 -4.225554, -38.9225613 -4.2255596, -38.9225992 -4.2255714)",,
270177380,False,,,residential,,False,27.706000000000003,"LINESTRING (-38.921511 -4.2251838, -38.9215077 -4.2251011, -38.9215138 -4.2250112, -38.9215206 -4.2249352)",,
791764923,False,CE-065,Rua Doutor Luís Cícero Sampaio,secondary,20,True,9.462,"LINESTRING (-38.9209311 -4.2253223, -38.9208522 -4.2253547)",,
270177288,True,CE-065,Rua Doutor Luís Cícero Sampaio,secondary,20,False,66.17299999999999,"LINESTRING (-38.9209311 -4.2253223, -38.9210104 -4.2252992, -38.9211541 -4.2252677, -38.9213088 -4.225232, -38.9214636 -4.2251902, -38.921511 -4.2251838)",,
791764923,False,CE-065,Rua Doutor Luís Cícero Sampaio,secondary,20,False,9.462,"LINESTRING (-38.9208522 -4.2253547, -38.9209311 -4.2253223)",,
436227011,False,CE-065,Rua José Cicero Sampaio,secondary,20,True,60.434000000000005,"LINESTRING (-38.9208522 -4.2253547, -38.9206757 -4.2250852, -38.9206402 -4.2250497, -38.9205966 -4.2250123, -38.9205562 -4.2249837, -38.9205034 -4.2249461)",,
270177371,False,,Rua José Macedo,tertiary,,False,42.238,"LINESTRING (-38.9184505 -4.2253995, -38.9184474 -4.2255596, -38.9184505 -4.2257793)",,
270177385,True,CE-065,,secondary,20,False,78.863,"LINESTRING (-38.9184505 -4.2253995, -38.9182721 -4.2252564, -38.9181353 -4.225138, -38.9179891 -4.2250183, -38.9179073 -4.2249421)",,
270177285,True,CE-065,Rua Coronel Luz,secondary,20,False,8.3,"LINESTRING (-38.9208817 -4.2254233, -38.9208522 -4.2253547)",,
270177297,False,,Rua Padre Quiliano,tertiary,20,False,61.904,"LINESTRING (-38.9208817 -4.2254233, -38.9206648 -4.2255268, -38.920617 -4.2255503, -38.9205691 -4.2255687, -38.9205322 -4.225579, -38.9204742 -4.2255874, -38.9203591 -4.2256036)",,
270177290,False,CE-065,Rua Irmã Ferraz,secondary,20,False,105.46,"LINESTRING (-38.9228392 -4.2255392, -38.922963 -4.2255473, -38.923084 -4.2255566, -38.923257 -4.2255687, -38.9233432 -4.225568, -38.9234193 -4.225561, -38.9234957 -4.2255496, -38.9235575 -4.2255312, -38.9236247 -4.2254984, -38.9236922 -4.2254563, -38.9237532 -4.2254157)",,
270177290,False,CE-065,Rua Irmã Ferraz,secondary,20,True,15.373000000000001,"LINESTRING (-38.9228392 -4.2255392, -38.9227712 -4.2255386, -38.9227008 -4.2255442)",,
270177379,False,,Rua Duquinha Luz,residential,20,False,193.953,"LINESTRING (-38.9228392 -4.2255392, -38.922834 -4.2254776, -38.9228149 -4.2249777, -38.9228044 -4.2248464, -38.9227863 -4.2246913, -38.9227655 -4.2245662, -38.9227524 -4.2244156, -38.9227519 -4.2243419, -38.9227655 -4.224272, -38.9227688 -4.2242051, -38.9227682 -4.2241396, -38.9227642 -4.2240814, -38.9227507 -4.2239477, -38.922748 -4.2238427, -38.9227483 -4.2238015)",,
270177286,False,,Rua Divino Salvador,residential,,False,56.93,"LINESTRING (-38.9227008 -4.2255442, -38.9227259 -4.2256044, -38.9227603 -4.225698, -38.9229329 -4.2259994)",,
270177290,False,CE-065,Rua Irmã Ferraz,secondary,20,False,15.373000000000001,"LINESTRING (-38.9227008 -4.2255442, -38.9227712 -4.2255386, -38.9228392 -4.2255392)",,
270177290,False,CE-065,Rua Irmã Ferraz,secondary,20,True,11.683,"LINESTRING (-38.9227008 -4.2255442, -38.9226508 -4.2255546, -38.9225992 -4.2255714)",,
270177285,True,CE-065,Rua Coronel Luz,secondary,20,False,97.25,"LINESTRING (-38.9225992 -4.2255714, -38.9225475 -4.2256135, -38.922452 -4.2256894, -38.9222756 -4.2258198, -38.9221623 -4.225893, -38.9220815 -4.2259318, -38.9220168 -4.2259476, -38.9219441 -4.2259488, -38.9218398 -4.2259418)",,
270177290,False,CE-065,Rua Irmã Ferraz,secondary,20,False,11.683,"LINESTRING (-38.9225992 -4.2255714, -38.9226508 -4.2255546, -38.9227008 -4.2255442)",,
270177285,True,CE-065,Rua Coronel Luz,secondary,20,False,25.479,"LINESTRING (-38.9209864 -4.2256272, -38.9209319 -4.2255155, -38.9208817 -4.2254233)",,
270177339,False,,,residential,,False,41.179,"LINESTRING (-38.9209864 -4.2256272, -38.9209845 -4.2257171, -38.9209801 -4.2257944, -38.9209815 -4.2258298, -38.9209852 -4.2258622, -38.9209935 -4.2258886, -38.9210123 -4.2259375, -38.9210301 -4.2259716, -38.9210412 -4.2259838)",,
270177305,False,,,residential,,False,12.834,"LINESTRING (-38.9203591 -4.2256036, -38.9204037 -4.2257101)",,
270177297,False,,Rua Padre Quiliano,tertiary,20,False,77.451,"LINESTRING (-38.9203591 -4.2256036, -38.9202181 -4.2256168, -38.9199324 -4.2256402, -38.9196627 -4.2256557)",,
270177297,False,,Rua Padre Quiliano,tertiary,20,True,61.903999999999996,"LINESTRING (-38.9203591 -4.2256036, -38.9204742 -4.2255874, -38.9205322 -4.225579, -38.9205691 -4.2255687, -38.920617 -4.2255503, -38.9206648 -4.2255268, -38.9208817 -4.2254233)",,
270177287,False,,Rua Dona Neuza Holanda,residential,,True,79.015,"LINESTRING (-38.9196627 -4.2256557, -38.9196457 -4.2249453)",,
270177297,False,,Rua Padre Quiliano,tertiary,20,False,70.77499999999999,"LINESTRING (-38.9196627 -4.2256557, -38.9195354 -4.2256603, -38.9194348 -4.2256613, -38.9193175 -4.2256643, -38.9191853 -4.2256746, -38.9190265 -4.2256964)",,
270177297,False,,Rua Padre Quiliano,tertiary,20,True,77.45100000000001,"LINESTRING (-38.9196627 -4.2256557, -38.9199324 -4.2256402, -38.9202181 -4.2256168, -38.9203591 -4.2256036)",,
270177297,False,,Rua Padre Quiliano,tertiary,20,True,64.602,"LINESTRING (-38.9184505 -4.2257793, -38.91859 -4.2257699, -38.9186751 -4.2257566, -38.9189125 -4.2257191, -38.9190265 -4.2256964)",,
270177371,False,,Rua José Macedo,tertiary,,True,42.238,"LINESTRING (-38.9184505 -4.2257793, -38.9184474 -4.2255596, -38.9184505 -4.2253995)",,
270177404,False,,Rua José Macedo,residential,,True,203.10899999999998,"LINESTRING (-38.9184505 -4.2257793, -38.9184397 -4.2260602, -38.9184518 -4.2262153, -38.9185591 -4.2267436, -38.9185685 -4.2269135, -38.9185578 -4.2270579, -38.9185095 -4.2273435, -38.9185182 -4.2273756, -38.9185464 -4.2274177, -38.9185511 -4.2274398, -38.9185712 -4.2275782)",,
270177285,True,CE-065,Rua Coronel Luz,secondary,20,False,101.776,"LINESTRING (-38.9218398 -4.2259418, -38.9217483 -4.2259338, -38.921683 -4.2259217, -38.9216239 -4.225906, -38.9215702 -4.225888, -38.9215189 -4.2258632, -38.9215179 -4.2258635, -38.9214638 -4.2258378, -38.9212742 -4.2257633, -38.9210351 -4.2256626, -38.9210096 -4.2256466, -38.9209864 -4.2256272)",,
"[436256355, 270177383]",False,,Rua Padre Ivo,residential,,False,216.136,"LINESTRING (-38.9218398 -4.2259418, -38.9218146 -4.2259764, -38.9217673 -4.2260896, -38.9218688 -4.2263376, -38.922024 -4.2266353, -38.9220996 -4.2268104, -38.9221063 -4.2269235, -38.9220876 -4.2269978, -38.9220292 -4.2271101, -38.9219688 -4.2272251, -38.9217563 -4.2276491, -38.9217228 -4.2276691, -38.9216976 -4.2276681)",,
270177286,False,,Rua Divino Salvador,residential,,False,107.749,"LINESTRING (-38.9229329 -4.2259994, -38.9229929 -4.226092, -38.9231075 -4.2263644, -38.9231363 -4.2264995, -38.9231477 -4.2265905, -38.9231286 -4.2266406, -38.9231014 -4.2266915, -38.9230753 -4.22676, -38.9230676 -4.2268045, -38.9230746 -4.2269081)",,
270177286,False,,Rua Divino Salvador,residential,,True,56.93,"LINESTRING (-38.9229329 -4.2259994, -38.9227603 -4.225698, -38.9227259 -4.2256044, -38.9227008 -4.2255442)",,
