osmid,oneway,name,highway,reversed,length,geometry,lanes,access,maxspeed
172993299,True,Travessa Guaio,residential,False,115.834,"LINESTRING (-46.3120267 -23.53846, -46.3109596 -23.5388179)",,,
648730134,False,Avenida Antônio Marques Figueira,secondary,True,154.474,"LINESTRING (-46.3062364 -23.5385575, -46.306289 -23.5390918, -46.3063392 -23.5399433)",,,
196640838,True,Travessa Mirambava,residential,False,117.311,"LINESTRING (-46.3096154 -23.5384415, -46.3085398 -23.5388165)",,,
198710895,False,Rua Barão de Jaceguai,residential,False,70.943,"LINESTRING (-46.3132482 -23.5386215, -46.3134848 -23.5392215)",,,
638604617,True,Rua Benjamin Constant,residential,False,63.107,"LINESTRING (-46.3109596 -23.5388179, -46.3111452 -23.539275, -46.3111755 -23.5393498)",,,
172993217,False,Rua Presidente Rodrigues Alves,residential,True,54.851,"LINESTRING (-46.3085398 -23.5388165, -46.3083521 -23.5383542)",,,
196640838,True,Travessa Mirambava,residential,False,88.31,"LINESTRING (-46.3085398 -23.5388165, -46.3077258 -23.5390882)",,,
198710869,False,Avenida Mogi das Cruzes,tertiary,False,117.169,"LINESTRING (-46.3155973 -23.5388624, -46.3145203 -23.5392304)",2,,
172993341,True,Rua Portugal Freixo,residential,False,84.166,"LINESTRING (-46.3124743 -23.5388852, -46.3132482 -23.5386215)",,,
426766525,False,Travessa Mirambava,residential,True,52.09,"LINESTRING (-46.3072489 -23.5392564, -46.3077258 -23.5390882)",,,
198710869,False,Avenida Mogi das Cruzes,tertiary,True,117.169,"LINESTRING (-46.3145203 -23.5392304, -46.3155973 -23.5388624)",2,,
978651340,False,Avenida Armando de Salles Oliveira,secondary,False,42.714,"LINESTRING (-46.3145203 -23.5392304, -46.3146641 -23.5395912)",,yes,
978651340,False,Avenida Armando de Salles Oliveira,secondary,True,36.952,"LINESTRING (-46.3145203 -23.5392304, -46.3143958 -23.5389183)",,yes,
197725603,True,Rua General Francisco Glicério,secondary,False,6.187,"LINESTRING (-46.3099332 -23.5392469, -46.3099144 -23.539194)",,,
172993253,True,Rua Nossa Senhora Aparecida,residential,False,269.73900000000003,"LINESTRING (-46.3099332 -23.5392469, -46.3094477 -23.5394116, -46.3093324 -23.539462, -46.3092023 -23.5395014, -46.3079913 -23.5397805, -46.30776 -23.5398383, -46.3076352 -23.5398653, -46.3075313 -23.5398813, -46.3073905 -23.5398948)",,,
172993341,True,Rua Portugal Freixo,residential,False,142.124,"LINESTRING (-46.3111755 -23.5393498, -46.3124743 -23.5388852)",,,
638604617,True,Rua Benjamin Constant,residential,False,66.935,"LINESTRING (-46.3111755 -23.5393498, -46.3114044 -23.539914)",,,
978651340,False,Avenida Armando de Salles Oliveira,secondary,False,24.507,"LINESTRING (-46.3146641 -23.5395912, -46.3147484 -23.5397976)",,yes,
978651340,False,Avenida Armando de Salles Oliveira,secondary,True,42.714,"LINESTRING (-46.3146641 -23.5395912, -46.3145203 -23.5392304)",,yes,
978651340,False,Avenida Armando de Salles Oliveira,secondary,False,59.138,"LINESTRING (-46.3147484 -23.5397976, -46.3149458 -23.5402977)",,yes,
978651340,False,Avenida Armando de Salles Oliveira,secondary,True,24.507,"LINESTRING (-46.3147484 -23.5397976, -46.3146641 -23.5395912)",,yes,
172993332,True,Rua Vinte e Sete de Outubro,residential,False,99.102,"LINESTRING (-46.3137481 -23.5398897, -46.3146641 -23.5395912)",,,
198710895,False,Rua Barão de Jaceguai,residential,True,79.0,"LINESTRING (-46.3137481 -23.5398897, -46.3134848 -23.5392215)",,,
648730134,False,Avenida Antônio Marques Figueira,secondary,True,141.075,"LINESTRING (-46.3063392 -23.5399433, -46.3064209 -23.5412098)",,,
