osmid,oneway,lanes,highway,reversed,length,geometry,name,maxspeed,ref,junction
434762971,True,2,secondary_link,False,35.782,"LINESTRING (-49.2425839 -16.8268274, -49.2424384 -16.8268645, -49.2423241 -16.8268849, -49.2422548 -16.8268874)",,,,
392787266,False,,residential,True,25.449,"LINESTRING (-49.2420175 -16.8262546, -49.2417848 -16.826202)",Rua Aroeira,,,
50165548,True,,secondary,False,69.862,"LINESTRING (-49.2420175 -16.8262546, -49.2420222 -16.8261224, -49.2420121 -16.8259995, -49.2419471 -16.825632)",Pista Marginal,60,,
392787266,False,,residential,True,68.339,"LINESTRING (-49.2411867 -16.8265832, -49.2408836 -16.827125)",Rua Aroeira,,,
392787266,False,,residential,False,80.101,"LINESTRING (-49.2411867 -16.8265832, -49.2414049 -16.8263362, -49.2415441 -16.8262443, -49.2416825 -16.8262103, -49.2417848 -16.826202)",Rua Aroeira,,,
392815456,False,,residential,True,236.072,"LINESTRING (-49.2411867 -16.8265832, -49.2409453 -16.8264112, -49.2408246 -16.8262752, -49.2407709 -16.8259953, -49.2407528 -16.8255329, -49.2407173 -16.8246243)",Rua dos Tarumãs,,,
448232129,True,,secondary,False,238.269,"LINESTRING (-49.2414781 -16.8234969, -49.2414265 -16.8232571, -49.2412993 -16.8226798, -49.2412085 -16.8222437, -49.2410294 -16.8213976)",Pista Marginal,80,,
"[448232129, 1054424052, 1054424053]",True,,secondary,False,22.076,"LINESTRING (-49.2410294 -16.8213976, -49.2410068 -16.8212936, -49.2410019 -16.8212614, -49.2409907 -16.8212026)",Pista Marginal,80,,
50165548,True,,secondary,False,57.07,"LINESTRING (-49.2419887 -16.8267649, -49.2419807 -16.8266737, -49.2419786 -16.826519, -49.2420175 -16.8262546)",Pista Marginal,60,,
"[434762969, 1054424051]",True,3,motorway,False,698.5790000000001,"LINESTRING (-49.2422548 -16.8268874, -49.2421242 -16.825862, -49.2419994 -16.8250071, -49.2411216 -16.8212112, -49.2410095 -16.8207244)",Rodovia Transbrasiliana,80,BR-153,
921010535,True,2,secondary_link,False,32.925,"LINESTRING (-49.2422548 -16.8268874, -49.2421382 -16.8268732, -49.2420944 -16.8268588, -49.2420548 -16.8268354, -49.2419887 -16.8267649)",,,,
448232328,True,1,tertiary,False,138.487,"LINESTRING (-49.2418558 -16.8229062, -49.2431472 -16.8227542)",Rua João Batista de Toledo,,,
50214110,True,,secondary,False,62.855,"LINESTRING (-49.2418558 -16.8229062, -49.2419064 -16.8231647, -49.2419422 -16.8233612, -49.2419643 -16.8234618)",Avenida Vicente de Paula Souza,80,,
50214110,True,,secondary,False,55.884,"LINESTRING (-49.2415378 -16.8211895, -49.2416237 -16.8216853)",Avenida Vicente de Paula Souza,80,,
50214110,True,,secondary,False,65.69,"LINESTRING (-49.2416237 -16.8216853, -49.2417343 -16.8222665)",Avenida Vicente de Paula Souza,80,,
661072180,False,,residential,False,136.914,"LINESTRING (-49.2416237 -16.8216853, -49.2423346 -16.8215831, -49.2428916 -16.8214793)",Rua São Domingos,,,
50214110,True,,secondary,False,72.312,"LINESTRING (-49.2417343 -16.8222665, -49.24183 -16.8227973, -49.2418558 -16.8229062)",Avenida Vicente de Paula Souza,80,,
387363578,False,,residential,False,112.059,"LINESTRING (-49.2466029 -16.8249939, -49.2476482 -16.8248735)",Rua Vitória,,,
387363578,False,,residential,True,88.416,"LINESTRING (-49.2466029 -16.8249939, -49.2457844 -16.8251297)",Rua Vitória,,,
907205498,False,,residential,False,81.037,"LINESTRING (-49.2466029 -16.8249939, -49.2467187 -16.8257142)",Rua Londrina,,,
387363914,False,,residential,False,111.562,"LINESTRING (-49.2467187 -16.8257142, -49.2477612 -16.82561)",Rua Recife,,,
387363914,False,,residential,True,91.66,"LINESTRING (-49.2467187 -16.8257142, -49.245866 -16.8258296)",Rua Recife,,,
907205498,False,,residential,False,83.21,"LINESTRING (-49.2467187 -16.8257142, -49.24683 -16.8264549)",Rua Londrina,,,
907205498,False,,residential,True,81.037,"LINESTRING (-49.2467187 -16.8257142, -49.2466029 -16.8249939)",Rua Londrina,,,
387364040,False,,residential,False,111.881,"LINESTRING (-49.24683 -16.8264549, -49.2478734 -16.8263328)",Rua Manaus,,,
387364040,False,,residential,True,101.999,"LINESTRING (-49.24683 -16.8264549, -49.2458816 -16.8265866)",Rua Manaus,,,
907205498,False,,residential,True,83.21,"LINESTRING (-49.24683 -16.8264549, -49.2467187 -16.8257142)",Rua Londrina,,,
"[387383536, 50214112]",False,,residential,False,119.61099999999999,"LINESTRING (-49.2428741 -16.8270973, -49.2430901 -16.8270656, -49.2439815 -16.8269144)",Rua Manaus,,,
50214112,False,,residential,False,99.85,"LINESTRING (-49.2439815 -16.8269144, -49.2448994 -16.8267289)",Rua Manaus,,,
387372166,False,,residential,True,78.212,"LINESTRING (-49.2439815 -16.8269144, -49.2438287 -16.8262264)",Avenida Brasil,,,
"[50214112, 387383536]",False,,residential,True,119.61099999999999,"LINESTRING (-49.2439815 -16.8269144, -49.2430901 -16.8270656, -49.2428741 -16.8270973)",Rua Manaus,,,
50214112,False,,residential,False,94.638,"LINESTRING (-49.2450029 -16.8267168, -49.2458816 -16.8265866)",Rua Manaus,,,
50214112,False,,residential,True,11.098,"LINESTRING (-49.2450029 -16.8267168, -49.2448994 -16.8267289)",Rua Manaus,,,
50214112,False,,residential,True,94.638,"LINESTRING (-49.2458816 -16.8265866, -49.2450029 -16.8267168)",Rua Manaus,,,
387363915,False,,residential,True,84.191,"LINESTRING (-49.2458816 -16.8265866, -49.245866 -16.8258296)",Avenida Argentina,,,
387364040,False,,residential,False,101.999,"LINESTRING (-49.2458816 -16.8265866, -49.24683 -16.8264549)",Rua Manaus,,,
50214128,True,2,primary,False,81.254,"LINESTRING (-49.2478734 -16.8263328, -49.2477612 -16.82561)",Avenida Chile,,,
387364040,False,,residential,True,111.881,"LINESTRING (-49.2478734 -16.8263328, -49.24683 -16.8264549)",Rua Manaus,,,
50214113,False,,residential,False,101.844,"LINESTRING (-49.2438287 -16.8262264, -49.2447642 -16.8260339)",Rua Recife,,,
387372166,False,,residential,False,78.212,"LINESTRING (-49.2438287 -16.8262264, -49.2439815 -16.8269144)",Avenida Brasil,,,
387372166,False,,residential,True,80.126,"LINESTRING (-49.2438287 -16.8262264, -49.2436785 -16.8255203)",Avenida Brasil,,,
50214113,False,,residential,False,107.141,"LINESTRING (-49.2448773 -16.8260107, -49.245866 -16.8258296)",Rua Recife,,,
50214113,False,,residential,True,12.311,"LINESTRING (-49.2448773 -16.8260107, -49.2447642 -16.8260339)",Rua Recife,,,
387368726,True,1,tertiary,False,79.645,"LINESTRING (-49.2448773 -16.8260107, -49.2450029 -16.8267168)",Avenida das Nações,,,
50214113,False,,residential,True,107.141,"LINESTRING (-49.245866 -16.8258296, -49.2448773 -16.8260107)",Rua Recife,,,
387363579,False,,residential,True,78.309,"LINESTRING (-49.245866 -16.8258296, -49.2457844 -16.8251297)",Avenida Argentina,,,
387363914,False,,residential,False,91.66,"LINESTRING (-49.245866 -16.8258296, -49.2467187 -16.8257142)",Rua Recife,,,
387363915,False,,residential,False,84.191,"LINESTRING (-49.245866 -16.8258296, -49.2458816 -16.8265866)",Avenida Argentina,,,
50214128,True,2,primary,False,82.774,"LINESTRING (-49.2477612 -16.82561, -49.2476482 -16.8248735)",Avenida Chile,,,
387363914,False,,residential,True,111.562,"LINESTRING (-49.2477612 -16.82561, -49.2467187 -16.8257142)",Rua Recife,,,
50214114,False,,residential,False,103.39,"LINESTRING (-49.2436785 -16.8255203, -49.2446275 -16.8253218)",Rua Vitória,,,
387372166,False,,residential,False,80.126,"LINESTRING (-49.2436785 -16.8255203, -49.2438287 -16.8262264)",Avenida Brasil,,,
387372166,False,,residential,True,85.766,"LINESTRING (-49.2436785 -16.8255203, -49.2435256 -16.824763)",Avenida Brasil,,,
50214114,False,,residential,False,114.307,"LINESTRING (-49.2447251 -16.825299, -49.2457844 -16.8251297)",Rua Vitória,,,
50214114,False,,residential,True,10.693,"LINESTRING (-49.2447251 -16.825299, -49.2446275 -16.8253218)",Rua Vitória,,,
387368726,True,1,tertiary,False,80.779,"LINESTRING (-49.2447251 -16.825299, -49.2448773 -16.8260107)",Avenida das Nações,,,
50214114,False,,residential,True,114.307,"LINESTRING (-49.2457844 -16.8251297, -49.2447251 -16.825299)",Rua Vitória,,,
387362929,False,,residential,True,76.759,"LINESTRING (-49.2457844 -16.8251297, -49.2456363 -16.8244541)",Avenida Argentina,,,
387363578,False,,residential,False,88.416,"LINESTRING (-49.2457844 -16.8251297, -49.2466029 -16.8249939)",Rua Vitória,,,
387363579,False,,residential,False,78.309,"LINESTRING (-49.2457844 -16.8251297, -49.245866 -16.8258296)",Avenida Argentina,,,
50214128,True,2,primary,False,73.495,"LINESTRING (-49.2476482 -16.8248735, -49.2475455 -16.8242199)",Avenida Chile,,,
387363578,False,,residential,False,8.091,"LINESTRING (-49.2476482 -16.8248735, -49.2477225 -16.8248581)",Rua Vitória,,,
387363578,False,,residential,True,112.059,"LINESTRING (-49.2476482 -16.8248735, -49.2466029 -16.8249939)",Rua Vitória,,,
388649467,True,2,primary,False,52.332,"LINESTRING (-49.247693 -16.8271068, -49.2477935 -16.8268622, -49.2478729 -16.8266688)",Avenida Teodomiro de Souza,,,
702901739,True,,residential,False,107.751,"LINESTRING (-49.2440228 -16.8218548, -49.2430293 -16.8220409)",Rua Benedito Batista de Toledo,,,
446608116,True,,residential,False,77.047,"LINESTRING (-49.2440228 -16.8218548, -49.243895 -16.8212584, -49.2438317 -16.8212001)",Rua José Cândido Queiroz,,,
448234009,True,1,tertiary,False,109.602,"LINESTRING (-49.2442417 -16.8230605, -49.2432328 -16.8232578)",Rua Abrão Lourenço de Carvalho,,,
923996734,True,,tertiary,False,54.946,"LINESTRING (-49.2442417 -16.8230605, -49.2441653 -16.8225718)",Rua José Cândido Queiroz,,,
468020448,False,,residential,False,119.674,"LINESTRING (-49.2444216 -16.82413, -49.2455338 -16.823972)",Avenida Dom Abel,30,,
906435769,False,,tertiary,True,43.502,"LINESTRING (-49.2444216 -16.82413, -49.2445126 -16.8245114)",Rua José Cândido Queiroz,,,
923996734,True,,tertiary,False,120.45400000000001,"LINESTRING (-49.2444216 -16.82413, -49.2443377 -16.8236315, -49.2442417 -16.8230605)",Rua José Cândido Queiroz,,,
50214120,True,,residential,False,136.34300000000002,"LINESTRING (-49.2427973 -16.8209672, -49.2421884 -16.8210866, -49.2415378 -16.8211895)",Rua Ernesto Luiz Furtado,,,
"[446608027, 447851143]",True,,residential,False,165.367,"LINESTRING (-49.2427973 -16.8209672, -49.2426891 -16.8203293, -49.2426498 -16.8201546, -49.2426433 -16.8201055, -49.2426525 -16.8200656, -49.2426771 -16.8200367, -49.2427139 -16.8200199, -49.2432064 -16.8198671)","['Rua Antônio Barbosa Sandoval', 'Rua São Francisco']",,,
446608027,True,,residential,False,57.821,"LINESTRING (-49.2428916 -16.8214793, -49.2427973 -16.8209672)",Rua Antônio Barbosa Sandoval,,,
383165901,True,,residential,False,104.767,"LINESTRING (-49.2428916 -16.8214793, -49.2433038 -16.8213569, -49.2438317 -16.8212001)",Rua São Domingos,,,
661072180,False,,residential,True,136.914,"LINESTRING (-49.2428916 -16.8214793, -49.2423346 -16.8215831, -49.2416237 -16.8216853)",Rua São Domingos,,,
446608027,True,,residential,False,56.734,"LINESTRING (-49.2432328 -16.8232578, -49.2431472 -16.8227542)",Rua Antônio Barbosa Sandoval,,,
448234009,True,1,tertiary,False,57.947,"LINESTRING (-49.2432328 -16.8232578, -49.2431306 -16.8232752, -49.2426968 -16.8233491)",Rua Abrão Lourenço de Carvalho,,,
50214154,True,,residential,False,105.928,"LINESTRING (-49.2434397 -16.8242854, -49.2444216 -16.82413)",Avenida Dom Abel,30,,
446608027,True,,residential,False,116.367,"LINESTRING (-49.2434397 -16.8242854, -49.2432328 -16.8232578)",Rua Antônio Barbosa Sandoval,,,
253456769,False,,tertiary,False,13.349,"LINESTRING (-49.2446638 -16.8192995, -49.2446885 -16.8194172)",Rua Onze de Maio,,,
253456769,False,,tertiary,True,60.176,"LINESTRING (-49.2446638 -16.8192995, -49.2445431 -16.8187708)",Rua Onze de Maio,,,
129003263,False,,residential,True,51.371,"LINESTRING (-49.246258 -16.8188862, -49.246288 -16.8193473)",Rua São José,,,
446609134,True,,residential,False,176.539,"LINESTRING (-49.246258 -16.8188862, -49.2459775 -16.8189141, -49.2455269 -16.8190065, -49.2446638 -16.8192995)",Rua São Francisco,,,
295767057,True,1,tertiary,False,22.689999999999998,"LINESTRING (-49.2479393 -16.8269352, -49.2479318 -16.826876, -49.2479305 -16.8268265, -49.247923 -16.8267861, -49.2479037 -16.8267355)",Avenida Chile,,,
50214124,True,1,primary,False,13.16,"LINESTRING (-49.2479822 -16.8268242, -49.2479393 -16.8269352)",Avenida Teodomiro de Souza,,,
115686036,True,1,tertiary,False,28.606,"LINESTRING (-49.2479822 -16.8268242, -49.2480416 -16.8270751)",Avenida Chile,,,
50214126,True,,tertiary,False,54.706,"LINESTRING (-49.2455338 -16.823972, -49.2456363 -16.8244541)",Rua Onze de Maio,,,
468020448,False,,residential,False,115.786,"LINESTRING (-49.2455338 -16.823972, -49.2466101 -16.8238207)",Avenida Dom Abel,30,,
468020448,False,,residential,True,119.674,"LINESTRING (-49.2455338 -16.823972, -49.2444216 -16.82413)",Avenida Dom Abel,30,,
468020448,False,,residential,False,9.101,"LINESTRING (-49.2473538 -16.823735, -49.2474374 -16.8237178)",Avenida Dom Abel,30,,
388430064,True,2,primary,False,111.878,"LINESTRING (-49.2473538 -16.823735, -49.2472542 -16.8229823, -49.2472408 -16.8227352)",Rua São Bento,,,
468020448,False,,residential,True,79.727,"LINESTRING (-49.2473538 -16.823735, -49.2470465 -16.82377, -49.2468301 -16.8237951, -49.2466101 -16.8238207)",Avenida Dom Abel,30,,
50214129,True,2,primary,False,57.819,"LINESTRING (-49.2474374 -16.8237178, -49.2476218 -16.8242069)",Rua São Bento,,,
468020448,False,,residential,True,9.101,"LINESTRING (-49.2474374 -16.8237178, -49.2473538 -16.823735)",Avenida Dom Abel,30,,
383186851,True,2,primary,False,10.186,"LINESTRING (-49.2474724 -16.8227713, -49.247424 -16.822804, -49.2473891 -16.8228141)",,,,roundabout
308242427,True,,residential,False,78.326,"LINESTRING (-49.2470892 -16.8220528, -49.2469579 -16.8213597)",Rua São Bento,,,
448232328,True,1,tertiary,False,155.209,"LINESTRING (-49.2470892 -16.8220528, -49.2477522 -16.8219331, -49.2485212 -16.8217893)",Rua João Batista de Toledo,,,
