osmid,ref,highway,oneway,reversed,length,name,geometry,lanes,bridge
180353127,ES-320,secondary,False,False,30.15,,"LINESTRING (-40.8882003 -18.7607194, -40.8879959 -18.7609093)",,
591351484,BR-381,primary,False,True,24.333,Avenida Presidente Castelo Branco,"LINESTRING (-40.8882003 -18.7607194, -40.8879934 -18.7606219)",,
251846333,ES-320,primary,False,False,69.623,Avenida Presidente Castelo Branco,"LINESTRING (-40.8882003 -18.7607194, -40.8883322 -18.7607699, -40.8884709 -18.760815, -40.8886413 -18.760847, -40.8888389 -18.7608661)",,
292438363,ES-320,primary,False,False,136.898,Avenida Prefeito Edson Henrique Pereira,"LINESTRING (-40.8900157 -18.7606264, -40.8904528 -18.7594669)",,
292438363,ES-320,primary,False,True,24.136,Avenida Prefeito Edson Henrique Pereira,"LINESTRING (-40.8900157 -18.7606264, -40.8899925 -18.7607172, -40.8899831 -18.7607451, -40.889967 -18.7607743, -40.8899512 -18.7607959, -40.8899301 -18.7608248)",,
180353197,,residential,False,True,47.382,Rua Juiz Thaurion Pimentel,"LINESTRING (-40.8907469 -18.7584549, -40.8903219 -18.7583148)",,
329582843,,residential,True,False,11.37,Rua Juiz Thaurion Pimentel,"LINESTRING (-40.8907469 -18.7584549, -40.8908541 -18.7584672)",,
180353128,,residential,True,False,57.826,Rua Deputado Coelho Rodrigues,"LINESTRING (-40.8928374 -18.7549024, -40.892324 -18.7547177)",,
292438361,ES-320,primary,True,False,59.166,Avenida Jones dos Santos Neves,"LINESTRING (-40.8928374 -18.7549024, -40.8930336 -18.7544038)",,
251846319,,primary,True,False,7.805,,"LINESTRING (-40.8931025 -18.7544297, -40.8930336 -18.7544038)",,
292438429,ES-320,primary,True,False,59.122,Avenida Jones dos Santos Neves,"LINESTRING (-40.8931025 -18.7544297, -40.8929005 -18.7549258)",,
180352715,,residential,False,False,113.077,Rua Manoel Gonçalves,"LINESTRING (-40.8935719 -18.7546161, -40.8931186 -18.755538)",,
251846345,BR-381,primary,True,False,53.608999999999995,Rua Elizeu Divino,"LINESTRING (-40.8935719 -18.7546161, -40.8935018 -18.754584, -40.8932 -18.7544685, -40.8931025 -18.7544297)",,
251846345,BR-381,primary,True,False,172.185,Rua Elizeu Divino,"LINESTRING (-40.8956194 -18.7561549, -40.8955899 -18.756099, -40.8955537 -18.7560504, -40.895494 -18.7559939, -40.8943688 -18.7551704)",,
285518500,BR-381,primary,False,False,179.792,Rua Gabriel Patrício,"LINESTRING (-40.8956194 -18.7561549, -40.8956288 -18.7562006, -40.8956331 -18.7562549, -40.8956851 -18.7566784, -40.895781 -18.757639, -40.8957793 -18.7576765, -40.8957726 -18.757713, -40.8957575 -18.757761)",,
255350510,,residential,False,True,41.807,,"LINESTRING (-40.8957575 -18.757761, -40.8957904 -18.7577902, -40.8958061 -18.7578121, -40.8958239 -18.7578438, -40.8959214 -18.7580985)",,
285518500,BR-381,primary,False,True,179.792,Rua Gabriel Patrício,"LINESTRING (-40.8957575 -18.757761, -40.8957726 -18.757713, -40.8957793 -18.7576765, -40.895781 -18.757639, -40.8956851 -18.7566784, -40.8956331 -18.7562549, -40.8956288 -18.7562006, -40.8956194 -18.7561549)",,
285518534,BR-381,primary,False,False,100.438,Rua Vereador Tito Valdemar Vieira,"LINESTRING (-40.8957575 -18.757761, -40.8955309 -18.7580511, -40.8954605 -18.7581394, -40.8954383 -18.7581883, -40.895429 -18.7582378, -40.8954276 -18.7582873, -40.8954424 -18.7583788, -40.8954719 -18.7585629)",,
272578330,,residential,False,True,124.86699999999999,Rua Santa Catarina,"LINESTRING (-40.8954719 -18.7585629, -40.8952469 -18.758597, -40.8951064 -18.7586254, -40.8950736 -18.7586432, -40.8950471 -18.7586686, -40.8950374 -18.7586927, -40.8950306 -18.7587257, -40.8950146 -18.7588873, -40.8949716 -18.7590924, -40.8949006 -18.7593527)",,
285518534,BR-381,primary,False,False,153.805,Rua Vereador Tito Valdemar Vieira,"LINESTRING (-40.8954719 -18.7585629, -40.8955859 -18.7592251, -40.8956945 -18.7599299)",,
