osmid,highway,oneway,reversed,length,name,geometry,ref,maxspeed,bridge
1253673081,residential,False,True,217.808,,"LINESTRING (-50.9920797 -25.2023478, -50.9916521 -25.204268)",,,
1253673086,tertiary,False,True,127.54,Linha Ivaí,"LINESTRING (-50.9920797 -25.2023478, -50.9933008 -25.2020398)",,,
1253673083,tertiary,False,False,232.762,Linha Ivaí,"LINESTRING (-50.9920797 -25.2023478, -50.9914558 -25.2025437, -50.9911381 -25.2026725, -50.9908753 -25.2028271, -50.9902411 -25.2032211, -50.9900793 -25.2033589)",,,
539228473,tertiary,False,True,122.915,Linha Ivaí,"LINESTRING (-50.9865615 -25.2037707, -50.9877546 -25.2040085)",,,
202145952,tertiary,False,False,128.35,Rua Doutor Osório Guimarães,"LINESTRING (-50.9865615 -25.2037707, -50.986483 -25.2039266, -50.9859952 -25.2048049)",,,
"[1253673073, 539228473]",tertiary,False,False,141.962,Linha Ivaí,"LINESTRING (-50.9865615 -25.2037707, -50.985855 -25.2035819, -50.9852071 -25.2034127)",,,
232164500,residential,False,True,192.125,Rua Afonso Pena,"LINESTRING (-50.9892048 -25.2042832, -50.9883532 -25.2058297)",,,
1253673079,tertiary,False,True,50.81,Linha Ivaí,"LINESTRING (-50.9892048 -25.2042832, -50.9894176 -25.2038688)",,,
539228473,tertiary,False,False,69.988,Linha Ivaí,"LINESTRING (-50.9892048 -25.2042832, -50.9886962 -25.2041967, -50.988522 -25.204163)",,,
"[236436500, 1253673085]",residential,False,False,127.00200000000001,Marginal BR-373,"LINESTRING (-50.9892048 -25.2042832, -50.9897796 -25.204389, -50.9904418 -25.2045109)",,,
202145952,tertiary,False,False,124.562,Rua Doutor Osório Guimarães,"LINESTRING (-50.9859952 -25.2048049, -50.9854392 -25.2058058)",,,
234644893,residential,False,False,169.643,Rua Irmã Rafaela,"LINESTRING (-50.9859952 -25.2048049, -50.9875111 -25.205473)",,,
234644893,residential,False,True,140.223,Rua Irmã Rafaela,"LINESTRING (-50.9859952 -25.2048049, -50.9847505 -25.2042375)",,,
202145952,tertiary,False,True,128.35,Rua Doutor Osório Guimarães,"LINESTRING (-50.9859952 -25.2048049, -50.986483 -25.2039266, -50.9865615 -25.2037707)",,,
