osmid,highway,oneway,reversed,length,ref,junction,geometry,name,lanes
497580828,tertiary,False,True,23.894,,,"LINESTRING (-56.1466735 -21.4839881, -56.1467993 -21.4838079)",,
896897462,primary,False,True,70.211,BR-060,,"LINESTRING (-56.1466735 -21.4839881, -56.1460398 -21.4837623)",,
159105740,primary,True,False,41.851,BR-267,,"LINESTRING (-56.145383 -21.4834991, -56.1450093 -21.4833551)",,
295949220,primary,True,False,62.668000000000006,BR-267,roundabout,"LINESTRING (-56.145383 -21.4834991, -56.1453305 -21.4834351, -56.1453013 -21.4833593, -56.1452983 -21.4832788, -56.1453216 -21.4832013, -56.1453692 -21.483134, -56.1454364 -21.4830834, -56.145517 -21.4830541)",,
295949220,primary,True,False,19.705,BR-267,roundabout,"LINESTRING (-56.145554 -21.4835711, -56.1454619 -21.4835488, -56.145383 -21.4834991)",,
31581400,primary,False,True,47.052,BR-267,,"LINESTRING (-56.1520668 -21.4819588, -56.1516287 -21.4820722)",,
185164627,residential,False,False,22.194,,,"LINESTRING (-56.1520668 -21.4819588, -56.1520078 -21.4817669)",Rua Amazonas,
31581400,primary,False,False,103.323,BR-267,,"LINESTRING (-56.1520668 -21.4819588, -56.1528438 -21.4817433, -56.1530269 -21.4817045)",,
159105742,primary,True,False,58.038,BR-267,,"LINESTRING (-56.1456529 -21.4830574, -56.1462106 -21.4831132)",,
295949220,primary,True,False,35.472,BR-267,roundabout,"LINESTRING (-56.1456529 -21.4830574, -56.1457311 -21.48309, -56.1457951 -21.4831431, -56.145839 -21.4832116, -56.1458587 -21.4832892)",,
295949220,primary,True,False,16.983,BR-267,roundabout,"LINESTRING (-56.1458587 -21.4832892, -56.1458532 -21.4833654, -56.1458244 -21.4834369)",,
295949220,primary,True,False,14.171,BR-267,roundabout,"LINESTRING (-56.145517 -21.4830541, -56.1455852 -21.483048, -56.1456529 -21.4830574)",,
31581400,primary,False,False,43.292,BR-267,,"LINESTRING (-56.1462106 -21.4831132, -56.146629 -21.4831132)",,
295949219,primary,True,False,42.386,BR-267,,"LINESTRING (-56.1462106 -21.4831132, -56.1460577 -21.4831469, -56.145939 -21.4832155, -56.1458587 -21.4832892)",,
295032280,primary,True,False,54.577,BR-060,,"LINESTRING (-56.1460398 -21.4837623, -56.145554 -21.4835711)",,1
896897462,primary,False,False,70.211,BR-060,,"LINESTRING (-56.1460398 -21.4837623, -56.1466735 -21.4839881)",,
185164621,residential,False,False,159.455,,,"LINESTRING (-56.1516791 -21.4754491, -56.1501924 -21.4758264)",Rua Aquidauana,
185164624,residential,False,False,99.427,,,"LINESTRING (-56.1516791 -21.4754491, -56.1519418 -21.4763092)",Rua Espírito Santo,
185164632,residential,False,False,120.176,,,"LINESTRING (-56.1452272 -21.4755639, -56.1461599 -21.4762079)",Rua Marcelina Leite,
185164728,residential,False,False,65.469,,,"LINESTRING (-56.1452272 -21.4755639, -56.1448602 -21.4760435)",Rua Ary Coelho de Oliveira,
185164656,residential,False,False,114.068,,,"LINESTRING (-56.1466815 -21.4755742, -56.1475795 -21.4761692)",Rua Minas Gerais,
185164708,residential,False,False,88.76,,,"LINESTRING (-56.1466815 -21.4755742, -56.1461599 -21.4762079)",Rua Marechal Rondon,
185164621,residential,False,False,158.399,,,"LINESTRING (-56.1501924 -21.4758264, -56.1487189 -21.4762125)",Rua Aquidauana,
185164621,residential,False,True,159.455,,,"LINESTRING (-56.1501924 -21.4758264, -56.1516791 -21.4754491)",Rua Aquidauana,
185164627,residential,False,True,99.631,,,"LINESTRING (-56.1501924 -21.4758264, -56.1504555 -21.4766883)",Rua Amazonas,
459260944,residential,False,True,166.337,,,"LINESTRING (-56.1534951 -21.475924, -56.1519418 -21.4763092)",Rua Três Lagoas,
185164656,residential,False,True,114.068,,,"LINESTRING (-56.1475795 -21.4761692, -56.1466815 -21.4755742)",Rua Minas Gerais,
185164723,residential,False,False,85.37,,,"LINESTRING (-56.1475795 -21.4761692, -56.1470767 -21.4767779)",Rua Primeiro de Maio,
185164656,residential,False,False,56.546,,,"LINESTRING (-56.1475795 -21.4761692, -56.147871 -21.4763624, -56.1480554 -21.4763992)",Rua Minas Gerais,
185164632,residential,False,False,114.09,,,"LINESTRING (-56.1461599 -21.4762079, -56.1470767 -21.4767779)",Rua Marcelina Leite,
185164632,residential,False,True,120.176,,,"LINESTRING (-56.1461599 -21.4762079, -56.1452272 -21.4755639)",Rua Marcelina Leite,
185164708,residential,False,True,88.76,,,"LINESTRING (-56.1461599 -21.4762079, -56.1466815 -21.4755742)",Rua Marechal Rondon,
185164708,residential,False,False,125.613,,,"LINESTRING (-56.1461599 -21.4762079, -56.1458022 -21.4766766, -56.1454498 -21.4771241)",Rua Marechal Rondon,
185164621,residential,False,False,71.726,,,"LINESTRING (-56.1487189 -21.4762125, -56.1480554 -21.4763992)",Rua Aquidauana,
185164621,residential,False,True,158.399,,,"LINESTRING (-56.1487189 -21.4762125, -56.1501924 -21.4758264)",Rua Aquidauana,
185164759,residential,False,False,102.056,,,"LINESTRING (-56.1487189 -21.4762125, -56.1489779 -21.4770981)",Rua Paraná,
185164624,residential,False,False,100.673,,,"LINESTRING (-56.1519418 -21.4763092, -56.1522012 -21.4771818)",Rua Espírito Santo,
185164624,residential,False,True,99.427,,,"LINESTRING (-56.1519418 -21.4763092, -56.1516791 -21.4754491)",Rua Espírito Santo,
459260944,residential,False,False,166.337,,,"LINESTRING (-56.1519418 -21.4763092, -56.1534951 -21.475924)",Rua Três Lagoas,
459260944,residential,False,True,159.467,,,"LINESTRING (-56.1519418 -21.4763092, -56.1504555 -21.4766883)",Rua Três Lagoas,
