osmid,oneway,lanes,name,highway,reversed,length,ref,maxspeed,geometry
164959160,True,2,Avenida Inácio José Schaeffer,secondary,False,16.124,,,"LINESTRING (-49.918014 -29.4509866, -49.9181467 -29.4510742)"
164959161,False,,Rua Rodolfo Maggi,residential,False,101.243,,,"LINESTRING (-49.918014 -29.4509866, -49.9185812 -29.4502217)"
311020395,False,2,Rua Severiano Rodrigues da Silva,secondary,False,92.063,ERS-494,50,"LINESTRING (-49.9205567 -29.4479573, -49.9207377 -29.4487701)"
164959161,False,,Rua Rodolfo Maggi,residential,True,220.712,,,"LINESTRING (-49.9205567 -29.4479573, -49.9203912 -29.4480828, -49.9200283 -29.4483687, -49.9199381 -29.448444, -49.9197889 -29.4485786, -49.9197091 -29.4486676, -49.9191224 -29.449479)"
301602015,False,,Rua José Cândido de Matos,residential,True,10.409,,,"LINESTRING (-49.923206 -29.451003, -49.9232201 -29.4510958)"
311020396,False,,Rua Bernanrdino Manoel Rodrigues,residential,False,15.332,,,"LINESTRING (-49.923206 -29.451003, -49.9230491 -29.4510216)"
311020395,False,2,Rua Severiano Rodrigues da Silva,secondary,False,59.59,ERS-494,50,"LINESTRING (-49.9214217 -29.4512821, -49.9215639 -29.4518035)"
311020395,False,2,Rua Severiano Rodrigues da Silva,secondary,True,177.847,ERS-494,50,"LINESTRING (-49.9214217 -29.4512821, -49.9209778 -29.4497301)"
311020396,False,,Rua Bernanrdino Manoel Rodrigues,residential,True,160.219,,,"LINESTRING (-49.9214217 -29.4512821, -49.9221969 -29.451163, -49.9230491 -29.4510216)"
164959160,True,2,Avenida Inácio José Schaeffer,secondary,False,14.937,,,"LINESTRING (-49.9142589 -29.4485377, -49.9143776 -29.4486235)"
301569427,False,,Rua Francisco Hipólito Rolim,residential,False,26.191,,,"LINESTRING (-49.9166594 -29.4516885, -49.9168852 -29.4518182)"
301569427,False,,Rua Francisco Hipólito Rolim,residential,True,38.644999999999996,,,"LINESTRING (-49.9166594 -29.4516885, -49.9165615 -29.4516464, -49.9164476 -29.4515822, -49.9163242 -29.4515016)"
301569441,False,,,residential,False,99.175,,,"LINESTRING (-49.9166594 -29.4516885, -49.9168311 -29.4513264, -49.9170611 -29.4508681)"
301569493,False,,Rua Abílio Franzen,residential,True,95.901,,,"LINESTRING (-49.918596 -29.4516955, -49.9180435 -29.4524113)"
301681497,True,,Avenida Padre Rizzieri Delai,secondary,False,86.859,,,"LINESTRING (-49.918596 -29.4516955, -49.9178299 -29.4512891)"
164959160,True,2,Avenida Inácio José Schaeffer,secondary,False,112.296,,,"LINESTRING (-49.9195348 -29.451748, -49.9205004 -29.4523074)"
301602020,False,,Rua Manoel João Machado,residential,False,95.551,,,"LINESTRING (-49.9195348 -29.451748, -49.9200578 -29.4510193)"
301569427,False,,Rua Francisco Hipólito Rolim,residential,True,26.191,,,"LINESTRING (-49.9168852 -29.4518182, -49.9166594 -29.4516885)"
301569440,False,,Rua Francisco Hipólito Rolim,residential,False,82.311,,,"LINESTRING (-49.9173226 -29.452019, -49.9180435 -29.4524113)"
541965106,False,,Rua José Otávio Reck,residential,False,95.697,,,"LINESTRING (-49.9173226 -29.452019, -49.9168109 -29.4527553)"
541965106,False,,Rua José Otávio Reck,residential,True,94.868,,,"LINESTRING (-49.9173226 -29.452019, -49.9178299 -29.4512891)"
301569474,True,,,motorway_link,False,74.219,,,"LINESTRING (-49.9197878 -29.4520627, -49.9201101 -29.4521602, -49.9205004 -29.4523074)"
301569498,False,,Rua Doutor Raul Di Primo,residential,False,94.95500000000001,,,"LINESTRING (-49.919312 -29.4520821, -49.9192519 -29.4521667, -49.9187962 -29.4528084)"
301681497,True,,Avenida Padre Rizzieri Delai,secondary,False,81.57300000000001,,,"LINESTRING (-49.919312 -29.4520821, -49.9192414 -29.452044, -49.9187122 -29.4517582, -49.918596 -29.4516955)"
301569486,False,,Rua 13,residential,False,104.474,,,"LINESTRING (-49.9155088 -29.4520727, -49.9145968 -29.4525748)"
301569486,False,,Rua 13,residential,True,101.34,,,"LINESTRING (-49.9155088 -29.4520727, -49.9158695 -29.4518286, -49.9162075 -29.451581, -49.9163242 -29.4515016)"
"[1032073224, 301569452]",False,,Rua João Cardoso Rolim,residential,True,147.161,,,"LINESTRING (-49.9155088 -29.4520727, -49.9159381 -29.4523, -49.9163029 -29.4524899, -49.9168109 -29.4527553)"
301681497,True,,Avenida Padre Rizzieri Delai,secondary,False,19.436,,,"LINESTRING (-49.9194838 -29.4521725, -49.919312 -29.4520821)"
164959160,True,2,Avenida Inácio José Schaeffer,secondary,False,151.845,,,"LINESTRING (-49.9205004 -29.4523074, -49.9210314 -29.4525853, -49.9218457 -29.4530092)"
