osmid,oneway,name,highway,reversed,length,geometry,bridge
553160426,True,Praça Henrique Moreira,secondary,False,38.626,"LINESTRING (-46.7472001 -22.1893504, -46.7475723 -22.1893939)",
254977269,False,Rua Arthur Vergueiro,secondary,False,62.113,"LINESTRING (-46.7472001 -22.1893504, -46.7473202 -22.1896288, -46.7474366 -22.1898641)",
254977269,False,Rua Arthur Vergueiro,secondary,True,62.827,"LINESTRING (-46.7472001 -22.1893504, -46.7471477 -22.1892723, -46.7470029 -22.1890325, -46.7468995 -22.1888588)",
254977524,True,Avenida Romualdo de Souza Brito,secondary,False,6.387,"LINESTRING (-46.7475723 -22.1893939, -46.7476327 -22.189407)",
868530872,True,,secondary,False,15.409,"LINESTRING (-46.7475723 -22.1893939, -46.7476147 -22.189261)",yes
400361436,True,Rua XV de Novembro,secondary,False,54.535,"LINESTRING (-46.7476327 -22.189407, -46.7474919 -22.1898798)",
254977524,True,Avenida Romualdo de Souza Brito,secondary,False,105.514,"LINESTRING (-46.7476327 -22.189407, -46.7478742 -22.189461, -46.7481265 -22.1895514, -46.7483382 -22.1896445, -46.7485717 -22.1897727)",
254977269,False,Rua Arthur Vergueiro,secondary,True,5.955,"LINESTRING (-46.7474919 -22.1898798, -46.7474366 -22.1898641)",
400361436,True,Rua XV de Novembro,secondary,False,72.905,"LINESTRING (-46.7474919 -22.1898798, -46.7473207 -22.190516)",
392417590,False,Rua Floriano Peixoto,residential,False,109.878,"LINESTRING (-46.7458131 -22.1901669, -46.7455571 -22.1911262)",
392417590,False,Rua Floriano Peixoto,residential,True,181.961,"LINESTRING (-46.7458131 -22.1901669, -46.7462261 -22.1885758)",
869989529,True,Rua Barão de Mota Paes,residential,False,68.965,"LINESTRING (-46.7464615 -22.1903225, -46.7458131 -22.1901669)",
869992154,False,Rua Marquês do Herval,residential,False,108.539,"LINESTRING (-46.7464615 -22.1903225, -46.7462359 -22.191276)",
394711316,True,Rua Marquês do Herval,residential,False,170.185,"LINESTRING (-46.7464615 -22.1903225, -46.7468195 -22.1889449, -46.7468995 -22.1888588)",
254977524,True,Avenida Romualdo de Souza Brito,secondary,False,238.184,"LINESTRING (-46.7501303 -22.191083, -46.7501637 -22.1912027, -46.7501994 -22.1913433, -46.7502526 -22.1914794, -46.7503255 -22.1916177, -46.7505011 -22.1918034, -46.7509202 -22.1921757, -46.7514441 -22.1928002)",
400361433,False,Rua Honório Soares,residential,False,147.06,"LINESTRING (-46.7501303 -22.191083, -46.7494897 -22.1910853, -46.7489256 -22.1915944)",
254977276,True,Rua Barão de Mota Paes,secondary,False,11.096,"LINESTRING (-46.7493698 -22.1920167, -46.7492873 -22.1919525)",
552712205,False,Rua Vicente Gonçalves,residential,False,103.755,"LINESTRING (-46.7493698 -22.1920167, -46.7491423 -22.1929257)",
254977276,True,Rua Barão de Mota Paes,secondary,False,126.65,"LINESTRING (-46.7508361 -22.1933517, -46.7499553 -22.1925566)",
400361432,True,Rua José Eduardo,residential,False,87.631,"LINESTRING (-46.7508361 -22.1933517, -46.7514441 -22.1928002)",
552712199,False,Rua Abelardo Cezar,residential,False,35.22,"LINESTRING (-46.7508361 -22.1933517, -46.7506161 -22.1932655, -46.7505157 -22.1932434)",
254977276,True,Rua Barão de Mota Paes,secondary,False,65.884,"LINESTRING (-46.7516953 -22.1941237, -46.7512277 -22.1937192)",
552686118,False,Rua Emerenciana Leite,residential,False,47.303,"LINESTRING (-46.7516953 -22.1941237, -46.7513738 -22.1944276)",
400362725,False,Praça Mota Sobrinho,residential,False,40.428,"LINESTRING (-46.7509305 -22.19569, -46.7510214 -22.1960437)",
400362725,False,Praça Mota Sobrinho,residential,True,28.069,"LINESTRING (-46.7509305 -22.19569, -46.7508675 -22.1954444)",
400362723,False,Rua Benjamin Constant,residential,True,70.868,"LINESTRING (-46.751191 -22.1945856, -46.7514081 -22.1951904)",
552686118,False,Rua Emerenciana Leite,residential,False,73.873,"LINESTRING (-46.751191 -22.1945856, -46.7506812 -22.1950531)",
552686118,False,Rua Emerenciana Leite,residential,True,25.746,"LINESTRING (-46.751191 -22.1945856, -46.7513738 -22.1944276)",
886994743,True,Rua Benjamin Constant,residential,False,25.601,"LINESTRING (-46.751191 -22.1945856, -46.7511146 -22.1943665)",
1013191622,True,Avenida Oliveira Motta,secondary,False,7.165,"LINESTRING (-46.7491516 -22.1969672, -46.7490973 -22.1969269)",
1013191622,True,Avenida Oliveira Motta,secondary,False,68.283,"LINESTRING (-46.7490973 -22.1969269, -46.7485603 -22.1965665)",
887013664,True,Rua Prefeito Lessa,primary,False,11.573,"LINESTRING (-46.7490973 -22.1969269, -46.7491449 -22.196902, -46.7491838 -22.1968625)",
392417590,False,Rua Floriano Peixoto,residential,False,109.285,"LINESTRING (-46.7455571 -22.1911262, -46.7452976 -22.1920792)",
392417590,False,Rua Floriano Peixoto,residential,True,109.878,"LINESTRING (-46.7455571 -22.1911262, -46.7458131 -22.1901669)",
869989526,False,Rua Vigário Montenegro,residential,False,128.119,"LINESTRING (-46.7455571 -22.1911262, -46.7443465 -22.1908596)",
869989527,True,Rua Vigário Montenegro,residential,False,71.846,"LINESTRING (-46.7455571 -22.1911262, -46.7462359 -22.191276)",
392417592,False,Rua Vigário Montenegro,residential,False,61.674,"LINESTRING (-46.7476447 -22.191595, -46.7470618 -22.1914672)",
392417592,False,Rua Vigário Montenegro,residential,True,108.704,"LINESTRING (-46.7476447 -22.191595, -46.7486731 -22.1918163)",
552712190,True,Rua Coronel Joaquim Vergueiro,tertiary,False,108.118,"LINESTRING (-46.7476447 -22.191595, -46.7478814 -22.1906477)",
392417592,False,Rua Vigário Montenegro,residential,False,108.704,"LINESTRING (-46.7486731 -22.1918163, -46.7476447 -22.191595)",
392417592,False,Rua Vigário Montenegro,residential,True,65.025,"LINESTRING (-46.7486731 -22.1918163, -46.7492873 -22.1919525)",
552712201,False,Rua Xavier Ribeiro,residential,False,42.443,"LINESTRING (-46.7486731 -22.1918163, -46.7487673 -22.1914447)",
