osmid,oneway,name,highway,reversed,length,geometry,tunnel,junction,ref,bridge
213510627,False,Rua Bueno Juventino de Moura,residential,False,95.31,"LINESTRING (-50.1950529 -23.8427435, -50.1949587 -23.8418907)",,,,
213510627,False,Rua Bueno Juventino de Moura,residential,True,93.405,"LINESTRING (-50.1950529 -23.8427435, -50.1950848 -23.843583)",,,,
213510629,False,Rua Campos Sales,residential,False,74.89,"LINESTRING (-50.1950529 -23.8427435, -50.1943173 -23.8427737)",,,,
213510649,False,Rua Vereador Pedro Bueno Sobrinho,residential,True,40.213,"LINESTRING (-50.1931202 -23.8474414, -50.1934778 -23.8475957)",,,,
"[213510649, 213512782]",False,"['Rua Vereador Pedro Bueno Sobrinho', 'Rua Vereador José de Moura Bueno']",residential,False,123.078,"LINESTRING (-50.1931202 -23.8474414, -50.1928164 -23.8472947, -50.1920523 -23.8469207)",,,,
626283846,False,,residential,False,214.61800000000002,"LINESTRING (-50.1931202 -23.8474414, -50.1930597 -23.8477346, -50.1929875 -23.8480687, -50.1929028 -23.8482856, -50.1928076 -23.8484941, -50.1926265 -23.8488044, -50.1925483 -23.848936, -50.1924851 -23.849096, -50.1924542 -23.8491451, -50.1923944 -23.8492366)",,,,
626283846,False,,residential,True,121.56400000000001,"LINESTRING (-50.1931202 -23.8474414, -50.1932772 -23.8466802, -50.1933489 -23.8463684)",,,,
213510654,False,Rua Clemente Baum,residential,False,75.056,"LINESTRING (-50.1943167 -23.8491012, -50.1936563 -23.8487999)",,,,
213510654,False,Rua Clemente Baum,residential,True,72.317,"LINESTRING (-50.1943167 -23.8491012, -50.1949629 -23.8493726)",,,,
213510560,False,Rua Arthur Sampaio,residential,False,115.006,"LINESTRING (-50.1943167 -23.8491012, -50.1947729 -23.8482164, -50.1948001 -23.8481662)",,,,
213510560,False,Rua Arthur Sampaio,residential,False,117.186,"LINESTRING (-50.1948001 -23.8481662, -50.1952925 -23.8472134)",,,,
213510649,False,Rua Vereador Pedro Bueno Sobrinho,residential,False,75.723,"LINESTRING (-50.1948001 -23.8481662, -50.1941272 -23.8478747)",,,,
213510649,False,Rua Vereador Pedro Bueno Sobrinho,residential,True,73.612,"LINESTRING (-50.1948001 -23.8481662, -50.1954548 -23.8484485)",,,,
213510560,False,Rua Arthur Sampaio,residential,True,115.006,"LINESTRING (-50.1948001 -23.8481662, -50.1947729 -23.8482164, -50.1943167 -23.8491012)",,,,
213510554,False,Rua Abraão Faráh,residential,False,77.164,"LINESTRING (-50.1935239 -23.8419487, -50.1942817 -23.841915)",,,,
213510554,False,Rua Abraão Faráh,residential,True,61.09,"LINESTRING (-50.1935239 -23.8419487, -50.1929242 -23.8419796)",,,,
213510584,False,Rua Cícero Lopes,residential,False,95.836,"LINESTRING (-50.1935239 -23.8419487, -50.1935358 -23.8410869)",,,,
213510575,False,Rua Euzébio Rodrigues de Mello,residential,False,114.286,"LINESTRING (-50.1954548 -23.8484485, -50.1949629 -23.8493726)",,,,
213510649,False,Rua Vereador Pedro Bueno Sobrinho,residential,False,73.612,"LINESTRING (-50.1954548 -23.8484485, -50.1948001 -23.8481662)",,,,
213510554,False,Rua Abraão Faráh,residential,False,61.09,"LINESTRING (-50.1929242 -23.8419796, -50.1935239 -23.8419487)",,,,
213510640,False,,residential,False,94.27,"LINESTRING (-50.1929242 -23.8419796, -50.1931541 -23.8428009)",,,,
213510640,False,,residential,True,95.429,"LINESTRING (-50.1929242 -23.8419796, -50.1928732 -23.8417145, -50.1928588 -23.8414474, -50.1928787 -23.8411263)",,,,
213510629,False,Rua Campos Sales,residential,True,118.342,"LINESTRING (-50.1931541 -23.8428009, -50.1943173 -23.8427737)",,,,
213510640,False,,residential,True,94.27,"LINESTRING (-50.1931541 -23.8428009, -50.1929242 -23.8419796)",,,,
213510640,False,,residential,False,36.911,"LINESTRING (-50.1931541 -23.8428009, -50.1931753 -23.8429071, -50.1932292 -23.8431256)",,,,
213510554,False,Rua Abraão Faráh,residential,True,68.908,"LINESTRING (-50.1949587 -23.8418907, -50.1942817 -23.841915)",,,,
213510627,False,Rua Bueno Juventino de Moura,residential,False,96.452,"LINESTRING (-50.1949587 -23.8418907, -50.194984 -23.8410236)",,,,
213510627,False,Rua Bueno Juventino de Moura,residential,True,95.31,"LINESTRING (-50.1949587 -23.8418907, -50.1950529 -23.8427435)",,,,
213510544,False,Rua José Fortunato Heidgger,residential,False,95.552,"LINESTRING (-50.1943173 -23.8427737, -50.1942817 -23.841915)",,,,
213510544,False,Rua José Fortunato Heidgger,residential,True,92.169,"LINESTRING (-50.1943173 -23.8427737, -50.1943617 -23.8436016)",,,,
213510629,False,Rua Campos Sales,residential,False,118.342,"LINESTRING (-50.1943173 -23.8427737, -50.1931541 -23.8428009)",,,,
213510629,False,Rua Campos Sales,residential,True,74.89,"LINESTRING (-50.1943173 -23.8427737, -50.1950529 -23.8427435)",,,,
213510627,False,Rua Bueno Juventino de Moura,residential,False,93.876,"LINESTRING (-50.1951235 -23.8444265, -50.1950848 -23.843583)",,,,
213510644,False,Rua José Correira Mendes,residential,False,75.315,"LINESTRING (-50.1951235 -23.8444265, -50.1943831 -23.844439)",,,,
214296888,False,Rua Alfredo Marques,residential,True,146.471,"LINESTRING (-50.1951235 -23.8444265, -50.1945039 -23.8456156)",,,,
213510544,False,Rua José Fortunato Heidgger,residential,True,93.743,"LINESTRING (-50.1942552 -23.8410723, -50.1942817 -23.841915)",,,,
213510635,False,Rua Delegado Abrilino Barbosa Ribas,residential,False,73.186,"LINESTRING (-50.1942552 -23.8410723, -50.1935358 -23.8410869)",,,,
213510635,False,Rua Delegado Abrilino Barbosa Ribas,residential,True,74.321,"LINESTRING (-50.1942552 -23.8410723, -50.194984 -23.8410236)",,,,
213510570,False,Rua José David Vieira,residential,True,36.34,"LINESTRING (-50.1935267 -23.8452192, -50.1938602 -23.8453365)",,,,
626283846,False,,residential,True,83.268,"LINESTRING (-50.1935267 -23.8452192, -50.193536 -23.8444704)",,,,
626283846,False,,residential,False,129.328,"LINESTRING (-50.1935267 -23.8452192, -50.1934757 -23.8458167, -50.1933489 -23.8463684)",,,,
213510575,False,Rua Euzébio Rodrigues de Mello,residential,True,114.286,"LINESTRING (-50.1949629 -23.8493726, -50.1954548 -23.8484485)",,,,
213510654,False,Rua Clemente Baum,residential,False,72.317,"LINESTRING (-50.1949629 -23.8493726, -50.1943167 -23.8491012)",,,,
213510627,False,Rua Bueno Juventino de Moura,residential,True,96.452,"LINESTRING (-50.194984 -23.8410236, -50.1949587 -23.8418907)",,,,
