osmid,highway,oneway,reversed,length,geometry,ref,name,lanes,maxspeed
833415256,residential,False,True,9.655,"LINESTRING (-39.0986533 -12.8424811, -39.0986455 -12.8425676)",,,,
1073693897,residential,False,False,24.156,"LINESTRING (-39.0986533 -12.8424811, -39.0986842 -12.8423752, -39.0987217 -12.8422745)",,,,
31567389,primary,True,False,72.505,"LINESTRING (-39.0974088 -12.8437742, -39.0975611 -12.8436069, -39.0978527 -12.8432865)",BR-242,Rua Goes Calmon,,
419921438,residential,False,True,139.536,"LINESTRING (-39.0957311 -12.8448307, -39.0945832 -12.8453983)",,Rua Godofredo Andrade,,
419921456,residential,False,False,52.915000000000006,"LINESTRING (-39.0957311 -12.8448307, -39.0957646 -12.8448837, -39.0958236 -12.8449484, -39.0960886 -12.8451489)",,Rua Augusto Moura,,
419921456,residential,False,True,94.04799999999999,"LINESTRING (-39.0957311 -12.8448307, -39.095715 -12.8447562, -39.0956665 -12.843988)",,Rua Augusto Moura,,
385399527,tertiary,False,False,91.481,"LINESTRING (-39.09337 -12.8371272, -39.0934176 -12.8379486)",,Rua Luiz Cerquira,2,
682333257,residential,False,True,71.625,"LINESTRING (-39.09337 -12.8371272, -39.0940074 -12.8369578)",,Rua Inácio Nogueira,,
"[419921432, 682333257]",residential,False,False,166.009,"LINESTRING (-39.09337 -12.8371272, -39.0926452 -12.8373175, -39.0925916 -12.8373476, -39.0925567 -12.8373907, -39.0925339 -12.8374679, -39.0924682 -12.8380298)",,Rua Inácio Nogueira,,
419921443,residential,False,False,77.768,"LINESTRING (-39.095605 -12.8426354, -39.0950183 -12.842233)",,Rua Amadeu Pinheiro,,
419921456,residential,False,False,88.744,"LINESTRING (-39.095605 -12.8426354, -39.0955554 -12.8433075, -39.0955514 -12.8434317)",,Rua Augusto Moura,,
419921456,residential,False,True,80.69399999999999,"LINESTRING (-39.095605 -12.8426354, -39.0956104 -12.8424157, -39.095597 -12.8422745, -39.0955058 -12.8419214)",,Rua Augusto Moura,,
419921456,residential,False,False,54.169,"LINESTRING (-39.0954156 -12.8402288, -39.0953861 -12.8407151)",,Rua Augusto Moura,,
413590193,residential,False,True,137.724,"LINESTRING (-39.0954156 -12.8402288, -39.0957056 -12.840185, -39.0957405 -12.8401968, -39.0957566 -12.8402183, -39.0957391 -12.8406688, -39.0957499 -12.8407603, -39.095782 -12.8408571, -39.0958558 -12.8409957, -39.0958934 -12.8410768)",,Rua Beija Flor,,
419921456,residential,False,True,138.12300000000002,"LINESTRING (-39.0954156 -12.8402288, -39.0953609 -12.8396855, -39.0952912 -12.8393403, -39.0952074 -12.8390057)",,Rua Augusto Moura,,
419921438,residential,False,False,139.536,"LINESTRING (-39.0945832 -12.8453983, -39.0957311 -12.8448307)",,Rua Godofredo Andrade,,
413590188,residential,False,True,136.594,"LINESTRING (-39.0945832 -12.8453983, -39.0944597 -12.8445601, -39.0944131 -12.8441812)",,Rua Laurentino Soares,,
413590188,residential,False,True,103.288,"LINESTRING (-39.0946716 -12.8430982, -39.0950183 -12.842233)",,Rua Laurentino Soares,,
413590199,residential,False,False,102.337,"LINESTRING (-39.0946716 -12.8430982, -39.0955514 -12.8434317)",,Rua Benedito Rebouças,,
413590199,residential,False,True,77.505,"LINESTRING (-39.0946716 -12.8430982, -39.0940114 -12.8428308)",,Rua Benedito Rebouças,,
413590188,residential,False,False,124.098,"LINESTRING (-39.0946716 -12.8430982, -39.0945187 -12.8435454, -39.0944771 -12.8437206, -39.0944131 -12.8441812)",,Rua Laurentino Soares,,
413590193,residential,False,False,133.118,"LINESTRING (-39.0955058 -12.8419214, -39.0958706 -12.841877, -39.0959229 -12.8418404, -39.0959524 -12.8417802, -39.0959671 -12.8416992, -39.0959121 -12.8411631, -39.0958934 -12.8410768)",,Rua Beija Flor,,
419921456,residential,False,False,80.694,"LINESTRING (-39.0955058 -12.8419214, -39.095597 -12.8422745, -39.0956104 -12.8424157, -39.095605 -12.8426354)",,Rua Augusto Moura,,
419921456,residential,False,True,57.768,"LINESTRING (-39.0955058 -12.8419214, -39.0954039 -12.8415475, -39.095369 -12.8414193)",,Rua Augusto Moura,,
