osmid,oneway,highway,reversed,length,name,geometry,ref,maxspeed,bridge
510034901,True,tertiary,False,54.447,,"LINESTRING (-39.3779303 -14.6757277, -39.377938 -14.6762173)",,,
400763849,True,residential,False,193.378,Rua Arneiro Ribeiro,"LINESTRING (-39.3779303 -14.6757277, -39.3780282 -14.6756265, -39.3782227 -14.6754721, -39.3783742 -14.6753969, -39.3785231 -14.6753632, -39.3786331 -14.6753528, -39.3787779 -14.6753748, -39.3788731 -14.6754125, -39.379462 -14.6758127)",,,
510034927,False,tertiary,False,96.17599999999999,Rua Barão do Rio Branco,"LINESTRING (-39.3779303 -14.6757277, -39.3775682 -14.6756161, -39.3774207 -14.6755435, -39.3772678 -14.6754319, -39.3771472 -14.6753346)",,,
400763843,False,residential,True,81.891,,"LINESTRING (-39.378913 -14.6766493, -39.3787361 -14.6773656)",,,
410551220,False,residential,False,115.355,Rua Felix Mendonça,"LINESTRING (-39.378913 -14.6766493, -39.377938 -14.6762173)",,,
410551220,False,residential,True,40.339,Rua Felix Mendonça,"LINESTRING (-39.378913 -14.6766493, -39.3792523 -14.6768038)",,,
400751623,False,residential,False,92.086,Rua Olavo Bilac,"LINESTRING (-39.3724689 -14.6756749, -39.3718386 -14.6762353)",,,
400751623,False,residential,True,179.899,Rua Olavo Bilac,"LINESTRING (-39.3724689 -14.6756749, -39.3737215 -14.6746029)",,,
410551221,False,residential,False,54.94,Rua do Contorno,"LINESTRING (-39.3724689 -14.6756749, -39.3722624 -14.675223)",,,
410551221,False,residential,True,55.278,Rua do Contorno,"LINESTRING (-39.3724689 -14.6756749, -39.3726702 -14.6761323)",,,
400751636,False,residential,False,106.822,Rua Olavo Batista,"LINESTRING (-39.3720035 -14.6754767, -39.3713041 -14.6761587)",,,
400751636,False,residential,True,39.641,Rua Olavo Batista,"LINESTRING (-39.3720035 -14.6754767, -39.3722624 -14.675223)",,,
400763866,False,residential,False,81.031,,"LINESTRING (-39.3720035 -14.6754767, -39.3717316 -14.6747971)",,,
474046391,False,primary,False,33.844,Rua Salomão Mafuz,"LINESTRING (-39.3800953 -14.6734232, -39.3797851 -14.6734741)",BA-262,40,
400751640,False,residential,False,95.214,Rua Doutor Montival Lucas,"LINESTRING (-39.3772088 -14.6745205, -39.3778646 -14.6750956)",,,
400751640,False,residential,True,93.194,Rua Doutor Montival Lucas,"LINESTRING (-39.3772088 -14.6745205, -39.3767025 -14.6738404)",,,
"[510034945, 510034923, 474046391]",False,primary,False,53.644,Rua Salomão Mafuz,"LINESTRING (-39.3772088 -14.6745205, -39.3771919 -14.6745341, -39.3768254 -14.6747654, -39.376792 -14.6747851)",BA-262,40,yes
474046391,False,primary,True,58.202,Rua Salomão Mafuz,"LINESTRING (-39.3772088 -14.6745205, -39.3773362 -14.6744939, -39.3774328 -14.6744783, -39.377587 -14.674433, -39.3777286 -14.6743805)",BA-262,40,
400763865,False,residential,True,70.91,Rua Osvaldo Cruz,"LINESTRING (-39.3747855 -14.6715788, -39.3742456 -14.6719447)",,,
510034939,False,residential,False,164.079,Rua Jacó Olímpio Santana,"LINESTRING (-39.3747855 -14.6715788, -39.374595 -14.6711921, -39.3745065 -14.6710793, -39.3744475 -14.6710235, -39.374312 -14.6709586, -39.3741189 -14.6709002, -39.3738976 -14.6708444, -39.3738104 -14.6708392, -39.3736321 -14.6708834)",,,
510034939,False,residential,True,76.843,Rua Jacó Olímpio Santana,"LINESTRING (-39.3747855 -14.6715788, -39.3748498 -14.6716644, -39.3750456 -14.6720743, -39.375051 -14.6722079)",,,
381984318,False,residential,True,14.957,Rua Doutor Diógenes Vinhaes,"LINESTRING (-39.3728095 -14.671884, -39.3728951 -14.67199)",,,
381984318,False,residential,False,122.604,Rua Doutor Diógenes Vinhaes,"LINESTRING (-39.3757554 -14.675543, -39.3750639 -14.6746665)",,,
510034915,False,primary,True,75.975,,"LINESTRING (-39.3757554 -14.675543, -39.3761896 -14.6760819)",BA-262,40,
510034922,False,residential,False,25.846,,"LINESTRING (-39.3757554 -14.675543, -39.3755647 -14.6756844)",,,
1252745447,True,primary,False,114.026,Rua Salomão Mafuz,"LINESTRING (-39.3757554 -14.675543, -39.3766017 -14.6749255)",BA-262,40,
400763844,False,residential,False,28.336,Rua Monteiro Lobato,"LINESTRING (-39.3729785 -14.676814, -39.3728331 -14.6770265)",,,
410551221,False,residential,False,82.739,Rua do Contorno,"LINESTRING (-39.3729785 -14.676814, -39.3726702 -14.6761323)",,,
410551221,False,residential,True,104.256,Rua do Contorno,"LINESTRING (-39.3729785 -14.676814, -39.3737443 -14.6773887)",,,
400763844,False,residential,True,157.84799999999998,Rua Monteiro Lobato,"LINESTRING (-39.3729785 -14.676814, -39.3733022 -14.6763141, -39.3733384 -14.6762194, -39.3733746 -14.6761091, -39.373396 -14.6759574, -39.373439 -14.6754994)",,,
410551221,False,residential,False,55.723,Rua do Contorno,"LINESTRING (-39.3742257 -14.6775738, -39.3737443 -14.6773887)",,,
410551221,False,residential,True,57.449,Rua do Contorno,"LINESTRING (-39.3742257 -14.6775738, -39.3747292 -14.6777461)",,,
410556110,False,residential,True,93.805,,"LINESTRING (-39.3742257 -14.6775738, -39.3738489 -14.6783346)",,,
