osmid,highway,junction,oneway,reversed,length,geometry,name,lanes,maxspeed,ref
255045491,tertiary,roundabout,True,False,6.802,"LINESTRING (-41.0166153 -19.5097098, -41.0166377 -19.509732, -41.016652 -19.5097594)",,,,
255045491,tertiary,roundabout,True,False,14.283,"LINESTRING (-41.016652 -19.5097594, -41.0166571 -19.5097897, -41.0166524 -19.50982, -41.0166365 -19.50985, -41.016611 -19.5098735)",,,,
829532289,residential,,True,False,27.951999999999998,"LINESTRING (-41.016652 -19.5097594, -41.016695 -19.5097849, -41.0167392 -19.5098215, -41.0167902 -19.5098714, -41.0168425 -19.5099328)",Rua Oswaldo Cruz,,,
255045491,tertiary,roundabout,True,False,3.735,"LINESTRING (-41.016611 -19.5098735, -41.0165788 -19.5098879)",,,,
177152465,tertiary,,False,False,41.035,"LINESTRING (-41.0158548 -19.5102368, -41.0154913 -19.5103739)",Avenida Rio Doce,,,
320678606,tertiary,,False,False,39.764,"LINESTRING (-41.0158548 -19.5102368, -41.0156248 -19.5105212)",Rua Fritz Von Lutzow,,,
829532291,tertiary,,False,True,49.937,"LINESTRING (-41.0158548 -19.5102368, -41.0162873 -19.5100484)",Avenida Rio Doce,,,
177152465,tertiary,,False,False,42.953,"LINESTRING (-41.0141125 -19.5109148, -41.0137443 -19.5110844)",Avenida Rio Doce,,,
320595836,residential,,False,False,84.614,"LINESTRING (-41.0141125 -19.5109148, -41.0146746 -19.511461)",Rua Antônio Benedito Coelho,,,
177152465,tertiary,,False,True,140.22199999999998,"LINESTRING (-41.0141125 -19.5109148, -41.0146914 -19.5106855, -41.0153475 -19.5104299)",Avenida Rio Doce,,,
255045571,residential,,False,False,117.649,"LINESTRING (-41.0208893 -19.512143, -41.0201101 -19.5129046)",Rua Carlos Gomes,,,
255045571,residential,,False,True,5.56,"LINESTRING (-41.0208893 -19.512143, -41.0209278 -19.5121086)",Rua Carlos Gomes,,,
829534976,residential,,True,False,6.185,"LINESTRING (-41.0208893 -19.512143, -41.0208678 -19.5120912)",Rua Quintino Bocaiuva,,,
255045571,residential,,False,False,135.084,"LINESTRING (-41.0201101 -19.5129046, -41.0192357 -19.5137971)",Rua Carlos Gomes,,,
255045571,residential,,False,True,117.649,"LINESTRING (-41.0201101 -19.5129046, -41.0208893 -19.512143)",Rua Carlos Gomes,,,
255045575,residential,,False,False,82.206,"LINESTRING (-41.0201101 -19.5129046, -41.0206923 -19.5134)",Rua Oswaldo Cruz,,,
