osmid,ref,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,bridge,junction,width
242164895,CPL-025,Avenida Vereador Antônio da Costa Rios,secondary,40,False,True,43.298,,"LINESTRING (-45.9325347 -22.235866, -45.9323546 -22.2362179)",,,
"[673354251, 758397207]",,Avenida Vereador Antônio da Costa Rios,secondary,40,True,False,32.757,1,"LINESTRING (-45.9325347 -22.235866, -45.9325481 -22.2358164, -45.9325709 -22.2357204, -45.9325748 -22.2356676, -45.9325804 -22.2355755)",,,
"[438218237, 242164894, 242164895]",CPL-025,Avenida Vereador Antônio da Costa Rios,secondary,40,False,False,164.253,,"LINESTRING (-45.9317498 -22.2375846, -45.9317766 -22.237512, -45.9319324 -22.2371718, -45.9321374 -22.2366909, -45.9323546 -22.2362179)",yes,,
438218237,CPL-025,Avenida Vereador Antônio da Costa Rios,secondary,,False,True,109.757,,"LINESTRING (-45.9317498 -22.2375846, -45.9316586 -22.2377733, -45.9315795 -22.237962, -45.9314802 -22.2383319, -45.9314427 -22.2385256)",,,
438300572,,Rua Maria Divina Soares,tertiary,,False,True,193.26799999999997,,"LINESTRING (-45.9317498 -22.2375846, -45.9313568 -22.2373848, -45.9312066 -22.2372755, -45.9311007 -22.2371601, -45.9307401 -22.236667, -45.9304558 -22.2363666)",,,
438482357,,Rua Adão Pedro Bebiano,residential,30,False,True,113.158,2,"LINESTRING (-45.9332428 -22.2359403, -45.9340408 -22.2352403)",,,
673354249,MG-290,Avenida Antônio Mariosa,trunk,60,True,False,55.696,2,"LINESTRING (-45.9332428 -22.2359403, -45.9335761 -22.2363349)",,,
673354249,MG-290,Avenida Antônio Mariosa,trunk,60,True,False,51.994,2,"LINESTRING (-45.9335761 -22.2363349, -45.9337448 -22.236487, -45.9338941 -22.2365892, -45.9339651 -22.2366307)",,,
1029155143,,,trunk_link,,True,False,30.144000000000005,,"LINESTRING (-45.9335761 -22.2363349, -45.9335944 -22.2363651, -45.9336025 -22.2363792, -45.933609 -22.2363981, -45.9336083 -22.2364143, -45.9336006 -22.236426, -45.9335849 -22.2364303, -45.9335721 -22.2364289, -45.9335597 -22.236425, -45.9335398 -22.2364137, -45.9334477 -22.2363443)",,,
438468271,,Avenida Gonçalo Benedito Coelho,secondary,,True,False,128.216,2,"LINESTRING (-45.936038 -22.2376044, -45.936158 -22.2375635, -45.9362626 -22.2375053, -45.9363628 -22.2374078, -45.9365151 -22.2372266, -45.9369161 -22.2368105)",,,
758138365,MG-290,Avenida Antônio Mariosa,trunk,40,True,False,31.633000000000003,2,"LINESTRING (-45.936038 -22.2376044, -45.9361718 -22.2376348, -45.9362361 -22.2376757, -45.9362923 -22.2377426)",,roundabout,
"[437855192, 242165337]",,"['Avenida Vereador Hebert Campos', 'Avenida Antônio Mariosa']",secondary,40,True,False,36.135999999999996,"['1', '2']","LINESTRING (-45.9362923 -22.2377426, -45.9362962 -22.2378237, -45.9362773 -22.2378816, -45.9362597 -22.2379104, -45.936209 -22.2379651, -45.9361428 -22.2380136)",,roundabout,
242165527,MG-290,Rua dos Gradiolos,trunk,40,True,False,40.921,1,"LINESTRING (-45.9362923 -22.2377426, -45.936446 -22.2378804, -45.9365611 -22.2380128)",,,
"[438482354, 758138370, 758138372]",MG-290,Avenida Antônio Mariosa,trunk,40,True,False,40.475,2,"LINESTRING (-45.9361428 -22.2380136, -45.9360414 -22.237962, -45.9359846 -22.237928, -45.9359332 -22.2378842, -45.9359117 -22.2378547, -45.9358618 -22.2377728)",,roundabout,
758138373,,Avenida Vereador Hebert Campos,secondary,40,True,False,58.89,1,"LINESTRING (-45.9361428 -22.2380136, -45.9360717 -22.2380693, -45.936016 -22.2381662, -45.9359752 -22.2383165, -45.9359874 -22.2384948)",,,
242229317,CPL-090,Praça Senador Eduardo Amaral,secondary,50,True,False,122.015,2,"LINESTRING (-45.9327823 -22.2351614, -45.932813 -22.2350486, -45.93293 -22.2346277, -45.9330674 -22.2343105, -45.9331345 -22.2341907, -45.9331826 -22.2341371)",,,
