osmid,lanes,name,highway,oneway,reversed,length,maxspeed,geometry,service,access
40583345,2,Rua Boaventura da Silva,residential,True,False,202.49599999999998,40,"LINESTRING (-48.4709105 -1.4463999, -48.4703015 -1.4465447, -48.470192 -1.4465653, -48.470035 -1.4465673, -48.4699753 -1.446556, -48.4698278 -1.4465455, -48.4691092 -1.4465481)",,
742617600,3,Avenida Gentil Bittencourt,secondary,True,False,95.179,50,"LINESTRING (-48.4723162 -1.4546969, -48.4714609 -1.4546568)",,
742452629,2,Travessa 14 de Abril,residential,True,False,346.081,,"LINESTRING (-48.4723162 -1.4546969, -48.4723592 -1.4537748, -48.4724278 -1.4515866)",,
32866093,2,Avenida Cipriano Santos,primary,True,False,113.196,50,"LINESTRING (-48.4663279 -1.449788, -48.4663007 -1.4497772, -48.4653219 -1.4496352)",,
37920885,,Travessa Santa Lúcia,residential,False,False,123.90299999999999,,"LINESTRING (-48.4680948 -1.4512524, -48.4680419 -1.4512505, -48.4676825 -1.451233, -48.4673586 -1.451225, -48.4671313 -1.4512136, -48.4670991 -1.4512116, -48.4670536 -1.4512089, -48.4669812 -1.4512062)",,
37920887,,Rua Rosso Danin,residential,False,True,36.633,,"LINESTRING (-48.4664988 -1.451126, -48.4668283 -1.4511318)",,
37920886,,Rua Deodoro Mendoza,residential,True,False,95.264,,"LINESTRING (-48.4664988 -1.451126, -48.466489 -1.4507968, -48.4664856 -1.4507336, -48.4664729 -1.450672, -48.4663792 -1.4502819)",,
37920887,,Rua Rosso Danin,residential,False,False,127.238,,"LINESTRING (-48.4664988 -1.451126, -48.4660817 -1.4511225, -48.4654972 -1.4510587, -48.4653591 -1.4510386)",,
344887351,3,Avenida Ceará,primary,True,False,72.622,50,"LINESTRING (-48.4645996 -1.4481086, -48.4652486 -1.4481835)",,
355200991,3,Avenida Gentil Bittencourt,secondary,True,False,198.738,50,"LINESTRING (-48.4706974 -1.454621, -48.4689126 -1.4545164)",,
355559259,3,Avenida Governador José Malcher,primary,True,False,53.212,50,"LINESTRING (-48.4708555 -1.4483808, -48.4713342 -1.4483799)",,
355559276,3,Travessa Francisco Caldeira Castelo Branco,secondary,True,False,43.851,50,"LINESTRING (-48.4708555 -1.4483808, -48.4708442 -1.448775)",,
344887375,,Travessa Nina Ribeiro,residential,False,False,163.446,,"LINESTRING (-48.4643054 -1.4509745, -48.4644652 -1.4495133)",,
344887375,,Travessa Nina Ribeiro,residential,False,True,98.647,,"LINESTRING (-48.4643054 -1.4509745, -48.4641961 -1.4518549)",,
344887375,,Travessa Nina Ribeiro,residential,False,False,51.834,,"LINESTRING (-48.4641733 -1.4523205, -48.4641961 -1.4518549)",,
37920888,,Travessa Nina Ribeiro,residential,False,True,174.15,,"LINESTRING (-48.4641733 -1.4523205, -48.4641841 -1.4525224, -48.4640386 -1.4538786)",,
40532176,,Travessa Nina Ribeiro,residential,False,True,101.265,,"LINESTRING (-48.4641733 -1.4523205, -48.4641282 -1.4524188, -48.4640451 -1.4527842, -48.4640186 -1.4528783, -48.4639961 -1.4532076)",,
"[695505568, 695505569]",,"['Rua Doutor Silva Rosado', 'Travessa Primeira de Queluz']",residential,False,True,104.096,,"LINESTRING (-48.4641733 -1.4523205, -48.4650341 -1.4524451, -48.465064 -1.4524591, -48.4650875 -1.4524832)",,
37920888,,Travessa Nina Ribeiro,residential,False,True,72.4,,"LINESTRING (-48.4640386 -1.4538786, -48.46394 -1.4545222)",,
37920888,,Travessa Nina Ribeiro,residential,False,False,174.15,,"LINESTRING (-48.4640386 -1.4538786, -48.4641841 -1.4525224, -48.4641733 -1.4523205)",,
"[344887377, 344887382]",,Rua Doutor Américo Santa Rosa,residential,False,False,10.764999999999999,,"LINESTRING (-48.4640386 -1.4538786, -48.4639653 -1.4538689, -48.4639424 -1.4538689)",,
344887382,,Rua Doutor Américo Santa Rosa,residential,False,True,118.71600000000001,,"LINESTRING (-48.4640386 -1.4538786, -48.4645187 -1.4539465, -48.4647184 -1.4539529, -48.4648988 -1.4539336, -48.4650897 -1.453868)",,
40532176,,Travessa Nina Ribeiro,residential,False,False,73.775,,"LINESTRING (-48.4639424 -1.4538689, -48.4639961 -1.4532076)",,
40532176,,Travessa Nina Ribeiro,residential,False,True,74.454,,"LINESTRING (-48.4639424 -1.4538689, -48.4638189 -1.454527)",,
"[344887377, 344887382]",,Rua Doutor Américo Santa Rosa,residential,False,True,10.764999999999999,,"LINESTRING (-48.4639424 -1.4538689, -48.4639653 -1.4538689, -48.4640386 -1.4538786)",,
742452632,,Rua Doutor Américo Santa Rosa,residential,False,False,112.588,,"LINESTRING (-48.4677959 -1.4528754, -48.466793 -1.453017)",,
40583338,,Rua Deodoro de Mendonça,residential,True,False,184.171,,"LINESTRING (-48.4677959 -1.4528754, -48.4679353 -1.453173, -48.4680768 -1.4535175, -48.4681056 -1.4536053, -48.4681177 -1.4536499, -48.4681271 -1.4536965, -48.4681321 -1.4537317, -48.4681388 -1.4538624, -48.468136 -1.4544651)",,
40532177,,Rua Doutor Américo Santa Rosa,residential,False,True,53.731,,"LINESTRING (-48.4657235 -1.4536, -48.4661509 -1.4533743)",,
40532177,,Rua Doutor Américo Santa Rosa,residential,False,False,76.49799999999999,,"LINESTRING (-48.4657235 -1.4536, -48.4654103 -1.4537303, -48.4650897 -1.453868)",,
40583340,,Passagem Barão de Mamoré,residential,False,False,89.644,,"LINESTRING (-48.4657235 -1.4536, -48.4656937 -1.4535213, -48.4656419 -1.453324, -48.4655543 -1.4528134)",,
40532178,,Rua Doutor Silva Rosado,residential,False,False,53.068,,"LINESTRING (-48.4660282 -1.4527557, -48.4655543 -1.4528134)",,
40532178,,Rua Doutor Silva Rosado,residential,False,True,39.47,,"LINESTRING (-48.4660282 -1.4527557, -48.466381 -1.4527156)",,
354703103,,Praça Brunco de Menezes,residential,False,False,67.333,,"LINESTRING (-48.4660282 -1.4527557, -48.4661469 -1.4533495)",,
40532178,,Rua Doutor Silva Rosado,residential,False,True,53.068,,"LINESTRING (-48.4655543 -1.4528134, -48.4660282 -1.4527557)",,
40532178,,Rua Doutor Silva Rosado,residential,False,False,51.662,,"LINESTRING (-48.4655543 -1.4528134, -48.4654006 -1.4527594, -48.4653053 -1.452737, -48.4651509 -1.4527125, -48.4651274 -1.4527031, -48.4651103 -1.4526888)",,
40583340,,Passagem Barão de Mamoré,residential,False,True,89.64399999999999,,"LINESTRING (-48.4655543 -1.4528134, -48.4656419 -1.453324, -48.4656937 -1.4535213, -48.4657235 -1.4536)",,
40532178,,Rua Doutor Silva Rosado,residential,False,True,51.662,,"LINESTRING (-48.4651103 -1.4526888, -48.4651274 -1.4527031, -48.4651509 -1.4527125, -48.4653053 -1.452737, -48.4654006 -1.4527594, -48.4655543 -1.4528134)",,
40532179,,Passagem Primeira de Queluz,living_street,False,True,91.971,,"LINESTRING (-48.4651103 -1.4526888, -48.4651136 -1.4528783, -48.4651664 -1.4532972, -48.4651857 -1.4535117)",,
695505568,,Travessa Primeira de Queluz,residential,False,False,23.122999999999998,,"LINESTRING (-48.4651103 -1.4526888, -48.4651046 -1.4526655, -48.4651022 -1.4526421, -48.4650978 -1.4525188, -48.4650875 -1.4524832)",,
37920887,,Rua Rosso Danin,residential,False,True,127.238,,"LINESTRING (-48.4653591 -1.4510386, -48.4654972 -1.4510587, -48.4660817 -1.4511225, -48.4664988 -1.451126)",,
40532181,,Travessa Primeira de Queluz,living_street,False,False,67.303,,"LINESTRING (-48.4653591 -1.4510386, -48.4653964 -1.4513891, -48.4654061 -1.4516417)",,
40532181,,Travessa Primeira de Queluz,living_street,False,True,156.187,,"LINESTRING (-48.4653591 -1.4510386, -48.4653671 -1.4505433, -48.4653524 -1.4501666, -48.4653219 -1.4496352)",,
"[360602033, 360602026]",,"['Passagem Santo Antônio', 'Rua Rosso Danin']",living_street,False,True,91.099,,"LINESTRING (-48.4653591 -1.4510386, -48.4652002 -1.4510359, -48.4651667 -1.4510359, -48.465137 -1.4510459, -48.4651157 -1.4510936, -48.4651032 -1.4511311, -48.4650379 -1.4515293, -48.4650334 -1.4516295)",,
40532181,,Travessa Primeira de Queluz,living_street,False,True,30.986,,"LINESTRING (-48.4654263 -1.4522667, -48.4654247 -1.4522432, -48.4654409 -1.4519886)",,
40532181,,Travessa Primeira de Queluz,living_street,False,True,38.767,,"LINESTRING (-48.4654409 -1.4519886, -48.4654061 -1.4516417)",,
40532182,,Passagem Santo Antônio,living_street,False,False,26.851,,"LINESTRING (-48.4654409 -1.4519886, -48.4652006 -1.451964)",,
40532181,,Travessa Primeira de Queluz,living_street,False,False,30.986,,"LINESTRING (-48.4654409 -1.4519886, -48.4654247 -1.4522432, -48.4654263 -1.4522667)",,
40532182,,Passagem Santo Antônio,living_street,False,True,91.365,,"LINESTRING (-48.4641961 -1.4518549, -48.4650143 -1.4519331)",,
344887375,,Travessa Nina Ribeiro,residential,False,False,98.647,,"LINESTRING (-48.4641961 -1.4518549, -48.4643054 -1.4509745)",,
344887375,,Travessa Nina Ribeiro,residential,False,True,51.834,,"LINESTRING (-48.4641961 -1.4518549, -48.4641733 -1.4523205)",,
40532182,,Passagem Santo Antônio,living_street,False,False,20.992,,"LINESTRING (-48.4652006 -1.451964, -48.4650143 -1.4519331)",,
40532182,,Passagem Santo Antônio,living_street,False,True,26.851,,"LINESTRING (-48.4652006 -1.451964, -48.4654409 -1.4519886)",,
40532183,,Passagem Primeira de Queluz,living_street,False,False,59.089,,"LINESTRING (-48.4652006 -1.451964, -48.4651464 -1.452225, -48.4650875 -1.4524832)",,
207073946,3,Avenida José Bonifácio,secondary,True,False,63.792,,"LINESTRING (-48.4689837 -1.450969, -48.4689863 -1.4508662, -48.46899 -1.4507199, -48.4689935 -1.4505837, -48.4689983 -1.4503955)",,
40551746,3,Avenida Almirante Barroso,trunk,True,False,150.29,50,"LINESTRING (-48.4655569 -1.446699, -48.4660571 -1.4474598, -48.4662976 -1.4478297)",,
40583338,,Rua Deodoro de Mendonça,residential,True,False,74.226,,"LINESTRING (-48.4673385 -1.4519221, -48.4676228 -1.4525261)",,
362420675,,Rua Farias de Brito,residential,False,True,63.521,,"LINESTRING (-48.4673385 -1.4519221, -48.4667672 -1.4519349)",,
"[362420675, 742452630]",,Rua Farias de Brito,residential,False,False,179.457,,"LINESTRING (-48.4673385 -1.4519221, -48.4682848 -1.4519464, -48.4689526 -1.4519457)",,
37920888,,Travessa Nina Ribeiro,residential,False,False,72.4,,"LINESTRING (-48.46394 -1.4545222, -48.4640386 -1.4538786)",,
971624254,1,Avenida Gentil Bittencourt,tertiary,True,False,137.18,40,"LINESTRING (-48.46394 -1.4545222, -48.4649414 -1.4544919, -48.4651731 -1.4544763)",,
40532176,,Travessa Nina Ribeiro,residential,False,False,74.454,,"LINESTRING (-48.4638189 -1.454527, -48.4639424 -1.4538689)",,
971624254,1,Avenida Gentil Bittencourt,tertiary,True,False,13.514,40,"LINESTRING (-48.4638189 -1.454527, -48.4638496 -1.4545216, -48.46394 -1.4545222)",,
40583346,,Passagem Guajará,residential,False,False,49.708,,"LINESTRING (-48.472611 -1.4475154, -48.4721643 -1.4474948)",,
344887367,2,Travessa 14 de Abril,residential,True,False,85.133,,"LINESTRING (-48.472611 -1.4475154, -48.472633 -1.4467501)",,
40583346,,Passagem Guajará,residential,False,True,54.905,,"LINESTRING (-48.4708817 -1.4474356, -48.4713751 -1.4474584)",,
344887372,3,Travessa Castelo Branco,tertiary,True,False,105.142,50,"LINESTRING (-48.4708817 -1.4474356, -48.4708555 -1.4483808)",,
40583347,,Passagem João Balbi,residential,False,False,47.156000000000006,,"LINESTRING (-48.472633 -1.4467501, -48.4723543 -1.4467384, -48.4722711 -1.4467317, -48.4722148 -1.4467062)",,
40583348,,Passagem Tocantins,residential,False,False,87.868,,"LINESTRING (-48.4722148 -1.4467062, -48.4721643 -1.4474948)",,
40583347,,Passagem João Balbi,residential,False,False,49.237,,"LINESTRING (-48.4722148 -1.4467062, -48.4721978 -1.44669, -48.4721827 -1.4466787, -48.4721627 -1.4466677, -48.472143 -1.4466617, -48.472085 -1.4466456, -48.4720297 -1.4466385, -48.4717886 -1.4466309)",,
40583347,,Passagem João Balbi,residential,False,True,47.156000000000006,,"LINESTRING (-48.4722148 -1.4467062, -48.4722711 -1.4467317, -48.4723543 -1.4467384, -48.472633 -1.4467501)",,
40583347,,Passagem João Balbi,residential,False,True,53.89,,"LINESTRING (-48.4709041 -1.4466017, -48.4713887 -1.4466157)",,
344887372,3,Travessa Castelo Branco,tertiary,True,False,92.759,50,"LINESTRING (-48.4709041 -1.4466017, -48.4708817 -1.4474356)",,
40583346,,Passagem Guajará,residential,False,False,47.138,,"LINESTRING (-48.4721643 -1.4474948, -48.4717407 -1.4474752)",,
40583346,,Passagem Guajará,residential,False,True,49.708,,"LINESTRING (-48.4721643 -1.4474948, -48.472611 -1.4475154)",,
40583348,,Passagem Tocantins,residential,False,False,98.845,,"LINESTRING (-48.4721643 -1.4474948, -48.4721138 -1.4483823)",,
40583348,,Passagem Tocantins,residential,False,True,87.868,,"LINESTRING (-48.4721643 -1.4474948, -48.4722148 -1.4467062)",,
40583346,,Passagem Guajará,residential,False,False,40.683,,"LINESTRING (-48.4717407 -1.4474752, -48.4713751 -1.4474584)",,
40583346,,Passagem Guajará,residential,False,True,47.138,,"LINESTRING (-48.4717407 -1.4474752, -48.4721643 -1.4474948)",,
40583349,,Passagem Xingu,residential,False,False,94.033,,"LINESTRING (-48.4717407 -1.4474752, -48.4717886 -1.4466309)",,
40583349,,Passagem Xingu,residential,False,True,101.038,,"LINESTRING (-48.4717407 -1.4474752, -48.4717036 -1.4483831)",,
40583347,,Passagem João Balbi,residential,False,False,44.485,,"LINESTRING (-48.4717886 -1.4466309, -48.4713887 -1.4466157)",,
40583349,,Passagem Xingu,residential,False,True,94.033,,"LINESTRING (-48.4717886 -1.4466309, -48.4717407 -1.4474752)",,
40583347,,Passagem João Balbi,residential,False,True,49.237,,"LINESTRING (-48.4717886 -1.4466309, -48.4720297 -1.4466385, -48.472085 -1.4466456, -48.472143 -1.4466617, -48.4721627 -1.4466677, -48.4721827 -1.4466787, -48.4721978 -1.44669, -48.4722148 -1.4467062)",,
40583347,,Passagem João Balbi,residential,False,False,53.89,,"LINESTRING (-48.4713887 -1.4466157, -48.4709041 -1.4466017)",,
40583347,,Passagem João Balbi,residential,False,True,44.485,,"LINESTRING (-48.4713887 -1.4466157, -48.4717886 -1.4466309)",,
40583350,,Passagem Tapajós,residential,False,False,93.716,,"LINESTRING (-48.4713887 -1.4466157, -48.4713751 -1.4474584)",,
40583346,,Passagem Guajará,residential,False,False,54.905,,"LINESTRING (-48.4713751 -1.4474584, -48.4708817 -1.4474356)",,
40583346,,Passagem Guajará,residential,False,True,40.683,,"LINESTRING (-48.4713751 -1.4474584, -48.4717407 -1.4474752)",,
40583350,,Passagem Tapajós,residential,False,False,102.567,,"LINESTRING (-48.4713751 -1.4474584, -48.4713342 -1.4483799)",,
40583350,,Passagem Tapajós,residential,False,True,93.716,,"LINESTRING (-48.4713751 -1.4474584, -48.4713887 -1.4466157)",,
40583350,,Passagem Tapajós,residential,False,True,102.567,,"LINESTRING (-48.4713342 -1.4483799, -48.4713751 -1.4474584)",,
355559259,3,Avenida Governador José Malcher,primary,True,False,41.064,50,"LINESTRING (-48.4713342 -1.4483799, -48.4716066 -1.4483833, -48.4717036 -1.4483831)",,
"[993984123, 25171559]",4,Avenida Governador Magalhães Barata,primary,True,False,59.198,50,"LINESTRING (-48.4694472 -1.4514829, -48.4691364 -1.4514575, -48.468975 -1.451307)",,
"[47457512, 993984124]","['1', '2']",,primary_link,True,False,65.93599999999999,50,"LINESTRING (-48.4694472 -1.4514829, -48.4693086 -1.4513919, -48.4689798 -1.451119)",,
207073961,2,Avenida Rômulo Maiorana,tertiary,False,True,13.306,,"LINESTRING (-48.4691312 -1.4461622, -48.4690284 -1.4462235)",,
207073961,2,Avenida Rômulo Maiorana,tertiary,False,False,13.306,,"LINESTRING (-48.4690284 -1.4462235, -48.4691312 -1.4461622)",,
207073961,2,Avenida Rômulo Maiorana,tertiary,False,True,23.143,,"LINESTRING (-48.4690284 -1.4462235, -48.4688554 -1.4463393)",,
207073961,2,Avenida Rômulo Maiorana,tertiary,False,False,23.143,,"LINESTRING (-48.4688554 -1.4463393, -48.4690284 -1.4462235)",,
274467575,,Travessa da Feb,residential,False,False,171.85,,"LINESTRING (-48.4688554 -1.4463393, -48.467516 -1.4471111)",,
207073948,2,Avenida Rômulo Maiorana,tertiary,True,False,38.795,40,"LINESTRING (-48.4691092 -1.4465481, -48.469065 -1.4465568, -48.469038 -1.446541, -48.4690116 -1.4465202, -48.4688554 -1.4463393)",,
344887361,3,Avenida José Bonifácio,secondary,True,False,42.987,,"LINESTRING (-48.4691092 -1.4465481, -48.4691218 -1.446373, -48.4691289 -1.4462492, -48.4691312 -1.4461622)",,
274467575,,Travessa da Feb,residential,False,True,157.251,,"LINESTRING (-48.4662976 -1.4478297, -48.467516 -1.4471111)",,
40551746,3,Avenida Almirante Barroso,trunk,True,False,62.30800000000001,50,"LINESTRING (-48.4662976 -1.4478297, -48.4663859 -1.4479657, -48.4666031 -1.4482995)",,
207073946,3,Avenida José Bonifácio,secondary,True,False,16.685,,"LINESTRING (-48.4689798 -1.451119, -48.4689837 -1.450969)",,
992533865,4,Avenida Almirante Barroso,primary,True,False,54.956,50,"LINESTRING (-48.468975 -1.451307, -48.4686021 -1.4509825)",,
993984122,3,Avenida José Bonifácio,secondary,True,False,20.911,,"LINESTRING (-48.468975 -1.451307, -48.4689798 -1.451119)",,
37920887,,Rua Rosso Danin,residential,False,False,36.633,,"LINESTRING (-48.4668283 -1.4511318, -48.4664988 -1.451126)",,
37920887,,Rua Rosso Danin,residential,False,True,12.361,,"LINESTRING (-48.4668283 -1.4511318, -48.4669395 -1.4511308)",,
354703099,,Rua Floriano Peixoto,residential,False,False,89.646,,"LINESTRING (-48.4668283 -1.4511318, -48.4668269 -1.451219, -48.4668101 -1.451597, -48.4667927 -1.4517472, -48.4667672 -1.4519349)",,
354703099,,Rua Floriano Peixoto,residential,False,True,23.394,,"LINESTRING (-48.4668283 -1.4511318, -48.4668221 -1.4510147, -48.4668241 -1.4509216)",,
265734072,,Passagem Monte Cristo,residential,True,False,133.399,,"LINESTRING (-48.467516 -1.4471111, -48.4674899 -1.4483105)",,
274467575,,Travessa da Feb,residential,False,False,157.251,,"LINESTRING (-48.467516 -1.4471111, -48.4662976 -1.4478297)",,
274467575,,Travessa da Feb,residential,False,True,171.85,,"LINESTRING (-48.467516 -1.4471111, -48.4688554 -1.4463393)",,
40583337,2,Praça da Leitura,tertiary,True,False,46.291,,"LINESTRING (-48.467759 -1.4486155, -48.4677584 -1.4490318)",,
265734071,,Alameda 49,residential,False,True,142.773,,"LINESTRING (-48.467759 -1.4486155, -48.469043 -1.4486475)",,
265734071,,Alameda 49,residential,False,False,142.773,,"LINESTRING (-48.469043 -1.4486475, -48.467759 -1.4486155)",,
207073946,3,Avenida José Bonifácio,secondary,True,False,31.121000000000002,,"LINESTRING (-48.469043 -1.4486475, -48.4690471 -1.4484886, -48.4690492 -1.4483677)",,
40583337,2,Praça da Leitura,tertiary,True,False,55.631,,"LINESTRING (-48.4677584 -1.4490318, -48.4677586 -1.4495321)",,
265734075,,Alameda 151,residential,False,True,141.381,,"LINESTRING (-48.4677584 -1.4490318, -48.4690298 -1.4490667)",,
265734075,,Alameda 151,residential,False,False,141.381,,"LINESTRING (-48.4690298 -1.4490667, -48.4677584 -1.4490318)",,
207073946,3,Avenida José Bonifácio,secondary,True,False,46.646,,"LINESTRING (-48.4690298 -1.4490667, -48.4690332 -1.4490325, -48.469043 -1.4486475)",,
265734077,,Alameda 131,residential,False,True,140.22,,"LINESTRING (-48.4677586 -1.4495321, -48.4690197 -1.4495609)",,
651988116,2,Praça da Leitura,tertiary,True,False,41.467000000000006,,"LINESTRING (-48.4677586 -1.4495321, -48.4677494 -1.4495902, -48.4677368 -1.4496292, -48.4677239 -1.4496494, -48.4677 -1.4496735, -48.4676715 -1.449698, -48.467626 -1.4497421, -48.4675786 -1.4497749, -48.4675301 -1.4498042)",,
265734077,,Alameda 131,residential,False,False,140.22,,"LINESTRING (-48.4690197 -1.4495609, -48.4677586 -1.4495321)",,
207073946,3,Avenida José Bonifácio,secondary,True,False,54.964000000000006,,"LINESTRING (-48.4690197 -1.4495609, -48.4690229 -1.4494355, -48.4690232 -1.4494249, -48.4690298 -1.4490667)",,
207073946,3,Avenida José Bonifácio,secondary,True,False,50.788,,"LINESTRING (-48.469008 -1.4500175, -48.4690197 -1.4495609)",,
265734073,,Alameda 251,residential,False,False,121.233,,"LINESTRING (-48.469008 -1.4500175, -48.4679177 -1.4499911)",,
207073946,3,Avenida José Bonifácio,secondary,True,False,42.046,,"LINESTRING (-48.4689983 -1.4503955, -48.469008 -1.4500175)",,
992533864,,Alameda 241,residential,False,False,72.066,,"LINESTRING (-48.4689983 -1.4503955, -48.46835 -1.4503922)",,
993983429,,Vila Judith Machado,living_street,False,False,12.895,,"LINESTRING (-48.4700799 -1.451493, -48.4700861 -1.4513772)",,
25171559,4,Avenida Governador Magalhães Barata,primary,True,False,70.34,50,"LINESTRING (-48.4700799 -1.451493, -48.4698378 -1.4514906, -48.4694472 -1.4514829)",,
265734073,,Alameda 251,residential,False,True,121.233,,"LINESTRING (-48.4679177 -1.4499911, -48.469008 -1.4500175)",,
344887378,,Passagem Santo Antônio,residential,False,False,68.272,,"LINESTRING (-48.4650897 -1.453868, -48.4651731 -1.4544763)",,
40532177,,Rua Doutor Américo Santa Rosa,residential,False,True,76.49799999999999,,"LINESTRING (-48.4650897 -1.453868, -48.4654103 -1.4537303, -48.4657235 -1.4536)",,
344887382,,Rua Doutor Américo Santa Rosa,residential,False,False,118.71600000000001,,"LINESTRING (-48.4650897 -1.453868, -48.4648988 -1.4539336, -48.4647184 -1.4539529, -48.4645187 -1.4539465, -48.4640386 -1.4538786)",,
344887378,,Passagem Santo Antônio,residential,False,True,68.272,,"LINESTRING (-48.4651731 -1.4544763, -48.4650897 -1.453868)",,
971624254,1,Avenida Gentil Bittencourt,tertiary,True,False,330.46,40,"LINESTRING (-48.4651731 -1.4544763, -48.4657394 -1.4544394, -48.4670852 -1.4544262, -48.4674747 -1.4544225, -48.4680674 -1.4544325, -48.4680788 -1.4544341, -48.468089 -1.4544366, -48.4681021 -1.4544421, -48.4681164 -1.4544517, -48.468136 -1.4544651)",,
25171559,4,Avenida Governador Magalhães Barata,primary,True,False,8.291,50,"LINESTRING (-48.4701544 -1.4514966, -48.4700799 -1.451493)",,
993983430,,Alameda Anésia Meira,living_street,False,True,20.872,,"LINESTRING (-48.4701544 -1.4514966, -48.4701481 -1.4516842)",,
360602026,,Passagem Santo Antônio,living_street,False,True,33.826,,"LINESTRING (-48.4650334 -1.4516295, -48.4650143 -1.4519331)",,
"[360602033, 360602026]",,"['Passagem Santo Antônio', 'Rua Rosso Danin']",living_street,False,False,91.09899999999999,,"LINESTRING (-48.4650334 -1.4516295, -48.4650379 -1.4515293, -48.4651032 -1.4511311, -48.4651157 -1.4510936, -48.465137 -1.4510459, -48.4651667 -1.4510359, -48.4652002 -1.4510359, -48.4653591 -1.4510386)",,
360602027,,Passagem São Francisco,living_street,False,True,41.453,,"LINESTRING (-48.4650334 -1.4516295, -48.4652531 -1.4516384, -48.4654061 -1.4516417)",,
40532181,,Travessa Primeira de Queluz,living_street,False,False,38.767,,"LINESTRING (-48.4654061 -1.4516417, -48.4654409 -1.4519886)",,
40532181,,Travessa Primeira de Queluz,living_street,False,True,67.303,,"LINESTRING (-48.4654061 -1.4516417, -48.4653964 -1.4513891, -48.4653591 -1.4510386)",,
360602027,,Passagem São Francisco,living_street,False,False,41.453,,"LINESTRING (-48.4654061 -1.4516417, -48.4652531 -1.4516384, -48.4650334 -1.4516295)",,
