osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,bridge,access
94530829,Avenida Presidente Tancredo de Almeida Neves,primary,False,True,104.052,"LINESTRING (-42.6313883 -19.5219637, -42.6323718 -19.5220917)",,,,
175114551,Rua Conego Domingos,residential,False,False,102.207,"LINESTRING (-42.6313883 -19.5219637, -42.6312676 -19.5228758)",,,,
94530829,Avenida Presidente Tancredo de Almeida Neves,primary,False,False,83.148,"LINESTRING (-42.6313883 -19.5219637, -42.6311146 -19.5219034, -42.6309917 -19.5218569, -42.6308816 -19.5218051, -42.6306707 -19.521667)",,,,
625274348,Rua Raquel de Queiroz,residential,False,False,60.934,"LINESTRING (-42.6316709 -19.5182197, -42.6318537 -19.5176995)",40,,,
625274348,Rua Raquel de Queiroz,residential,False,True,526.898,"LINESTRING (-42.6316709 -19.5182197, -42.6314997 -19.5189464, -42.6313172 -19.5195524, -42.6311152 -19.5199277, -42.6310307 -19.5201117, -42.6310238 -19.5201907, -42.6310386 -19.5202375, -42.6310801 -19.520281, -42.6311458 -19.5202826, -42.6312024 -19.5202622, -42.6312587 -19.5202254, -42.6313117 -19.5201736, -42.6316489 -19.519787, -42.6322037 -19.5192158, -42.6327106 -19.5183081)",40,,,
995235266,Rua Raquel de Queiroz,residential,False,True,36.246,"LINESTRING (-42.6316709 -19.5182197, -42.6316566 -19.5181116, -42.6315964 -19.5180559, -42.6315233 -19.518037, -42.6314535 -19.5180432)",,,,
175114484,Rua Pará,residential,False,True,62.477,"LINESTRING (-42.6258933 -19.5223833, -42.6253214 -19.5222247)",,,,
255783747,Rua São Sebastião,residential,True,False,58.565,"LINESTRING (-42.6258933 -19.5223833, -42.6259707 -19.5221817, -42.6260728 -19.5218846)",,,,
139454353,Rua Icarai,residential,False,False,71.856,"LINESTRING (-42.6323903 -19.5161689, -42.6317179 -19.5160427)",,,,
290959699,Rua Nova Ameida,residential,False,False,61.376,"LINESTRING (-42.6323903 -19.5161689, -42.6322784 -19.5167107)",,,,
256183866,Avenida Governador José de Magalhães Pinto,secondary,True,False,130.778,"LINESTRING (-42.629035 -19.5155324, -42.6287745 -19.5166826)",,,,
276737633,Rua Icarai,secondary,False,False,6.688,"LINESTRING (-42.629035 -19.5155324, -42.6289732 -19.5155174)",,,,
139454353,Rua Icarai,residential,False,True,74.692,"LINESTRING (-42.629035 -19.5155324, -42.6290733 -19.5155408, -42.6297349 -19.5156588)",,,,
625274348,Rua Raquel de Queiroz,residential,False,False,526.8979999999999,"LINESTRING (-42.6327106 -19.5183081, -42.6322037 -19.5192158, -42.6316489 -19.519787, -42.6313117 -19.5201736, -42.6312587 -19.5202254, -42.6312024 -19.5202622, -42.6311458 -19.5202826, -42.6310801 -19.520281, -42.6310386 -19.5202375, -42.6310238 -19.5201907, -42.6310307 -19.5201117, -42.6311152 -19.5199277, -42.6313172 -19.5195524, -42.6314997 -19.5189464, -42.6316709 -19.5182197)",40,,,
175114393,Rua Lauro Jorge de Barbosa,residential,False,True,187.173,"LINESTRING (-42.6249773 -19.5233405, -42.6236468 -19.5222176)",,,,
255783747,Rua São Sebastião,residential,True,False,42.768,"LINESTRING (-42.6249773 -19.5233405, -42.6252439 -19.5230493)",,,,
226724468,Rua Guarapari,residential,False,True,267.512,"LINESTRING (-42.6311719 -19.5183928, -42.6317179 -19.5160427)",,,,
"[226724468, 895261263]",Rua Guarapari,residential,False,False,230.94100000000003,"LINESTRING (-42.6311719 -19.5183928, -42.6307773 -19.520087, -42.6307655 -19.5200986, -42.6307482 -19.5201094, -42.6307286 -19.52011, -42.6304288 -19.5200531)",,,,
256183865,Rua Arpoador,residential,False,False,48.81,"LINESTRING (-42.6311719 -19.5183928, -42.6313294 -19.5181935, -42.6314535 -19.5180432)",,,,
256183865,Rua Arpoador,residential,False,True,74.061,"LINESTRING (-42.6311719 -19.5183928, -42.6310962 -19.5184233, -42.6304873 -19.5182933)",,,,
255812377,Rua Arpoador,residential,False,False,56.745000000000005,"LINESTRING (-42.6314535 -19.5180432, -42.6316833 -19.5178437, -42.6318537 -19.5176995)",,,,
256183865,Rua Arpoador,residential,False,True,48.81,"LINESTRING (-42.6314535 -19.5180432, -42.6313294 -19.5181935, -42.6311719 -19.5183928)",,,,
995235266,Rua Raquel de Queiroz,residential,False,False,36.245999999999995,"LINESTRING (-42.6314535 -19.5180432, -42.6315233 -19.518037, -42.6315964 -19.5180559, -42.6316566 -19.5181116, -42.6316709 -19.5182197)",,,,
625274348,Rua Raquel de Queiroz,residential,False,True,60.934,"LINESTRING (-42.6318537 -19.5176995, -42.6316709 -19.5182197)",40,,,
255812377,Rua Arpoador,residential,False,True,56.745000000000005,"LINESTRING (-42.6318537 -19.5176995, -42.6316833 -19.5178437, -42.6314535 -19.5180432)",,,,
995235267,Rua Arpoador,residential,False,False,127.552,"LINESTRING (-42.6318537 -19.5176995, -42.6319903 -19.5175565, -42.6322261 -19.5173558, -42.6326329 -19.5169747, -42.6326434 -19.5168605)",40,,,
139454361,Rua Arpoador,residential,False,True,9.111,"LINESTRING (-42.6285418 -19.5178316, -42.6284565 -19.5178158)",,,,
830750052,Avenida Governador José de Magalhães Pinto,secondary,True,False,104.836,"LINESTRING (-42.6285418 -19.5178316, -42.6283054 -19.5187477)",,,,
256183865,Rua Arpoador,residential,False,False,70.09,"LINESTRING (-42.6285418 -19.5178316, -42.6285848 -19.5178398, -42.62919 -19.5179865)",,,,
174893333,Avenida Presidente Tancredo de Almeida Neves,primary,True,False,58.391,"LINESTRING (-42.6292806 -19.5205976, -42.6288729 -19.5202397)",,,,
970530643,,residential,False,True,14.145,"LINESTRING (-42.6292806 -19.5205976, -42.6293181 -19.5204754)",,,,
139454350,Rua Copacabana,residential,False,False,134.525,"LINESTRING (-42.6303545 -19.5157869, -42.6301141 -19.5169753)",,,,
139454353,Rua Icarai,residential,False,False,66.482,"LINESTRING (-42.6303545 -19.5157869, -42.6297349 -19.5156588)",,,,
139454353,Rua Icarai,residential,False,True,71.856,"LINESTRING (-42.6303545 -19.5157869, -42.6310269 -19.5159131)",,,,
139454350,Rua Copacabana,residential,False,False,264.47,"LINESTRING (-42.6298258 -19.5181456, -42.6293181 -19.5204754)",,,,
139454350,Rua Copacabana,residential,False,True,133.593,"LINESTRING (-42.6298258 -19.5181456, -42.6301141 -19.5169753)",,,,
