osmid,ref,highway,oneway,reversed,length,name,geometry,maxspeed,bridge
311601661,CE-265,secondary,False,False,7.988,,"LINESTRING (-40.5652387 -4.7054597, -40.5651672 -4.7054506)",,
369149830,CE-265,secondary,True,False,74.289,Rua General Sampaio,"LINESTRING (-40.5652387 -4.7054597, -40.5651797 -4.7061252)",,
369151093,CE-265,secondary,False,True,42.142,Rua Padre Francisco Rosa,"LINESTRING (-40.5652387 -4.7054597, -40.5656149 -4.705515)",,
311917406,,residential,False,False,109.908,Rua Quintino Bocaiuva,"LINESTRING (-40.5678238 -4.7058841, -40.5676504 -4.7068573)",,
311917406,,residential,False,True,140.878,Rua Quintino Bocaiuva,"LINESTRING (-40.5678238 -4.7058841, -40.5680507 -4.7046375)",,
369151094,CE-265,secondary,False,False,53.253,Rua Oriel Mota,"LINESTRING (-40.5678238 -4.7058841, -40.5673499 -4.7058048)",,
369151094,CE-265,secondary,False,True,118.5,Rua Oriel Mota,"LINESTRING (-40.5678238 -4.7058841, -40.5688817 -4.7060393)",,
311593261,,tertiary,False,False,48.835,Rua Boaventura de Sousa Pedrosa,"LINESTRING (-40.5650807 -4.7065592, -40.5655175 -4.7066173)",,
369149831,CE-265,secondary,False,False,94.02,Rua Boaventura de Sousa Pedrosa,"LINESTRING (-40.5650807 -4.7065592, -40.5642372 -4.7064684)",,
311590362,,residential,False,True,81.94900000000001,Rua General Sampaio,"LINESTRING (-40.5650807 -4.7065592, -40.5650549 -4.7069224, -40.5650174 -4.7072934)",,
311601495,,secondary,True,False,49.115,Rua General Sampaio,"LINESTRING (-40.5650807 -4.7065592, -40.5650653 -4.7064851, -40.565101 -4.7061208)",,
482787835,CE-265,secondary,False,True,24.593,Avenida Joaquim Lopes Pedrosa,"LINESTRING (-40.5635234 -4.7066512, -40.5637363 -4.7065888)",,
337254231,CE-265,secondary,True,False,102.61500000000001,Avenida Joaquim Lopes Pedrosa,"LINESTRING (-40.5635234 -4.7066512, -40.5634949 -4.706663, -40.5634771 -4.7066689, -40.5634194 -4.7066769, -40.5633353 -4.7066829, -40.563223 -4.7066833, -40.5630986 -4.7066843, -40.5626017 -4.7066716)",,
311590354,,residential,False,False,41.442,Rua Francisco Sabino Mendes,"LINESTRING (-40.5672593 -4.7020396, -40.566886 -4.7020175)",40,
311604603,,tertiary,True,False,103.538,Avenida Alípio Gomes,"LINESTRING (-40.5672593 -4.7020396, -40.5669804 -4.7025743, -40.5669153 -4.7026892, -40.5668694 -4.7027537, -40.5667903 -4.7028408)",,
337254378,,tertiary,False,False,100.43299999999999,Avenida Alipio Gomes,"LINESTRING (-40.5672593 -4.7020396, -40.5673277 -4.7020142, -40.5674323 -4.7019648, -40.5675088 -4.7019287, -40.5676637 -4.7018348, -40.5676991 -4.7018015, -40.5677301 -4.7017563, -40.5677566 -4.7017027, -40.567868 -4.701438)",,
311590354,,residential,False,False,8.314,Rua Francisco Sabino Mendes,"LINESTRING (-40.5662369 -4.7019291, -40.5661628 -4.7019174)",40,
311590357,,residential,True,False,30.334,Avenida Antônio Joaquim de Sousa,"LINESTRING (-40.5662369 -4.7019291, -40.5661985 -4.7021992)",60,
311590354,,residential,False,True,72.60300000000001,Rua Francisco Sabino Mendes,"LINESTRING (-40.5662369 -4.7019291, -40.5665614 -4.7019733, -40.566886 -4.7020175)",40,
311590354,,residential,False,False,59.774,Rua Francisco Sabino Mendes,"LINESTRING (-40.5661628 -4.7019174, -40.5656286 -4.7018431)",40,
311590354,,residential,False,True,8.314,Rua Francisco Sabino Mendes,"LINESTRING (-40.5661628 -4.7019174, -40.5662369 -4.7019291)",40,
311590359,,residential,True,False,47.268,Avenida Antônio Joaquim de Sousa,"LINESTRING (-40.5661628 -4.7019174, -40.566226 -4.701497)",,
311590357,,residential,True,False,58.941,Avenida Antônio Joaquim de Sousa,"LINESTRING (-40.566036 -4.7033085, -40.5659598 -4.7038331)",60,
311590361,,residential,False,False,7.502,Rua Tabelião Antônio Bezerra do Vale,"LINESTRING (-40.566036 -4.7033085, -40.5659695 -4.7032959)",,
311590361,,residential,False,True,69.276,Rua Tabelião Antônio Bezerra do Vale,"LINESTRING (-40.566036 -4.7033085, -40.5666558 -4.7033896)",,
311590357,,residential,True,False,63.577,Avenida Antônio Joaquim de Sousa,"LINESTRING (-40.565881 -4.7043758, -40.5657886 -4.7049401)",60,
369166176,,residential,False,False,79.512,Rua Coronel Antonio Rodrigues Veras,"LINESTRING (-40.565881 -4.7043758, -40.5665928 -4.7044656)",,
369166176,,residential,False,True,8.388,Rua Coronel Antonio Rodrigues Veras,"LINESTRING (-40.565881 -4.7043758, -40.5658059 -4.7043664)",,
311590357,,residential,True,False,122.472,Avenida Antônio Joaquim de Sousa,"LINESTRING (-40.565692 -4.7055297, -40.5655175 -4.7066173)",60,
369151093,CE-265,secondary,False,False,8.699,Rua Padre Francisco Rosa,"LINESTRING (-40.565692 -4.7055297, -40.5656149 -4.705515)",,
369151093,CE-265,secondary,False,True,92.96,Rua Padre Francisco Rosa,"LINESTRING (-40.565692 -4.7055297, -40.5665206 -4.7056599)",,
311593261,,tertiary,False,False,82.057,Rua Boaventura de Sousa Pedrosa,"LINESTRING (-40.5655175 -4.7066173, -40.5662533 -4.7066999)",,
311593261,,tertiary,False,True,48.835,Rua Boaventura de Sousa Pedrosa,"LINESTRING (-40.5655175 -4.7066173, -40.5650807 -4.7065592)",,
311590357,,residential,True,False,83.216,Avenida Antônio Joaquim de Sousa,"LINESTRING (-40.5655175 -4.7066173, -40.5654502 -4.7070077, -40.5654103 -4.7073577)",60,
311629143,,residential,False,False,95.417,Rua Monsenhor Holanda,"LINESTRING (-40.5654103 -4.7073577, -40.5662591 -4.7075017)",,
311629143,,residential,False,True,44.124,Rua Monsenhor Holanda,"LINESTRING (-40.5654103 -4.7073577, -40.5650174 -4.7072934)",,
"[337254240, 821296415]",,residential,False,"[False, True]",138.773,"['Avenida Antônio Joaquim de Sousa', 'Rua Higino Gonçalves Rosa']","LINESTRING (-40.5654103 -4.7073577, -40.5653597 -4.7079928, -40.5653617 -4.7080295, -40.5653717 -4.7080656, -40.5654006 -4.7081084, -40.5654817 -4.7081979, -40.565563 -4.7083106, -40.5656006 -4.7083749, -40.5656219 -4.7084282, -40.5656389 -4.7085206)",60,
311590359,,residential,True,False,66.388,Avenida Antônio Joaquim de Sousa,"LINESTRING (-40.5656149 -4.705515, -40.5657129 -4.704926)",,
369151093,CE-265,secondary,False,False,42.142,Rua Padre Francisco Rosa,"LINESTRING (-40.5656149 -4.705515, -40.5652387 -4.7054597)",,
369151093,CE-265,secondary,False,True,8.699,Rua Padre Francisco Rosa,"LINESTRING (-40.5656149 -4.705515, -40.565692 -4.7055297)",,
311590359,,residential,True,False,60.748,Avenida Antônio Joaquim de Sousa,"LINESTRING (-40.5658059 -4.7043664, -40.5658884 -4.7038263)",,
369166176,,residential,False,False,8.388,Rua Coronel Antonio Rodrigues Veras,"LINESTRING (-40.5658059 -4.7043664, -40.565881 -4.7043758)",,
369166176,,residential,False,True,48.859,Rua Coronel Antonio Rodrigues Veras,"LINESTRING (-40.5658059 -4.7043664, -40.5653697 -4.7043025)",,
311590359,,residential,True,False,37.395,Avenida Antônio Joaquim de Sousa,"LINESTRING (-40.5659695 -4.7032959, -40.5660137 -4.7029625)",,
311590361,,residential,False,False,53.61,Rua Tabelião Antônio Bezerra do Vale,"LINESTRING (-40.5659695 -4.7032959, -40.5654877 -4.7032526)",,
311590361,,residential,False,True,7.502,Rua Tabelião Antônio Bezerra do Vale,"LINESTRING (-40.5659695 -4.7032959, -40.566036 -4.7033085)",,
311590361,,residential,False,False,69.276,Rua Tabelião Antônio Bezerra do Vale,"LINESTRING (-40.5666558 -4.7033896, -40.566036 -4.7033085)",,
311603793,,tertiary,False,False,62.818,Avenida Alípio Gomes,"LINESTRING (-40.5666558 -4.7033896, -40.5667903 -4.7028408)",,
311603793,,tertiary,False,True,119.85,Avenida Alípio Gomes,"LINESTRING (-40.5666558 -4.7033896, -40.5666162 -4.7040663, -40.5665928 -4.7044656)",,
311590361,,residential,False,True,106.795,Rua Tabelião Antônio Bezerra do Vale,"LINESTRING (-40.5644474 -4.7031475, -40.5654066 -4.7032399)",,
311629143,,residential,False,False,44.124,Rua Monsenhor Holanda,"LINESTRING (-40.5650174 -4.7072934, -40.5654103 -4.7073577)",,
311590362,,residential,False,False,81.94900000000001,Rua General Sampaio,"LINESTRING (-40.5650174 -4.7072934, -40.5650549 -4.7069224, -40.5650807 -4.7065592)",,
"[482787834, 337254372, 311629143]",,residential,False,True,86.043,"['Rua Monsenhor Holanda', 'Rua Helvecio Moura']","LINESTRING (-40.5650174 -4.7072934, -40.5645634 -4.7072351, -40.5644977 -4.7073088, -40.5644264 -4.7074046, -40.5643324 -4.7074388)",,yes
311601661,CE-265,secondary,False,True,7.988,,"LINESTRING (-40.5651672 -4.7054506, -40.5652387 -4.7054597)",,
337254244,,residential,False,False,83.833,Rua Padre Francisco Rosa,"LINESTRING (-40.5651672 -4.7054506, -40.5644215 -4.7053238)",,
355236516,,residential,True,False,42.635,Rua General Sampaio,"LINESTRING (-40.5651672 -4.7054506, -40.5652086 -4.7050694)",,
369166176,,residential,False,False,8.584,Rua Coronel Antonio Rodrigues Veras,"LINESTRING (-40.5652933 -4.7042898, -40.5653697 -4.7043025)",,
355236516,,residential,True,False,75.252,Rua General Sampaio,"LINESTRING (-40.5652933 -4.7042898, -40.5653168 -4.7040766, -40.5653638 -4.7036167)",,
369166176,,residential,False,True,79.363,Rua Coronel Antonio Rodrigues Veras,"LINESTRING (-40.5652933 -4.7042898, -40.5649232 -4.7042524, -40.5645816 -4.7042108)",,
311590361,,residential,False,False,106.795,Rua Tabelião Antônio Bezerra do Vale,"LINESTRING (-40.5654066 -4.7032399, -40.5644474 -4.7031475)",,
311590361,,residential,False,True,9.098,Rua Tabelião Antônio Bezerra do Vale,"LINESTRING (-40.5654066 -4.7032399, -40.5654877 -4.7032526)",,
355236516,,residential,True,False,47.134,Rua General Sampaio,"LINESTRING (-40.5654066 -4.7032399, -40.5654578 -4.7028191)",,
311590354,,residential,False,True,7.582,Rua Francisco Sabino Mendes,"LINESTRING (-40.5655615 -4.7018298, -40.5656286 -4.7018431)",40,
