osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,width,bridge
129555938,2,Rua Teófilo Otoni,tertiary,40,False,False,13.476,"LINESTRING (-44.8858596 -21.96184, -44.8859819 -21.9617973)",,,
406500766,2,Rua Quintino Bocaiuva,residential,30,False,True,35.604,"LINESTRING (-44.8858596 -21.96184, -44.8857965 -21.9615252)",,,
129555938,2,Rua Teófilo Otoni,tertiary,40,False,True,54.709,"LINESTRING (-44.8911708 -21.9600073, -44.8906616 -21.9601453)",,,
226930523,,Rua Doutor Capitão João Rocha,tertiary,,True,False,94.069,"LINESTRING (-44.8911708 -21.9600073, -44.8911265 -21.9598316, -44.8909803 -21.95941, -44.8909052 -21.9591985)",,,
226930526,2,Rua Doutor Brotero do Pilar Cobra,residential,30,False,False,100.105,"LINESTRING (-44.8922999 -21.9599448, -44.8920931 -21.9590652)",,,
226930537,2,Rua Doutor Antônio de Souza Levenhagem,tertiary,40,False,False,45.944,"LINESTRING (-44.8922999 -21.9599448, -44.8923133 -21.9603578)",,,
406500768,1,Rua Cônego Monte Raso,tertiary,40,True,False,76.87,"LINESTRING (-44.8922999 -21.9599448, -44.8915556 -21.9599821)",,,
406500768,1,Rua Cônego Monte Raso,tertiary,40,True,False,51.559,"LINESTRING (-44.8932956 -21.9598918, -44.8927969 -21.9599246)",,,
406524183,2,Rua Padre Inácio kusck,tertiary,40,False,True,61.932,"LINESTRING (-44.8932956 -21.9598918, -44.8931468 -21.9593522)",,,
226930528,2,Rua da Conceição,residential,30,False,False,79.466,"LINESTRING (-44.8885864 -21.9583018, -44.8878625 -21.9580569)",,,
406500786,2,Rua Professor José Divino de Oliveira,tertiary,40,False,True,60.058,"LINESTRING (-44.8885864 -21.9583018, -44.8887653 -21.9588158)",,,
684885657,2,Rua Capitão Mor Tomé Rodrigues,tertiary,40,False,False,173.406,"LINESTRING (-44.8885864 -21.9583018, -44.888809 -21.9577072, -44.8888358 -21.9575878, -44.8888426 -21.9575144, -44.8888399 -21.9574037, -44.8888059 -21.9567808)",,,
226930521,2,Rua Doutor Manoel Antônio,residential,30,False,True,93.121,"LINESTRING (-44.8887653 -21.9588158, -44.8878707 -21.9589295)",,,
406500786,2,Rua Professor José Divino de Oliveira,tertiary,40,False,False,60.058,"LINESTRING (-44.8887653 -21.9588158, -44.8885864 -21.9583018)",,,
