osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,junction,maxspeed
448580637,True,Rua Madalena Nunes,residential,False,18.842,"LINESTRING (-40.9977748 -3.7263505, -40.9976114 -3.7263966)",,,,
503668879,False,Rua Francisca Carla,residential,False,18.947,"LINESTRING (-40.9977748 -3.7263505, -40.9976387 -3.7264534)",,,,
503668879,False,Rua Francisca Carla,residential,True,10.248,"LINESTRING (-40.9977748 -3.7263505, -40.9978455 -3.7262912)",,,,
376558609,False,Rua José Gomes Diniz,residential,False,62.268,"LINESTRING (-41.0028937 -3.7272401, -41.0034095 -3.7270195)",,,,
376558609,False,Rua José Gomes Diniz,residential,True,73.577,"LINESTRING (-41.0028937 -3.7272401, -41.0022836 -3.7274993)",,,,
545545335,False,Rua Coronel João Damasceno,residential,True,139.212,"LINESTRING (-41.0028937 -3.7272401, -41.0034633 -3.7283556)",,,,
158798582,False,Rua Jerônimo Teles,residential,True,58.595,"LINESTRING (-41.0033781 -3.7304384, -41.0036165 -3.7309086)",,,,
545545336,False,Rua Alcides Beviláqua,residential,False,24.562,"LINESTRING (-41.0033781 -3.7304384, -41.0031584 -3.7304114)",,,,
545545336,False,Rua Alcides Beviláqua,residential,True,29.252,"LINESTRING (-41.0033781 -3.7304384, -41.0036414 -3.7304252)",,,,
158798582,False,Rua Jerônimo Teles,residential,False,20.5,"LINESTRING (-41.0039069 -3.7315159, -41.0038202 -3.7313531)",,,,
158798582,False,Rua Jerônimo Teles,residential,True,25.509,"LINESTRING (-41.0039069 -3.7315159, -41.0040153 -3.7317182)",,,,
158798566,False,Rua Paulo VI,residential,False,116.21600000000001,"LINESTRING (-41.0039069 -3.7315159, -41.0037089 -3.7314704, -41.0028695 -3.7313808)",,,,
448576521,True,Rua Zeferino Ferreira,secondary,False,78.774,"LINESTRING (-40.9982677 -3.7322012, -40.9984913 -3.7323843, -40.9986345 -3.7324768, -40.9988579 -3.732589)",1,CE-187,,
503668879,False,Rua Francisca Carla,residential,False,75.958,"LINESTRING (-40.9973919 -3.7266481, -40.996874 -3.7270948)",,,,
503668879,False,Rua Francisca Carla,residential,True,34.909,"LINESTRING (-40.9973919 -3.7266481, -40.9976387 -3.7264534)",,,,
376558603,False,Travessa Francisca Carla,residential,False,225.005,"LINESTRING (-40.9973919 -3.7266481, -40.9977016 -3.7270327, -40.997778 -3.7271217, -40.9978256 -3.7271893, -40.9983977 -3.7283909)",,,,
158798552,False,Rua Poeta Lauro Menezes,residential,False,76.218,"LINESTRING (-40.9983977 -3.7283909, -40.99772 -3.7285027)",2,,,
158798552,False,Rua Poeta Lauro Menezes,residential,True,91.02,"LINESTRING (-40.9983977 -3.7283909, -40.9992057 -3.7282497)",2,,,
376558603,False,Travessa Francisca Carla,residential,False,70.976,"LINESTRING (-40.9983977 -3.7283909, -40.9986473 -3.7289786)",,,,
376558603,False,Travessa Francisca Carla,residential,True,225.00500000000002,"LINESTRING (-40.9983977 -3.7283909, -40.9978256 -3.7271893, -40.997778 -3.7271217, -40.9977016 -3.7270327, -40.9973919 -3.7266481)",,,,
376558604,False,,residential,False,45.306,"LINESTRING (-40.996874 -3.7270948, -40.9969469 -3.7274957)",,,,
