osmid,highway,oneway,reversed,length,name,ref,lanes,geometry,maxspeed,bridge
819439059,primary_link,False,False,8.158,,,,"LINESTRING (-38.4601783 -6.0421421, -38.4602433 -6.0421074)",,
263901580,residential,False,False,53.289,Rua Coronel Antônio Vicente,,,"LINESTRING (-38.4604868 -6.04319, -38.4600301 -6.043343)",,
819439068,residential,False,False,4.44,,,,"LINESTRING (-38.4604868 -6.04319, -38.4605247 -6.0431768)",,
819439070,primary,True,False,51.559,Rua Santos Dumont,BR-226,,"LINESTRING (-38.4604868 -6.04319, -38.4603607 -6.0427436)",,
224962431,primary,False,True,48.494,Rua Santos Dumont,BR-226,,"LINESTRING (-38.4605207 -6.0432477, -38.4606468 -6.0436654)",,
819439067,primary,True,False,7.431,Rua Santos Dumont,BR-226,,"LINESTRING (-38.4605207 -6.0432477, -38.4604868 -6.04319)",,
819434584,residential,False,False,5.526,,,,"LINESTRING (-38.4612892 -6.0435029, -38.4612721 -6.0434562)",,
819434586,primary,True,False,8.028,,BR-226,1,"LINESTRING (-38.4612892 -6.0435029, -38.4612167 -6.0435067)",,
264140764,residential,False,False,227.964,,,,"LINESTRING (-38.4612892 -6.0435029, -38.4613538 -6.0437218, -38.4614235 -6.0440019, -38.4615107 -6.0443673, -38.4615804 -6.044646, -38.4616596 -6.0449181, -38.4617212 -6.0451061, -38.461791 -6.0452942, -38.4618674 -6.0454675)",,
224962431,primary,False,False,48.494,Rua Santos Dumont,BR-226,,"LINESTRING (-38.4606468 -6.0436654, -38.4605207 -6.0432477)",,
224962432,primary,False,False,45.242000000000004,,BR-226,2,"LINESTRING (-38.4606468 -6.0436654, -38.4609017 -6.0435975, -38.461042 -6.0435601)",,
263966165,primary,False,True,165.567,Rua Santos Dumont,CE-138,,"LINESTRING (-38.4606468 -6.0436654, -38.4607221 -6.0439165, -38.4607945 -6.0441792, -38.4608442 -6.0444273, -38.460871 -6.0445967, -38.4608871 -6.0447487, -38.4609032 -6.0449234, -38.4609237 -6.0451242)",,
224964098,primary,False,False,53.798,,CE-138,,"LINESTRING (-38.4606832 -6.0489524, -38.4607972 -6.0488877, -38.4608636 -6.0488343, -38.4609205 -6.0487767, -38.4609514 -6.0487196, -38.460991 -6.048657, -38.4610217 -6.0486189)",,
224964098,primary,False,True,186.627,,CE-138,,"LINESTRING (-38.4606832 -6.0489524, -38.4606816 -6.049029, -38.4607677 -6.0496952, -38.4608945 -6.0506167)",,
263900834,residential,False,False,78.459,Rua Raimundo Pinheiro,,,"LINESTRING (-38.4606832 -6.0489524, -38.4606322 -6.0487281, -38.460521 -6.0482655)",,
224964098,primary,False,True,16.973,,CE-138,,"LINESTRING (-38.4613001 -6.0484189, -38.4611638 -6.0484891)",,
263965044,residential,False,False,51.045,,,,"LINESTRING (-38.4613001 -6.0484189, -38.4613658 -6.0483829, -38.4614564 -6.0483549, -38.4615382 -6.0483429, -38.4616287 -6.0483375, -38.461747 -6.0483421)",,
263901581,residential,False,False,64.82000000000001,Rua José Braga Falcão,,,"LINESTRING (-38.4602534 -6.0463638, -38.4602487 -6.0462617, -38.4602467 -6.0461204, -38.4602454 -6.0459343, -38.4602383 -6.0458363, -38.4602319 -6.0457816)",,
263967290,residential,False,False,89.47500000000001,Avenida Capitão Xavier,,,"LINESTRING (-38.4602534 -6.0463638, -38.4601146 -6.0463538, -38.4599255 -6.0463404, -38.4596828 -6.0463191, -38.459544 -6.0463044, -38.4594474 -6.0462937)",40,
873621055,primary,False,True,41.552,Avenida Capitão Xavier,,,"LINESTRING (-38.4602534 -6.0463638, -38.4604177 -6.0463771, -38.4604941 -6.0463871, -38.4605424 -6.0464024, -38.4605686 -6.0464198, -38.4606068 -6.0464544)",40,
263901042,primary,False,False,38.799,Rua Coronel José Freire,,,"LINESTRING (-38.4612968 -6.0472766, -38.4612472 -6.0471519, -38.4612056 -6.0470759, -38.4611409 -6.0469649)",40,
263901578,primary,True,False,93.90799999999999,Rua Coronel José Freire,CE-138,,"LINESTRING (-38.4612968 -6.0472766, -38.4613008 -6.0473853, -38.4613102 -6.047582, -38.4613142 -6.0477641, -38.4613149 -6.0481208)",,
263901579,primary,False,False,41.18,,CE-138,,"LINESTRING (-38.4612968 -6.0472766, -38.4612981 -6.047206, -38.4613075 -6.0471146, -38.4613189 -6.0470399, -38.4613425 -6.0469097)",,
263901579,primary,False,True,6.896,,CE-138,,"LINESTRING (-38.4613548 -6.0468489, -38.4613425 -6.0469097)",,
263907916,residential,False,False,51.435,Travessa Bevenuto Cavalcante,,,"LINESTRING (-38.4613548 -6.0468489, -38.4615328 -6.0468279, -38.4617554 -6.0468032, -38.4618165 -6.0467932)",,
263966165,primary,False,False,198.43699999999998,Rua Santos Dumont,CE-138,,"LINESTRING (-38.4613548 -6.0468489, -38.4613578 -6.0467912, -38.4613551 -6.0467025, -38.4613403 -6.0465653, -38.4613001 -6.0463991, -38.4612478 -6.0462157, -38.4611861 -6.0460223, -38.4610803 -6.0456878, -38.4609729 -6.0453315, -38.4609237 -6.0451242)",,
