osmid,oneway,name,highway,reversed,length,bridge,geometry,access
30595812,False,Rua Claudionor Batista,secondary,True,75.376,,"LINESTRING (-42.9774411 -22.5279385, -42.9770274 -22.5273786)",
"[754616592, 30595812, 754616591]",False,Rua Claudionor Batista,secondary,False,95.502,yes,"LINESTRING (-42.9774411 -22.5279385, -42.9776802 -22.5282758, -42.9778196 -22.5284726, -42.9779442 -22.5286607)",
186304406,False,Rua João Seixas Junior,residential,True,63.969,,"LINESTRING (-42.9774411 -22.5279385, -42.9775766 -22.5277194, -42.9777527 -22.5274404)",
227245302,False,Rua Riacho Branco,residential,True,43.585,,"LINESTRING (-42.9774411 -22.5279385, -42.9775622 -22.5278994, -42.9778384 -22.5278009)",
301010993,False,Rua Central,residential,False,471.224,,"LINESTRING (-42.9831634 -22.5275843, -42.9806172 -22.5311096)",
301011205,False,Rua Jaime Portela,residential,False,118.047,,"LINESTRING (-42.9831634 -22.5275843, -42.9838021 -22.5267017)",
740621093,False,Avenida Dedo de Deus,secondary,False,74.447,,"LINESTRING (-42.9831634 -22.5275843, -42.9828051 -22.5270023)",
740621093,False,Avenida Dedo de Deus,secondary,True,65.283,,"LINESTRING (-42.9831634 -22.5275843, -42.9834794 -22.5280937)",
301010996,False,Rua Sebastião Schewenck,residential,True,159.751,,"LINESTRING (-42.9817758 -22.5254297, -42.9809071 -22.5266214)",
740621093,False,Avenida Dedo de Deus,secondary,False,35.575,,"LINESTRING (-42.9817758 -22.5254297, -42.9816059 -22.5251509)",
740621093,False,Avenida Dedo de Deus,secondary,True,46.015,,"LINESTRING (-42.9817758 -22.5254297, -42.9820124 -22.5257811)",
301011225,False,Rua Antônio Dias Guerra,residential,False,106.882,,"LINESTRING (-42.9807282 -22.523794, -42.9814918 -22.523141)",
301011415,False,Rua A,residential,False,166.474,,"LINESTRING (-42.9807282 -22.523794, -42.9798463 -22.5250501)",
740621093,False,Avenida Dedo de Deus,secondary,False,41.757,,"LINESTRING (-42.9807282 -22.523794, -42.9805165 -22.5234734)",
740621093,False,Avenida Dedo de Deus,secondary,True,79.96600000000001,,"LINESTRING (-42.9807282 -22.523794, -42.9809564 -22.524144, -42.9810621 -22.5243067, -42.9811294 -22.5244103)",
301011420,True,Rua Tavera,residential,False,145.961,,"LINESTRING (-42.9798686 -22.5224814, -42.9784923 -22.5228082)",
740621093,False,Avenida Dedo de Deus,secondary,True,72.244,,"LINESTRING (-42.9798686 -22.5224814, -42.9802314 -22.523038)",
301011221,False,Rua Tavera,residential,True,226.922,,"LINESTRING (-42.9798686 -22.5224814, -42.9807043 -22.5222294, -42.980766 -22.5222188, -42.9808143 -22.5222226, -42.9808605 -22.522238, -42.9808994 -22.5222628, -42.9809382 -22.5222946, -42.9810036 -22.5223867, -42.9812058 -22.5227064, -42.9814918 -22.523141)",
186304425,False,Rua Aníbal Zaether Kifuri,residential,True,70.627,,"LINESTRING (-42.9750944 -22.5311196, -42.9753895 -22.5305459)",
186304415,False,Rua Periando José de Moura,residential,True,48.772,,"LINESTRING (-42.9779845 -22.5311125, -42.9781857 -22.5307152)",
186304415,False,Rua Periando José de Moura,residential,False,115.709,,"LINESTRING (-42.978671 -22.5297761, -42.9781857 -22.5307152)",
754616591,False,Rua Claudionor Batista,secondary,False,80.542,,"LINESTRING (-42.978671 -22.5297761, -42.9787349 -22.5298907, -42.9787901 -22.5300018, -42.9788277 -22.5300944, -42.9788515 -22.5302576, -42.9788527 -22.5304672)",
754616591,False,Rua Claudionor Batista,secondary,True,94.35400000000001,,"LINESTRING (-42.978671 -22.5297761, -42.9785728 -22.5295946, -42.9784663 -22.5294096, -42.9782056 -22.529046)",
186304423,False,,residential,True,160.613,,"LINESTRING (-42.97443 -22.5290303, -42.9758563 -22.5296225)",
227244996,False,,residential,False,36.028,,"LINESTRING (-42.97443 -22.5290303, -42.9742821 -22.5293241)",
227244996,False,,residential,True,35.543,,"LINESTRING (-42.97443 -22.5290303, -42.9745715 -22.5287386)",
186304385,False,Rua Caramuru,residential,False,105.314,,"LINESTRING (-42.9759186 -22.524816, -42.9765072 -22.5240405)",
186304385,False,Rua Caramuru,residential,True,277.774,,"LINESTRING (-42.9759186 -22.524816, -42.97628 -22.5250743, -42.9763752 -22.5251722, -42.976647 -22.5256788, -42.9772959 -22.5269207)",
227244911,False,Rua Quinze,residential,False,32.379,,"LINESTRING (-42.9759186 -22.524816, -42.9758167 -22.5249393, -42.9757234 -22.5250446)",
227245308,False,,residential,True,69.99,,"LINESTRING (-42.9789676 -22.5283842, -42.9796244 -22.5282165)",
186304417,False,Rua Pierre Berman,residential,False,236.445,,"LINESTRING (-42.9789676 -22.5283842, -42.9792992 -22.5296166, -42.9795194 -22.5304486)",
227245308,False,,residential,False,109.517,,"LINESTRING (-42.9789676 -22.5283842, -42.97824 -22.5285808, -42.9779442 -22.5286607)",
754616591,False,Rua Claudionor Batista,secondary,True,50.561,,"LINESTRING (-42.9782056 -22.529046, -42.9779442 -22.5286607)",
754616591,False,Rua Claudionor Batista,secondary,False,94.354,,"LINESTRING (-42.9782056 -22.529046, -42.9784663 -22.5294096, -42.9785728 -22.5295946, -42.978671 -22.5297761)",
186304434,False,,residential,False,68.507,,"LINESTRING (-42.9795194 -22.5304486, -42.9788527 -22.5304672)",
186304434,False,,residential,True,71.479,,"LINESTRING (-42.9795194 -22.5304486, -42.9801832 -22.5302555)",
186304417,False,Rua Pierre Berman,residential,True,236.445,,"LINESTRING (-42.9795194 -22.5304486, -42.9792992 -22.5296166, -42.9789676 -22.5283842)",
186304420,False,Rua Riachuelo,residential,True,133.372,,"LINESTRING (-42.9787412 -22.5275883, -42.9784417 -22.5264212)",
227245302,False,Rua Riacho Branco,residential,False,95.693,,"LINESTRING (-42.9787412 -22.5275883, -42.9778384 -22.5278009)",
227245302,False,Rua Riacho Branco,residential,True,71.211,,"LINESTRING (-42.9787412 -22.5275883, -42.9794135 -22.5274318)",
227244838,False,Rua Aliphia Kifuri,residential,False,71.995,,"LINESTRING (-42.9757181 -22.5263552, -42.9754345 -22.5269473)",
227244838,False,Rua Aliphia Kifuri,residential,True,69.16,,"LINESTRING (-42.9757181 -22.5263552, -42.975991 -22.5257866)",
186304427,False,Rua Chicri Kifuri,residential,True,185.30499999999998,,"LINESTRING (-42.9757181 -22.5263552, -42.9766729 -22.5267677, -42.9766964 -22.5267863, -42.9767092 -22.5268191, -42.9768851 -22.5273202, -42.9769254 -22.5274158)",
186304434,False,,residential,False,71.479,,"LINESTRING (-42.9801832 -22.5302555, -42.9795194 -22.5304486)",
227246280,False,Rua Vereador Moacyr Pimentel,residential,False,94.331,,"LINESTRING (-42.9801832 -22.5302555, -42.9799355 -22.5294386)",
186304434,False,,residential,True,68.507,,"LINESTRING (-42.9788527 -22.5304672, -42.9795194 -22.5304486)",
754616591,False,Rua Claudionor Batista,secondary,True,80.542,,"LINESTRING (-42.9788527 -22.5304672, -42.9788515 -22.5302576, -42.9788277 -22.5300944, -42.9787901 -22.5300018, -42.9787349 -22.5298907, -42.978671 -22.5297761)",
186304410,False,Rua da Maçonaria,residential,False,133.292,,"LINESTRING (-42.9765535 -22.5281457, -42.9753809 -22.5276321)",
186304425,False,Rua Aníbal Zaether Kifuri,residential,False,70.619,,"LINESTRING (-42.9765535 -22.5281457, -42.9762783 -22.5287277)",
186304425,False,Rua Aníbal Zaether Kifuri,residential,True,75.615,,"LINESTRING (-42.9765535 -22.5281457, -42.9768117 -22.5275992, -42.9768516 -22.527524)",
186304406,False,Rua João Seixas Junior,residential,False,95.309,,"LINESTRING (-42.9789445 -22.5257008, -42.9784417 -22.5264212)",
227245990,False,Rua Vereador Moacyr Pimentel,residential,False,64.45,,"LINESTRING (-42.9789445 -22.5257008, -42.9788026 -22.5251362)",
227245990,False,Rua Vereador Moacyr Pimentel,residential,True,198.421,,"LINESTRING (-42.9789445 -22.5257008, -42.9792042 -22.5266305, -42.9794135 -22.5274318)",
844156468,False,Rua Comandante Barcelar,residential,False,84.052,,"LINESTRING (-42.9755916 -22.5234812, -42.975107 -22.5240903)",
186304428,False,Rua Comandante Barcelar,tertiary,True,67.77199999999999,,"LINESTRING (-42.9755916 -22.5234812, -42.9758169 -22.5231723, -42.9759541 -22.522972)",
227245099,False,Rua Belmiro Vivas,tertiary,True,112.75,,"LINESTRING (-42.9755916 -22.5234812, -42.9758242 -22.5236263, -42.9765072 -22.5240405)",
186304423,False,,residential,False,160.613,,"LINESTRING (-42.9758563 -22.5296225, -42.97443 -22.5290303)",
186304425,False,Rua Aníbal Zaether Kifuri,residential,False,37.448,,"LINESTRING (-42.9758563 -22.5296225, -42.9757017 -22.5299275)",
186304425,False,Rua Aníbal Zaether Kifuri,residential,True,35.341,,"LINESTRING (-42.9758563 -22.5296225, -42.9759983 -22.529333)",
186304419,False,Rua Dez,residential,False,133.223,,"LINESTRING (-42.9757017 -22.5299275, -42.9745234 -22.5294266)",
186304425,False,Rua Aníbal Zaether Kifuri,residential,False,75.872,,"LINESTRING (-42.9757017 -22.5299275, -42.9753895 -22.5305459)",
186304425,False,Rua Aníbal Zaether Kifuri,residential,True,37.448,,"LINESTRING (-42.9757017 -22.5299275, -42.9758563 -22.5296225)",
186304410,False,Rua da Maçonaria,residential,False,25.681,,"LINESTRING (-42.9753809 -22.5276321, -42.975151 -22.5275413)",
186304410,False,Rua da Maçonaria,residential,True,133.292,,"LINESTRING (-42.9753809 -22.5276321, -42.9765535 -22.5281457)",
186304437,False,,residential,True,70.916,,"LINESTRING (-42.9753809 -22.5276321, -42.9756613 -22.5270493)",
186304415,False,Rua Periando José de Moura,residential,False,48.772,,"LINESTRING (-42.9781857 -22.5307152, -42.9779845 -22.5311125)",
186304415,False,Rua Periando José de Moura,residential,True,115.709,,"LINESTRING (-42.9781857 -22.5307152, -42.978671 -22.5297761)",
186304406,False,Rua João Seixas Junior,residential,False,133.611,,"LINESTRING (-42.9784417 -22.5264212, -42.9777527 -22.5274404)",
186304406,False,Rua João Seixas Junior,residential,True,95.309,,"LINESTRING (-42.9784417 -22.5264212, -42.9789445 -22.5257008)",
186304420,False,Rua Riachuelo,residential,False,133.372,,"LINESTRING (-42.9784417 -22.5264212, -42.9787412 -22.5275883)",
186304425,False,Rua Aníbal Zaether Kifuri,residential,False,14.22,,"LINESTRING (-42.9769254 -22.5274158, -42.9768516 -22.527524)",
844154970,False,Rua Aníbal Zaether Kifuri,residential,True,11.264,,"LINESTRING (-42.9769254 -22.5274158, -42.9770274 -22.5273786)",
186304427,False,Rua Chicri Kifuri,residential,False,185.305,,"LINESTRING (-42.9769254 -22.5274158, -42.9768851 -22.5273202, -42.9767092 -22.5268191, -42.9766964 -22.5267863, -42.9766729 -22.5267677, -42.9757181 -22.5263552)",
186304399,False,Rua Achiles de Souza Gonçalves,residential,False,33.07,,"LINESTRING (-42.9745715 -22.5287386, -42.9742797 -22.5286129)",
186304399,False,Rua Achiles de Souza Gonçalves,residential,True,13.081,,"LINESTRING (-42.9745715 -22.5287386, -42.9746894 -22.5287831)",
227244996,False,,residential,False,35.543,,"LINESTRING (-42.9745715 -22.5287386, -42.97443 -22.5290303)",
227244588,False,Rua Maximino José Pacheco,secondary,True,87.908,,"LINESTRING (-42.9772959 -22.5269207, -42.9777687 -22.5262617)",
186304385,False,Rua Caramuru,residential,False,277.774,,"LINESTRING (-42.9772959 -22.5269207, -42.976647 -22.5256788, -42.9763752 -22.5251722, -42.97628 -22.5250743, -42.9759186 -22.524816)",
227244588,False,Rua Maximino José Pacheco,secondary,False,57.947,,"LINESTRING (-42.9772959 -22.5269207, -42.9771484 -22.527153, -42.9770786 -22.5272775, -42.9770274 -22.5273786)",
186304437,False,,residential,False,70.916,,"LINESTRING (-42.9756613 -22.5270493, -42.9753809 -22.5276321)",
227244808,False,Rua Anibal Chicri Kifuri,residential,False,25.909,,"LINESTRING (-42.9756613 -22.5270493, -42.9754345 -22.5269473)",
227244808,False,Rua Anibal Chicri Kifuri,residential,True,133.166,,"LINESTRING (-42.9756613 -22.5270493, -42.9767818 -22.5274976, -42.9768516 -22.527524)",
186304401,False,Rua Antônio Faustino de Melo,residential,False,147.765,,"LINESTRING (-42.9762783 -22.5287277, -42.9749659 -22.5281833)",
186304425,False,Rua Aníbal Zaether Kifuri,residential,False,73.193,,"LINESTRING (-42.9762783 -22.5287277, -42.9759983 -22.529333)",
186304425,False,Rua Aníbal Zaether Kifuri,residential,True,70.619,,"LINESTRING (-42.9762783 -22.5287277, -42.9765535 -22.5281457)",
30595812,False,Rua Claudionor Batista,secondary,False,75.376,,"LINESTRING (-42.9770274 -22.5273786, -42.9774411 -22.5279385)",
844154970,False,Rua Aníbal Zaether Kifuri,residential,False,11.264,,"LINESTRING (-42.9770274 -22.5273786, -42.9769254 -22.5274158)",
227244588,False,Rua Maximino José Pacheco,secondary,True,57.947,,"LINESTRING (-42.9770274 -22.5273786, -42.9770786 -22.5272775, -42.9771484 -22.527153, -42.9772959 -22.5269207)",
227244588,False,Rua Maximino José Pacheco,secondary,False,87.908,,"LINESTRING (-42.9777687 -22.5262617, -42.9772959 -22.5269207)",
227245171,False,Avenida Itá,secondary,True,83.899,,"LINESTRING (-42.9777687 -22.5262617, -42.9774063 -22.5255855)",
186304399,False,Rua Achiles de Souza Gonçalves,residential,False,147.689,,"LINESTRING (-42.9759983 -22.529333, -42.9746894 -22.5287831)",
186304425,False,Rua Aníbal Zaether Kifuri,residential,False,35.341,,"LINESTRING (-42.9759983 -22.529333, -42.9758563 -22.5296225)",
186304425,False,Rua Aníbal Zaether Kifuri,residential,True,73.193,,"LINESTRING (-42.9759983 -22.529333, -42.9762783 -22.5287277)",
227244808,False,Rua Anibal Chicri Kifuri,residential,True,30.725,,"LINESTRING (-42.9751621 -22.5268331, -42.9754345 -22.5269473)",
227244842,False,Rua Dois,residential,False,72.859,,"LINESTRING (-42.9751621 -22.5268331, -42.9748838 -22.5274358)",
186304425,False,Rua Aníbal Zaether Kifuri,residential,True,14.22,,"LINESTRING (-42.9768516 -22.527524, -42.9769254 -22.5274158)",
186304425,False,Rua Aníbal Zaether Kifuri,residential,False,75.615,,"LINESTRING (-42.9768516 -22.527524, -42.9768117 -22.5275992, -42.9765535 -22.5281457)",
227244808,False,Rua Anibal Chicri Kifuri,residential,False,133.166,,"LINESTRING (-42.9768516 -22.527524, -42.9767818 -22.5274976, -42.9756613 -22.5270493)",
227244808,False,Rua Anibal Chicri Kifuri,residential,False,30.725,,"LINESTRING (-42.9754345 -22.5269473, -42.9751621 -22.5268331)",
227244808,False,Rua Anibal Chicri Kifuri,residential,True,25.909,,"LINESTRING (-42.9754345 -22.5269473, -42.9756613 -22.5270493)",
227244838,False,Rua Aliphia Kifuri,residential,True,71.995,,"LINESTRING (-42.9754345 -22.5269473, -42.9757181 -22.5263552)",
186304410,False,Rua da Maçonaria,residential,True,29.846,,"LINESTRING (-42.9748838 -22.5274358, -42.975151 -22.5275413)",
227244842,False,Rua Dois,residential,True,72.859,,"LINESTRING (-42.9748838 -22.5274358, -42.9751621 -22.5268331)",
227248024,False,,residential,False,74.589,,"LINESTRING (-42.9749912 -22.52534, -42.9743315 -22.5250596)",
227244891,False,Rua Um,residential,True,129.23000000000002,,"LINESTRING (-42.9749912 -22.52534, -42.9754532 -22.5247621, -42.9754901 -22.5247355, -42.975533 -22.524733, -42.9755739 -22.5247671, -42.9757234 -22.5250446)",
227248024,False,,residential,True,114.06799999999998,,"LINESTRING (-42.9749912 -22.52534, -42.9753057 -22.52548, -42.975991 -22.5257866)",
227244891,False,Rua Um,residential,False,129.23000000000002,,"LINESTRING (-42.9757234 -22.5250446, -42.9755739 -22.5247671, -42.975533 -22.524733, -42.9754901 -22.5247355, -42.9754532 -22.5247621, -42.9749912 -22.52534)",
"[227244838, 227244911]",False,"['Rua Quinze', 'Rua Aliphia Kifuri']",residential,False,89.28,,"LINESTRING (-42.9757234 -22.5250446, -42.9760141 -22.5256398, -42.9760178 -22.5256866, -42.975991 -22.5257866)",
227244911,False,Rua Quinze,residential,True,32.379,,"LINESTRING (-42.9757234 -22.5250446, -42.9758167 -22.5249393, -42.9759186 -22.524816)",
186304401,False,Rua Antônio Faustino de Melo,residential,False,30.321,,"LINESTRING (-42.9748504 -22.5281362, -42.9745798 -22.5280272)",
186304401,False,Rua Antônio Faustino de Melo,residential,True,12.968,,"LINESTRING (-42.9748504 -22.5281362, -42.9749659 -22.5281833)",
227244914,False,Rua Dois,residential,True,73.0,,"LINESTRING (-42.9748504 -22.5281362, -42.975151 -22.5275413)",
186304410,False,Rua da Maçonaria,residential,False,29.846,,"LINESTRING (-42.975151 -22.5275413, -42.9748838 -22.5274358)",
186304410,False,Rua da Maçonaria,residential,True,25.681,,"LINESTRING (-42.975151 -22.5275413, -42.9753809 -22.5276321)",
227244914,False,Rua Dois,residential,False,73.0,,"LINESTRING (-42.975151 -22.5275413, -42.9748504 -22.5281362)",
186304425,False,Rua Aníbal Zaether Kifuri,residential,False,70.627,,"LINESTRING (-42.9753895 -22.5305459, -42.9750944 -22.5311196)",
186304425,False,Rua Aníbal Zaether Kifuri,residential,True,75.872,,"LINESTRING (-42.9753895 -22.5305459, -42.9757017 -22.5299275)",
227244933,False,Rua Onze,residential,False,133.49099999999999,,"LINESTRING (-42.9753895 -22.5305459, -42.9748625 -22.530312, -42.9742134 -22.530035)",
