osmid,oneway,name,highway,reversed,length,maxspeed,geometry,lanes,bridge,access
201272993,True,Avenida Francisco Glicério,primary,False,24.642,,"LINESTRING (-47.0614272 -22.9015038, -47.0613302 -22.9017066)",,,
89756006,True,Rua Luzitana,tertiary,False,14.392,,"LINESTRING (-47.0561892 -22.9065992, -47.0562502 -22.9064826)",,,
341188945,True,Avenida Moraes Sales,primary,False,90.68,60,"LINESTRING (-47.0561892 -22.9065992, -47.0553725 -22.9062844)",,,
89756019,True,Rua Doutor Quirino,tertiary,False,162.719,,"LINESTRING (-47.0565805 -22.9075575, -47.0559167 -22.908887)",,,
183092107,True,Rua Cônego Cipião,residential,False,85.787,,"LINESTRING (-47.0565805 -22.9075575, -47.055822 -22.9072303)",,,
89756004,True,Rua Duque de Caxias,tertiary,False,84.522,,"LINESTRING (-47.0580754 -22.9096741, -47.0588416 -22.9099564)",,,
89756006,True,Rua Luzitana,tertiary,False,25.106,,"LINESTRING (-47.055822 -22.9072303, -47.055939 -22.9070319)",,,
183092107,True,Rua Cônego Cipião,residential,False,86.828,,"LINESTRING (-47.055822 -22.9072303, -47.0551027 -22.9068171)",,,
89756018,True,Rua Regente Feijó,residential,False,78.173,,"LINESTRING (-47.0590521 -22.9077507, -47.0587327 -22.9083892)",,,
341188948,True,Avenida Doutor Moraes Sales,primary,False,71.603,60,"LINESTRING (-47.0590521 -22.9077507, -47.0584106 -22.9074948)",,,
149962646,True,Rua Regente Feijó,tertiary,False,119.394,,"LINESTRING (-47.0596149 -22.9066689, -47.0591011 -22.9076327)",,,
265137425,False,Rua Regente Feijó,residential,False,82.201,,"LINESTRING (-47.0596149 -22.9066689, -47.0599448 -22.905995)",,,
341199883,True,Rua Ferreira Penteado,secondary,False,83.071,,"LINESTRING (-47.0596149 -22.9066689, -47.0603494 -22.9069857)",,,
89756022,True,Rua Barão de Jaguará,secondary,False,14.678,,"LINESTRING (-47.0576549 -22.907187, -47.0577153 -22.9070673)",,,
341188945,True,Avenida Moraes Sales,primary,False,82.273,60,"LINESTRING (-47.0576549 -22.907187, -47.0569206 -22.9068871)",,,
183092107,True,Rua Cônego Cipião,residential,False,83.32,,"LINESTRING (-47.0580804 -22.9081123, -47.0573452 -22.9077916)",,,
341188947,True,Avenida Francisco Glicério,primary,False,161.784,,"LINESTRING (-47.0580804 -22.9081123, -47.0573359 -22.9093955)",,,
89756006,True,Rua Luzitana,tertiary,False,98.63,,"LINESTRING (-47.0550431 -22.9085577, -47.0555 -22.9077769)",,,
385577513,True,Rua Duque de Caxias,secondary,False,96.681,,"LINESTRING (-47.0550431 -22.9085577, -47.0559128 -22.9088856, -47.0559167 -22.908887)",,,
341188947,True,Avenida Francisco Glicério,primary,False,76.541,,"LINESTRING (-47.0584106 -22.9074948, -47.0580804 -22.9081123)",,,
341188948,True,Avenida Doutor Moraes Sales,primary,False,84.632,60,"LINESTRING (-47.0584106 -22.9074948, -47.0576549 -22.907187)",,,
183092107,True,Rua Cônego Cipião,residential,False,58.264,,"LINESTRING (-47.0615754 -22.9095656, -47.0610443 -22.9093779)",,,
89696255,True,,tertiary,False,67.898,,"LINESTRING (-47.0615754 -22.9095656, -47.0614386 -22.9094433, -47.0613933 -22.909389, -47.0613031 -22.9092556, -47.0612441 -22.909137, -47.0612146 -22.9090629)",,,
385577513,True,Rua Duque de Caxias,secondary,False,79.471,,"LINESTRING (-47.0559167 -22.908887, -47.0566435 -22.9091372)",,,
341199883,True,Rua Ferreira Penteado,secondary,False,73.211,,"LINESTRING (-47.0589613 -22.9064024, -47.0596149 -22.9066689)",,,
974020009,True,Avenida Francisco Glicério,primary,False,118.866,,"LINESTRING (-47.0589613 -22.9064024, -47.0584757 -22.9073733)",,,
200662750,True,Rua Irmã Serafina,tertiary,False,81.175,60,"LINESTRING (-47.0551027 -22.9068171, -47.0547432 -22.9074677)",2,,
183092107,True,Rua Cônego Cipião,residential,False,82.537,,"LINESTRING (-47.0573452 -22.9077916, -47.0565805 -22.9075575)",,,
341188942,True,Rua Barão de Jaguará,secondary,False,74.336,,"LINESTRING (-47.0573452 -22.9077916, -47.0576549 -22.907187)",,,
974020009,True,Avenida Francisco Glicério,primary,False,133.452,,"LINESTRING (-47.0599538 -22.9044755, -47.0598024 -22.9047692, -47.0594982 -22.9053593, -47.0594852 -22.9053915, -47.059395 -22.9055595)",,,
89756018,True,Rua Regente Feijó,residential,False,157.942,,"LINESTRING (-47.0587327 -22.9083892, -47.0580754 -22.9096741)",,,
183092107,True,Rua Cônego Cipião,residential,False,73.565,,"LINESTRING (-47.0587327 -22.9083892, -47.0580804 -22.9081123)",,,
692126370,True,Avenida Senador Saraiva,primary,False,31.372,50,"LINESTRING (-47.0627444 -22.9079631, -47.062601 -22.9082124)",,,
89756019,True,Rua Doutor Quirino,tertiary,False,82.283,,"LINESTRING (-47.0569206 -22.9068871, -47.0565805 -22.9075575)",,,
341188945,True,Avenida Moraes Sales,primary,False,81.468,60,"LINESTRING (-47.0569206 -22.9068871, -47.0561892 -22.9065992)",,,
89760193,True,Rua Visconde do Rio Branco,residential,False,75.24,,"LINESTRING (-47.0638796 -22.9077213, -47.0635421 -22.9083223)",,,
89760163,True,Rua Costa Aguiar,tertiary,False,75.804,,"LINESTRING (-47.0632058 -22.9074393, -47.0638796 -22.9077213)",,,
148715527,True,Avenida Senador Saraiva,primary,False,76.092,50,"LINESTRING (-47.0632058 -22.9074393, -47.0628421 -22.908036)",,,
89760157,True,Rua Ferreira Penteado,residential,False,78.448,,"LINESTRING (-47.0628421 -22.908036, -47.0635421 -22.9083223)",,,
89760184,True,Avenida Senador Saraiva,primary,False,76.30400000000002,,"LINESTRING (-47.0628421 -22.908036, -47.0627844 -22.9081411, -47.0627495 -22.9082359, -47.0627324 -22.9083337, -47.0627394 -22.9084395, -47.062768 -22.9085162, -47.0628171 -22.908594, -47.0628723 -22.9086709)",,,
158415910,True,Avenida 20 de Novembro,primary,False,1.699,,"LINESTRING (-47.0641764 -22.909122, -47.0641917 -22.9091161)",,,
89760188,True,Avenida Prefeito José Nicolau Ludgero Maselli,primary,False,50.879999999999995,40,"LINESTRING (-47.0638701 -22.9094814, -47.06411 -22.9091843, -47.0641764 -22.909122)",,,
"[91584593, 739485681]",True,,primary_link,False,85.908,,"LINESTRING (-47.0638701 -22.9094814, -47.0638277 -22.9093689, -47.0638173 -22.909349, -47.0637939 -22.9093269, -47.0637667 -22.909316, -47.0637365 -22.9093198, -47.0636236 -22.9093699, -47.0635206 -22.9094284, -47.0632271 -22.9095963)",,yes,
89763483,True,Avenida Doutor Moraes Sales,primary_link,False,95.382,,"LINESTRING (-47.0613928 -22.9090943, -47.0613893 -22.908795, -47.0613631 -22.9087189, -47.0613328 -22.9086718, -47.0612687 -22.9085944, -47.0611785 -22.908522, -47.0609783 -22.9084089)",,,
360068913,True,Avenida Doutor Moraes Sales,primary,False,96.34899999999999,60,"LINESTRING (-47.0613928 -22.9090943, -47.0613644 -22.9089546, -47.0613417 -22.9088689, -47.0613087 -22.9088055, -47.0612701 -22.9087549, -47.0612179 -22.9086905, -47.0611622 -22.9086471, -47.0610979 -22.908601, -47.0610407 -22.9085737, -47.0609013 -22.9084949, -47.0608308 -22.9084653)",,,
238966997,True,Avenida Senador Saraiva,primary,False,64.824,50,"LINESTRING (-47.0643681 -22.9050868, -47.0640746 -22.9056033)",,,
89760165,True,Rua Bernardino de Campos,tertiary,False,107.507,,"LINESTRING (-47.0643681 -22.9050868, -47.0639745 -22.9049309, -47.0634137 -22.9046849)",,,
89760157,True,Rua Ferreira Penteado,residential,False,99.803,,"LINESTRING (-47.0635421 -22.9083223, -47.0644304 -22.9086912)",,,
"[89760193, 692126369]",True,Rua Visconde do Rio Branco,residential,False,147.50900000000001,,"LINESTRING (-47.0635421 -22.9083223, -47.0633354 -22.9086938, -47.0633361 -22.9087114, -47.0633473 -22.9087319, -47.0633778 -22.9087553, -47.0641917 -22.9091161)",,,
89760163,True,Rua Costa Aguiar,tertiary,False,16.473,,"LINESTRING (-47.0630636 -22.9073701, -47.0632058 -22.9074393)",,,
238966997,True,Avenida Senador Saraiva,primary,False,73.599,50,"LINESTRING (-47.0630636 -22.9073701, -47.0627444 -22.9079631)",,,
89760177,True,Avenida Doutor Moraes Sales,primary,False,42.731,,"LINESTRING (-47.0609783 -22.9084089, -47.0606005 -22.9082459)",,,
441525335,False,Rua Benedito Cavalcante Pinto,living_street,False,206.74899999999994,,"LINESTRING (-47.0609783 -22.9084089, -47.0610784 -22.9082913, -47.061361 -22.9083868, -47.0615158 -22.9084298, -47.0616412 -22.9084354, -47.0622333 -22.9083897, -47.0624246 -22.9082794, -47.0624414 -22.9082644, -47.0624533 -22.9082493, -47.0626264 -22.9079125)",,,
"[974020020, 46629407]",True,Viaduto Miguel Vicente Cury,primary,False,65.881,,"LINESTRING (-47.0628723 -22.9086709, -47.0629984 -22.9087174, -47.0630801 -22.9087548, -47.0632034 -22.9088147, -47.0632775 -22.9088562, -47.0633298 -22.9088936, -47.0634083 -22.9089818)",,yes,
155015126,True,Avenida Benjamin Constant,primary,False,76.245,,"LINESTRING (-47.0608253 -22.9026762, -47.0613959 -22.9029383, -47.0614895 -22.9029856)",2,,
201272993,True,Avenida Francisco Glicério,primary,False,91.859,,"LINESTRING (-47.0608253 -22.9026762, -47.0605936 -22.9031392, -47.0604825 -22.903371, -47.0604534 -22.9034279)",,,
