osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,ref,bridge,junction
155689650,False,Rua Antônio Betelli,residential,True,99.461,"LINESTRING (-47.0539331 -23.1507315, -47.0545413 -23.1500334)",,,,,
709777912,False,Rua José Filomeno,residential,True,77.594,"LINESTRING (-47.0539331 -23.1507315, -47.0531762 -23.1507825)",,,,,
709777913,False,Rua José Filomeno,residential,False,75.527,"LINESTRING (-47.0539331 -23.1507315, -47.0546694 -23.1506766)",,,,,
155689647,False,Rua Noemia Andrade do Nascimento,residential,True,125.16,"LINESTRING (-47.0531762 -23.1507825, -47.0539625 -23.1499198)",,,,,
709777912,False,Rua José Filomeno,residential,False,77.594,"LINESTRING (-47.0531762 -23.1507825, -47.0539331 -23.1507315)",,,,,
"[155689532, 885542157]",True,"['Praça São Paulo', 'Avenida Nelson Gula']",primary,False,58.563,"LINESTRING (-47.0576584 -23.1508185, -47.0577969 -23.1507523, -47.0578987 -23.1506631, -47.0579668 -23.1506003, -47.0581203 -23.1505145)",2,"['60', '40']",IVA-354,,
155689593,True,,primary_link,False,14.798000000000002,"LINESTRING (-47.0576584 -23.1508185, -47.0576769 -23.1508242, -47.0577149 -23.1508634, -47.0577406 -23.1509214)",,,,,
879113470,True,Praça São Paulo,primary,False,77.441,"LINESTRING (-47.0577406 -23.1509214, -47.0576929 -23.1510212, -47.057645 -23.1511162, -47.0576267 -23.1512528, -47.0576148 -23.1513412, -47.0576037 -23.151597)",2,40,,,
155689532,True,Praça São Paulo,primary,False,76.164,"LINESTRING (-47.05694 -23.1509976, -47.057096 -23.1509703, -47.0572404 -23.1509296, -47.0576584 -23.1508185)",2,40,,,
"[226176740, 226176820, 342325863]",False,Estrada Municipal Bento Pereira de Toledo,secondary,False,185.053,"LINESTRING (-47.05694 -23.1509976, -47.0565722 -23.1502355, -47.0565045 -23.1500919, -47.0563109 -23.1496402, -47.056236 -23.1494648)",,,IVA-010,yes,
711533895,False,Avenida Emílio Chechinato,primary,False,79.949,"LINESTRING (-47.05694 -23.1509976, -47.0567369 -23.1510407, -47.0564222 -23.1510886, -47.0561704 -23.1511229)",2,60,IVA-354,,
"[155689514, 709514052, 342325861, 155689615]",False,"['Rua Buriti', 'Viela São João da Via Sacra', 'Rua Maranhão']",residential,True,497.851,"LINESTRING (-47.0561704 -23.1511229, -47.056411 -23.1527917, -47.0555125 -23.1529953, -47.0547817 -23.1531341, -47.0546414 -23.1531584, -47.055213 -23.152163)",,,,,
711533895,False,Avenida Emílio Chechinato,primary,False,97.06200000000001,"LINESTRING (-47.0561704 -23.1511229, -47.0561278 -23.151121, -47.0560173 -23.1511305, -47.0555807 -23.1511624, -47.0552234 -23.1511786)",2,60,IVA-354,,
711533895,False,Avenida Emílio Chechinato,primary,True,79.949,"LINESTRING (-47.0561704 -23.1511229, -47.0564222 -23.1510886, -47.0567369 -23.1510407, -47.05694 -23.1509976)",2,60,IVA-354,,
155689570,False,Rua Pedro Marchi,residential,False,109.466,"LINESTRING (-47.0552234 -23.1511786, -47.055213 -23.152163)",,,,,
711533895,False,Avenida Emílio Chechinato,primary,False,21.604,"LINESTRING (-47.0552234 -23.1511786, -47.0550128 -23.1511945)",2,60,IVA-354,,
711533895,False,Avenida Emílio Chechinato,primary,True,97.06200000000001,"LINESTRING (-47.0552234 -23.1511786, -47.0555807 -23.1511624, -47.0560173 -23.1511305, -47.0561278 -23.151121, -47.0561704 -23.1511229)",2,60,IVA-354,,
710255415,False,Avenida José Tonoli,residential,False,71.538,"LINESTRING (-47.05474 -23.1511962, -47.0547623 -23.1511543, -47.0550066 -23.1507602, -47.0550995 -23.1506454)",,,,,
1016977433,True,,primary,False,11.278,"LINESTRING (-47.05474 -23.1511962, -47.0547569 -23.1511831, -47.0547775 -23.151176, -47.0547996 -23.1511755, -47.0548206 -23.1511817, -47.0548382 -23.1511939)",,,,,
155689588,True,Praça São Paulo,primary_link,False,17.942,"LINESTRING (-47.0576037 -23.151597, -47.057568 -23.1516366, -47.0575227 -23.1516534, -47.057452 -23.1516527)",1,30,,,
339347935,True,Praça São Paulo,primary,False,31.512,"LINESTRING (-47.0576037 -23.151597, -47.0576116 -23.1517533, -47.0576177 -23.1518801)",2,40,,,
155689460,True,Avenida José Tonoli,secondary,False,25.125,"LINESTRING (-47.054542 -23.1516178, -47.0546415 -23.1514112)",,,,,
155689539,True,Praça São Paulo,primary,False,92.531,"LINESTRING (-47.057452 -23.1516527, -47.0573371 -23.1515452, -47.0571573 -23.1514274, -47.0570831 -23.1513448, -47.056999 -23.151142, -47.05694 -23.1509976)",2,40,,,
347674253,False,Rua Vinte e Um de Março,primary,True,170.011,"LINESTRING (-47.0592485 -23.1519399, -47.0602646 -23.1531502)",,40,,,
709514059,False,Rua Mário Tonolli,secondary,True,71.724,"LINESTRING (-47.0592485 -23.1519399, -47.0587324 -23.1523768)",,40,,,
347674253,False,Rua Vinte e Um de Março,primary,False,188.549,"LINESTRING (-47.0592485 -23.1519399, -47.0587315 -23.1513364, -47.0585194 -23.1512235, -47.0584542 -23.1511528, -47.0582195 -23.1505829)",,40,,,
155689460,True,Avenida José Tonoli,secondary,False,43.411,"LINESTRING (-47.0543754 -23.1519769, -47.054542 -23.1516178)",,,,,
155689570,False,Rua Pedro Marchi,residential,False,74.612,"LINESTRING (-47.055213 -23.152163, -47.0552308 -23.1528338)",,,,,
155689570,False,Rua Pedro Marchi,residential,True,109.466,"LINESTRING (-47.055213 -23.152163, -47.0552234 -23.1511786)",,,,,
"[155689514, 709514052, 342325861, 155689615]",False,"['Viela São João da Via Sacra', 'Rua Buriti', 'Rua Maranhão']",residential,False,497.851,"LINESTRING (-47.055213 -23.152163, -47.0546414 -23.1531584, -47.0547817 -23.1531341, -47.0555125 -23.1529953, -47.056411 -23.1527917, -47.0561704 -23.1511229)",,,,,
342325857,False,Praça São Paulo,primary,False,20.425,"LINESTRING (-47.0576177 -23.1518801, -47.0576814 -23.1520542)",,,,,
879113469,True,Praça São Paulo,primary,False,30.437,"LINESTRING (-47.0576177 -23.1518801, -47.0575633 -23.1518071, -47.057452 -23.1516527)",2,40,,,
342325857,False,Praça São Paulo,primary,True,20.425,"LINESTRING (-47.0576814 -23.1520542, -47.0576177 -23.1518801)",,,,,
155689436,False,Avenida Brasil,primary,False,85.673,"LINESTRING (-47.0576814 -23.1520542, -47.0576721 -23.1522266, -47.0576723 -23.1522951, -47.0576629 -23.1525433, -47.0576545 -23.1528242)",,,,,
"[341229241, 155689667]",True,"['Rua Henrique de Oliveira', 'Rua Paraná']",residential,False,133.09,"LINESTRING (-47.0576814 -23.1520542, -47.0582846 -23.1519086, -47.0587324 -23.1523768)",,40,,,
155689460,True,Avenida José Tonoli,secondary,False,43.593,"LINESTRING (-47.0542081 -23.1523375, -47.0543754 -23.1519769)",,,,,
155689564,False,Rua Mário Tonolli,secondary,True,70.956,"LINESTRING (-47.0587324 -23.1523768, -47.0582027 -23.1527891)",,40,,,
709514059,False,Rua Mário Tonolli,secondary,False,71.724,"LINESTRING (-47.0587324 -23.1523768, -47.0592485 -23.1519399)",,40,,,
339742573,True,Rua Henrique de Oliveira,residential,False,95.632,"LINESTRING (-47.0587324 -23.1523768, -47.0590058 -23.1526764, -47.0592013 -23.152919, -47.0592541 -23.1530788)",,40,,,
155689460,True,Avenida José Tonoli,secondary,False,45.6,"LINESTRING (-47.0540331 -23.1527147, -47.0542081 -23.1523375)",,,,,
155689564,False,Rua Mário Tonolli,secondary,False,70.956,"LINESTRING (-47.0582027 -23.1527891, -47.0587324 -23.1523768)",,40,,,
339605522,True,Avenida Itália,secondary,False,97.80000000000001,"LINESTRING (-47.0582027 -23.1527891, -47.0581234 -23.152712, -47.0579672 -23.1524894, -47.0578628 -23.1523408, -47.0576814 -23.1520542)",2,40,,,
709514055,False,Rua Jundiaí,secondary,True,107.636,"LINESTRING (-47.0576545 -23.1528242, -47.0566957 -23.153224)",,60,,,
155689436,False,Avenida Brasil,primary,True,85.673,"LINESTRING (-47.0576545 -23.1528242, -47.0576629 -23.1525433, -47.0576723 -23.1522951, -47.0576721 -23.1522266, -47.0576814 -23.1520542)",,,,,
"[1035823329, 711533892]",False,Avenida Brasil,primary,False,103.499,"LINESTRING (-47.0576545 -23.1528242, -47.0576007 -23.1535002, -47.0575806 -23.1537525)",,60,,,
343939322,False,Avenida Itália,secondary,False,14.978,"LINESTRING (-47.0584248 -23.1529684, -47.0584545 -23.1531003)",,,,,
1130591720,True,Avenida Itália,secondary,False,30.218,"LINESTRING (-47.0584248 -23.1529684, -47.0582027 -23.1527891)",,,,,
709835398,False,Rua Doutor José Roberto Basile Bonito,residential,False,75.555,"LINESTRING (-47.0610352 -23.1529176, -47.0604664 -23.1533514)",2,40,,,
155689691,False,Rua José Antônio Pessini,residential,True,135.651,"LINESTRING (-47.0610352 -23.1529176, -47.0610981 -23.1531036, -47.06117 -23.1532999, -47.0612779 -23.1535128, -47.0614398 -23.1536678, -47.0617199 -23.153931)",2,40,,,
709835397,False,Rua Doutor José Roberto Basile Bonito,residential,True,149.97,"LINESTRING (-47.0610352 -23.1529176, -47.0611386 -23.1528701, -47.0612824 -23.1528515, -47.061433 -23.1528659, -47.0615589 -23.1529238, -47.0623228 -23.153385)",2,40,,,
879126118,True,Rua Rio Grande do Sul,tertiary,False,26.198,"LINESTRING (-47.0586744 -23.1530217, -47.0584248 -23.1529684)",,40,,,
155689493,True,,tertiary,False,24.131,"LINESTRING (-47.0586744 -23.1530217, -47.0585726 -23.1530614, -47.0584545 -23.1531003)",,,,,
343939322,False,Avenida Itália,secondary,False,48.977,"LINESTRING (-47.0584545 -23.1531003, -47.0585543 -23.1535311)",,,,,
343939322,False,Avenida Itália,secondary,True,14.978,"LINESTRING (-47.0584545 -23.1531003, -47.0584248 -23.1529684)",,,,,
155689460,True,Avenida José Tonoli,secondary,False,43.328,"LINESTRING (-47.0538668 -23.1530731, -47.0540331 -23.1527147)",,,,,
155689688,False,Rua Rio Grande do Sul,tertiary,False,22.597,"LINESTRING (-47.0597704 -23.1530782, -47.0595494 -23.1530812)",,40,,,
709835390,True,Rua Antônio de Almeida,residential,False,15.253,"LINESTRING (-47.0597704 -23.1530782, -47.0598582 -23.1531891)",,40,,,
155689688,False,Rua Rio Grande do Sul,tertiary,True,51.208,"LINESTRING (-47.0597704 -23.1530782, -47.0599705 -23.1530972, -47.0602646 -23.1531502)",,40,,,
155689688,False,Rua Rio Grande do Sul,tertiary,False,30.192,"LINESTRING (-47.0595494 -23.1530812, -47.0592541 -23.1530788)",,40,,,
155689688,False,Rua Rio Grande do Sul,tertiary,True,22.597,"LINESTRING (-47.0595494 -23.1530812, -47.0597704 -23.1530782)",,40,,,
347674253,False,Rua Vinte e Um de Março,primary,False,170.011,"LINESTRING (-47.0602646 -23.1531502, -47.0592485 -23.1519399)",,40,,,
1089480253,False,Rua José Marchi,primary,True,30.434,"LINESTRING (-47.0602646 -23.1531502, -47.0604664 -23.1533514)",,40,,,
155689688,False,Rua Rio Grande do Sul,tertiary,False,51.208,"LINESTRING (-47.0602646 -23.1531502, -47.0599705 -23.1530972, -47.0597704 -23.1530782)",,40,,,
709514055,False,Rua Jundiaí,secondary,False,107.636,"LINESTRING (-47.0566957 -23.153224, -47.0576545 -23.1528242)",,60,,,
155689660,False,Rua Hildebrande Ferraz,residential,False,220.553,"LINESTRING (-47.0566957 -23.153224, -47.0567395 -23.1537627, -47.0567305 -23.1539136, -47.0566965 -23.1539706, -47.0566516 -23.1540174, -47.05659 -23.154046, -47.0565303 -23.1540755, -47.0556461 -23.1543826, -47.0554732 -23.1544426)",,40,,,
"[709514054, 344351751]",False,Rua Jundiaí,secondary,True,124.359,"LINESTRING (-47.0566957 -23.153224, -47.0557703 -23.1535671, -47.0555715 -23.1536506)",,60,,,
709835398,False,Rua Doutor José Roberto Basile Bonito,residential,True,75.555,"LINESTRING (-47.0604664 -23.1533514, -47.0610352 -23.1529176)",2,40,,,
1089480253,False,Rua José Marchi,primary,False,30.434,"LINESTRING (-47.0604664 -23.1533514, -47.0602646 -23.1531502)",,40,,,
342054041,True,Rua José Marchi,primary,False,192.022,"LINESTRING (-47.0604664 -23.1533514, -47.0611578 -23.1542374, -47.0613683 -23.1544683, -47.0615019 -23.1545741, -47.0616526 -23.1546777)",,40,,,
155689531,False,Rua Waldomiro Marchi,residential,False,86.519,"LINESTRING (-47.0623228 -23.153385, -47.0617199 -23.153931)",2,40,,,
709835396,False,Rua Doutor José Roberto Basile Bonito,residential,True,34.677,"LINESTRING (-47.0623228 -23.153385, -47.0626063 -23.1535562)",2,40,,,
709835397,False,Rua Doutor José Roberto Basile Bonito,residential,False,149.97000000000003,"LINESTRING (-47.0623228 -23.153385, -47.0615589 -23.1529238, -47.061433 -23.1528659, -47.0612824 -23.1528515, -47.0611386 -23.1528701, -47.0610352 -23.1529176)",2,40,,,
155689460,True,Avenida José Tonoli,secondary,False,44.947,"LINESTRING (-47.0536943 -23.1534449, -47.0537416 -23.1533431, -47.053774 -23.1532732, -47.0538668 -23.1530731)",,,,,
343939322,False,Avenida Itália,secondary,True,48.977,"LINESTRING (-47.0585543 -23.1535311, -47.0584545 -23.1531003)",,,,,
"[1035823330, 155689519]",False,Rua Vicente de Paula Tartali,residential,False,102.549,"LINESTRING (-47.0585543 -23.1535311, -47.0582729 -23.1535951, -47.0579236 -23.1536745, -47.0575806 -23.1537525)",,40,,,
709514048,False,Avenida Itália,secondary,False,55.667,"LINESTRING (-47.0585543 -23.1535311, -47.058621 -23.1537784, -47.0586854 -23.154017)",,,,,
709835396,False,Rua Doutor José Roberto Basile Bonito,residential,False,34.677,"LINESTRING (-47.0626063 -23.1535562, -47.0623228 -23.153385)",2,40,,,
709835396,False,Rua Doutor José Roberto Basile Bonito,residential,True,29.003,"LINESTRING (-47.0626063 -23.1535562, -47.0628351 -23.1537104)",2,40,,,
155689550,False,Rua Rachel Lacqua Marchi,residential,False,88.638,"LINESTRING (-47.0555715 -23.1536506, -47.0554732 -23.1544426)",,40,,,
"[709514054, 344351751]",False,Rua Jundiaí,secondary,False,124.359,"LINESTRING (-47.0555715 -23.1536506, -47.0557703 -23.1535671, -47.0566957 -23.153224)",,60,,,
344351751,False,Rua Jundiaí,secondary,True,227.96800000000002,"LINESTRING (-47.0555715 -23.1536506, -47.054849 -23.1539268, -47.0541839 -23.1541791, -47.0540895 -23.154215, -47.0535163 -23.1544456)",,60,,,
709514058,False,Rua Francisco Cordeiro,residential,True,59.597,"LINESTRING (-47.0600278 -23.1536935, -47.0594635 -23.1538279)",,40,,,
709835392,True,Rua Antônio de Almeida,residential,False,54.764,"LINESTRING (-47.0600278 -23.1536935, -47.0597153 -23.1532935)",,40,,,
155689559,False,Rua José Davo Filho,residential,False,98.678,"LINESTRING (-47.0628351 -23.1537104, -47.0621658 -23.1543498)",2,40,,,
709835396,False,Rua Doutor José Roberto Basile Bonito,residential,False,29.003,"LINESTRING (-47.0628351 -23.1537104, -47.0626063 -23.1535562)",2,40,,,
339612003,False,Avenida Brasil,primary,False,40.258,"LINESTRING (-47.0575806 -23.1537525, -47.0575382 -23.1539927, -47.0575223 -23.1541105)",,60,,,
"[1035823329, 711533892]",False,Avenida Brasil,primary,True,103.499,"LINESTRING (-47.0575806 -23.1537525, -47.0576007 -23.1535002, -47.0576545 -23.1528242)",,60,,,
"[1035823330, 155689519]",False,Rua Vicente de Paula Tartali,residential,True,102.549,"LINESTRING (-47.0575806 -23.1537525, -47.0579236 -23.1536745, -47.0582729 -23.1535951, -47.0585543 -23.1535311)",,40,,,
155689460,True,Avenida José Tonoli,secondary,False,45.914,"LINESTRING (-47.0535181 -23.1538247, -47.0536943 -23.1534449)",,,,,
155689531,False,Rua Waldomiro Marchi,residential,True,86.519,"LINESTRING (-47.0617199 -23.153931, -47.0623228 -23.153385)",2,40,,,
711531978,False,Rua José Antônio Pessini,residential,True,65.168,"LINESTRING (-47.0617199 -23.153931, -47.0621658 -23.1543498)",2,40,,,
155689691,False,Rua José Antônio Pessini,residential,False,135.65099999999998,"LINESTRING (-47.0617199 -23.153931, -47.0614398 -23.1536678, -47.0612779 -23.1535128, -47.06117 -23.1532999, -47.0610981 -23.1531036, -47.0610352 -23.1529176)",2,40,,,
155689460,True,Avenida José Tonoli,secondary,False,43.279,"LINESTRING (-47.053352 -23.1541827, -47.0535181 -23.1538247)",,,,,
709514049,False,Avenida Itália,secondary,False,44.349,"LINESTRING (-47.0587524 -23.1542698, -47.0588551 -23.1546573)",,,,,
709514049,False,Avenida Itália,secondary,True,28.933,"LINESTRING (-47.0587524 -23.1542698, -47.0586854 -23.154017)",,,,,
155689512,False,Rua Giambatista Gallo,residential,False,175.48,"LINESTRING (-47.0605216 -23.1542796, -47.0588551 -23.1546573)",,40,,,
709835391,True,Rua Antônio de Almeida,residential,False,82.438,"LINESTRING (-47.0605216 -23.1542796, -47.0600278 -23.1536935)",,40,,,
339612003,False,Avenida Brasil,primary,True,40.258,"LINESTRING (-47.0575223 -23.1541105, -47.0575382 -23.1539927, -47.0575806 -23.1537525)",,60,,,
709514044,True,Avenida Brasil,primary,False,42.11,"LINESTRING (-47.0575223 -23.1541105, -47.0575105 -23.1541786, -47.0574569 -23.1544844)",,,,,
155689417,True,Rua Emancipadores do Município,primary,False,30.108,"LINESTRING (-47.0573626 -23.1543376, -47.0574541 -23.1542199, -47.0575223 -23.1541105)",,,,,
879126119,True,,primary_link,False,20.734,"LINESTRING (-47.0573626 -23.1543376, -47.0574059 -23.1543558, -47.0574307 -23.1543743, -47.0574427 -23.1544008, -47.0574569 -23.1544844)",,,,,
155689559,False,Rua José Davo Filho,residential,True,98.678,"LINESTRING (-47.0621658 -23.1543498, -47.0628351 -23.1537104)",2,40,,,
709835394,False,Rua José Antônio Pessini,residential,False,62.713,"LINESTRING (-47.0621658 -23.1543498, -47.0625967 -23.1547512)",2,40,,,
709835395,False,Rua José Davo Filho,residential,False,56.305,"LINESTRING (-47.0621658 -23.1543498, -47.0617414 -23.1546725)",2,40,,,
711531978,False,Rua José Antônio Pessini,residential,False,65.168,"LINESTRING (-47.0621658 -23.1543498, -47.0617199 -23.153931)",2,40,,,
344351751,False,Rua Jundiaí,secondary,True,2.884,"LINESTRING (-47.0535163 -23.1544456, -47.0534901 -23.1544552)",,60,,,
344351751,False,Rua Jundiaí,secondary,False,227.96800000000002,"LINESTRING (-47.0535163 -23.1544456, -47.0540895 -23.154215, -47.0541839 -23.1541791, -47.054849 -23.1539268, -47.0555715 -23.1536506)",,60,,,
155689550,False,Rua Rachel Lacqua Marchi,residential,False,140.678,"LINESTRING (-47.0554732 -23.1544426, -47.0552746 -23.1556945)",,40,,,
155689550,False,Rua Rachel Lacqua Marchi,residential,True,88.638,"LINESTRING (-47.0554732 -23.1544426, -47.0555715 -23.1536506)",,40,,,
155689660,False,Rua Hildebrande Ferraz,residential,True,220.553,"LINESTRING (-47.0554732 -23.1544426, -47.0556461 -23.1543826, -47.0565303 -23.1540755, -47.05659 -23.154046, -47.0566516 -23.1540174, -47.0566965 -23.1539706, -47.0567305 -23.1539136, -47.0567395 -23.1537627, -47.0566957 -23.153224)",,40,,,
155689460,True,Avenida José Tonoli,secondary,False,21.32,"LINESTRING (-47.0532047 -23.1545557, -47.0532716 -23.1543741)",,,,,
"[344351748, 345579166, 344351751]",False,Rua Jundiaí,secondary,False,31.253999999999998,"LINESTRING (-47.0532047 -23.1545557, -47.0533546 -23.1545003, -47.0534424 -23.1544726, -47.0534901 -23.1544552)",,60,,yes,
155689512,False,Rua Giambatista Gallo,residential,True,175.48,"LINESTRING (-47.0588551 -23.1546573, -47.0605216 -23.1542796)",,40,,,
709514049,False,Avenida Itália,secondary,True,44.349,"LINESTRING (-47.0588551 -23.1546573, -47.0587524 -23.1542698)",,,,,
709514051,False,Avenida Itália,secondary,False,80.755,"LINESTRING (-47.0588551 -23.1546573, -47.0590421 -23.1553629)",,,,,
339605521,True,Avenida Brasil,primary,False,153.427,"LINESTRING (-47.0573889 -23.1547215, -47.0573363 -23.1548368, -47.0573086 -23.1549008, -47.0570007 -23.1553513, -47.056668 -23.1557357, -47.0565547 -23.1558605)",,,,,
709835394,False,Rua José Antônio Pessini,residential,True,62.713,"LINESTRING (-47.0625967 -23.1547512, -47.0621658 -23.1543498)",2,40,,,
342054039,False,Rua Comendador Xisto A Paraíso,secondary,True,44.097,"LINESTRING (-47.0612354 -23.1548651, -47.0616457 -23.1547428)",2,40,,,
"[709835393, 342054038, 342054039]",False,"['Rua Comendador Xisto A Paraíso', 'Rua Comendador Xisto Araripe Paraíso']",secondary,False,22.416999999999998,"LINESTRING (-47.0612354 -23.1548651, -47.0611851 -23.1548781, -47.0610762 -23.1549042, -47.0610228 -23.1549141)",2,40,,yes,
155689595,True,Rua Antônio de Almeida,residential,False,87.198,"LINESTRING (-47.0610228 -23.1549141, -47.0605216 -23.1542796)",,40,,,
709835393,False,Rua Comendador Xisto Araripe Paraíso,secondary,False,81.593,"LINESTRING (-47.0610228 -23.1549141, -47.0602487 -23.1550926)",2,40,,,
"[709835393, 342054038, 342054039]",False,"['Rua Comendador Xisto A Paraíso', 'Rua Comendador Xisto Araripe Paraíso']",secondary,True,22.416999999999998,"LINESTRING (-47.0610228 -23.1549141, -47.0610762 -23.1549042, -47.0611851 -23.1548781, -47.0612354 -23.1548651)",2,40,,yes,
155689502,True,Rua Vereador Macílio Calazans,residential,False,69.749,"LINESTRING (-47.0580198 -23.1549602, -47.0573889 -23.1547215)",,40,,,
155689424,True,Rua Antônio Polli,secondary,False,114.484,"LINESTRING (-47.0580198 -23.1549602, -47.0580706 -23.154845, -47.0581605 -23.1546507, -47.0582684 -23.1544957, -47.0583965 -23.1543821, -47.0585561 -23.1543221, -47.0587524 -23.1542698)",,,,,
155689683,False,Rua Vicente Lopes da Costa,residential,True,149.825,"LINESTRING (-47.0602487 -23.1550926, -47.0610964 -23.1561917)",,40,,,
709835393,False,Rua Comendador Xisto Araripe Paraíso,secondary,True,81.593,"LINESTRING (-47.0602487 -23.1550926, -47.0610228 -23.1549141)",2,40,,,
709514057,False,Rua Comendador Xisto Araripe Paraíso,secondary,False,51.847,"LINESTRING (-47.0602487 -23.1550926, -47.0600768 -23.1551311, -47.059756 -23.155203)",2,40,,,
155689609,False,Rua Napoleão de Benedictis,residential,True,162.969,"LINESTRING (-47.059756 -23.155203, -47.0601411 -23.1566252)",,40,,,
709514057,False,Rua Comendador Xisto Araripe Paraíso,secondary,False,75.122,"LINESTRING (-47.059756 -23.155203, -47.0590421 -23.1553629)",2,40,,,
709514057,False,Rua Comendador Xisto Araripe Paraíso,secondary,True,51.847,"LINESTRING (-47.059756 -23.155203, -47.0600768 -23.1551311, -47.0602487 -23.1550926)",2,40,,,
709514050,False,Avenida Itália,secondary,False,69.316,"LINESTRING (-47.0590421 -23.1553629, -47.0591983 -23.1559695)",,,,,
709514051,False,Avenida Itália,secondary,True,80.755,"LINESTRING (-47.0590421 -23.1553629, -47.0588551 -23.1546573)",,,,,
709514057,False,Rua Comendador Xisto Araripe Paraíso,secondary,True,75.122,"LINESTRING (-47.0590421 -23.1553629, -47.059756 -23.155203)",2,40,,,
342054037,False,Rua Comendador Xisto Araripe Paraíso,secondary,False,120.063,"LINESTRING (-47.0590421 -23.1553629, -47.0584548 -23.1554903, -47.0583067 -23.1555224, -47.0580909 -23.1555865, -47.0579758 -23.1556321, -47.0579141 -23.1556553)",2,40,,,
709514056,True,Rua Antônio Polli,secondary,False,70.782,"LINESTRING (-47.0577165 -23.1555304, -47.0579088 -23.1552232, -47.0580198 -23.1549602)",,,,,
155689501,False,Rua Emerson Zumstein Tonoli,residential,True,69.213,"LINESTRING (-47.0579141 -23.1556553, -47.0581965 -23.156221)",2,40,,,
342054037,False,Rua Comendador Xisto Araripe Paraíso,secondary,False,6.949,"LINESTRING (-47.0579141 -23.1556553, -47.0578528 -23.1556823)",2,40,,,
342054037,False,Rua Comendador Xisto Araripe Paraíso,secondary,True,120.06299999999999,"LINESTRING (-47.0579141 -23.1556553, -47.0579758 -23.1556321, -47.0580909 -23.1555865, -47.0583067 -23.1555224, -47.0584548 -23.1554903, -47.0590421 -23.1553629)",2,40,,,
954759630,False,Rua José Marchi,primary,False,28.728,"LINESTRING (-47.0626653 -23.1556778, -47.0627612 -23.1557774, -47.0628491 -23.1558732)",,40,IVA-356,,
954759630,False,Rua José Marchi,primary,True,139.381,"LINESTRING (-47.0626653 -23.1556778, -47.0625104 -23.1554941, -47.0622144 -23.155184, -47.0617517 -23.154749)",,40,IVA-356,,
155689550,False,Rua Rachel Lacqua Marchi,residential,False,7.125,"LINESTRING (-47.0552746 -23.1556945, -47.0552661 -23.1557581)",,40,,,
155689550,False,Rua Rachel Lacqua Marchi,residential,True,140.678,"LINESTRING (-47.0552746 -23.1556945, -47.0554732 -23.1544426)",,40,,,
